@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122701215', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122701215?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122701215&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122701215&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122701215,SCOPUS_ID:85122701215,2-s2.0-85122701215,Real-Time Ultrasound Doppler Tracking and Autonomous Navigation of a Miniature Helical Robot for Accelerating Thrombolysis in Dynamic Blood Flow,Wang Q.,ACS Nano,1936086X,16,1,604-616,2022-01-25,25 January 2022,10.1021/acsnano.1c07830,0,"[{'@_fa': 'true', 'affilname': 'Chinese University of Hong Kong', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}]",,Journal,ar,Article,,11500153511,0,False,,,19360851,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123249943', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123249943?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123249943&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123249943&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123249943,SCOPUS_ID:85123249943,2-s2.0-85123249943,3D mesh steganography and steganalysis: review and prospect,Zhou H.,Journal of Image and Graphics,,27,1,150-162,2022-01-16,16 January 2022,10.11834/jig.210371,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Simon Fraser University', 'affiliation-city': 'Burnaby', 'affiliation-country': 'Canada'}]",,Journal,re,Review,,21101021717,0,False,,,10068961,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123735351', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123735351?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123735351&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123735351&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123735351,SCOPUS_ID:85123735351,2-s2.0-85123735351,Top-Down Machine Learning-Based Architecture for Cyberattacks Identification and Classification in IoT Communication Networks,Abu Al-Haija Q.,Frontiers in Big Data,2624909X,4,,,2022-01-13,13 January 2022,10.3389/fdata.2021.782902,1,"[{'@_fa': 'true', 'affilname': 'Princess Sumaya University', 'affiliation-city': 'Amman', 'affiliation-country': 'Jordan'}]",,Journal,re,Review,782902,21101052354,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123634362', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123634362?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123634362&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123634362&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123634362,SCOPUS_ID:85123634362,2-s2.0-85123634362,Smart health monitoring and self-analysis system based on internet of things with fuzzy controller,Mostafa B.S.,AIP Conference Proceedings,15517616,2386,,,2022-01-11,11 January 2022,10.1063/5.0067991,0,"[{'@_fa': 'true', 'affilname': 'Mustansiriyah University', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",,Conference Proceeding,cp,Conference Paper,050004,26916,0,False,,,0094243X,,"[{'@_fa': 'true', '$': '9780735441507'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123412686', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123412686?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123412686&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123412686&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123412686,SCOPUS_ID:85123412686,2-s2.0-85123412686,Global Trends and Hotspots in Research on Rehabilitation Robots: A Bibliometric Analysis From 2010 to 2020,Xue X.,Frontiers in Public Health,22962565,9,,,2022-01-11,11 January 2022,10.3389/fpubh.2021.806723,0,"[{'@_fa': 'true', 'affilname': 'Chengdu Sport University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",35087788,Journal,ar,Article,806723,21100798718,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124592477', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124592477?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124592477&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124592477&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124592477,SCOPUS_ID:85124592477,2-s2.0-85124592477,COVID-19 Vaccine Distribution: Combining SEIR and Machine Learning,López-Sandoval V.,Uniciencia,22153470,36,1,,2022-01-01,January 2022,10.15359/ru.36-1.12,0,"[{'@_fa': 'true', 'affilname': 'Gerardo Barrios University', 'affiliation-city': 'San Miguel', 'affiliation-country': 'El Salvador'}]",,Journal,ar,Article,,21100931880,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124528241', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124528241?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124528241&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124528241&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124528241,SCOPUS_ID:85124528241,2-s2.0-85124528241,Neurodegenerative diseases-Caps: a capsule network based early screening system for the classification of neurodegenerative diseases,Bhatele K.R.,Cognitive Neurodynamics,18714099,,,,2022-01-01,2022,10.1007/s11571-022-09787-1,0,"[{'@_fa': 'true', 'affilname': 'Rustamji Institute of Technology', 'affiliation-city': 'Gwalior', 'affiliation-country': 'India'}]",,Journal,ar,Article,,5200153049,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",18714080,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124382219', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124382219?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124382219&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124382219&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124382219,SCOPUS_ID:85124382219,2-s2.0-85124382219,Transformation and Optimization of Rural Ecological Endowment Industry Chain Based on Constrained Clustering Algorithm,Zhao Y.,Scientific Programming,,2022,,,2022-01-01,2022,10.1155/2022/6139558,0,"[{'@_fa': 'true', 'affilname': 'Neimenggu Agricultural University', 'affiliation-city': 'Hohhot', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hainan University', 'affiliation-city': 'Haikou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Inner Mongolia Normal University China', 'affiliation-city': 'Hohhot', 'affiliation-country': 'China'}]",,Journal,ar,Article,6139558,19926,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",10589244,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124335322', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124335322?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124335322&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124335322&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124335322,SCOPUS_ID:85124335322,2-s2.0-85124335322,Robust-Deep: A Method for Increasing Brain Imaging Datasets to Improve Deep Learning Models’ Performance and Robustness,Sanaat A.,Journal of Digital Imaging,1618727X,,,,2022-01-01,2022,10.1007/s10278-021-00536-0,0,"[{'@_fa': 'true', 'affilname': 'Hôpitaux Universitaires de Genève', 'affiliation-city': 'Geneva', 'affiliation-country': 'Switzerland'}]",,Journal,ar,Article,,17223,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",08971889,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124312531', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124312531?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124312531&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124312531&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360319922002853'}",https://api.elsevier.com/content/abstract/scopus_id/85124312531,SCOPUS_ID:85124312531,2-s2.0-85124312531,Real-time data-driven fault diagnosis of proton exchange membrane fuel cell system based on binary encoding convolutional neural network,Zhou S.,International Journal of Hydrogen Energy,,,,,2022-01-01,2022,10.1016/j.ijhydene.2022.01.145,0,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",,Journal,ar,Article,,26991,0,False,,,03603199,S0360319922002853,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124245809', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124245809?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124245809&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124245809&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124245809,SCOPUS_ID:85124245809,2-s2.0-85124245809,Homecare-Oriented ECG Diagnosis with Large-scale Deep Neural Network for Continuous Monitoring on Embedded Devices,Ran S.,IEEE Transactions on Instrumentation and Measurement,15579662,,,,2022-01-01,2022,10.1109/TIM.2022.3147328,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",,Journal,ar,Article,,15361,0,False,,,00189456,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124240200', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124240200?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124240200&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124240200&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124240200,SCOPUS_ID:85124240200,2-s2.0-85124240200,Tactile based Intelligence Touch Technology in IoT configured WCN in B5G/6G-A Survey,Gupta M.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148473,0,"[{'@_fa': 'true', 'affilname': 'Shri Mata Vaishno Devi University', 'affiliation-city': 'Katra', 'affiliation-country': 'India'}]",,Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124210734', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124210734?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124210734&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124210734&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124210734,SCOPUS_ID:85124210734,2-s2.0-85124210734,"Technology-Enabled, Evidence-Driven, and Patient-Centered: The Way Forward for Regulating Software as a Medical Device",Carolan J.E.,JMIR Medical Informatics,22919694,10,1,,2022-01-01,January 2022,10.2196/34038,0,"[{'@_fa': 'true', 'affilname': 'University College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Perspectum Ltd', 'affiliation-city': 'Oxford', 'affiliation-country': 'United Kingdom'}]",,Journal,ar,Article,e34038,21101030139,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124179732', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124179732?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124179732&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124179732&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124179732,SCOPUS_ID:85124179732,2-s2.0-85124179732,Epidemic dreams: Dreaming about health during the COVID-19 pandemic,Šcépanović S.,Royal Society Open Science,20545703,9,1,,2022-01-01,2022,10.1098/rsos.211080,0,"[{'@_fa': 'true', 'affilname': 'Nokia Bell Labs', 'affiliation-city': 'Murray', 'affiliation-country': 'United States'}]",,Journal,ar,Article,211080,21100446014,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124168983', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124168983?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124168983&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124168983&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124168983,SCOPUS_ID:85124168983,2-s2.0-85124168983,"12th International Conference on Wireless and Satellite Services, WiSATS 2021",,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",1867822X,410 LNICST,,,2022-01-01,2022,,0,,,Book Series,cr,Conference Review,,21100220348,0,False,,,18678211,,"[{'@_fa': 'true', '$': '9783030933975'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124140376', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124140376?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124140376&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124140376&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124140376,SCOPUS_ID:85124140376,2-s2.0-85124140376,The Use of a Computerized Cognitive Assessment to Improve the Efficiency of Primary Care Referrals to Memory Services: Protocol for the Accelerating Dementia Pathway Technologies (ADePT) Study,Kalafatis C.,JMIR Research Protocols,19290748,11,1,,2022-01-01,January 2022,10.2196/34475,0,"[{'@_fa': 'true', 'affilname': 'South London and Maudsley NHS Foundation Trust', 'affiliation-city': 'Beckenham', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': ""King's College London"", 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Cognetivity ltd', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",,Journal,ar,Article,e34475,21100967335,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124136387', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124136387?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124136387&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124136387&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0210569121002874'}",https://api.elsevier.com/content/abstract/scopus_id/85124136387,SCOPUS_ID:85124136387,2-s2.0-85124136387,Impact of Aspergillus spp. isolation in the first 24 hours of admission in critically ill patients with severe influenza virus pneumonia,Claverias L.,Medicina Intensiva,15786749,,,,2022-01-01,2022,10.1016/j.medin.2021.12.005,0,"[{'@_fa': 'true', 'affilname': ""Institut d'Investigació Sanitària Pere Virgili"", 'affiliation-city': 'Reus', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'Hospital Universitario Joan XXIII de Tarragona', 'affiliation-city': 'Tarragona', 'affiliation-country': 'Spain'}]",,Journal,ar,Article,,18370,0,False,,,02105691,S0210569121002874,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124088735,SCOPUS_ID:85124088735,2-s2.0-85124088735,Towards Performing Image Classification and Object Detection with Convolutional Neural Networks in Autonomous Driving Systems: A Survey (December 2021),Turay T.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3147495,0,"[{'@_fa': 'true', 'affilname': 'University of Leicester', 'affiliation-city': 'Leicester', 'affiliation-country': 'United Kingdom'}]",,Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124068450', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124068450?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124068450&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124068450&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124068450,SCOPUS_ID:85124068450,2-s2.0-85124068450,Acclimatization of Nanorobots in Medical Applications Using the Artificial Intelligence System with the Data Transfer Approach,Manoharan H.,Wireless Communications and Mobile Computing,15308677,2022,,,2022-01-01,2022,10.1155/2022/5877042,0,"[{'@_fa': 'true', 'affilname': 'Panimalar Institute of Technology', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",,Journal,ar,Article,5877042,17543,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",15308669,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124067863', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124067863?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124067863&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124067863&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124067863,SCOPUS_ID:85124067863,2-s2.0-85124067863,Bluetooth-Low-Energy-Based Fall Detection and Warning System for Elderly People in Nursing Homes,De Raeve N.,Journal of Sensors,16877268,2022,,,2022-01-01,2022,10.1155/2022/9930681,0,"[{'@_fa': 'true', 'affilname': 'Universiteit Gent', 'affiliation-city': 'Ghent', 'affiliation-country': 'Belgium'}]",,Journal,ar,Article,9930681,17700156304,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1687725X,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124067150', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124067150?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124067150&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124067150&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124067150,SCOPUS_ID:85124067150,2-s2.0-85124067150,Global-Reasoned Multi-Task Learning Model for Surgical Scene Understanding,Seenivasan L.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3146544,0,"[{'@_fa': 'true', 'affilname': 'National University of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",,Journal,ar,Article,,21100900379,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124023973', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124023973?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124023973&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124023973&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124023973,SCOPUS_ID:85124023973,2-s2.0-85124023973,CovSeg-Unet: End-to-End Method-based Computer-Aided Decision Support System in Lung COVID-19 Detection on CT Images,El Biach F.Z.,International Journal of Advanced Computer Science and Applications,21565570,13,1,497-504,2022-01-01,2022,10.14569/IJACSA.2022.0130162,0,"[{'@_fa': 'true', 'affilname': 'Mohammed V University in Rabat', 'affiliation-city': 'Rabat', 'affiliation-country': 'Morocco'}]",,Journal,ar,Article,,21100867241,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",2158107X,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123954672', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123954672?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123954672&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123954672&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123954672,SCOPUS_ID:85123954672,2-s2.0-85123954672,The efficacy of a comprehensive bone health program in maintaining bone mineral density in postmenopausal women with early-stage breast cancer treated with endocrine therapy: real-world data,Abdel-Razeq H.,Irish Journal of Medical Science,18634362,,,,2022-01-01,2022,10.1007/s11845-021-02897-5,0,"[{'@_fa': 'true', 'affilname': 'School of Medicine', 'affiliation-city': 'Amman', 'affiliation-country': 'Jordan'}, {'@_fa': 'true', 'affilname': 'King Hussein Cancer Center', 'affiliation-city': 'Amman', 'affiliation-country': 'Jordan'}]",35088228,Journal,ar,Article,,15241,0,False,,,00211265,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123936748', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123936748?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123936748&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123936748&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123936748,SCOPUS_ID:85123936748,2-s2.0-85123936748,Improved graph-regularized deep belief network with sparse features learning for fault diagnosis,Yang J.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-022-06972-5,0,"[{'@_fa': 'true', 'affilname': 'Xidian University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",,Journal,ar,Article,,24800,0,False,,,09410643,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123916673', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123916673?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123916673&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123916673&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123916673,SCOPUS_ID:85123916673,2-s2.0-85123916673,Predicting the severity of COVID-19 patients using a multi-threaded evolutionary feature selection algorithm,Deniz A.,Expert Systems,14680394,,,,2022-01-01,2022,10.1111/exsy.12949,0,"[{'@_fa': 'true', 'affilname': 'Middle East Technical University (METU)', 'affiliation-city': 'Ankara', 'affiliation-country': 'Turkey'}]",,Journal,ar,Article,,24185,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",02664720,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123878262', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123878262?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123878262&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123878262&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123878262,SCOPUS_ID:85123878262,2-s2.0-85123878262,Energy Efficiency of Inference Algorithms for Clinical Laboratory Data Sets: Green Artificial Intelligence Study,Yu J.R.,Journal of Medical Internet Research,14388871,24,1,,2022-01-01,January 2022,10.2196/28036,0,"[{'@_fa': 'true', 'affilname': 'Chang Gung Memorial Hospital', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}]",35076405,Journal,ar,Article,e28036,23709,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
