@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,article-number,pii,prism:isbn,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097188504', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097188504?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097188504&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097188504&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097188504,SCOPUS_ID:85097188504,2-s2.0-85097188504,Real-time incident prediction for online service systems,Zhao N.,ESEC/FSE 2020 - Proceedings of the 28th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,,,315-326,2020-11-08,8 November 2020,10.1145/3368089.3409672,14,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101029718,0,False,,,,,"[{'@_fa': 'true', '$': '9781450370431'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097132565', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097132565?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097132565&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097132565&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097132565,SCOPUS_ID:85097132565,2-s2.0-85097132565,Search-based adversarial testing and improvement of constrained credit scoring systems,Ghamizi S.,ESEC/FSE 2020 - Proceedings of the 28th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,,,1089-1100,2020-11-08,8 November 2020,10.1145/3368089.3409739,3,"[{'@_fa': 'true', 'affilname': 'University of Luxembourg', 'affiliation-city': 'Esch-sur-Alzette', 'affiliation-country': 'Luxembourg'}]",Conference Proceeding,cp,Conference Paper,21101029718,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,"[{'@_fa': 'true', '$': '9781450370431'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85099193120', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85099193120?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099193120&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099193120&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85099193120,SCOPUS_ID:85099193120,2-s2.0-85099193120,Ponzi contracts detection based on improved convolutional neural network,Lou Y.,"Proceedings - 2020 IEEE 13th International Conference on Services Computing, SCC 2020",,,,,353-360,2020-11-01,November 2020,10.1109/SCC49832.2020.00053,2,"[{'@_fa': 'true', 'affilname': 'Central University of Finance and Economics', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101033808,0,False,,,9284582,,"[{'@_fa': 'true', '$': '9781728187891'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85095865052', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85095865052?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095865052&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095865052&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85095865052,SCOPUS_ID:85095865052,2-s2.0-85095865052,Loan Default Analysis with Multiplex Graph Learning,Hu B.,"International Conference on Information and Knowledge Management, Proceedings",,,,,2525-2532,2020-10-19,19 October 2020,10.1145/3340531.3412724,5,"[{'@_fa': 'true', 'affilname': 'Ant group', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101027248,0,False,,,,,"[{'@_fa': 'true', '$': '9781450368599'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118148445', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118148445?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118148445&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118148445&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118148445,SCOPUS_ID:85118148445,2-s2.0-85118148445,"Unsupervised-learning financial reconciliation: A robust, accurate approach inspired by machine translation",Chew P.,ICAIF 2020 - 1st ACM International Conference on AI in Finance,,,,,,2020-10-15,15 October 2020,10.1145/3383455.3422517,0,"[{'@_fa': 'true', 'affilname': 'Galisteo Consulting Group Inc.', 'affiliation-city': None, 'affiliation-country': None}]",Conference Proceeding,cp,Conference Paper,21101063713,0,False,,,3422517,,"[{'@_fa': 'true', '$': '9781450375849'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85096087690', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85096087690?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096087690&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096087690&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85096087690,SCOPUS_ID:85096087690,2-s2.0-85096087690,Recent Advances and Prospects in Industrial AI and Applications,Lee J.,Zidonghua Xuebao/Acta Automatica Sinica,02544156,,46,10,2031-2044,2020-10-01,1 October 2020,10.16383/j.aas.c200501,7,"[{'@_fa': 'true', 'affilname': 'University of Cincinnati', 'affiliation-city': 'Cincinnati', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Foxconn Technology Group', 'affiliation-city': 'Milwaukee', 'affiliation-country': 'United States'}]",Journal,ar,Article,25566,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092491953', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092491953?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092491953&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092491953&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092491953,SCOPUS_ID:85092491953,2-s2.0-85092491953,An Automated Feature Engineering Method for Online Payment Fraud Detection,Wang C.,Jisuanji Xuebao/Chinese Journal of Computers,02544164,,43,10,1983-2001,2020-10-01,1 October 2020,10.11897/SP.J.1016.2020.01983,2,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ministry of Education China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,26131,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85086393278', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85086393278?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086393278&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086393278&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S092523122030583X'}",https://api.elsevier.com/content/abstract/scopus_id/85086393278,SCOPUS_ID:85086393278,2-s2.0-85086393278,Residue Number System-Based Solution for Reducing the Hardware Cost of a Convolutional Neural Network,Chervyakov N.I.,Neurocomputing,09252312,18728286,407,,439-453,2020-09-24,24 September 2020,10.1016/j.neucom.2020.04.018,5,"[{'@_fa': 'true', 'affilname': 'North Caucasus Federal University', 'affiliation-city': 'Stavropol', 'affiliation-country': 'Russian Federation'}]",Journal,ar,Article,24807,0,False,,,,S092523122030583X,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85100343281', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85100343281?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100343281&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100343281&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85100343281,SCOPUS_ID:85100343281,2-s2.0-85100343281,Innovative Multi-Step Anomaly Detection Algorithm with Real-World Implementation: Case Study in Supply Chain Management,Zunic E.,"2020 IEEE / ITU International Conference on Artificial Intelligence for Good, AI4G 2020",,,,,9-16,2020-09-21,21 September 2020,10.1109/AI4G50087.2020.9311045,0,"[{'@_fa': 'true', 'affilname': 'Info Studio d.o.o.', 'affiliation-city': 'Sarajevo', 'affiliation-country': 'Bosnia and Herzegovina'}]",Conference Proceeding,cp,Conference Paper,21101034604,0,False,,,9311045,,"[{'@_fa': 'true', '$': '9781728170312'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090069133', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090069133?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090069133&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090069133&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090069133,SCOPUS_ID:85090069133,2-s2.0-85090069133,AI on a chip,Isozaki A.,Lab on a Chip,14730197,14730189,20,17,3074-3090,2020-09-07,7 September 2020,10.1039/d0lc00521e,48,"[{'@_fa': 'true', 'affilname': 'Kanagawa Institute of Industrial Science and Technology', 'affiliation-city': 'Ebina', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'The University of Tokyo', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Journal,re,Review,24738,0,False,,,,,,32644061
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092612088', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092612088?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092612088&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092612088&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092612088,SCOPUS_ID:85092612088,2-s2.0-85092612088,Guidelines for selecting emerging technology features for cloud erp,Fayed A.M.,"Towards the Digital World and Industry X.0 - Proceedings of the 29th International Conference of the International Association for Management of Technology, IAMOT 2020",,,,,1162-1175,2020-09-01,1 September 2020,,0,"[{'@_fa': 'true', 'affilname': 'Nile University', 'affiliation-city': 'Giza', 'affiliation-country': 'Egypt'}]",Conference Proceeding,cp,Conference Paper,21101023245,0,False,,,,,"[{'@_fa': 'true', '$': '9781775921950'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85064715076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85064715076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064715076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064715076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85064715076,SCOPUS_ID:85064715076,2-s2.0-85064715076,Machine learning models and cost-sensitive decision trees for bond rating prediction,Jabeur S.B.,Journal of the Operational Research Society,01605682,14769360,71,8,1161-1179,2020-08-02,2 August 2020,10.1080/01605682.2019.1581405,18,"[{'@_fa': 'true', 'affilname': 'Universite de Bretagne-Sud Campus de Vannes', 'affiliation-city': 'Vannes', 'affiliation-country': 'France'}]",Journal,ar,Article,22236,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125202186', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125202186?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125202186&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125202186&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125202186,SCOPUS_ID:85125202186,2-s2.0-85125202186,Using Chatbots as Smart Teaching Assistants for First-Year Engineering Students,Abdelhamid S.,"2020 First-Year Engineering Experience, FYEE 2020",,,,,,2020-07-26,26 July 2020,,0,"[{'@_fa': 'true', 'affilname': 'Virginia Polytechnic Institute and State University', 'affiliation-city': 'Blacksburg', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101077397,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85087555093', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85087555093?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087555093&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087555093&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85087555093,SCOPUS_ID:85087555093,2-s2.0-85087555093,Algorithmic methods to explore the automation of the appraisal of structured and unstructured digital data,Makhlouf Shabou B.,Records Management Journal,09565698,,30,2,175-200,2020-07-22,22 Jul 2020,10.1108/RMJ-09-2019-0049,4,"[{'@_fa': 'true', 'affilname': 'HES-SO', 'affiliation-city': 'Geneva', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,144979,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85093837188', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85093837188?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093837188&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85093837188&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85093837188,SCOPUS_ID:85093837188,2-s2.0-85093837188,Data-efficient Online Classification with Siamese Networks and Active Learning,Malialisa K.,Proceedings of the International Joint Conference on Neural Networks,,,,,,2020-07-01,July 2020,10.1109/IJCNN48605.2020.9206730,4,"[{'@_fa': 'true', 'affilname': 'University of Cyprus', 'affiliation-city': 'Nicosia', 'affiliation-country': 'Cyprus'}]",Conference Proceeding,cp,Conference Paper,96537,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",9206730,,"[{'@_fa': 'true', '$': '9781728169262'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090270076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090270076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090270076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090270076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090270076,SCOPUS_ID:85090270076,2-s2.0-85090270076,Minimizing forking in blockchain-based IoT networks,Jameel F.,"2020 IEEE International Conference on Communications Workshops, ICC Workshops 2020 - Proceedings",,,,,,2020-06-01,June 2020,10.1109/ICCWorkshops49005.2020.9145159,4,"[{'@_fa': 'true', 'affilname': 'Aalto University', 'affiliation-city': 'Espoo', 'affiliation-country': 'Finland'}]",Conference Proceeding,cp,Conference Paper,21101021189,0,False,,,9145159,,"[{'@_fa': 'true', '$': '9781728174402'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075248510', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075248510?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075248510&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075248510&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075248510,SCOPUS_ID:85075248510,2-s2.0-85075248510,Chaotic Type-2 Transient-Fuzzy Deep Neuro-Oscillatory Network (CT2TFDNN) for Worldwide Financial Prediction,Lee R.S.T.,IEEE Transactions on Fuzzy Systems,10636706,19410034,28,4,731-745,2020-04-01,April 2020,10.1109/TFUZZ.2019.2914642,12,"[{'@_fa': 'true', 'affilname': 'Beijing Normal University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,24242,0,False,,,8704876,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076620125', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076620125?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076620125&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076620125&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S095219761930329X'}",https://api.elsevier.com/content/abstract/scopus_id/85076620125,SCOPUS_ID:85076620125,2-s2.0-85076620125,Stochastic parallel extreme artificial hydrocarbon networks: An implementation for fast and robust supervised machine learning in high-dimensional data,Ponce H.,Engineering Applications of Artificial Intelligence,09521976,,89,,,2020-03-01,March 2020,10.1016/j.engappai.2019.103427,11,"[{'@_fa': 'true', 'affilname': 'Universidad Panamericana', 'affiliation-city': 'Ciudad de Mexico', 'affiliation-country': 'Mexico'}]",Journal,ar,Article,24182,0,False,,,103427,S095219761930329X,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084384737', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084384737?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084384737&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084384737&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85084384737,SCOPUS_ID:85084384737,2-s2.0-85084384737,A Private Blockchain Implementation Using Multichain Open Source Platform,Ismailisufi A.,"2020 24th International Conference on Information Technology, IT 2020",,,,,,2020-02-01,February 2020,10.1109/IT48810.2020.9070689,11,"[{'@_fa': 'true', 'affilname': 'Univerzitet Donja Gorica', 'affiliation-city': 'Podgorica', 'affiliation-country': 'Montenegro'}]",Conference Proceeding,cp,Conference Paper,21100981704,0,False,,,9070689,,"[{'@_fa': 'true', '$': '9781728151366'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079009778', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079009778?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079009778&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079009778&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85079009778,SCOPUS_ID:85079009778,2-s2.0-85079009778,Looking at the Demand of Bank Big Data Talents from the Perspective of Big Data,Wei W.,Journal of Physics: Conference Series,17426588,17426596,1437,1,,2020-01-07,7 January 2020,10.1088/1742-6596/1437/1/012116,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Lixin University of Accounting and Finance', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,130053,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",012116,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85101426908', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85101426908?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101426908&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101426908&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85101426908,SCOPUS_ID:85101426908,2-s2.0-85101426908,Design and implementation of network course-choosing based on the F5 load balancing technology,Jia W.,,26932865,,,,154-158,2020-01-01,2020,10.1109/ITAIC49862.2020.9339148,1,"[{'@_fa': 'true', 'affilname': 'Yunnan University of Finance and Economics', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101047184,0,False,,,9339148,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85099292417', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85099292417?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099292417&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099292417&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85099292417,SCOPUS_ID:85099292417,2-s2.0-85099292417,Impact of Financial R&amp;D Resource Allocation Efficiency Based on VR Technology and Machine Learning in Complex Systems on Total Factor Productivity,Sun H.,Complexity,10762787,10990526,2020,,,2020-01-01,2020,10.1155/2020/6679846,2,"[{'@_fa': 'true', 'affilname': 'Guangzhou University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,25823,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",6679846,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85096603260', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85096603260?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096603260&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096603260&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0141933120306451'}",https://api.elsevier.com/content/abstract/scopus_id/85096603260,SCOPUS_ID:85096603260,2-s2.0-85096603260,Analysis of real-time changes in financial exchange rates based on machine learning and complex embedded systems,Tao X.,Microprocessors and Microsystems,01419331,,,,,2020-01-01,2020,10.1016/j.micpro.2020.103493,2,"[{'@_fa': 'true', 'affilname': 'Jinan University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,15552,0,False,,,103493,S0141933120306451,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85094691602', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85094691602?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094691602&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094691602&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85094691602,SCOPUS_ID:85094691602,2-s2.0-85094691602,Improved algorithms for conservative exploration in bandits,Garcelon E.,AAAI 2020 - 34th AAAI Conference on Artificial Intelligence,,,,,3962-3969,2020-01-01,2020,,5,"[{'@_fa': 'true', 'affilname': 'Facebook Research', 'affiliation-city': 'Menlo Park', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101046220,0,False,,,,,"[{'@_fa': 'true', '$': '9781577358350'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85093097040', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85093097040?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093097040&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85093097040&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85093097040,SCOPUS_ID:85093097040,2-s2.0-85093097040,"26th International Conference on Information and Software Technologies, ICIST 2020",,Communications in Computer and Information Science,18650929,18650937,1283 CCIS,,,2020-01-01,2020,,0,,Book Series,cr,Conference Review,17700155007,0,False,,,,,"[{'@_fa': 'true', '$': '9783030595050'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85091340425', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85091340425?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091340425&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091340425&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85091340425,SCOPUS_ID:85091340425,2-s2.0-85091340425,Learning event count models with application to affiliation ranking,Nguyen T.T.,"Proceedings of the 27th Annual International Conference on Computer Science and Software Engineering, CASCON 2017",,,,,132-139,2020-01-01,2020,,0,"[{'@_fa': 'true', 'affilname': 'Ryerson University', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",Conference Proceeding,cp,Conference Paper,21101021856,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090766408', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090766408?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090766408&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090766408&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090766408,SCOPUS_ID:85090766408,2-s2.0-85090766408,End-to-end multivariate time series classification via hybrid deep learning architectures,Khan M.,Personal and Ubiquitous Computing,16174909,16174917,,,,2020-01-01,2020,10.1007/s00779-020-01447-7,3,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,22315,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090546587', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090546587?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090546587&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090546587&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090546587,SCOPUS_ID:85090546587,2-s2.0-85090546587,Intelligent Performance-Aware Adaptation of Control Policies for Optimizing Banking Teller Process Using Machine Learning,Tay B.,IEEE Access,,21693536,8,,153403-153412,2020-01-01,2020,10.1109/ACCESS.2020.3015616,9,"[{'@_fa': 'true', 'affilname': 'Lebanese American University', 'affiliation-city': 'Beirut', 'affiliation-country': 'Lebanon'}]",Journal,ar,Article,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",9163345,,,
