@_fa,link,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:eIssn,prism:isbn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,dc:creator,prism:doi,pii,affiliation,article-number,freetoread,freetoreadLabel,prism:issueIdentifier,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125336154', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125336154?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125336154&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125336154&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125336154,SCOPUS_ID:85125336154,2-s2.0-85125336154,Rescuing the Fresh Water Lakes of Africa through the Use of Drones and Underwater Robots,"2021 International Conference on Information and Communication Technology for Development for Africa, ICT4DA 2021",,,"[{'@_fa': 'true', '$': '9781665436663'}]",,154-159,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101077532,0,False,Mekuria F.,10.1109/ICT4DA53266.2021.9672240,,"[{'@_fa': 'true', 'affilname': 'The Council for Scientific and Industrial Research', 'affiliation-city': 'Pretoria', 'affiliation-country': 'South Africa'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125318991', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125318991?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125318991&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125318991&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125318991,SCOPUS_ID:85125318991,2-s2.0-85125318991,An Optimal Packet Delivery Strategy Based on Deep Reinforcement Learning in IoV,"2021 6th International Conference on UK-China Emerging Technologies, UCET 2021",,,"[{'@_fa': 'true', '$': '9781665495752'}]",,146-151,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101077520,0,False,Liao X.,10.1109/UCET54125.2021.9674982,,"[{'@_fa': 'true', 'affilname': 'University of Electronic Science and Technology of China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125298292', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125298292?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125298292&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125298292&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125298292,SCOPUS_ID:85125298292,2-s2.0-85125298292,Placement of DNN Models on Mobile Edge Devices for Effective Video Analysis,"Proceedings - 2021 IEEE International Conference on Big Data, Big Data 2021",,,"[{'@_fa': 'true', '$': '9781665439022'}]",,207-218,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101077500,0,False,Constantinou G.,10.1109/BigData52589.2021.9671866,,"[{'@_fa': 'true', 'affilname': 'University of Southern California', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125206482', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125206482?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125206482&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125206482&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125206482,SCOPUS_ID:85125206482,2-s2.0-85125206482,An SDN/NFV based Intelligent Fog Architecture for DDoS Defense in Cyber Physical Systems,"Proceedings of the 2021 10th International Conference on System Modeling and Advancement in Research Trends, SMART 2021",,,"[{'@_fa': 'true', '$': '9781665439701'}]",,229-234,2021-01-01,2021,1,Conference Proceeding,cp,Conference Paper,21101077383,0,False,Snehi M.,10.1109/SMART52563.2021.9676241,,"[{'@_fa': 'true', 'affilname': 'Punjabi University', 'affiliation-city': 'Patiala', 'affiliation-country': 'India'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125189313', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125189313?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125189313&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125189313&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125189313,SCOPUS_ID:85125189313,2-s2.0-85125189313,Connected PHEV Energy Management based on Global Driving Cycle Construction,"Proceedings of the 33rd Chinese Control and Decision Conference, CCDC 2021",,,"[{'@_fa': 'true', '$': '9781665440899'}]",,6683-6688,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101077377,0,False,Liang B.,10.1109/CCDC52312.2021.9601731,,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125069000', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125069000?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125069000&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125069000&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125069000,SCOPUS_ID:85125069000,2-s2.0-85125069000,A Smart Traffic Controlling System Using Auxiliary Sensors with Deep Learning and Its Simulation,"International Conference on Information Science and Communications Technologies: Applications, Trends and Opportunities, ICISCT 2021",,,"[{'@_fa': 'true', '$': '9781665432580'}]",,,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101077267,0,False,Zeng Q.,10.1109/ICISCT52966.2021.9670284,,"[{'@_fa': 'true', 'affilname': 'International Department', 'affiliation-city': 'Foshan', 'affiliation-country': 'China'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124997760', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124997760?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124997760&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124997760&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124997760,SCOPUS_ID:85124997760,2-s2.0-85124997760,Trip-based prediction of hybrid electric vehicles velocity using artificial neural networks,"2021 IEEE 3rd International Multidisciplinary Conference on Engineering Technology, IMCET 2021",,,"[{'@_fa': 'true', '$': '9781665405874'}]",,60-65,2021-01-01,2021,1,Conference Proceeding,cp,Conference Paper,21101077103,0,False,Akl N.A.,10.1109/IMCET53404.2021.9665641,,"[{'@_fa': 'true', 'affilname': 'Lebanese American University', 'affiliation-city': 'Beirut', 'affiliation-country': 'Lebanon'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124987964', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124987964?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124987964&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124987964&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124987964,SCOPUS_ID:85124987964,2-s2.0-85124987964,Performance Evaluation of Deep Learning Models on Embedded Platform for Edge AI-Based Real time Traffic Tracking and Detecting Applications,"Proceedings - 2021 15th International Conference on Advanced Computing and Applications, ACOMP 2021",,,"[{'@_fa': 'true', '$': '9781665406390'}]",,128-135,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101077104,0,False,Minh H.T.,10.1109/ACOMP53746.2021.00024,,"[{'@_fa': 'true', 'affilname': 'International University,Vietnam National University Ho Chi Minh City', 'affiliation-city': 'Ho Chi Minh City', 'affiliation-country': 'Viet Nam'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124905076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124905076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124905076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124905076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124905076,SCOPUS_ID:85124905076,2-s2.0-85124905076,Feasibility of Running Singularity Containers with Hybrid MPI on NASA High-End Computing Resources,"Proceedings of CANOPIE-HPC 2021: 3rd International Workshop on Containers and New Orchestration Paradigms for Isolated Environments in HPC, Held in conjunction with SC 2021: The International Conference for High Performance Computing, Networking, Storage and Analysis",,,"[{'@_fa': 'true', '$': '9781665411127'}]",,17-28,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101076714,0,False,Chang Y.T.S.,10.1109/CANOPIEHPC54579.2021.00007,,"[{'@_fa': 'true', 'affilname': 'NASA Ames Research Center', 'affiliation-city': 'Moffett Field', 'affiliation-country': 'United States'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124800878', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124800878?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124800878&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124800878&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124800878,SCOPUS_ID:85124800878,2-s2.0-85124800878,A CNN-based Audio Sensor for Rainfall Estimation: Implementation on Embedded Board,"Proceedings of the 11th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2021",,,"[{'@_fa': 'true', '$': '9781665426053'}]",2,911-915,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101076185,0,False,Russo M.,10.1109/IDAACS53288.2021.9660891,,"[{'@_fa': 'true', 'affilname': 'VICOSYSTEMS S.R.L.', 'affiliation-city': 'Catania', 'affiliation-country': 'Italy'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124794253', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124794253?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124794253&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124794253&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124794253,SCOPUS_ID:85124794253,2-s2.0-85124794253,Intelligent Traffic Light System Using Image Processing,"Proceedings - 2nd SEA-STEM International Conference, SEA-STEM 2021",,,"[{'@_fa': 'true', '$': '9781665416801'}]",,14-18,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101076197,0,False,Siripatana B.,10.1109/SEA-STEM53614.2021.9668057,,"[{'@_fa': 'true', 'affilname': 'Prince of Songkla University', 'affiliation-city': 'Hatyai', 'affiliation-country': 'Thailand'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124792383', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124792383?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124792383&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124792383&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124792383,SCOPUS_ID:85124792383,2-s2.0-85124792383,Selection of Efficient and Accurate Prediction Algorithm for Employing Real Time 5G Data Load Prediction,"2021 IEEE 6th International Conference on Computing, Communication and Automation, ICCCA 2021",,,"[{'@_fa': 'true', '$': '9781665414739'}]",,572-580,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101076178,0,False,Shrivastava P.,10.1109/ICCCA52192.2021.9666235,,"[{'@_fa': 'true', 'affilname': 'SAGE University', 'affiliation-city': 'Indore', 'affiliation-country': 'India'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124695538', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124695538?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124695538&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124695538&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124695538,SCOPUS_ID:85124695538,2-s2.0-85124695538,Daily Minimum and Maximum Temperature Forecasting in Sri Lanka: An Artificial Neural Network Approach,"5th SLAAI - International Conference on Artificial Intelligence and 17th Annual Sessions, SLAAI-ICAI 2021",,,"[{'@_fa': 'true', '$': '9781665406550'}]",,,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101076079,0,False,Chandrapala P.,10.1109/SLAAI-ICAI54477.2021.9664708,,"[{'@_fa': 'true', 'affilname': 'University of Ruhuna', 'affiliation-city': 'Galle', 'affiliation-country': 'Sri Lanka'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124670706', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124670706?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124670706&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124670706&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124670706,SCOPUS_ID:85124670706,2-s2.0-85124670706,GRAND-VISION: An Intelligent System for Optimized Deployment Scheduling of Law Enforcement Agents,"Proceedings International Conference on Automated Planning and Scheduling, ICAPS",23340835,23340843,"[{'@_fa': 'true', '$': '9781713832317'}]",2021-August,459-467,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21100396641,0,False,Chase J.,,,"[{'@_fa': 'true', 'affilname': 'Singapore Management University', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124612893', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124612893?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124612893&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124612893&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124612893,SCOPUS_ID:85124612893,2-s2.0-85124612893,Audio Distress Signal Recognition in Rural and Urban Areas using a WSN consisting of Portable Resource-Constrained Devices,"2021 28th IEEE International Conference on Electronics, Circuits, and Systems, ICECS 2021 - Proceedings",,,"[{'@_fa': 'true', '$': '9781728182810'}]",,,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101075833,0,False,Ahmad S.F.,10.1109/ICECS53924.2021.9665474,,"[{'@_fa': 'true', 'affilname': 'R.V.College of Engineering', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124562326', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124562326?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124562326&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124562326&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124562326,SCOPUS_ID:85124562326,2-s2.0-85124562326,Towards a digital twin platform for robotic manipulators,"Australasian Conference on Robotics and Automation, ACRA",14482053,,"[{'@_fa': 'true', '$': '9781713841487'}]",2021-December,,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21100244866,0,False,Tennakoon E.,,,"[{'@_fa': 'true', 'affilname': 'Commonwealth Scientific and Industrial Research Organization', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124471828', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124471828?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124471828&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124471828&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124471828,SCOPUS_ID:85124471828,2-s2.0-85124471828,Development of a Data-Driven Mobile 5G Testbed: Platform for Experimental Research,"2021 IEEE International Mediterranean Conference on Communications and Networking, MeditCom 2021",,,"[{'@_fa': 'true', '$': '9781665445054'}]",,324-329,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101075710,0,False,Wang Y.,10.1109/MeditCom49071.2021.9647461,,"[{'@_fa': 'true', 'affilname': 'Virginia Polytechnic Institute and State University', 'affiliation-city': 'Blacksburg', 'affiliation-country': 'United States'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124365970', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124365970?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124365970&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124365970&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124365970,SCOPUS_ID:85124365970,2-s2.0-85124365970,Dodge or Disinfect? Classifying Algae in Small-Scale Water Bodies via Low-Cost Deep Neural Networks,"2021 IEEE 3rd International Conference on Frontiers Technology of Information and Computer, ICFTIC 2021",,,"[{'@_fa': 'true', '$': '9781665406055'}]",,263-277,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101075533,0,False,Zhou J.,10.1109/ICFTIC54370.2021.9647123,,"[{'@_fa': 'true', 'affilname': 'The High School Affiliated to Renmin University of China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124364798', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124364798?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124364798&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124364798&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124364798,SCOPUS_ID:85124364798,2-s2.0-85124364798,Smart Pointers and Shared Memory Synchronisation for Efficient Inter-process Communication in ROS on an Autonomous Vehicle,IEEE International Conference on Intelligent Robots and Systems,21530858,21530866,"[{'@_fa': 'true', '$': '9781665417143'}]",,6441-6448,2021-01-01,2021,1,Conference Proceeding,cp,Conference Paper,66854,0,False,Iordache C.,10.1109/IROS51168.2021.9636018,,"[{'@_fa': 'true', 'affilname': 'Five AI Ltd', 'affiliation-city': 'Bristol', 'affiliation-country': 'United Kingdom'}]",,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124363668', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124363668?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124363668&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124363668&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124363668,SCOPUS_ID:85124363668,2-s2.0-85124363668,Design and Implementation of Internet of Things and Cloud Technology in Flood Risk Mitigation,"3rd International Conference on Cybernetics and Intelligent Systems, ICORIS 2021",,,"[{'@_fa': 'true', '$': '9781665425803'}]",,,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101075534,0,False,Siek M.,10.1109/ICORIS52787.2021.9649589,,"[{'@_fa': 'true', 'affilname': 'Bina Nusantara University', 'affiliation-city': 'Jakarta', 'affiliation-country': 'Indonesia'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124318897', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124318897?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124318897&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124318897&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124318897,SCOPUS_ID:85124318897,2-s2.0-85124318897,Time-Dependent Ant Colony Optimization Algorithm for Solving the Fastest Traffic Path Finding Problem in a Dynamic Environment,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",1062922X,,"[{'@_fa': 'true', '$': '9781665442077'}]",,1649-1654,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,145097,0,False,Elleuch W.,10.1109/SMC52423.2021.9658977,,"[{'@_fa': 'true', 'affilname': ""Ecole Nationale d'Ingénieurs de Sfax"", 'affiliation-city': 'Sfax', 'affiliation-country': 'Tunisia'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124261643', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124261643?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124261643&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124261643&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124261643,SCOPUS_ID:85124261643,2-s2.0-85124261643,Online Multimodal Transportation Planning using Deep Reinforcement Learning,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",1062922X,,"[{'@_fa': 'true', '$': '9781665442077'}]",,1691-1698,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,145097,0,False,Farahani A.,10.1109/SMC52423.2021.9658943,,"[{'@_fa': 'true', 'affilname': 'Technische Universiteit Eindhoven', 'affiliation-city': 'Eindhoven', 'affiliation-country': 'Netherlands'}]",,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124172065', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124172065?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124172065&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124172065&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124172065,SCOPUS_ID:85124172065,2-s2.0-85124172065,DeepCQ+: Robust and Scalable Routing with Multi-Agent Deep Reinforcement Learning for Highly Dynamic Networks,Proceedings - IEEE Military Communications Conference MILCOM,,,"[{'@_fa': 'true', '$': '9781665439565'}]",2021-November,31-36,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,87683,0,False,Kaviani S.,10.1109/MILCOM52596.2021.9652948,,,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124170806', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124170806?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124170806&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124170806&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124170806,SCOPUS_ID:85124170806,2-s2.0-85124170806,Sensor Data-Driven UAV Anomaly Detection using Deep Learning Approach,Proceedings - IEEE Military Communications Conference MILCOM,,,"[{'@_fa': 'true', '$': '9781665439565'}]",2021-November,589-594,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,87683,0,False,Galvan J.,10.1109/MILCOM52596.2021.9653036,,"[{'@_fa': 'true', 'affilname': 'California State University San Marcos', 'affiliation-city': 'San Marcos', 'affiliation-country': 'United States'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124132148', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124132148?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124132148&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124132148&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124132148,SCOPUS_ID:85124132148,2-s2.0-85124132148,Study of the Effect of Security on Quality of Service on a WebRTC Framework for Videocalls,"Proceedings - 2021 International Symposium on Computer Science and Intelligent Controls, ISCSIC 2021",,,"[{'@_fa': 'true', '$': '9781665416276'}]",,374-379,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101075260,0,False,Moreno C.,10.1109/ISCSIC54682.2021.00073,,"[{'@_fa': 'true', 'affilname': 'Universidad Central de Venezuela Los Chaguaramos Caracas', 'affiliation-city': 'San Pedro', 'affiliation-country': 'Costa Rica'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124126454', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124126454?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124126454&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124126454&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124126454,SCOPUS_ID:85124126454,2-s2.0-85124126454,Near-Real Time Quality Prediction in a Plastic Injection Molding Process Using Apache Spark,"Proceedings - 2021 International Symposium on Computer Science and Intelligent Controls, ISCSIC 2021",,,"[{'@_fa': 'true', '$': '9781665416276'}]",,284-290,2021-01-01,2021,0,Conference Proceeding,cp,Conference Paper,21101075260,0,False,Uguroglu E.,10.1109/ISCSIC54682.2021.00059,,"[{'@_fa': 'true', 'affilname': 'İstanbul Teknik Üniversitesi', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}]",,,,,
