contentType,identifier,title,publicationName,doi,publisher,publicationDate,abstract,url,database,query_name,query_value
Article,doi:10.1007/s11277-021-08968-1,"A Review of Transmission Rate over Wireless Fading Channels: Classifications, Applications, and Challenges",Wireless Personal Communications,10.1007/s11277-021-08968-1,Springer,2022-01-01,"To address the explosive traffic demands, the capacity of the fading channel is increasingly becoming a prime concern in the designing of the wireless communication system. The channel capacity is an extremely important quantity, since it allows the transmission of the data through the channel with an arbitrarily small probability of error. In other words, capacity dictates the maximum rate of information transmission, called as ‘capacity’ of channel, determined by the intrinsic properties of the channel and is independent of the content of the transmitted information. In this paper, we present a comprehensive survey of the existing work related to the channel capacity model over various fading channels. With an elaborated explanation of the theory of channel capacity, definitions of channel capacity based on the channel state information are reviewed. To compliment this, review of the technique to enhance the channel capacity is discussed and reviewed. An effective capacity model to overcome the channel capacity limitation is also explained. Furthermore, as the secure transmission of data is of utmost importance, to address this physical layer security model is also reviewed. We also summarize the work related to channel capacity in various types of wireless networks. We finally cover the future research directions, including less explored aspects of the channel capacity that can be studied to design efficient communication systems.",http://dx.doi.org/10.1007/s11277-021-08968-1,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-85428-7_7,Security and Interoperability Issues with Internet of Things (IoT) in Healthcare Industry: A Survey,Security and Privacy Preserving for IoT and 5G Networks,10.1007/978-3-030-85428-7_7,Springer,2022-01-01,"Recently, public healthcare systems become one of the most pivotal parts in our daily life. Resulting in an insane increase in Medical data like medical images and patient information. Having huge amount of data requires more computational power for efficient data management. In addition, data security, privacy and trustworthy have to be maintained and guaranteed. Most medical information in the last years aggregated data from a lot of devices, smart chips, tiny sensors and wearable devices. Those devices are connected through the internet, thus called Internet of Things (IoT). These devices and objects are considered components of the health care technology. Unfortunately, health technologies still face aplenty of privacy preserving, trust issues and a lot of other security problems when transferred through networks. In this work, we will present a security and privacy mechanisms and tools dealing with patient medical Data (information, images) given from smart devices and sensors upon internet of healthcare things (IoHT). Presenting some of the future security trends to enhancing the trustworthy and satisfaction level for healthcare ecosystems.",http://dx.doi.org/10.1007/978-3-030-85428-7_7,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-3-030-94029-4_2,A Federated Learning Assisted Conditional Privacy Preserving Scheme for Vehicle Networks,Cyberspace Safety and Security,10.1007/978-3-030-94029-4_2,Springer,2022-01-01,"As the development of mobile communication technologies, Vehicle Networks can not only improve the efficiency of traffic operation, but also enhance the intelligent management level of traffic services. However, Vehicle Networks also bring a series of challenges, such as information leakage and message manipulation. In this paper, we introduce a novel federated learning assisted privacy preserving scheme for Vehicle Networks. In the proposed scheme, pseudonym is employed to hide the real identity of the vehicle, and homomorphic encryption is used to protect the private information in the training and aggregation processes. Moreover, the system is assisted with federated learning and fog computing. This not only improves efficiency in data integration and transmission, but also contributes to a more flexible and controllable traffic system. Security analyses demonstrate that the scheme meets the desirable security requirements, such as correctness, conditional privacy preserving and message authentication. And compared with some existing schemes, our proposed scheme enjoys better efficiency in both computation and communication.",http://dx.doi.org/10.1007/978-3-030-94029-4_2,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-981-16-5301-8_28,IOT-Based Remote Patient Monitoring System Using Microservices Architecture,Soft Computing for Security Applications,10.1007/978-981-16-5301-8_28,Springer,2022-01-01,"Medical and healthcare monitoring system has had rapid growth in not only hospitals but other health-related centers as well. Effect of a wrong prescription leads to death of a patient, also unnecessary medicine prescription is the burden for the guardians or caretakers. IoT (Internet of things) allows a variety of devices to interact with each other to enable monitoring, storage, analysis and display. This paper explores the developments taken in the field of patient monitoring systems to avoid wrong and unnecessary prescription, and through this research, we found that selecting IoT protocol to design the system is important and depends on the system requirements like number of data sending nodes (Data Producers), network traffic hitting the server, scalability, network latency and real-time requirement. This paper proposes the design of a real-time patient monitoring system with microservices architecture to send patient’s data from ICU to the doctors and guardians. The proposed system also helps to reduce unnecessary prescription and billing.",http://dx.doi.org/10.1007/978-981-16-5301-8_28,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-981-16-6210-2_16,"Architecture, Security Vulnerabilities, and the Proposed Countermeasures in Agriculture-Internet-of-Things (AIoT) Systems","Internet of Things and Analytics for Agriculture, Volume 3",10.1007/978-981-16-6210-2_16,Springer,2022-01-01,"In recent years, along with the rise in the population, the demand for food has also increased which led to the need for industrialization as well as intensification of agricultural sector. The Internet-of-Things (IoT) has been a promising technology that offers extended solutions towards the development of agriculture. Various research institutions and scientific groups, as well as industries, are trying to cope with the challenges by delivering more and more IoT products for agricultural sector. In this paper, we aim to provide a survey of IoT systems, its enabling technologies, and communication technologies. Moreover, we provide insights into IoT enabled agricultural applications along with its architecture and research challenges. Finally, we discussed the security and privacy issues that occur in agriculture IoT along with some cybersecurity attacks.",http://dx.doi.org/10.1007/978-981-16-6210-2_16,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-66607-1_5,Internet of Things: Immersive Healthcare Technologies,Immersive Technology in Smart Cities,10.1007/978-3-030-66607-1_5,Springer,2022-01-01,"Internet of Things (IoT) can be defined as a system that consists of a group of things where information is exchanged with the help of the internet, sensors, and devices. The boom of IoT is mainly because of the factor that it does not require human influence and can take place independently in utilizing digital information from physical devices. The main concern is how the integration of these technologies creates unique applications for the ease of human life. This chapter discusses various technologies of IoT in healthcare and their numerous applications in medical field. It also introduces the involvement of augmented reality that is acquiring a new dimension in the Internet of Things.",http://dx.doi.org/10.1007/978-3-030-66607-1_5,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-90158-5_3,The Things in IoT: Sensors and Actuators,Internet of Things from Hype to Reality,10.1007/978-3-030-90158-5_3,Springer,2022-01-01,"This chapter defines the “Things” in IoT and describes the key requirements for things to be able communicate over the Internet including sensing and addressing. The chapter then defines the key characteristics of sensors and actuators. Finally, the chapter identifies the main sensing technologies that include physical sensors, RFID, and video tracking and discusses the advantages and disadvantages of these solutions.",http://dx.doi.org/10.1007/978-3-030-90158-5_3,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-93646-4_9,Blockchain-Based Communication for Digital Twins,Advances in Blockchain Technology for Cyber Physical Systems,10.1007/978-3-030-93646-4_9,Springer,2022-01-01,"Blockchain technology can safely and reliably track the creation process of digital twins. To ensure the data security in the case of untrusted multiple parties sharing data and to improve users’ satisfaction with the use of digital assets in daily transactions, in this article, the digital twin technology is combined with the blockchain technology, and for multiple scenarios in blockchain networks, a credible and efficient edge computing resource allocation method is proposed based on deep reinforcement learning (DRL) theory. The log storage system of the blockchain is mainly used as the interface for writing and reading data operation logs, and a hybrid storage strategy is put forward for the log storage system. As for the trusted resource allocation under the decentralized model of the blockchain network, to prevent the system from directly offloading the computing tasks submitted by the user each time to the edge server, first, the task is submitted to the system, and then a more reasonable resource allocation strategy is implemented with the user satisfaction as the standard. The simulation experiment results show that the improved environment after the introduction of the log storage system reduces the storage overhead by about 75% compared with the blockchain benchmark environment. When the number of servers is greater than 5, compared with other resource allocation algorithms, user satisfaction of the resource allocation algorithm based on DRL theory has been significantly improved, and compared with Q-learning algorithm, its user satisfaction has increased by 15%. In conclusion, the digital twins use credible source data as input. In this process, the blockchain ensures the security of data management, and finally, the data analysis is performed to predict events and evaluate related factors. The resource allocation method based on DRL realizes credible resource utilization based on recorded data on the blockchain.",http://dx.doi.org/10.1007/978-3-030-93646-4_9,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-981-16-8248-3_17,Secure Unmanned Aerial Vehicle (UAV) Communication using Blockchain Technology,Recent Innovations in Computing,10.1007/978-981-16-8248-3_17,Springer,2022-01-01,"Unmanned aerial vehicles (UAVs) have become more popular in civilian, aviation, military, and business purposes as manufacturing techniques and communication technology have improved immensely. UAVs are prone to be misplaced, damaged, or forcibly abducted because they are used in tough environments and terrains. As UAV technology becomes more widely used, challenges such as intra-UAV communications, UAV privacy, information security, data management, and others must be solved within UAV networks. Furthermore, traditional networks may not be capable of managing the evolving needs of UAVs. In this article, we discussed how blockchain might be used in UAV networks for issues like network security, decentralized storage, data management, and monitoring, as well as some broader perspectives. Finally, we found some research gaps and issues that need to be addressed when merging blockchain and UAVs, as well as potential future research prospects.",http://dx.doi.org/10.1007/978-981-16-8248-3_17,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-981-16-9576-6_9,A Resource-Blockchain Framework for Safeguarding IoT,Mobile Internet Security,10.1007/978-981-16-9576-6_9,Springer,2022-01-01,"Privacy concerning resource discovery and selection on the Internet of Things (IoT) platform has emerged as a crucial challenge due to constrained network environment, poor throughput, and access control system in the Resource Directory (RD) , which could potentially lead to information breaches among intelligent devices. Blockchain is indeed the latest technological model for global information management, point-to-point exchange, consensus process, asymmetric authentication, cognitive agreement, and perhaps other computing innovations to address the challenge. Considering these advantages, a resource-blockchain framework for safeguarding IoT is proposed in this article. The framework facilitates efficient access of information among devices, gathers information about the constrained environment, accepts data from heterogeneous resources and stores them on CoAP -based RD . Moreover, it provides secure transactions and records authorised user’s information via Blockchain-based centralised server which acts as the frontend of CoAP based REST , dispatcher or repository and proxy server. The study demonstrates that Blockchain technologies help in strengthening privacy capabilities and safeguarding intelligent devices.",http://dx.doi.org/10.1007/978-981-16-9576-6_9,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-3-031-06433-3_24,SeeFar: Vehicle Speed Estimation and Flow Analysis from a Moving UAV,Image Analysis and Processing – ICIAP 2022,10.1007/978-3-031-06433-3_24,Springer,2022-01-01,"Visual perception from drones has been largely investigated for Intelligent Traffic Monitoring System (ITMS) recently. In this paper, we introduce SeeFar to achieve vehicle speed estimation and traffic flow analysis based on YOLOv5 and DeepSORT from a moving drone. SeeFar differs from previous works in three key ways: the speed estimation and flow analysis components are integrated into a unified framework; our method of predicting car speed has the least constraints while maintaining a high accuracy; our flow analysor is direction-aware and outlier-aware. Specifically, we design the speed estimator only using the camera imaging geometry, where the transformation between world space and image space is completed by the variable Ground Sampling Distance. Besides, previous papers do not evaluate their speed estimators at scale due to the difficulty of obtaining the ground truth, we therefore propose a simple yet efficient approach to estimate the true speeds of vehicles via the prior size of the road signs. We evaluate SeeFar on our ten videos that contain 929 vehicle samples. Experiments on these sequences demonstrate the effectiveness of SeeFar by achieving 98.0% accuracy of speed estimation and 99.1% accuracy of traffic volume prediction, respectively.",http://dx.doi.org/10.1007/978-3-031-06433-3_24,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-981-16-2422-3_42,"Internet of Things in Precision Agriculture: A Survey on Sensing Mechanisms, Potential Applications, and Challenges",Intelligent Sustainable Systems,10.1007/978-981-16-2422-3_42,Springer,2022-01-01,"Precision agriculture is one of the modern farming practices that gathers, processes, and analyzes data with the goal of increasing the agricultural production and reducing the usage of resources. Agriculture contributes an important share in the Gross Domestic Product (GDP) of our country. Precision agriculture involves the usage of Internet of Things (IoT) along with Wireless Sensor Networks (WSN) which provides an intelligent farm management system. IoT in agriculture provides decision support systems that help farmers to know the real-time information of their field. The applications of IoT becomes a game changer in agriculture as it monitors and transfers information without human intervention. Agricultural IoT systems are implemented with the help of sensors and actuators that senses and responds to different inputs and provides instant feedbacks. The key sensors involved in precision agriculture are used in both small and large-scale farmlands for effective production. The main objective of this study is to review the potential application of sensors used in agriculture, to describe the layers of IoT in agriculture, discuss the existing sensing approaches for monitoring the agricultural parameters effectively, and deliver the general challenges encountered while implementing IoT systems.",http://dx.doi.org/10.1007/978-981-16-2422-3_42,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-981-16-6723-7_67,An Intrusion Detection Approach for Small-Sized Networks,Inventive Computation and Information Technologies,10.1007/978-981-16-6723-7_67,Springer,2022-01-01,"In any network system, the intrusion is undesirable, and organizations are constantly searching for solutions that could effectively detect intrusion and, consequently, help them to react appropriately. However, packaged enterprise solutions provided by industry-leading companies usually leave little room for optimization and control in the hands of the users and sometimes incur costs that small- and medium-sized organizations want to curtail, especially if the solutions are smart . This work demonstrates how such organizations may build their home-grown Deep Learning-based Intrusion Detection Systems (DL-IDSs) and integrate them into their existing network. We have implemented an Intrusion Detection System for Small networks using deep learning architectures. The proposed system evaluated on UNSW-NB15 dataset including more than 250,000 network packets and has obtained an accuracy of 89% in discriminating between abnormal and normal packets and 74% for various nine network attack types classification.",http://dx.doi.org/10.1007/978-981-16-6723-7_67,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-3-030-95391-1_23,Security Authentication of Smart Grid Based on RFF,Algorithms and Architectures for Parallel Processing,10.1007/978-3-030-95391-1_23,Springer,2022-01-01,"Due to the openness of the smart grid, the traditional physical isolation technology can no longer meet the communication security requirements of the smart grid system, and the current security authentication technologies commonly used also need strong computing power, which leads to inefficiency. Based on the above problems, we propose a smart grid security authentication method based on radio frequency fingerprint (RFF). On the one hand, we propose a lightweight deep learning framework for extracting RFFs from raw received signals, which reduces the complexity of the network model and achieves high accuracy. On the other hand, we propose an improved triplet loss to perform open-set recognition. The improved triple loss could make the similar features more compact so as to effectively distinguish the unknown signals. We use radio frequency (RF) signals collected in realistic environments to conduct experiments, and the results prove the effectiveness and robustness of our method.",http://dx.doi.org/10.1007/978-3-030-95391-1_23,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-981-19-1496-6_5,AI’s Implication for International Law,Artificial Intelligence and International Law,10.1007/978-981-19-1496-6_5,Springer,2022-01-01,"There are diverse ripple effects flowing from the advent of AI. To the extent that it affects and changes the entire spectrum and echelon of human society and behavior, it should also bring significant changes to the international community in general and thus to the study and jurisprudence of international law as well. In addition, these significant changes relate to both the present and future of international law. In other words, they affect how current international law is interpreted and applied.",http://dx.doi.org/10.1007/978-981-19-1496-6_5,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-981-16-9260-4_4,Blockchain for IoT-Based Cyber-Physical Systems (CPS): Applications and Challenges,Blockchain based Internet of Things,10.1007/978-981-16-9260-4_4,Springer,2022-01-01,"Cyber-Physical System (CPS) enables to combine the physical objects with computing and storage capabilities to have data exchange in an interconnected network of systems and objects. Blockchain is a recently distributed computing paradigm that provides a promising solution for modern CPS application. It forms an underpinning technique for CPS that offers strong added value to industrial IoT (IIoT) Industrial IoT (IIoT) , fault-tolerant, reliable, secure, and efficient computing infrastructure. The inherent integration of consensus algorithms and distributed storage with advanced security protocols provides powerful solutions for CPS applications. Blockchain Blockchain s in CPSs/IoT ensure secure and saved information for different industrial applications and achieve a means of adaptability, process, and operation protection, for example, in manufacturing, transportation, health care, and energy applications. This chapter will provide extensive technical background for blockchain in IoT-based CPS. Applications, opportunities, and challenges for the combination of CPS, IoT, and blockchain were presented.",http://dx.doi.org/10.1007/978-981-16-9260-4_4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-3-030-98741-1_1,Automatic Saudi Arabian License Plate Detection and Recognition Using Deep Convolutional Neural Networks,Advances on Intelligent Informatics and Computing,10.1007/978-3-030-98741-1_1,Springer,2022-01-01,"Automatic License Plate (LP) detection and recognition algorithms have become a necessity for intelligent transportation systems due to their efficiency in multiple applications such as parking control and traffic management. Vehicle LP detection and recognition is the process of identifying and locating the LP from the vehicle and then extracting and recognizing the characters from this plate. Several academic studies have addressed the problem of LP detection and recognition and have proposed implementations with different performance indicators’ values. However, many of the current studies’ solutions are still not robust and efficient in complex real-world situations. In this paper, an automatic LP detection and recognition approach is proposed for the context of Saudi Arabia using Deep Learning (DL) techniques. The core of the proposed approach is to develop a sequence of Faster Region-based Convolutional Neural Networks (Faster-RCNN) and Convolutional Neural Networks (CNN). The Faster-RCNN model is used for LP detection, whereas CNN is applied for characters’ recognition from LPs. The obtained experimental results prove the robustness and effectiveness of the proposed approach. We obtained a precision of 92% for LP detection and an accuracy of 98% for LP recognition.",http://dx.doi.org/10.1007/978-3-030-98741-1_1,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-85443-0_3,The General Data Protection Regulation,Privacy and Data Protection Challenges in the Distributed Era,10.1007/978-3-030-85443-0_3,Springer,2022-01-01,"The enforcement of the GDPR on the 25th of May 2018 has caused prolonged controversy due to the severe impact on the processing of personal data under this new regulation. Of its provisions, the most radical and controversial one is the “ Right to be Forgotten ” (RtbF). In simple terms, the RtbF—along with the provisions for withdrawing consent—allows individuals, under certain conditions, to request the retroactive erasure of all of their personal data. In this chapter, we present the main data protection principles enshrined in the GDPR, and we explore the various notions of forgetting and the need to be forgotten—including the case of revoking consent—both in the social and in the technical context. In this regard, we review all controversies around the new stringent definitions of consent revocation and the RtbF in reference to their impact on privacy and data protection rights. Furthermore, we document frequent consent misuses as well as current frameworks for managing and revoking consent. We also shed light on the common misconception that equates the RtbF defined under the GDPR with the one enforced by the CJEU decision at the Google Spain case in 2014.",http://dx.doi.org/10.1007/978-3-030-85443-0_3,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-3-031-04216-4_20,Review of Literature on Open Data for Scalability and Operation Efficiency of Electric Bus Fleets,Business Information Systems Workshops,10.1007/978-3-031-04216-4_20,Springer,2022-01-01,"Open data is an integral part of Smart City projects carried out around the world. A public transport network is widely used when it is safe, well designed and reliable. The development and maintenance of the urban transport are key items in city budgets. Decisions regarding changes and the future organization of the public transport are supported mainly by Intelligent Transport Systems (ITS). There are many challenges, and one of them is the bus electro-mobility revolution. European leaders encourage a faster transformation to sustainable economy by introducing incentives and directives followed by EU funding. As a result cities replace aged fleets of diesel buses with the electric ones. A zero emission buses network is a new technology for public operators. It involves investments in chargers integrated to electric grids and the introduction of new maintenance processes. Each investment project that aims to introduce that innovative eco-friendly solution is preceded by feasibility studies. Total Cost of Ownership (TCO) is one of the crucial measure for making business decision. To calculate a proper configuration of chargers and fleet of buses, knowledge of specific operational conditions is necessary. That includes analysis of Open Data such as route characteristics, weather and dynamic traffic conditions. The paper review the existing literature with regard to utilization of Open Data by public transport operators to analyze scalability and operation efficiency of the electric buses. The Open Data used in the recent studies are characterized, classified and analyzed. Moreover, the examples of Open Data sources and platforms that might be used by decision makers are provided.",http://dx.doi.org/10.1007/978-3-031-04216-4_20,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-3-031-08223-8_3,Route Scheduling System for Multiple Self-driving Cars Using K-means and Bio-inspired Algorithms,Engineering Applications of Neural Networks,10.1007/978-3-031-08223-8_3,Springer,2022-01-01,"This paper presents the development of a hybrid approach as a solution to the multiple Traveling Salesman Problem (mTSP) applied to the route scheduling for self-drive cars. First, we use k-means to generate routes that equality distribute delivery locations among the cars. Then, these routes are set as the initial population for bio-inspired algorithms, such as Genetic Algorithm (GA) and Ant Colony System (ACS), that perform an evolutionary process in order to find a route which minimizes the overall distance while keeping the balance of individual tours of each car. The experiments were conducted with our route scheduling system in real and virtual environments. We compared our hybrid approaches using k-means in conjunction with GA and ACS against GA, ACS and Particle Swarm Optimization (PSO) initialized with random population. The results showed that, as the number of cars and target locations increase, the hybrid approaches outperform GA, ACS and PSO without any pre-processing.",http://dx.doi.org/10.1007/978-3-031-08223-8_3,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-98685-8_4,Intelligent Science Empowers: Building Fire Protection Technology Development,Handbook of Cognitive and Autonomous Systems for Fire Resilient Infrastructures,10.1007/978-3-030-98685-8_4,Springer,2022-01-01,"Building’s fire prevention strategy tailored with the creation of urban buildings design has developed rapidly while promoting the more advanced modern cities. After nearly a hundred years of experiences in fire protection, the concept of building’s fire protection of the so-called active fire protection design and passive fire protection design has gradually been reformed. With the development of high-speed computer technology and the improvement of modern science and technology, a new concept of the so-called performance-based fire protection design could be first traced down as early as 1970s when the goal-oriented approach to building fire safety was developed by the U.S. General Services Administration. The design concept uses the computational fluid dynamic (CFD) software to obtain the movement data and the trace of fire and smoke, temperature distribution, gas concentration’s distribution cloud map, and other parameters. The emergence of this new technology enlarged the traditional prescriptive-based fire protection design approach with the alternative design method if code complaint approach does not fit the design best. The fire protection design of complex buildings can use this technology to perform the optimized design or justification / verification analysis quantitatively and obtaining more sound results and conclusions. However, the focus is still on how to fight and control the fire while preventing the fire as the second. With the new performance based design (PBD) method, the fire risk could be mapped and quantified in order to have a better weight in analysis toward a better fire and life safety tailored design. This could be even more achieved with the new tools including the information technology, Internet of Things, cloud computing, Big Data, and artificial intelligence. The PBD approach has been used in other engineering disciplines for longer time and approved to be a scientific based sound approach, with the new empowered information cutting-edge technology captioned above, fire protection design can take the advantages without leaving behind. ""Smart Building"" is a new thing that is being nurtured in the current era. It is a building that provides safety, efficiency, comfort, and consumes less energy for building, people, and environment by using computer technology and Internet technology. Under the ideal condition, smart buildings are supposed to be safe and the level of fire safety can meet people's expectations based on the reliable risk management tools. The implementation includes how to recognize the building features to identify the risk levels and areas, sending signals alerting the building’s brain for further diagnosis and action. The smart building concept is getting more and more attention with penetration and coordination of various engineering disciplines. The topics we are discussing in the chapter is aimed to be a food for thoughts making a better fire protection design and ultimately a better safer world.",http://dx.doi.org/10.1007/978-3-030-98685-8_4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-90083-0_1,Detection of Some Water Elements Based on IoT: Review Study,IoT and Smart Devices for Sustainable Environment,10.1007/978-3-030-90083-0_1,Springer,2022-01-01,"Water is essential to human survival and is therefore a valuable resource that must be closely managed and preserved. Water sampling is used to monitor changes in water quality over time, detect current or developing issues, and establish successful water contamination intervention systems. During the water analysis process, the conventional approach poses a variety of concerns, including the continuous variation of water parameters if storage and transport conditions do not meet hygiene standards and the problem of the availability of information at any time and in any place. Furthermore, the growing advancement of wireless sensor network technologies and the Internet of Things, which connect between various devices for exchanging collected data, allows developing various systems used to monitor and control water parameters. In this chapter, we review some recent intelligent sensing systems that can collect water values in real time. We also discuss recent advances in sensor systems, data collection techniques, connectivity, and network architectures. Finally, we address some problems in forthcoming applications that need to be answered.",http://dx.doi.org/10.1007/978-3-030-90083-0_1,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-030-76216-2_11,An Exhaustive Survey of Blockchain Applications with the Internet of Things (IoT) to Combat COVID-19 Spread,Convergence of Internet of Things and Blockchain Technologies,10.1007/978-3-030-76216-2_11,Springer,2022-01-01,"Coronavirus disease (COVID-19), triggered by the upsurge of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has emerged as a pandemic (widespread) in recent days which has made the life of people all over the globe standstill. Thus, in this strenuous situation, there is a need for applications that automate the process and complete with the minimum usage of human resources and well within the stipulated time along with security considerations. To mitigate the above-said challenges, ingenious technologies like Blockchain and Internet of Things (IoT) have come to light as promising solutions. The main intention of using IoT with Blockchain is to strengthen security and bring transparency in data collected from various external devices. Hence, this paper presents an exhaustive summary and review of the various Blockchain applications integrated with IoT to combat this COVID-19 situation. Taking into account a decent bunch of well-organized scholastic literature, we have broadly classified Blockchain-based IoT applications into four major segments which are smart healthcare, government, banking, and supply chain management to sustain in these difficult times. We shed light on a collective survey of COVID impact on abovementioned four segments, and then, we discuss measurable preventive actions that Blockchain with IOT can provide, and finally, we pull out challenges and future considerations that shed light on more research efforts in order to handle future coronavirus-like pandemic.",http://dx.doi.org/10.1007/978-3-030-76216-2_11,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter ConferencePaper,doi:10.1007/978-981-16-7610-9_71,Analytical Study of YOLO and Its Various Versions in Crowd Counting,Intelligent Data Communication Technologies and Internet of Things,10.1007/978-981-16-7610-9_71,Springer,2022-01-01,"Crowd counting is one of the main concerns of crowd analysis. Estimating density map and crowd count in crowd videos and images has a large application area such as traffic monitoring, surveillance, crowd anomalies, congestion, public safety, urbanization, planning and development, etc. There are many difficulties in crowd counting, such as occlusion, inter and intra scene deviations in perception and size. Nonetheless, in recent years, crowd count analysis has improved from previous approaches typically restricted to minor changes in crowd density and move up to recent state-of-the-art systems, which can successfully perform in a broad variety of circumstances. The recent success of crowd counting methods can be credited mostly to the deep learning and different datasets published. In this paper, a CNN-based technique named You Only Look Once (YOLO), and its various versions have been studied, and its latest version, YOLOv5, is analyzed in the crowd counting application. This technique is studied on three benchmark datasets with different crowd densities. It is being observed that YOLOv5 gives favorable results in crowd counting applications with density ranges from low to medium but not in a very dense crowd.",http://dx.doi.org/10.1007/978-981-16-7610-9_71,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Chapter,doi:10.1007/978-3-662-64301-3_21,Future Virtual Product Creation Solutions with New Engineering Capabilities,Virtual Product Creation in Industry,10.1007/978-3-662-64301-3_21,Springer,2022-01-01,"This chapter deals with the future capabilities and solutions of Virtual Product Creation. Based on the introduced new technical system requirements and opportunities in the previous chapter (Industrie 4.0 and IoT Technologies) this chapter provides answers how future digital engineering elements will look like as part of future Virtual Product Creation. The chapter starts with Model-based Systems Engineering (MBSE) and how it is connected by also different to Systems Engineering (SE). The theory and principles of MBSE are explained first before introducing the disciplines and the core elements of MBSE. Furthermore, the chapter explains the co-existence and interaction with the (classical) major technologies of Virtual Product Creation and describes examples of MBSE method and tools. It also adresses the challenge of introducing and integrating MBSE into industry. The second sub-chapter is devoted to the upcoming new key discipline of Virtual Product Creation, Data Engineering and Analytics (DEA) . Here, the chapter introduces the eight disciplines of DEA and explains the connection to MBSE and AI. The third sub-chapter puts the focus on the new VPC capability called Digital Twin Engineering (DTE) . The eight dimensions' model of Digital Twins and the design elements of Digital Twins are described with respect to the necessary engineering capabilities. The fourth sub-chapter deals with the fast-growing key VPC capability called Digital Platform Engineering (DPE) which includes new ways of distributed engineering as well as the new core technology streaming engineering . The fifth sub-chapter provides an insight how human skills for future Virtual Product Creation needs to be shaped and trained. The closing sub-chapter explains the Engineering System of the Future : new Engineering Intelligence levels and new/modified Engineering Principles are explained.",http://dx.doi.org/10.1007/978-3-662-64301-3_21,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
