doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract
10.1007/s10489-021-02549-2,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Applied Intelligence,Springer,2022-03-01 00:00:00,springer,cost-efficient multi-service task offloading scheduling for mobile edge computing,http://dx.doi.org/10.1007/s10489-021-02549-2,"Task offloading in edge computing has become an effective way to expand the computing power of user equipment, since it migrates computing-intensive applications from user equipment to edge servers. The execution of a task may require multiple services. Today, many works study the edge computing about service placement or migration with single service tasks. However, it may not meet the need of applications on large scale. In this paper, we study a computational offloading method for multi-service tasks. Here, the execution of each task requires the collaboration of multiple services, and each service is indispensable. Specifically, we design an evaluation metric about system cost, and aim to find the decision to minimize this metric to solve the mobile edge computing (MEC) problem with multi-services tasks. Since this problem is NP-hard, we design the multi-service task computing offload algorithm (MTCOA) to realize the optimal solution. The simulation results show that the algorithm can effectively reduce the cost of computing offloading, and it has higher resource utilization than the existing algorithms."
10.1007/s11227-021-03907-0,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',The Journal of Supercomputing,Springer,2022-02-01 00:00:00,springer,a measurement study of offloading virtual network functions to the edge,http://dx.doi.org/10.1007/s11227-021-03907-0,"The deployment of virtual network functions (VNFs) at edge servers potentially impairs the performance of latency-sensitive applications due to their computational cost. This work considers a new approach to addressing this problem that provides line rate acceleration of VNFs by employing field-programmable gate array (FPGA) equipped edge servers. This approach has been validated by practical use cases with both TCP and UDP as underlying protocol on a physical testbed environment. We examine the performance implications of executing a security VNF at an FPGA-equipped edge server. We experimentally demonstrate reduced VNF execution latency and energy consumption for a real-time video streaming application in comparison with a software-only baseline. In particular, the results show that the approach lowers VNF execution latency and power consumption at the edge by up to 44% and 76%, respectively, in our experiments while satisfying time constraints and maintaining confidentiality with high scalability. We also highlight the potential research challenges to make this approach viable in practice."
10.1007/s10586-021-03506-x,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Cluster Computing,Springer,2022-01-30 00:00:00,springer,an adaptive function placement in serverless computing,http://dx.doi.org/10.1007/s10586-021-03506-x,"Serverless computing is a new fine-grained computing and deploying paradigm which combined terminal devices, edge nodes and cloud data center into a complete computing system. Stateless function is the critical factor to implement serverless computing. For optimizing the function execution, function placement is becoming the urgent problem to be solved in the serverless computing. To specify what is function placement in serverless computing, an adaptive function placement framework is presented. For prejudging the trend of function placement, positive or negative properties of event are classed. Based on the positive or negative impact on the function placement decision and function placement trend, mathematical model of function placement is presented for the first time. For specifying the adaptive function placement in serverless computing, An adaptive function placement model is formulated based on the Markov Decision Process (MDP). In the model, function states space, placement rate, placement probability, decision time, action set, cost and criterion are presented for the first time to specify the computation of the function’s MDP.The presented algorithm decides function execution in terminal devices,local edge nodes or the function execution in the remote available cloud servers in a real time and adaptive way. The presented algorithm also permits dynamically allocating functions to minimize the Dec(t) while keeping performance satisfaction. Evaluation and experiment show the presented adaptive function placement algorithm can get the satisfied requirements of different indexes."
10.1007/s13369-022-06563-5,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Arabian Journal for Science and Engineering,Springer,2022-01-29 00:00:00,springer,optimized resource allocation for fog network using neuro-fuzzy offloading approach,http://dx.doi.org/10.1007/s13369-022-06563-5,"Fog computing has emerged as one of the most important Internet infrastructures for improving service quality, particularly in real-time applications. Due to the convergence in technologies, the scope of the Internet of things (IoT) has evolved to a new dimension, it expands from data collection to device interconnections, and to pre-processing. This acceleration involves cloud and fog computing layers into the system which plays an integral role in IoT data storage and computing. Due to the diversity present in IoT devices, selection of computation devices and allocation of resources are major challenges to be addressed for efficient utilization of resources. In this paper, we presented the offloading and resource allocation model to address the solution to the above challenge. Firstly, a 5-layered neuro-fuzzy model is introduced to retrieve the fuzzy sets and rules which further passes to the fuzzy inference system to model an orchestration decision system. Additionally, to improve the system performance, we have presented the modified least loaded resource allocation algorithm which is adaptively required to reduce the failure rate of the applications. To showcase the efficacy of the model, 4 healthcare applications (augmented reality, patient pre-monitoring, record analysis, and billing systems) are evaluated with their heterogeneous parameters. The simulation findings show that our suggested model improves system performance by lowering network latency by 2.23–9.68 %, computation delay by 3.40–13.66 %, and system performance by 1.03–11.55%. The simulation results demonstrated the suggested model’s resilience in terms of network latency, computation time, and failure rate."
10.1007/s10922-022-09645-9,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Journal of Network and Systems Management,Springer,2022-01-27 00:00:00,springer,a multi-criteria decision making approach for scaling and placement of virtual network functions,http://dx.doi.org/10.1007/s10922-022-09645-9,"This paper investigates the joint scaling and placement problem of network services made up of virtual network functions (VNFs) that can be provided inside a cluster managing multiple points of presence (PoPs). Aiming at increasing the VNF service satisfaction rates and minimizing the deployment cost, we use both transport and cloud-aware VNF scaling as well as multi-attribute decision making (MADM) algorithms for VNF placement inside the cluster. The original joint scaling and placement problem is known to be NP-hard and hence the problem is solved by separating scaling and placement problems and solving them individually. The experiments are done using a dataset containing the information of a deployed digital-twin network service. These experiments show that considering transport and cloud parameters during scaling and placement algorithms perform more efficiently than the only cloud based or transport based scaling followed by placement algorithms. One of the MADM algorithms, Total Order Preference by Similarity to the Ideal Solution (TOPSIS), has shown to yield the lowest deployment cost and highest VNF request satisfaction rates compared to only transport or cloud scaling and other investigated MADM algorithms. Our simulation results indicate that considering both transport and cloud parameters in various availability scenarios of cloud and transport resources has significant potential to provide increased request satisfaction rates when VNF scaling and placement using the TOPSIS scheme is performed."
10.1186/s13677-021-00276-0,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Journal of Cloud Computing,Springer,2022-01-08 00:00:00,springer,deep reinforcement learning-based workload scheduling for edge computing,http://dx.doi.org/10.1186/s13677-021-00276-0,"Edge computing is a new paradigm for providing cloud computing capacities at the edge of network near mobile users. It offers an effective solution to help mobile devices with computation-intensive and delay-sensitive tasks. However, the edge of network presents a dynamic environment with large number of devices, high mobility of users, heterogeneous applications and intermittent traffic. In such environment, edge computing often suffers from unbalance resource allocation, which leads to task failure and affects system performance. To tackle this problem, we proposed a deep reinforcement learning(DRL)-based workload scheduling approach with the goal of balancing the workload, reducing the service time and the failed task rate. Meanwhile, We adopt Deep-Q-Network(DQN) algorithms to solve the complexity and high dimension of workload scheduling problem. Simulation results show that our proposed approach achieves the best performance in aspects of service time, virtual machine(VM) utilization, and failed tasks rate compared with other approaches. Our DRL-based approach can provide an efficient solution to the workload scheduling problem in edge computing."
10.1007/s13369-021-06348-2,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Arabian Journal for Science and Engineering,Springer,2022-01-03 00:00:00,springer,"ai-based mobile edge computing for iot: applications, challenges, and future scope",http://dx.doi.org/10.1007/s13369-021-06348-2,"New technology is needed to meet the latency and bandwidth issues present in cloud computing architecture specially to support the currency of 5G networks. Accordingly, mobile edge computing (MEC) came into picture as novel emerging solutions to overcome many cloud computing issues. In this contemporary technology, the computation server and processing units are nearby edge servers to reduce latency, increase the network bandwidth and reduce energy consumption in user devices. These features can integrate with several domains such as the internet of things, artificial intelligence (AI), federated learning (FL) and fog computing, etc., to make the system more robust, elastic, efficient, and accurate. Regardless of the advantages, MEC faces several challenges, including security and privacy, deployment protocols, and offloading management. Although, various studies have been found tuning MEC to solve such challenges, the literature provide more ideas for smart developments toward applications particularly using FL and AI. Most researches miss combining interesting aspects of MEC, such as machine learning and deep learning approaches limiting works to only single aspect. Thus, a literature work is needed to focus on all the aspects of MEC together. This study aims to present a comprehensive survey on MEC by providing all necessary information, including network architecture, advantages, objectives, access technologies, deployment templates, characteristics, and many more. The work is not limited to only MEC background but also covers the AI and FL approaches used within MEC, allowing mobile phones to learn a shared predictive model collaboratively. This survey also provides information regarding security and privacy challenges as well as attacks on MEC and their solutions. The applications of MEC illustrate different sectors where MEC is applicable further highlighting open issues and challenges to be investigated."
10.1007/978-3-030-80821-1_1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Artificial Intelligence for Cloud and Edge Computing,Springer,2022-01-01 00:00:00,springer,an optimization view to the design of edge computing infrastructures for iot applications,http://dx.doi.org/10.1007/978-3-030-80821-1_1,"Internet of Things (IoT) based applications have recently experienced a remarkable diffusion in many different contexts, such as automotive, e-health, public security, industrial applications, energy, and waste management. These kinds of applications are characterized by geographically distributed sensors that collect data to be processed through algorithms of Artificial Intelligence (AI). Due to the vast amount of data to be processed by AI algorithms and the severe latency requirements of some applications, the emerging Edge Computing paradigm may represent the preferable choice for the supporting infrastructure. However, the design of edge computing infrastructures opens several new issues concerning the allocation of data flows coming from sensors over the edge nodes, and the choice of the number and the location of the edge nodes to be activated. The service placement issue can be modeled through a multi-objective optimization aiming at minimizing two aspects: the response time for data transmission and processing in the sensors-edge-cloud path; the (energy or monetary) cost related to the number of turned on edge nodes. Two heuristics, based on Variable Neighborhood Search and on Genetic Algorithms, are proposed and evaluated over a wide range of scenarios, considering a realistic smart city application with 100 sensors and up to 10 edge nodes. Both heuristics can return practical solutions for the given application. The results indicate a suitable topology for a network-bound scenario requires less enabled edge nodes comparatively with a CPU-bound scenario. In terms of performance gain, the VNS outperformed in almost every condition the GA approach, reaching a performance gain up to almost 40% when the network delay plays a significant role and when the load is higher. Hence, the experimental tests demonstrate that the proposed heuristics are useful to support the design of edge computing infrastructures for modern AI-based applications relying on data collected by geographically distributed IoT sensors."
10.1007/978-981-16-3448-2_13,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Energy Conservation Solutions for Fog-Edge Computing Paradigms,Springer,2022-01-01 00:00:00,springer,futuristic communication systems using mobile edge computing,http://dx.doi.org/10.1007/978-981-16-3448-2_13,"Wireless communication networks and technologies have transformed each and every aspect of our lives. The computer-intensive applications and the Internet of Things (IoT) are the primary driving force behind the unprecedented and exponential growth of network traffic in recent times. It has also generated an enormous demand for computational requirements to meet the ever-growing and anticipated evolution of 5G networks. However, it is pertinent to highlight that the end-users, despite all this, continue to struggle with small storage-capacities and limited processing speed. To address this issue, Mobile Edge Computing (MEC) is the way forward, as it is the technology supporting the evolution of the 5G communication networks. Since it can host intensive computing applications, it creates efficient optimization of mobile resources. Before transmitting it to the cloud, it can also process extensive data and provide mobile users near proximity to cloud computing capabilities within the Radio Access Network (RAN). It offers context-aware services through the deployment of RAN knowledge. MEC, therefore, makes a wide range of applications where real-time response is appropriate, e.g. driverless cars, virtual reality, robotics and live media. Non-orthogonal multiple access (NOMA), dense heterogeneous networks (HetNets), cloud radio access networks (C-RAN), unmanned aerial vehicles (UAV), IoT, wireless power transfer (WPT) and energy harvesting (EH) and machine learning (ML) are all main technologies for 5G. The MEC summary, including the fundamental characteristics, challenges and market factors, is presented in this chapter. In addition to the integration of MEC with the upcoming 5G and beyond technologies including NOMA, WPT EH, UAV, IoT and heterogeneous CRAN and ML, we also address the role of MEC in the 5G network architecture. In doing so, we address the state of the art research activities and describe the potential of MEC’s future course."
10.1007/978-3-030-74648-3_11,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Enabling 6G Mobile Networks,Springer,2022-01-01 00:00:00,springer,advanced cloud-based network management for 5g c-ran,http://dx.doi.org/10.1007/978-3-030-74648-3_11,"Cloud technology offers new innovative alternatives for radio access network (RAN) deployments complementing existing proven purpose-built solutions, able to fulfill the diversity of requirements of 5G services in a cost-effective manner. Using new emerging technologies, such as (i) software-defined networking (SDN), (ii) network function virtualization (NFV), and (iii) network slicing, cloud RAN functionalities are applied over a general-purpose platform, where the baseband units (BBU) are migrated to the cloud for a centralized processing and management. In this chapter, we propose three advanced approaches for the orchestration and monitoring of cloud RAN resources, exploiting the latest optimization techniques applied to 5G RAN networks."
10.1007/978-981-19-0019-8_43,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Edge Analytics,Springer,2022-01-01 00:00:00,springer,energy-aware application scheduling on dvfs-enabled edge computing with mobile–edge–cloud cooperation,http://dx.doi.org/10.1007/978-981-19-0019-8_43,"With a significant increase in the compute-intensive mobile applications in recent times, the seamless integration of the cloud platform with mobile devices becomes essential. As a result, the mobile cloud computing (MCC) and mobile edge computing (MEC) paradigm become prominent in today’s era. At the same time, scheduling user applications in these domains have also gained research attention. But a majority of scheduling policies for the MEC environment consider offloading and execution of tasks only between two computing platforms: (i) mobile and edge or (ii) edge and cloud. In this paper, we consider the scheduling of a set of user applications with partial offloading and execution of tasks in all the three layers of compute stack: the mobile device, edge, and the cloud, to minimize the energy consumption of the edge nodes. Our extensive simulation reveals that the proposed scheduling strategy achieves an energy reduction up to 30% with an execution speedup up to 6% while meeting the delay constraints of the applications."
10.1007/978-981-16-3448-2_8,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Energy Conservation Solutions for Fog-Edge Computing Paradigms,Springer,2022-01-01 00:00:00,springer,load balancing in fog computing using qos,http://dx.doi.org/10.1007/978-981-16-3448-2_8,"Various IoT gadgets are ceaselessly increasing day by day and producing an enormous volume of raw data. All of this produced information is passed to cloud servers for processing. As this process adds delay to processing, so it is not suitable for certain applications as some applications require a speedy response. To overcome this condition, fog computing comes in existent, which is an extension to cloud computing. Also, in the present time, fog is the most popular technology due to the vast demand for IoT devices. The fog nodes are placed between IoT devices and the cloud servers. As the execution of the request is performed at the fog layer so it can work with a limited number of resources i.e., less bandwidth, cost, and time as the processing is pushed closer to the end clients. The most challenging task in a fog environment is to appropriately distribute workload among computing nodes during the execution of IoT applications as it is one of the important factors which affect resource efficiency. The performance of any computing paradigm is directly proportional to the load balancing handling mechanism; poor mechanism reduces the overall performance of any computing environment. Realizing the challenge of load balancing among the computing nodes in the fog environment, various mechanisms and methods have been proposed so far and various experiments have also been conducted by the researchers to check the effectiveness of the mechanism. The appropriate load balancing mechanism will increase the effectiveness of the fog system due to better resource utilization. The chapter presents a framework (OLBA) for Load Balancing in Fog computing environments to balance the load between fog devices and improves QoS parameters i.e., Turnaround time resource utilization, response time, and delay parameter. This approach is based on Particle Swarm Optimization (PSO) technique to find the local best and then to compare all the local best to find the ultimate global best solution. An analysis and comparison with the traditional techniques, i.e., FCFS, SJF, Max_Min is also performed for a better understanding of load balancing mechanism in Fog Computing."
10.1007/978-3-030-74648-3_1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Enabling 6G Mobile Networks,Springer,2022-01-01 00:00:00,springer,drive towards 6g,http://dx.doi.org/10.1007/978-3-030-74648-3_1,"As fifth-generation (5G) mobile networks are being rolled out, the telecom industry and academia are now coordinating the 6G research effort towards defining the requirements and use cases for beyond 5G (B5G) or so-called sixth-generation (6G) mobile networks. 6G envisages an evolutionary communication platform based on complete network softwarisation, inclusive communications mediums including satellite, and ultra-dense networks to cater for the market demands that requires ultra-high speeds, tactile response time, and lower cost of network ownership by 2030. This chapter provides an overview of the use cases for B5G/6G systems, including holographic telepresence, digital twin, connected robotics, distributed artificial intelligence, and blockchain technologies. It further reviews the current standardisation and deployment status of 5G technology as a baseline and the drive towards 6G by identifying key enabling technologies, system requirements, and an overview on global B5G/6G activities."
10.1007/978-3-030-92829-2_2,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Highly-Distributed Systems,Springer,2022-01-01 00:00:00,springer,5g networks deployment and service modeling. new generation networks. 5g and beyond,http://dx.doi.org/10.1007/978-3-030-92829-2_2,"This chapter is devoted to the overview of the challenges for 5G and Beyond Mobile Radio Networks (efficient structures, attractive applications, cost reducing, billing and security). New mobile network technologies, like 6G and Satellite-based Internet Starlink play a steady growing role. The following aspects are examined: 1) Motivation and State-of-the-Art, 5G development features: cellular structures, interoperability to Wi-Fi, WSN, LoRA WAN, IoT; 2) Advanced security and Blockchained applications; 3) Blockchain opportunities and challenges for 5G Beyond and Beyond; 4) New generation mobile nets: Starlink, the new Satellite-based Internet; 5) Sixth Generation for Mobile Radio Networks."
10.1186/s13638-021-02067-2,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',EURASIP Journal on Wireless Communications and Networking,Springer,2021-12-04 00:00:00,springer,"beyond private 5g networks: applications, architectures, operator models and technological enablers",http://dx.doi.org/10.1186/s13638-021-02067-2,"Private networks will play a key role in 5G and beyond to enable smart factories with the required better deployment, operation and flexible usage of available resource and infrastructure. 5G private networks will offer a lean and agile solution to effectively deploy and operate services with stringent and heterogeneous constraints in terms of reliability, latency, re-configurability and re-deployment of resources as well as issues related to governance and ownership of 5G components, and elements. In this paper, we present a novel approach to operator models, specifically targeting 5G and beyond private networks. We apply the proposed operator models to different network architecture options and to a selection of relevant use cases offering mixed private–public network operator governance and ownership. Moreover, several key enabling technologies have been identified for 5G private networks. Before the deployment, stakeholders should consider spectrum allocation and on-site channel measurements in order to fully understand the propagation characteristic of a given environment and to set up end-to-end system parameters. During the deployment, a monitoring tools will support to validate the deployment and to make sure that the end-to-end system meet the target KPI. Finally, some optimization can be made individually for service placement, network slicing and orchestration or jointly at radio access, multi-access edge computing or core network level."
10.1007/s12243-020-00798-9,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Annals of Telecommunications,Springer,2021-10-01 00:00:00,springer,joint mobile vehicle–uav scheme for secure data collection in a smart city,http://dx.doi.org/10.1007/s12243-020-00798-9,"A vehicular delay-tolerant network (VDTN) allows mobile vehicles (MVs) to collect data from widely deployed delay-tolerant sensors in a smart city through opportunistic routing, which has proven to be an efficient and low-cost data collection method. However, malicious MVs may report false data to obtain rewards, which will compromise applications. In this paper, the Active Trust Verification Data Collection (ATVDC) scheme is proposed for efficient, cheap, and secure data collection. In this scheme, an unmanned aerial vehicle (UAV) is adopted to collect baseline data from sensors to evaluate the trust of MVs, and a high-trust MV priority recruitment (HTMPR) strategy is proposed to recruit credible MVs at a low cost. In addition, a genetic-algorithm-based trajectory planning (GATP) algorithm is proposed to allow the UAV to collect more baseline data at the minimum flight cost. After sufficient experiments, the strategy proposed in this paper is seen to greatly improve performance in terms of the error-free ratio EF, the symbol error ratio ES, and the data coverage ratio ϑ ."
10.1007/s10209-021-00843-x,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Universal Access in the Information Society,Springer,2021-09-08 00:00:00,springer,accessible wayfinding and navigation: a systematic mapping study,http://dx.doi.org/10.1007/s10209-021-00843-x,"Urban environments, university campuses, and public and private buildings often present architectural barriers that prevent people with disabilities and special needs to move freely and independently. This paper presents a systematic mapping study of the scientific literature proposing devices, and software applications aimed at fostering accessible wayfinding and navigation in indoor and outdoor environments. We selected 111 out of 806 papers published in the period 2009–2020, and we analyzed them according to different dimensions: at first, we surveyed which solutions have been proposed to address the considered problem; then, we analyzed the selected papers according to five dimensions: context of use, target users, hardware/software technologies, type of data sources, and user role in system design and evaluation. Our findings highlight trends and gaps related to these dimensions. The paper finally presents a reflection on challenges and open issues that must be taken into consideration for the design of future accessible places and of related technologies and applications aimed at facilitating wayfinding and navigation."
10.1007/s42486-021-00070-6,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',CCF Transactions on Pervasive Computing and Interaction,Springer,2021-09-01 00:00:00,springer,elastic ai: system support for adaptive machine learning in pervasive computing systems,http://dx.doi.org/10.1007/s42486-021-00070-6,"Artificial intelligence (AI) is an important part of today’s pervasive computing systems. Still, there is no end-to-end system platform that allows to deploy, update, manage and execute AI models in pervasive systems. We propose such a system platform in this paper. Most importantly, we reuse concepts and techniques from twenty years of pervasive computing research on how to enable runtime adaptation and apply it to AI. This allows to specify adaptive AI models that are able to react to a multitude of dynamic changes, e.g. with respect to available devices, networking conditions, but also application requirements and sensor data sources. Developers can optimise their applications iteratively, starting with a generic setup and refining it step by step towards their specific pervasive computing scenario. To show the applicability of our platform, we apply it to two pervasive use cases and evaluate them, achieving up to four times faster inference and three times lower energy consumption compared to a classical AI deployment."
10.1007/s10115-021-01590-4,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Knowledge and Information Systems,Springer,2021-09-01 00:00:00,springer,deep reinforcement learning-based resource allocation and seamless handover in multi-access edge computing based on sdn,http://dx.doi.org/10.1007/s10115-021-01590-4,"With the access devices that are densely deployed in multi-access edge computing environments, users frequently switch access devices when moving, which causes the imbalance of network load and the decline of service quality. To solve the problems above, a seamless handover scheme for wireless access points based on perception is proposed. First, a seamless handover model based on load perception is proposed to solve the unbalanced network load, in which a seamless handover algorithm for wireless access points is used to calculate the access point with the highest weight, and a software-defined network controller controls the switching process. A joint allocation method of communication and computing resources based on deep reinforcement learning is proposed to minimize the terminal energy consumption and the system delay. A resource allocation model is based on minimizing terminal energy consumption, and system delay is built. The optimal value of task offloading decision and resource allocation vector are calculated with deep reinforcement learning. Experimental results show that the proposed method can reduce the network load and the task execution cost."
10.1007/s11036-020-01620-5,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Mobile Networks and Applications,Springer,2021-06-01 00:00:00,springer,the implementation of a cloud-edge computing architecture using openstack and kubernetes for air quality monitoring application,http://dx.doi.org/10.1007/s11036-020-01620-5,"The combination of edge and cloud computing is going to make the Internet of Things (IoT) rapid, light, and more reliable. IoT and cloud-edge computing are distinct disciples that have evolved separately over time. However, they are increasingly becoming interdependent, and are what the future holds. A crucial aspect is how to design a compound of cloud and edge computing architectures, and implement IoT effectively. In this paper, we proposed a combination of Cloud and Edge Computing architecture and built a set of an intelligent air-quality monitoring system in Tunghai University as a case study. In this case, we implemented container-based virtualization which constructs Kubernetes Minion (Nodes) in the Docker container service independently for each service on the Edge side. Finally, to monitor the high-performance computing systems, clusters, and networks, we used Ganglia Monitoring System. Ganglia collects relevant information such as Central Processing Unit (CPU), memory, network and usage of Protocol Data Unit (PDU) to monitor the power consumption and makes a measurement and evaluation for Kubernetes Pods."
10.1007/s41315-021-00173-4,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',International Journal of Intelligent Robotics and Applications,Springer,2021-06-01 00:00:00,springer,intelligent warehouse monitoring based on distributed system and edge computing,http://dx.doi.org/10.1007/s41315-021-00173-4,"This paper mainly focuses on the volume calculation of materials in the warehouse where sand and gravel materials are stored and monitored whether materials are lacking in real-time. Specifically, we proposed the sandpile model and the point cloud projection obtained from the LiDAR sensors to calculate the material volume. We use distributed edge computing modules to build a centralized system and transmit data remotely through a high-power wireless network, which solves sensor placement and data transmission in a complex warehouse environment. Our centralized system can also reduce worker participation in a harsh factorial environment. Furthermore, the point cloud data of the warehouse is colored to visualize the actual factorial environment. Our centralized system has been deployed in the real factorial environment and got a good performance."
10.1007/s00607-020-00896-5,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Computing,Springer,2021-05-01 00:00:00,springer,"edge computing: current trends, research challenges and future directions",http://dx.doi.org/10.1007/s00607-020-00896-5,"The edge computing (EC) paradigm brings computation and storage to the edge of the network where data is both consumed and produced. This variation is necessary to cope with the increasing amount of network-connected devices and data transmitted, that the launch of the new 5G networks will expand. The aim is to avoid the high latency and traffic bottlenecks associated with the use of Cloud Computing in networks where several devices both access and generate high volumes of data. EC also improves network support for mobility, security, and privacy. This paper provides a discussion around EC and summarized the definition and fundamental properties of the EC architectures proposed in the literature (Multi-access Edge Computing, Fog Computing, Cloudlet Computing, and Mobile Cloud Computing). Subsequently, this paper examines significant use cases for each EC architecture and debates some promising future research directions."
10.1007/s11042-020-09365-9,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Multimedia Tools and Applications,Springer,2021-05-01 00:00:00,springer,bi-objective optimization for multi-task offloading in latency and radio resources constrained mobile edge computing networks,http://dx.doi.org/10.1007/s11042-020-09365-9,"The Mobile Edge Computing (MEC) environment provides leading-edge services to smart mobile devices (SMDs). Besides, computation offloading is a promising service in 5G: it reduces battery drain and applications’ execution time. In this context, we consider a general system consisting of a multi-cell communication network where each base station (BS) is equipped with a MEC server to provide computation offloading services to nearby mobile users. In addition, each SMD handles multiple independent offloadable heavy tasks that are latency-sensitive. The purpose of this article is to jointly optimize tasks’ offloading decisions as well as the allocation of critical radio resources while minimizing the overall energy consumption. Therefore, we have formulated a bi-objective optimization problem that is NP-hard. Because of the short decision time constraint, the optimal solution implementation is infeasible. Accordingly, with the use of the weighted aggregation approach, we propose Intelligent Truncation based Hybrid Local Search (ITHLS) solution. In critical radio resources situations, our solution jointly minimizes the number of penalized SMDs and the overall consumed energy. Finally, simulation experiments were realized to study the ITHLS solution performance compared to some effective state of the art solutions, and the simulation results in terms of decision-making time, energy and number of truncated SMDs are very promising."
10.1186/s13677-021-00243-9,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Journal of Cloud Computing,Springer,2021-04-20 00:00:00,springer,a novel approach for iot tasks offloading in edge-cloud environments,http://dx.doi.org/10.1186/s13677-021-00243-9,"Recently, the number of Internet of Things (IoT) devices connected to the Internet has increased dramatically as well as the data produced by these devices. This would require offloading IoT tasks to release heavy computation and storage to the resource-rich nodes such as Edge Computing and Cloud Computing. Although Edge Computing is a promising enabler for latency-sensitive related issues, its deployment produces new challenges. Besides, different service architectures and offloading strategies have a different impact on the service time performance of IoT applications. Therefore, this paper presents a novel approach for task offloading in an Edge-Cloud system in order to minimize the overall service time for latency-sensitive applications. This approach adopts fuzzy logic algorithms, considering application characteristics (e.g., CPU demand, network demand and delay sensitivity) as well as resource utilization and resource heterogeneity. A number of simulation experiments are conducted to evaluate the proposed approach with other related approaches, where it was found to improve the overall service time for latency-sensitive applications and utilize the edge-cloud resources effectively. Also, the results show that different offloading decisions within the Edge-Cloud system can lead to various service time due to the computational resources and communications types."
10.1186/s13677-021-00232-y,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',Journal of Cloud Computing,Springer,2021-02-17 00:00:00,springer,adaptive offloading in mobile-edge computing for ultra-dense cellular networks based on genetic algorithm,http://dx.doi.org/10.1186/s13677-021-00232-y,"With the combination of Mobile Edge Computing (MEC) and the next generation cellular networks, computation requests from end devices can be offloaded promptly and accurately by edge servers equipped on Base Stations (BSs). However, due to the densified heterogeneous deployment of BSs, the end device may be covered by more than one BS, which brings new challenges for offloading decision, that is whether and where to offload computing tasks for low latency and energy cost. This paper formulates a multi-user-to-multi-servers (MUMS) edge computing problem in ultra-dense cellular networks. The MUMS problem is divided and conquered by two phases, which are server selection and offloading decision. For the server selection phases, mobile users are grouped to one BS considering both physical distance and workload. After the grouping, the original problem is divided into parallel multi-user-to-one-server offloading decision subproblems. To get fast and near-optimal solutions for these subproblems, a distributed offloading strategy based on a binary-coded genetic algorithm is designed to get an adaptive offloading decision. Convergence analysis of the genetic algorithm is given and extensive simulations show that the proposed strategy significantly reduces the average latency and energy consumption of mobile devices. Compared with the state-of-the-art offloading researches, our strategy reduces the average delay by 56% and total energy consumption by 14% in the ultra-dense cellular networks."
