doi,type,publication,publisher,publication_date,database,title,url,abstract,domain,id
63c7863fcba665bb8b87ee7f204ec79dcd60ba9a,filtered,semantic_scholar,2020 IEEE Symposium on Security and Privacy (SP),2020-01-01,semantic_scholar,xmp: selective memory protection for kernel and user space,https://www.semanticscholar.org/paper/63c7863fcba665bb8b87ee7f204ec79dcd60ba9a,"Attackers leverage memory corruption vulnerabilities to establish primitives for reading from or writing to the address space of a vulnerable process. These primitives form the foundation for code-reuse and data-oriented attacks. While various defenses against the former class of attacks have proven effective, mitigation of the latter remains an open problem. In this paper, we identify various shortcomings of the x86 architecture regarding memory isolation, and leverage virtualization to build an effective defense against data-oriented attacks. Our approach, called xMP, provides (in-guest) selective memory protection primitives that allow VMs to isolate sensitive data in user or kernel space in disjoint xMP domains. We interface the Xen altp2m subsystem with the Linux memory management system, lending VMs the flexibility to define custom policies. Contrary to conventional approaches, xMP takes advantage of virtualization extensions, but after initialization, it does not require any hypervisor intervention. To ensure the integrity of in-kernel management information and pointers to sensitive data within isolated domains, xMP protects pointers with HMACs bound to an immutable context, so that integrity validation succeeds only in the right context. We have applied xMP to protect the page tables and process credentials of the Linux kernel, as well as sensitive data in various user-space applications. Overall, our evaluation shows that xMP introduces minimal overhead for real-world workloads and applications, and offers effective protection against data-oriented attacks.",data oriented architecture,57
bdd38349d22ab12ddd44a500d5720853ee17286b,filtered,semantic_scholar,2012 IEEE International Conference on Communications (ICC),2012-01-01,semantic_scholar,traffic engineering for information-centric networks,https://www.semanticscholar.org/paper/bdd38349d22ab12ddd44a500d5720853ee17286b,"Information-centric networking (ICN) proposes a networking architecture that uses methodologies such as publish-subscribe to achieve a data-oriented approach as opposed to a destination based approach found in the current Internet. This new architecture brings both new problems to be solved and also natural solutions to existing problems. This paper investigates an intra-domain traffic engineering (TE) problem for an information-centric networking (ICN) architecture where a form of source routing is used as the forwarding mechanism. The TE goal is to maximise the residual capacity in the network so that the load is spread evenly. A network flow approach is used and it is shown that the source routing mechanism allows the traffic to be split across multiple paths in a manner that is difficult to achieve using existing IP or IP/MPLS networks. Allowing splittable flows means that a fully polynomial-time approximation scheme can be used that has superior results when compared to existing constraint based routing schemes for flows that cannot be split. Consequently, this work demonstrates that the ICN architecture can simplify the given TE problem in a natural manner.",data oriented architecture,58
536ab937378e5965f8687b5bf29af2e360aac3bb,filtered,semantic_scholar,2006 ieee/aiaa 25TH Digital Avionics Systems Conference,2006-01-01,semantic_scholar,system-wide information management (swim) demonstration security architecture,https://www.semanticscholar.org/paper/536ab937378e5965f8687b5bf29af2e360aac3bb,"System-wide information management (SWIM) is a Federal Aviation Administration (FAA) network-centric environment that facilitates software application integration in the National Airspace System (NAS). Built on a set of five core service types - interfaces, registries, message brokers, information assurance and system management - SWIM accelerates NAS evolution by defining a secure common infrastructure for application integration and a framework for information modeling and exchange. Providing information security in this distributed network-centric environment is a significant challenge. System users must be confident that their critical data is protected. Competing requirements, the transportation of sensitive data and air-to-ground bandwidth constraints mean that a network layer-based approach to security is no longer sufficient. Trusted security at every layer of a network-centric architecture - combined with strong identity management and a data-oriented approach to information assurance - is the key to success. This paper introduces the FAA SWIM demonstration security architecture, and explores some of the methods and mechanisms used to provide end-to-end security, confidentiality, integrity, availability and privacy for NAS applications and their users",data oriented architecture,59
b728578e4b46a145a24cf02a2f5b70c01eb9b78a,filtered,semantic_scholar,FM,2005-01-01,semantic_scholar,verification of a signature architecture with hol-z,https://www.semanticscholar.org/paper/b728578e4b46a145a24cf02a2f5b70c01eb9b78a,"We report on a case study in using HOL-Z, an embedding of Z in higher-order logic, to specify and verify a security architecture for administering digital signatures. We have used HOL-Z to formalize and combine both data-oriented and process-oriented architectural views. Afterwards, we formalized temporal requirements in Z and carried out verification in higher-order logic. 
 
The same architecture has been previously verified using the SPIN model checker. Based on this, we provide a detailed comparison of these two different approaches to formalization (infinite state with rich data types versus finite state) and verification (theorem proving versus model checking). Contrary to common belief, our case study suggests that Z is well suited for temporal reasoning about process models with rich data. Moreover, our comparison highlights the advantages of this approach and provides evidence that, in the hands of experienced users, theorem proving is neither substantially more time-consuming nor more complex than model checking.",data oriented architecture,60
fee36f1cbb7047ef8519221492a7a3620910d62c,filtered,semantic_scholar,,1999-01-01,semantic_scholar,engineering parallel symbolic programs in gph,https://www.semanticscholar.org/paper/fee36f1cbb7047ef8519221492a7a3620910d62c,"We investigate the claim that functional languages offer low-cost parallelism in the context of symbolic programs on modest parallel architectures. In our investigation we present the first comparative study of the construction of large applications in a parallel functional language, in our case in Glasgow Parallel Haskell (GPH). The applications cover a range of application areas, use several parallel programming paradigms, and are measured on two very different parallel architectures. 
 
On the applications level the most significant result is that we are able to achieve modest wall-clock speedups (between factors of 2 and 10) over the optimised sequential versions for all but one of the programs. Speedups are obtained even for programs that were not written with the intention of being parallelised. These gains are achieved with a relatively small programmer-effort. One reason for the relative ease of parallelisation is the use of evaluation strategies, a new parallel programming technique that separates the algorithm from the co-ordination of parallel behaviour. 
 
On the language level we show that the combination of lazy and parallel evaluation is useful for achieving a high level of abstraction. In particular we can describe top-level parallelism, and also preserve module abstraction by describing parallelism over the data structures provided at the module interface (‘data-oriented parallelism’). Furthermore, we find that the determinism of the language is helpful, as is the largely implicit nature of parallelism in GPH. Copyright © 1999 John Wiley & Sons, Ltd.",data oriented architecture,61
f0c611b788794234c65bb32b4f748a17bd6cebbd,filtered,semantic_scholar,,2017-01-01,semantic_scholar,digital economy: conceptual architecture of a digital economic sector ecosystem,https://www.semanticscholar.org/paper/f0c611b788794234c65bb32b4f748a17bd6cebbd,"Yury M. Akatkin - Head of Laboratory of Social-Demographic Statistics, Plekhanov Russian University of EconomicsAddress: 36, Stremyanny Lane, Moscow, 117997, Russian FederationE-mail: u.akatkin@semanticpro.orgOleg E. Karpov - Corresponding Member, Russian Academy of Sciences; General Director of Pirogov National Medical-Surgical CenterAddress: 70, Nizhnyaya Pervomaiskaya Street, Moscow, 105203, Russian FederationE-mail: nmhc@mail.ruValery A. Konyavskiy - Head of Information Security Department, Moscow Institute of Physics and TechnologyAddress: 1A, Kerchenskaya Street, Moscow, 117303, Russian FederationE-mail: konyavskiy@gospochta.ruElena D. Yasinovskaya - Senior Researcher, Laboratory of Social-Demographic Statistics, Plekhanov Russian University of EconomicsAddress: 36, Stremyanny Lane, Moscow, 117997, Russian FederationE-mail: elena@semanticpro.org The main objective of digital transformation is to fulfill the needs of a “new digital generation customer” for on-demand delivery, quality and personalization. ”Anything as a service” has become the key principle of the digital paradigm. This is about a data-oriented service which relies on sharing information resources (including public ones) and the requirements for interoperability, security and trust. This paper presents the main approaches to digital transformation based on the example of the most innovatively active sectors such as banking and healthcare. We compare the proprietary development of digital services (products) to the building of a digital sector ecosystem aimed at attracting an unlimited number of participants. We defined the purpose of creating an ecosystem that is to provide the population with digital services formed on demand, in real time, in compliance with legislation and regulations, as well as in the context of maximum trust. We emphasize the role of openness for uniting the efforts of the community interested in the development of a digital industry, extension of public-private partnerships and building a competitive environment in order to ensure the rapid growth of available digital services, as well as to improve their quality. Since the knowledge economy is the basis for the digital economy, the authors consider it especially important to form a semantic core which acts as the carrier of knowledge in a digital sector ecosystem. We confirmed the necessity to implement the semantic core by a brief analysis of modern semantic approaches to standardization of information sharing in the above-mentioned industries, such as FIBO, BIAN (banking), HL7 and UMLS (health). The research carried out allowed the authors to design the conceptual architecture of the ecosystem and to suggest several proposals for digital transformation of an industry. The proposals express the necessity of state support for innovation and providing the conditions for the entry of new digital products based on the following principles: accessibility, timeliness, personalization, adaptability and security.",data oriented architecture,62
449b756485d77d452b0cc0805b1a7a6767d8f525,filtered,semantic_scholar,IEEE Transactions on Industrial Informatics,2017-01-01,semantic_scholar,iot-based techniques for online m2m-interactive itemized data registration and offline information traceability in a digital manufacturing system,https://www.semanticscholar.org/paper/449b756485d77d452b0cc0805b1a7a6767d8f525,"The integration of internet-of-things (IoT) technologies in the industry benefits digital manufacturing applications by allowing ubiquitous interaction and collaborative automation between machines. Online data collection and data interaction are critical for real-time decision making and machine collaborations. However, due to the specificity of digital manufacturing applications, the technical gap between IoT techniques and practical machine operation could hinder the efficient data interactions, collaborations between machines, and the effectiveness as well as the accuracy of itemized data collection. This investigation, therefore, identifies some major technical problems and challenges that current IoT-based digital manufacturing is facing, and proposes a method to bridge the technical gap for itemized product management. The highlights of this investigation are: 1) a data-oriented system architecture toward flexible data interaction between machines, 2) a customized machine-to-machine protocol for machine discovery, presence, and messaging, (3) flexible data structure and data presentation for interoperability, and (4) versatile information tracing approaches for product management. The proposed solutions have been implemented in PicknPack digital food manufacturing line, and achieved ubiquitous data interaction, online data collection, and versatile product information tracing methods have shown the feasibility and significance of the presented methods.",data oriented architecture,63
63f8e385951558e9c6b49cb4c83098b09ed704e3,filtered,semantic_scholar,2013 International Conference on Advanced Cloud and Big Data,2013-01-01,semantic_scholar,a mechanism of information-centric networking based on data centers,https://www.semanticscholar.org/paper/63f8e385951558e9c6b49cb4c83098b09ed704e3,"Information-centric networking (ICN) aims to make the Internet more data-oriented or content-centric, thus name-based routing and universal caching are used to change the way users requesting and fetching content, as well as to improve network performance. However, current implementation mechanisms define some kinds of ""clean-slate"" architecture and certain brand new technologies need to be designed and implemented. In this paper, some requisites reflecting ICN's essential ingredients are generalized, and based on the OpenFlow and the data center technologies, a mechanism called odICN, which can satisfy those aforementioned requisites, is proposed together with its algorithmic framework. Finally, a prototype of odICN is built to verify its feasibility.",data oriented architecture,64
9703eec800ca2f2cbbcdb8edc565da15ba15af8c,filtered,semantic_scholar,Formal Aspects of Computing,2007-01-01,semantic_scholar,verifying a signature architecture: a comparative case study,https://www.semanticscholar.org/paper/9703eec800ca2f2cbbcdb8edc565da15ba15af8c,"We report on a case study in applying different formal methods to model and verify an architecture for administrating digital signatures. The architecture comprises several concurrently executing systems that authenticate users and generate and store digital signatures by passing security relevant data through a tightly controlled interface. The architecture is interesting from a formal-methods perspective as it involves complex operations on data as well as process coordination and hence is a candidate for both data-oriented and process-oriented formal methods.We have built and verified two models of the signature architecture using two representative formal methods. In the first, we specify a data model of the architecture in Z that we extend to a trace model and interactively verify by theorem proving. In the second, we model the architecture as a system of communicating processes that we verify by finite-state model checking. We provide a detailed comparison of these two different approaches to formalization (infinite state with rich data types versus finite state) and verification (theorem proving versus model checking). Contrary to common belief, our case study suggests that Z is well suited for temporal reasoning about process models with complex operations on data. Moreover, our comparison highlights the advantages of proving theorems about such models and provides evidence that, in the hands of an experienced user, theorem proving may be neither substantially more time-consuming nor more complex than model checking.",data oriented architecture,65
62bdf319dcb9743d8abe61d5ba3f4e2180092a2e,filtered,semantic_scholar,IEEE Wireless Communications,2015-01-01,semantic_scholar,video delivery in heterogenous crans: architectures and strategies,https://www.semanticscholar.org/paper/62bdf319dcb9743d8abe61d5ba3f4e2180092a2e,"Video traffic has become a major part of mobile data traffic, and will keep growing in the coming years. The performance of video delivery is fundamentally constrained by the structure of the underlying wireless networks. The recently proposed heterogeneous cloud access networks have been widely recognized as an inevitable evolution trend of the current cellular system toward the future 5G system, where multiple hybrid radio access technologies coexist to provide flexible access for mobile users. As a key enabling functional block for high-performance video delivery, a powerful centralized baseband processing unit pool is adopted to control all the radio access technologies, and possibly facilitate the video encoding and transmission, which opens up the potential to achieve higher throughput, lower traffic delay, and greater robustness compared to its basic baseband processing unit counterpart without central control functions. However, such a centralized control framework also raises many new research challenges to be addressed. In this article, we provide an overview of the state-of-the-art video delivery architectures and video packet transmission strategies in heterogeneous cloud radio access networks, with highlights on the networking architectures, transmission strategies, performance analysis, and design challenges. This article also sheds some light on the design principles for future big-data-oriented wireless networks.",data oriented architecture,66
12dce201e344849e31e8ccbfab114108f046c243,filtered,semantic_scholar,Proceedings Tenth IEEE International Workshop on Rapid System Prototyping. Shortening the Path from Specification to Prototype (Cat. No.PR00246),1999-01-01,semantic_scholar,mixed abstraction level hardware synthesis from sdl for rapid prototyping,https://www.semanticscholar.org/paper/12dce201e344849e31e8ccbfab114108f046c243,"SDL is currently gaining interest as a system level specification language for HW/SW codesign. Automated synthesis of SDL in hardware so far had problems with its efficiency. The investigations on the resource usage of SDL-to-VHDL designs presented in this paper identify two key challenges: minimizing the overhead introduced by SDL process infrastructure, and choosing the appropriate synthesis method. This paper presents a framework for SDL hardware synthesis where VHDL code generation, high-level synthesis and RT-level synthesis are combined. A configurable run-time environment implements services like data handling and message passing in efficient, hand-coded library components, which take into account properties of the target architecture. For these components RT-level synthesis was found to be suitable. The behavior of each SDL process on the other hand is freely specified by the system designer. Depending on the type of application, i.e. complex data-oriented or control-oriented either high-level synthesis, RT-level synthesis, or a combination of both can prove to be optimal.",data oriented architecture,67
38450d945f8ca0fd66a088bb042ed30ed3b3ee84,filtered,semantic_scholar,Int. J. Distributed Sens. Networks,2013-01-01,semantic_scholar,integrating sensor networks for energy monitoring with service-oriented architectures,https://www.semanticscholar.org/paper/38450d945f8ca0fd66a088bb042ed30ed3b3ee84,"More accurate predictions of energy consumption are a strong motivator for utility providers to deploy a smart grid infrastructure. However, measurements which only reflect the consumption of a household lose the details associated with the behaviour of individual devices. Finding a flexible and efficient way to process these readings is essential. Using standard application techniques to integrate device-oriented sensor networks and data-oriented applications is a serious challenge due to the architectural gap between the different approaches. Additionally, this device-level information should be shared with the end-users in a trusted manner to increase their energy awareness. We propose a novel platform for the smart grid which enables the seamless integration of sensor networks with a service-oriented architecture approach. The platform hides the device-specific details from the applications and transforms data into a device-independent format. Specifically, we present an in-depth description of the architecture of our platform and a full implementation and evaluation of it in a live residential energy management deployment.",data oriented architecture,68
aa7ca35bd3a85a1afa99783835d019f486511657,filtered,semantic_scholar,,1996-01-01,semantic_scholar,residential data services via hybrid fiber-coax local access networks,https://www.semanticscholar.org/paper/aa7ca35bd3a85a1afa99783835d019f486511657,"The deployment of two-way broadband hybrid fiber-coax (HFC) local access networks will enable a wide variety of new communication services for consumers and small businesses. Interactive television, video-on-demand, video telephony, and other services focused on TV and video have attracted much attention. Broadband local access networks also offer compelling data-oriented services that support computers and other devices in homes and small businesses. This paper gives an overview of these new residential data services and applications, the technical challenges involved in their delivery, and architectures and key components of the required networking infrastructure.",data oriented architecture,69
cdb52713b40d7864cbe48af444db56af8f3201dd,filtered,semantic_scholar,International Conference on Internet Computing,2003-01-01,semantic_scholar,"an architecture for efficient, flexible enterprise system integration",https://www.semanticscholar.org/paper/cdb52713b40d7864cbe48af444db56af8f3201dd,"Integrating complex enterprise systems is challenging and reliability and performance of the integrated systems can be problematic when using typical solutions of distributed transactions or on-demand message-based querying. We describe a data-oriented approach for enterprise system integration that uses information brokering. A broker application isolates the interactions between a local enterprise application server and a wide variety of remote systems, performing data acquisition, storage, transformation, update and status management. We describe a prototype book brokering system developed using Java 2 Enterprise Edition, CORBA, Java Messaging Service and Web Services and using our integration strategy. We outline the architecture, design and implementation of this prototype and summarise our experiences with this information integration technique.",data oriented architecture,70
8c4150135d16aaba51db505d8281171a7a20f42e,filtered,semantic_scholar,Enterp. Inf. Syst.,2016-01-01,semantic_scholar,a new practice-driven approach to develop software in a cyber-physical system environment,https://www.semanticscholar.org/paper/8c4150135d16aaba51db505d8281171a7a20f42e,"Cyber-physical system (CPS) is an emerging area, which cannot work efficiently without proper software handling of the data and business logic. Software and middleware is the soul of the CPS. The software development of CPS is a critical issue because of its complicity in a large scale realistic system. Furthermore, object-oriented approach (OOA) is often used to develop CPS software, which needs some improvements according to the characteristics of CPS. To develop software in a CPS environment, a new systematic approach is proposed in this paper. It comes from practice, and has been evolved from software companies. It consists of (A) Requirement analysis in event-oriented way, (B) architecture design in data-oriented way, (C) detailed design and coding in object-oriented way and (D) testing in event-oriented way. It is a new approach based on OOA; the difference when compared with OOA is that the proposed approach has different emphases and measures in every stage. It is more accord with the characteristics of event-driven CPS. In CPS software development, one should focus on the events more than the functions or objects. A case study of a smart home system is designed to reveal the effectiveness of the approach. It shows that the approach is also easy to be operated in the practice owing to some simplifications. The running result illustrates the validity of this approach.",data oriented architecture,71
0e3bd3672a1964062c528fea878f9771c850f2b9,filtered,semantic_scholar,,2010-01-01,semantic_scholar,design and implementation of an efficient data stream processing system,https://www.semanticscholar.org/paper/0e3bd3672a1964062c528fea878f9771c850f2b9,"In standard database scenarios, an end-user assumes that all data (e.g., sensor readings) is stored in a database. Therefore, one can simply submit any arbitrary complex processing in the form of SQL queries or stored procedures to a database server. Data stream oriented applications are typically dealing with huge volumes of data. Storing data and performing off-line processing on this huge dataset can be costly, time consuming and impractical. This work describes our research results while designing and implementing an efficient data management system for online and off-line processing of data streams in the field of environmental monitoring. Our target data sources are wireless sensor networks. Although our focus is on a specific application domain, the results of this thesis are designed in a generic way, so that they can be applied to wide variety of data stream oriented applications. This thesis starts by first presenting the state-of-the-art in data stream processing research specifically window processing concepts, continuous queries, stream filtering query languages and in-network data processing (particular focus on TinyOS-based approaches). We present key existing data stream processing engines, their internal architecture and how they are compared to our platform, namely Global Sensor Network (GSN) middleware. GSN middleware enables fast and flexible deployment and interconnection of sensor networks. It provides simple and uniform access to a comprehensive set of heterogeneous technologies. Additionally, GSN offers zero-programming deployment and data-oriented integration of sensor networks and supports dynamic re-configuration and adaptation at runtime. We present the virtual sensor concept, which offers a high-level view of arbitrary stream data sources, its powerful declarative specification and query tools. Furthermore, we describe design, conceptual, architectural and optimization decisions of GSN platform in detail. In order to achieve high efficiency while processing large volumes of streaming data using window-based continuous queries, we present a set of optimization algorithms and techniques to intelligently group and process different types of continuous queries. While adapting GSN to large scale sensor network deployments, we have encountered several performance bottlenecks. One of the challenges we faced was related to scalable delivery of streaming data for high data rate streams. We found out that we could dramatically improve the performance of a query processor by performing simple grouping of user queries hence sharing both the processing and memory costs among similar queries. Moreover, we encountered a similar performance issue while scheduling continuous queries. Problem of efficiently scheduling the execution of continuous queries with window and sliding parameters is not addressed in depth in literature. This problem becomes severe when one considers large volumes of high data rate streams. In these cases, an efficient query scheduler not only increases the performance at least by an order of magnitude but also, decreases the response time and memory requirements. Finally, we present how our GSN platform can get integrated with an external data sharing and visualization framework namely Microsoft's SenseWeb platform. Microsoft's SenseWeb platform, provides a sensor network data gathering and visualization infrastructure which is globally accessible to the end users. This integration (which is initiated by the Swiss Experiment project and demanded by GSN users) not only shows the scalability of GSN platform when combined with optimized algorithms, but also demonstrates its flexibility.",data oriented architecture,72
5b56f11758fa7e40ef6a3ebf9d7bc8eeff5079fe,filtered,semantic_scholar,ICON 2012,2012-01-01,semantic_scholar,application design over named data networking with its features in mind,https://www.semanticscholar.org/paper/5b56f11758fa7e40ef6a3ebf9d7bc8eeff5079fe,"Designed around host-reachability, today’s Internet architecture faces many limitations while serving data-oriented applications, which produce most traffic load to the Internet. Many clean-slate designs of the content/data oriented network have emerged to adapt to these needs. Named Data Networking (also known as CCN) is one of these designs to address these limitations from the fundamental level by building network architecture around named data. In this paper, we identify five key features crucial to application design over Named Data Networking and take the voice conference system as an example to show how this features impact the application design significantly in detail. We identify three major challenges facing current voice conference system and illustrate how NDN could help to solve these challenges. A NDN-based design of voice conference system is presented along with discussing its reliability and congestion control. Keywords-Named Data Networking; Application Design;",data oriented architecture,73
b43f67bc15fd25112aaa9d7378f4952af41206a3,filtered,semantic_scholar,ISPRS Int. J. Geo Inf.,2019-01-01,semantic_scholar,interactive and online buffer-overlay analytics of large-scale spatial data,https://www.semanticscholar.org/paper/b43f67bc15fd25112aaa9d7378f4952af41206a3,"Buffer and overlay analysis are fundamental operations which are widely used in Geographic Information Systems (GIS) for resource allocation, land planning, and other relevant fields. Real-time buffer and overlay analysis for large-scale spatial data remains a challenging problem because the computational scales of conventional data-oriented methods expand rapidly with data volumes. In this paper, we present HiBO, a visualization-oriented buffer-overlay analysis model which is less sensitive to data volumes. In HiBO, the core task is to determine the value of pixels for display. Therefore, we introduce an efficient spatial-index-based buffer generation method and an effective set-transformation-based overlay optimization method. Moreover, we propose a fully optimized hybrid-parallel processing architecture to ensure the real-time capability of HiBO. Experiments on real-world datasets show that our approach is capable of handling ten-million-scale spatial data in real time. An online demonstration of HiBO is provided (http://www.higis.org.cn: 8080/hibo).",data oriented architecture,74
7da24e5d96d353e9fcb32247006bf2a9b468ba8e,filtered,semantic_scholar,Inf. Syst. E Bus. Manag.,2013-01-01,semantic_scholar,an integrated e-service model for electronic medical records,https://www.semanticscholar.org/paper/7da24e5d96d353e9fcb32247006bf2a9b468ba8e,"In this paper, we discuss the critical issues with the implementation of electronic medical records and argue that the emerging e-services will not fully resolve the issues if they do not work together. To meet the challenge, we propose an integrated e-service model consisting of both process- and data-oriented grids that glue together distributed electronic medical services, records, and application services. We also provide an implementation architecture and prototype that validates the model.",data oriented architecture,75
08eeaab633644ab8d362d57563443bd671963c0c,filtered,semantic_scholar,"2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ 12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)",2018-01-01,semantic_scholar,tmdfi: tagged memory assisted for fine-grained data-flow integrity towards embedded systems against software exploitation,https://www.semanticscholar.org/paper/08eeaab633644ab8d362d57563443bd671963c0c,"Memory corruption vulnerabilities are main causes of quite a few modern software attacks. Classical Data-flow integrity, which is originally implemented purely on soft-ware platforms, can perform a good security effect against memory corruption attacks, particularly the newly proposed data-oriented programming attacks. However, it introduces high space and time overheads. To tackle these limitations of DFI, in this paper we present tagged memory supported data-flow integrity, TMDFI, a hardware data-flow integrity implementation to enable fine-grained DFI checks with reduced time and space overheads. Our hardware DFI proposal is based on lowRISC, an existing open-source tagged memory architecture targeting a RISC-V core. The tag fields are enlarged and adopted to keep the identifiers for run-time DFI enforcement. We modified the low-RISC architecture by adding a new instruction that performs multiple tags checking simultaneously and changing some native tag manipulation features. We tested our prototype on an RTL emulator. The result shows that the reduction of run-time overhead of a full inter-procedural DFI enforcement is from 104% to 39% and the space overhead shrinks from 50% to 12.5%.",data oriented architecture,76
102b85595c9d0ffddf74517124ad3e9dca61b271,filtered,semantic_scholar,2020 IEEE International Conference on Big Data and Smart Computing (BigComp),2020-01-01,semantic_scholar,making iot data ready for smart city applications,https://www.semanticscholar.org/paper/102b85595c9d0ffddf74517124ad3e9dca61b271,"Modern smart city projects are evolving to the next level of data-centric situation awareness and decision makings, thereby requiring much intensive data integration over various data sources made from city space. In order to satisfy a variety of data demands for diverse smart city applications, we have been developing an integrated IoT data service, IoTDA, to provide essential data-oriented services from data collecting to deep learning based data analysis. In this paper, we introduce the overall architecture and functions of the service platform and explain how the platform will be used with a case study of road surface analysis. In particular, we examine how our data service can be connected to public smart city applications and present the common direction that these types of urban data services should provide for advanced city services.",data oriented architecture,77
007351f71380494eefea410bacbe4fc5cfbc8d85,filtered,semantic_scholar,,2011-01-01,semantic_scholar,poor man's content centric networking (with tcp),https://www.semanticscholar.org/paper/007351f71380494eefea410bacbe4fc5cfbc8d85,"A number of different architectures have been proposed in support of data-oriented or information-centric networking. Besides a similar visions, they share the need for designing a new networking architecture. We present an incrementally deployable approach to content-centric networking based upon TCP. Content-aware senders cooperate with probabilistically operating routers for scalable content delivery (to unmodified clients), effectively supporting opportunistic caching for time-shifted access as well as de-facto synchronous multicast delivery. Our approach is application protocol-independent and provides support beyond HTTP caching or managed CDNs. We present our protocol design along with a Linux-based implementation and some initial feasibility checks.",data oriented architecture,78
328fb04c4cfe6a90de32041c31810c6d8908e439,filtered,semantic_scholar,IEEE Transactions on Circuits and Systems for Video Technology,2011-01-01,semantic_scholar,communication mechanisms and middleware for distributed video surveillance,https://www.semanticscholar.org/paper/328fb04c4cfe6a90de32041c31810c6d8908e439,"A new generation of advanced surveillance systems is being conceived as a collection of multisensor components such as video, audio, and mobile robots interacting in a cooperating manner to enhance situation awareness capabilities to assist surveillance personnel. The prominent issues that these systems face are the improvement of existing intelligent video surveillance systems, the inclusion of wireless networks, the use of low power sensors, the design architecture, the communication between different components, the fusion of data emerging from different type of sensors, the location of personnel (providers and consumers), and the scalability of the system. This paper focuses on the aspects pertaining to real-time distributed architecture and scalability. For example, to meet real-time requirements, these systems need to process data streams in concurrent environments, designed by taking into account scheduling and synchronization. This paper proposes a framework for the design of visual surveillance systems based on components derived from the principles of real-time networks/data-oriented requirements implementation scheme. It also proposes the implementation of these components using the well-known middleware technology common object request broker architecture. Results using this architecture for video surveillance are presented through an implemented prototype.",data oriented architecture,79
80d92bea0bc32f7734df9ccdbb7ae31d85f77bfa,filtered,semantic_scholar,2013 IFIP Networking Conference,2013-01-01,semantic_scholar,lessons from the past: why data-driven states harm future information-centric networking,https://www.semanticscholar.org/paper/80d92bea0bc32f7734df9ccdbb7ae31d85f77bfa,"Information-centric networking (ICN) raises data objects to first class routable entities in the network and changes the Internet paradigm from host-centric connectivity to data-oriented publish/subscribe. We revisit the data-centric paradigm from the perspective of security and resilience and question its applicability in an open, widely distributed routing and forwarding service. Current concepts of content routing are built on data-driven protocol events and thereby introduce a strong coupling of the control to the data plane in the underlying routing infrastructure. In this paper, we explore the vulnerability of the distribution backbone. Based on a straight-forward analytical model we show that local systems cannot be protected from the threats of data-driven state management on an Internet scale. By practical evaluations using the example of the CCNx implementation, we further analyze threats to stability and performance of a data-driven infrastructure that refrains from separating the control from the data plane. We identify intrinsic attack vectors, as well as possibilities and limitations to mitigate them. Our overall findings suggest that major architectural refinements are required prior to global ICN deployment in the real world.",data oriented architecture,80
72ce5e9265b4b5c3b4be020cea8ee70b2541526d,filtered,semantic_scholar,CCS,2016-01-01,semantic_scholar,"""the web/local"" boundary is fuzzy: a security study of chrome's process-based sandboxing",https://www.semanticscholar.org/paper/72ce5e9265b4b5c3b4be020cea8ee70b2541526d,"Process-based isolation, suggested by several research prototypes, is a cornerstone of modern browser security architectures. Google Chrome is the first commercial browser that adopts this architecture. Unlike several research prototypes, Chrome's process-based design does not isolate different web origins, but primarily promises to protect ""the local system"" from ""the web"". However, as billions of users now use web-based cloud services (e.g., Dropbox and Google Drive), which are integrated into the local system, the premise that browsers can effectively isolate the web from the local system has become questionable. In this paper, we argue that, if the process-based isolation disregards the same-origin policy as one of its goals, then its promise of maintaining the ""web/local system (local)"" separation is doubtful. Specifically, we show that existing memory vulnerabilities in Chrome's renderer can be used as a stepping-stone to drop executables/scripts in the local file system, install unwanted applications and misuse system sensors. These attacks are purely data-oriented and do not alter any control flow or import foreign code. Thus, such attacks bypass binary-level protection mechanisms, including ASLR and in-memory partitioning. Finally, we discuss various full defenses and present a possible way to mitigate the attacks presented.",data oriented architecture,81
4da301bdd08146959f5939f76ba0e189e6d6e300,filtered,semantic_scholar,,2014-01-01,semantic_scholar,blaze: building a foundation for array-oriented computing in python,https://www.semanticscholar.org/paper/4da301bdd08146959f5939f76ba0e189e6d6e300,"We present the motivation and architecture of Blaze, a library for cross-backend data-oriented computation. Blaze provides a standard interface to connect users familiar with NumPy and Pandas to other data analytics libraries like SQLAlchemy and Spark. We motivate the use of these projects through Blaze and discuss the benefits of standard interfaces on top of an increasingly varied software ecosystem. We give an overview of the Blaze architecture and then demonstrate its use on a typical problem. We use the abstract nature of Blaze to quickly benchmark and compare the performance ofnature of Blaze to quickly benchmark and compare the performance of a variety of backends on a standard problem.",data oriented architecture,82
