abstract,doi,downloadUrl,id,title,publishedDate,publisher,journals,database,query_name,query_value
"In this paper, we propose the use of interactive the- orem proving for explainable machine learning. After presenting our proposition, we illustrate it on the dedicated application of explaining security attacks using the Isabelle Infrastructure framework and its process of dependability engineering. This formal framework and process provides the logics for specifi- cation and modeling. Attacks on security of the system are ex- plained by specification and proofs in the Isabelle Infrastructure framework. Existing case studies of dependability engineering in Isabelle are used as feasibility studies to illustrate how different aspects of explanations are covered by the Isabelle Infrastructure framework",10.48550/arxiv.2112.14809,https://core.ac.uk/download/573845783.pdf,145374191,explanation by automated reasoning using the isabelle infrastructure framework,2021-01-01T00:00:00,"Preprint,  arxiv.org",[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Background: Code summarization automatically generates the corresponding
natural language descriptions according to the input code. Comprehensiveness of
code representation is critical to code summarization task. However, most
existing approaches typically use coarse-grained fusion methods to integrate
multi-modal features. They generally represent different modalities of a piece
of code, such as an Abstract Syntax Tree (AST) and a token sequence, as two
embeddings and then fuse the two ones at the AST/code levels. Such a coarse
integration makes it difficult to learn the correlations between fine-grained
code elements across modalities effectively. Aims: This study intends to
improve the model's prediction performance for high-quality code summarization
by accurately aligning and fully fusing semantic and syntactic structure
information of source code at node/token levels. Method: This paper proposes a
Multi-Modal Fine-grained Feature Fusion approach (MMF3) for neural code
summarization. We introduce a novel fine-grained fusion method, which allows
fine-grained fusion of multiple code modalities at the token and node levels.
Specifically, we use this method to fuse information from both token and AST
modalities and apply the fused features to code summarization. Results: We
conduct experiments on one Java and one Python datasets, and evaluate generated
summaries using four metrics. The results show that: 1) the performance of our
model outperforms the current state-of-the-art models, and 2) the ablation
experiments show that our proposed fine-grained fusion method can effectively
improve the accuracy of generated summaries. Conclusion: MMF3 can mine the
relationships between crossmodal elements and perform accurate fine-grained
element-level alignment fusion accordingly. As a result, more clues can be
provided to improve the accuracy of the generated code summaries.Comment: 12 pages, 5 figure",,http://arxiv.org/abs/2209.08978,130769966,"mmf3: neural code summarization based on multi-modal fine-grained
  feature fusion",2022-09-19T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Texts appearing in daily scenes that can be recognized by OCR (Optical
Character Recognition) tools contain significant information, such as street
name, product brand and prices. Two tasks -- text-based visual question
answering and text-based image captioning, with a text extension from existing
vision-language applications, are catching on rapidly. To address these
problems, many sophisticated multi-modality encoding frameworks (such as
heterogeneous graph structure) are being used. In this paper, we argue that a
simple attention mechanism can do the same or even better job without any bells
and whistles. Under this mechanism, we simply split OCR token features into
separate visual- and linguistic-attention branches, and send them to a popular
Transformer decoder to generate answers or captions. Surprisingly, we find this
simple baseline model is rather strong -- it consistently outperforms
state-of-the-art (SOTA) models on two popular benchmarks, TextVQA and all three
tasks of ST-VQA, although these SOTA models use far more complex encoding
mechanisms. Transferring it to text-based image captioning, we also surpass the
TextCaps Challenge 2020 winner. We wish this work to set the new baseline for
this two OCR text related applications and to inspire new thinking of
multi-modality encoder design. Code is available at
https://github.com/ZephyrZhuQi/ssbaselin",10.1609/aaai.v35i4.16476,http://arxiv.org/abs/2012.05153,107767801,simple is not easy: a simple strong baseline for textvqa and textcaps,2020-12-09T00:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Technological advancements have become ubiquitous within landscape architecture. One of the latest advancements is in Artificial Intelligence, including techniques such as Machine Learning, Artificial Neural Networks and problem optimization. These advancements have already worked their way into landscape architecture. In this theoretical paper we briefly identify what the state of the art in AI is, as well as its potential and limitations in the discipline. Specifically, we argue for the need to create a disciplinary ontology to make knowledge explicit and shared amongst humans and machines",10.14627/537705040,https://core.ac.uk/download/567635334.pdf,148140129,pursuing an ai ontology for landscape architecture,2021-01-01T00:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Dialogue act annotations are important to improve response generation quality
in task-oriented dialogue systems. However, it can be challenging to use
dialogue acts to control response generation in a generalizable way because
different datasets and tasks may have incompatible annotations. While
alternative methods that utilize latent action spaces or reinforcement learning
do not require explicit annotations, they may lack interpretability or face
difficulties defining task-specific rewards. In this work, we present a novel
end-to-end latent dialogue act model (DiactTOD) that represents dialogue acts
in a latent space. DiactTOD, when pre-trained on a large corpus, is able to
predict and control dialogue acts to generate controllable responses using
these latent representations in a zero-shot fashion. Our approach demonstrates
state-of-the-art performance across a wide range of experimental settings on
the MultiWOZ dataset, including zero-shot, few-shot, and full data fine-tuning
with both end-to-end and policy optimization configurations.Comment: SIGDial 202",,http://arxiv.org/abs/2308.00878,144971448,"diacttod: learning generalizable latent dialogue acts for controllable
  task-oriented dialogue systems",2023-08-01T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Artificial intelligence is an important innovation in the rapid development of modern Internet. In the 21st century, human beings have been continuously researching and exploring Internet information technology. All kinds of application forms of Internet informatization begin to appear in our life. The rapid change of technology brings a high upgrade rate of internet products. This marks the technological innovation of some traditional concepts and thinking methods. The development mode of artificial intelligence plus education is an important innovation after the deep development of artificial intelligence technology and the achievement of cross-industry application practice. Robots will be the brains of the future education process. This paper aims to clarify the development trend of the application of artificial intelligence in modern education by analyzing the innovation progress of the combination of artificial intelligence technology and contemporary education. This is of great significance for better use of the advantages of artificial intelligence to build a future-oriented high-tech education system",10.2991/iceemt-18.2018.118,https://core.ac.uk/download/343333712.pdf,95222982,analysis of new advances in the application of artificial intelligence to education,2018-01-01T00:00:00,'Anatomische Gesellschaft',"[{'title': None, 'identifiers': ['issn:2352-5398', '2352-5398']}]",core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Machine Learning as a Service (MLaaS) platforms have gained popularity due to
their accessibility, cost-efficiency, scalability, and rapid development
capabilities. However, recent research has highlighted the vulnerability of
cloud-based models in MLaaS to model extraction attacks. In this paper, we
introduce FDINET, a novel defense mechanism that leverages the feature
distribution of deep neural network (DNN) models. Concretely, by analyzing the
feature distribution from the adversary's queries, we reveal that the feature
distribution of these queries deviates from that of the model's training set.
Based on this key observation, we propose Feature Distortion Index (FDI), a
metric designed to quantitatively measure the feature distribution deviation of
received queries. The proposed FDINET utilizes FDI to train a binary detector
and exploits FDI similarity to identify colluding adversaries from distributed
extraction attacks. We conduct extensive experiments to evaluate FDINET against
six state-of-the-art extraction attacks on four benchmark datasets and four
popular model architectures. Empirical results demonstrate the following
findings FDINET proves to be highly effective in detecting model extraction,
achieving a 100% detection accuracy on DFME and DaST. FDINET is highly
efficient, using just 50 queries to raise an extraction alarm with an average
confidence of 96.08% for GTSRB. FDINET exhibits the capability to identify
colluding adversaries with an accuracy exceeding 91%. Additionally, it
demonstrates the ability to detect two types of adaptive attacks.Comment: 13 pages, 7 figure",,http://arxiv.org/abs/2306.11338,143670433,"fdinet: protecting against dnn model extraction via feature distortion
  index",2023-06-21T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
The contention of this chapter is that a reactive if understandable response to the harms caused by AI will itself risk feeding into wider social and ecological crises instead of escaping them. The chapter proposes to remedy this with forms of collective organisation as part of a post-AI politics,10.16997/book55.e,https://core.ac.uk/download/490817188.pdf,8161027,"post-humanism, mutual aid",2021-09-20T00:00:00,'University of Westminster Press',[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"In order to build reliable and trustworthy NLP applications, models need to
be both fair across different demographics and explainable. Usually these two
objectives, fairness and explainability, are optimized and/or examined
independently of each other. Instead, we argue that forthcoming, trustworthy
NLP systems should consider both. In this work, we perform a first study to
understand how they influence each other: do fair(er) models rely on more
plausible rationales? and vice versa. To this end, we conduct experiments on
two English multi-class text classification datasets, BIOS and ECtHR, that
provide information on gender and nationality, respectively, as well as
human-annotated rationales. We fine-tune pre-trained language models with
several methods for (i) bias mitigation, which aims to improve fairness; (ii)
rationale extraction, which aims to produce plausible explanations. We find
that bias mitigation algorithms do not always lead to fairer models. Moreover,
we discover that empirical fairness and explainability are orthogonal.Comment: 15 pages (incl Appendix), 4 figures, 8 table",,http://arxiv.org/abs/2310.16607,153563847,on the interplay between fairness and explainability,2023-11-13T00:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"This paper explores some of the potential connections between natural and artificial intelligence and natural and artificial consciousness. In humans we use batteries of tests to indirectly measure intelligence. This approach breaks down when we try to apply it to radically different animals and to the many varieties of artificial intelligence. To address this issue people are starting to develop algorithms that can measure intelligence in any type of system. Progress is also being made in the scientific study of consciousness: we can neutralize the philosophical problems, we have data about the neural correlates and we have some idea about how we can develop mathematical theories that can map between physical and conscious states. While intelligence is a purely functional property of a system, there are good reasons for thinking that consciousness is linked to particular spatiotemporal patterns in specific physical materials. This paper outlines some of the weak inferences that can be made about the relationships between intelligence and consciousness in natural and artificial systems. To make real scientific progress we need to develop practical universal measures of intelligence and mathematical theories of consciousness that can reliably map between physical and conscious states",10.1142/s2705078520300017,https://core.ac.uk/download/573847230.pdf,145376158,the relationships between intelligence and consciousness in natural and artificial systems,2020-01-01T00:00:00,World Scientific Publishing Company,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"This article navigates the confluence of the age-old constructivist philosophy of education and modern Artificial Intelligence (AI) tools as a means of reconceptualizing teaching and learning methods. While constructivism champions active learning derived from personal experiences and prior knowledge, AI’s adaptive capacities seamlessly align with these principles, offering personalized, dynamic, and enriching learning avenues. By leveraging AI platforms such as ChatGPT, BARD, and Microsoft Bing, educators can elevate constructivist pedagogy, fostering enhanced student engagement, self-reflective metacognition, profound conceptual change, and an enriched learning experience. The article further emphasizes the preservation of humanistic values in the integration of AI, ensuring a balanced, ethical, and inclusive educational environment. This exploration sheds light on the transformative potential of inter-twining traditional educational philosophies with technological advancements, paving the way for a more responsive and effective learning paradigm",10.59652/jetm.v1i3.43,https://core.ac.uk/download/591701204.pdf,152757973,harnessing ai to power constructivist learning: an evolution in educational methodologies,2023-09-05T01:00:00,European Institute of Knowledge and Innovation,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"We introduce Lumos, a novel framework for training language agents that
employs a unified data format and a modular architecture based on open-source
large language models (LLMs). Lumos consists of three distinct modules:
planning, grounding, and execution. The planning module breaks down a task into
a series of high-level, tool-agnostic subgoals, which are then made specific by
the grounding module through a set of low-level actions. These actions are
subsequently executed by the execution module, utilizing a range of
off-the-shelf tools and APIs. In order to train these modules effectively,
high-quality annotations of subgoals and actions were collected and are made
available for fine-tuning open-source LLMs for various tasks such as complex
question answering, web tasks, and math problems. Leveraging this unified data
and modular design, Lumos not only achieves comparable or superior performance
to current, state-of-the-art agents, but also exhibits several key advantages:
(1) Lumos surpasses GPT-4/3.5-based agents in complex question answering and
web tasks, while equalling the performance of significantly larger LLM agents
on math tasks; (2) Lumos outperforms open-source agents created through
conventional training methods and those using chain-of-thoughts training; and
(3) Lumos is capable of effectively generalizing to unseen interactive tasks,
outperforming larger LLM-based agents and even exceeding performance of
specialized agents.Comment: Project website: https://allenai.github.io/lumos",,http://arxiv.org/abs/2311.05657,153804245,"lumos: learning agents with unified data, modular design, and
  open-source llms",2023-11-08T00:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Coming to a Battlefield Near You: Quantum Computing, Artificial Intelligence, & Machine Learning’s Impact on Proportionalit",,https://core.ac.uk/download/286697834.pdf,77675684,"coming to a battlefield near you: quantum computing, artificial intelligence, & machine learning’s impact on proportionality",2020-01-10T08:00:00,Santa Clara Law Digital Commons,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"This paper examines the philosophical foundations of deep learning. By pointing to the beginnings of deep learning and artificial neuron as a logical model of a human neuron, it is possible to claim that artificial intelligence was developed even before its official creation and that it was strongly connected to propositional logic. Bearing in mind some major setbacks in the development of neural networks, we show that deep learning can be treated as the theory of artificial intelligence and that it falls under artificial intelligence paradigm by claiming that everything can be done with learning alone and that all intelligent behavior is learnable. Thus, deep learning is a philosophical or an epistemological approach in which a form of radical empiricism must be advocated. Therefore, there is nothing in the mind that was not in the senses, and there cannot be anything in the mind that is not learnable.U radu se ispituju filozofski temelji dubokog učenja. Ukazivanjem na početke dubokog učenja i umjetnog neurona kao formalnog modela ljudskog neurona moguće je tvrditi da je umjetna inteligencija razvijena i prije njezinog službenog imenovanja te da je bila snažno povezana s propozicionalnom logikom. Imajući na umu neke velike zastoje u razvoju neuronskih mreža, pokazujemo da se dubinsko učenje može tretirati kao teorija umjetne inteligencije te da potpada pod paradigmu umjetne inteligencije jer je za nju dovoljno samo učenje jer se inteligentno ponašanje uči. Dakle, duboko učenje je filozofski ili epistemološki pristup u kojem se mora zagovarati radikalni empirizam. Prema tome, ne samo da ne postoji ništa u umu što nije bilo u osjetilima, već u umu ne postoji ništa što se ne može naučiti",10.32701/dp.23.1.6,https://core.ac.uk/download/491398209.pdf,131810080,prolegomena filozofijskog utemeljenja dubokog učenja kao teorije (umjetne) inteligencije,2021-01-01T00:00:00,'Faculty of Philosophy and Religious Studies',[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Deep Neural Networks (DNNs) are being used to solve a wide range of problems
in many domains including safety-critical domains like self-driving cars and
medical imagery. DNNs suffer from vulnerability against adversarial attacks. In
the past few years, numerous approaches have been proposed to tackle this
problem by training networks using adversarial training. Almost all the
approaches generate adversarial examples for the entire training dataset, thus
increasing the training time drastically. We show that we can decrease the
training time for any adversarial training algorithm by using only a subset of
training data for adversarial training. To select the subset, we filter the
adversarially-prone samples from the training data. We perform a simple
adversarial attack on all training examples to filter this subset. In this
attack, we add a small perturbation to each pixel and a few grid lines to the
input image.
  We perform adversarial training on the adversarially-prone subset and mix it
with vanilla training performed on the entire dataset. Our results show that
when our method-agnostic approach is plugged into FGSM, we achieve a speedup of
3.52x on MNIST and 1.98x on the CIFAR-10 dataset with comparable robust
accuracy. We also test our approach on state-of-the-art Free adversarial
training and achieve a speedup of 1.2x in training time with a marginal drop in
robust accuracy on the ImageNet dataset.Comment: 6 pages, 4 figure",,http://arxiv.org/abs/2303.06241,141346860,do we need entire training data for adversarial training?,2023-03-10T00:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Cognitive science is considered to be the study of mind (consciousness and thought) and intelligence in humans. Under such definition variety of unsolved/unsolvable problems appear. This article argues for a broad understanding of cognition based on empirical results from i.a. natural sciences, self-organization, artificial intelligence and artificial life, network science and neuroscience, that apart from the high level mental activities in humans, includes sub-symbolic and sub-conscious processes, such as emotions, recognizes cognition in other living beings as well as extended and distributed/social cognition. The new idea of cognition as complex multiscale phenomenon evolved in living organisms based on bodily structures that process information, linking cognitivists and EEEE (embodied, embedded, enactive, extended) cognition approaches with the idea of morphological computation (info-computational self-organisation) in cognizing agents, emerging in evolution through interactions of a (living/cognizing) agent with the environment",10.1007/978-3-319-96448-5_2,https://core.ac.uk/download/228134996.pdf,8859014,cognition as embodied morphological computation,2018-01-01T00:00:00,,"[{'title': None, 'identifiers': ['2192-6255']}]",core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"UIDB/05021/2020
UIDP/05021/2020The long history of human biological and cultural co-evolution has been, in its entirety, a history of the composition between the human and the non-human, a history of interactions and media- tions between the physical, biological, technological and symbolic dimensions of existence.The full recognition of this reality dictates the need for an extended ecological thinking that also imposes on the humanities. Their contribution to a general ecology is, in fact, crucial, as the latter cannot do without a critique of the Anthropos’s spiritual and cognitive primordiality and his exter- nalization in modes of perceiving, thinking and acting upon the world. Media studies have been central to this critique and to the post-human epistemology that emerged, in particular, through digital culture. Ecological thinking thus requires a cognitive ecol- ogy which, in turn, constitutes itself as a critique of mediation, increasingly necessary, as both cognition and existence are now permeated by informationalization, computation and algorithmic governance, forming a planetary scale digital environment.publishersversionpublishe",,https://core.ac.uk/download/591216000.pdf,150472369,the humanities and the digital,2023-01-01T00:00:00,Instituto Terra e Memória,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Machine vision is one of the main applications of artificial intelligence. In China, the machine vision industry makes up more than a third of the national AI market, and technologies like face recognition, object tracking and automated driving play a central role in surveillance systems and social governance projects relying on the large-scale collection and processing of sensor data. Like other novel articulations of technology and society, machine vision is defined, developed and explained by different actors through the work of imagination. In this article, we draw on the concept of sociotechnical imaginaries to understand how Chinese companies represent machine vision. Through a qualitative multimodal analysis of the corporate websites of leading industry players, we identify a cohesive sociotechnical imaginary of machine vision, and explain how four distinct visual registers contribute to its articulation. These four registers, which we call computational abstraction, human–machine coordination, smooth everyday, and dashboard realism, allow Chinese tech companies to articulate their global ambitions and competitiveness through narrow and opaque representations of machine vision technologies.publishedVersio",10.1007/s00146-023-01733-x,https://core.ac.uk/download/588770005.pdf,150774885,imagining machine vision: four visual registers from the chinese ai industry,2023-01-01T00:00:00,Springer,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"A common practice in knowledge-grounded dialogue generation is to explicitly
utilize intermediate steps (e.g., web-search, memory retrieval) with modular
approaches. However, data for such steps are often inaccessible compared to
those of dialogue responses as they are unobservable in an ordinary dialogue.
To fill in the absence of these data, we develop a self-improving method to
improve the generative performances of intermediate steps without the ground
truth data. In particular, we propose a novel bootstrapping scheme with a
guided prompt and a modified loss function to enhance the diversity of
appropriate self-generated responses. Through experiments on various benchmark
datasets, we empirically demonstrate that our method successfully leverages a
self-improving mechanism in generating intermediate and final responses and
improves the performances on the task of knowledge-grounded dialogue
generation",,http://arxiv.org/abs/2310.06404,152482062,hexa: self-improving for knowledge-grounded dialogue system,2023-10-22T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"We study a synthetic corpus-based approach for language models (LMs) to
acquire logical deductive reasoning ability. The previous studies generated
deduction examples using specific sets of deduction rules. However, these rules
were limited or otherwise arbitrary. This can limit the generalizability of
acquired deductive reasoning ability. We rethink this and adopt a well-grounded
set of deduction rules based on formal logic theory, which can derive any other
deduction rules when combined in a multistep way. We empirically verify that
LMs trained on the proposed corpora, which we name $\textbf{FLD}$
($\textbf{F}$ormal $\textbf{L}$ogic $\textbf{D}$eduction), acquire more
generalizable deductive reasoning ability. Furthermore, we identify the aspects
of deductive reasoning ability on which deduction corpora can enhance LMs and
those on which they cannot. Finally, on the basis of these results, we discuss
the future directions for applying deduction corpora or other approaches for
each aspect. We release the code, data, and models",,http://arxiv.org/abs/2308.07336,145455568,learning deductive reasoning from synthetic corpus based on formal logic,2023-08-11T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Generative AI (GenAI) models excel in their ability to recognize patterns in
existing data and generate new and unexpected content. Recent advances have
motivated applications of GenAI tools (e.g., Stable Diffusion, ChatGPT) to
professional practice across industries, including product design. While these
generative capabilities may seem enticing on the surface, certain barriers
limit their practical application for real-world use in industry settings. In
this position paper, we articulate and situate these barriers within two phases
of the product design process, namely ""getting the right design"" and ""getting
the design right,"" and propose a research agenda to stimulate discussions
around opportunities for realizing the full potential of GenAI tools in product
design",,http://arxiv.org/abs/2306.01217,143187330,"generative ai for product design: getting the right design and the
  design right",2023-06-01T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"The purpose of this project is to observe the evolution of two artificial agents, a ‘Seeker’ and a ‘Hider’, as they play a simplified version of the game Hide and Seek. These agents will improve through machine learning, and will only be given an understanding of the rules of the game and the ability to navigate through the grid-like space where the game shall be played; they will not be taught or given any strategies, and will be made to learn from a clean slate. Of particular interest is observing the particular playstyle of hider and seeker intelligences as new elements are introduced into the game, such as obstacles, doors, among other environmental influences. Through this observation, I hope to identify not only key strategies in the game of hide and seek, but to achieve a greater understanding of the evolution of machine learning AI searching and hiding patterns, which are relevant to several fields such as networking, artificial intelligence, and cyber security",,https://core.ac.uk/download/479135570.pdf,18980233,observation of the evolution of hide and seek ai,2021-06-01T08:00:00,DigitalCommons@CalPoly,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Article translated from Russian. First published in: Агеев А.И. Этические дилеммы систем искусственного интеллекта, в книге Социогуманитарные аспекты цифровых трансформаций искусственного интеллекта под редакцией В.Е. Лепского, А.Н. Райкова. Москва, Когито-Центр. 2022. Глава 3.5",10.58863/20.500.12424/4276064,https://core.ac.uk/download/582653558.pdf,146586668,ethical dilemmas of artificial intelligence systems,2023-01-01T00:00:00,Globethics Publications,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Despite the existence of various benchmarks for evaluating natural language
processing models, we argue that human exams are a more suitable means of
evaluating general intelligence for large language models (LLMs), as they
inherently demand a much wider range of abilities such as language
understanding, domain knowledge, and problem-solving skills. To this end, we
introduce M3Exam, a novel benchmark sourced from real and official human exam
questions for evaluating LLMs in a multilingual, multimodal, and multilevel
context. M3Exam exhibits three unique characteristics: (1) multilingualism,
encompassing questions from multiple countries that require strong multilingual
proficiency and cultural knowledge; (2) multimodality, accounting for the
multimodal nature of many exam questions to test the model's multimodal
understanding capability; and (3) multilevel structure, featuring exams from
three critical educational periods to comprehensively assess a model's
proficiency at different levels. In total, M3Exam contains 12,317 questions in
9 diverse languages with three educational levels, where about 23\% of the
questions require processing images for successful solving. We assess the
performance of top-performing LLMs on M3Exam and find that current models,
including GPT-4, still struggle with multilingual text, particularly in
low-resource and non-Latin script languages. Multimodal LLMs also perform
poorly with complex multimodal questions. We believe that M3Exam can be a
valuable resource for comprehensively evaluating LLMs by examining their
multilingual and multimodal abilities and tracking their development. Data and
evaluation code is available at \url{https://github.com/DAMO-NLP-SG/M3Exam}",,http://arxiv.org/abs/2306.05179,143298111,"m3exam: a multilingual, multimodal, multilevel benchmark for examining
  large language models",2023-06-08T01:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Segundo a Organização Mundial da Saúde, as doenças cardiovasculares (DCV) representam 32% do número de mortes no mundo. A redução deste valor pode ser atingida através da deteção precoce que pode levar a um tratamento mais preciso, melhorando a expectativa de vida do paciente. A ausculta cardíaca é a principal técnica utilizada pelos profissionais de saúde para identificar muitas DCV. No entanto, a auscultação dos sons cardíacos é um procedimento difícil, já que muitos sons são fracos e difíceis de detetar, sendo necessário um processo de treino contínuo. Os estetoscópios modernos podem amplificar os sons cardíacos, reduzir o ruído de ambiente, melhorar a percepção do usuário e, mais importante, converter um sinal acústico em digital. Isto permitiu o desenvolvimento de sistemas de decisão assistidos por computador baseados na auscultação. Este documento apresenta uma metodologia que pode detectar automaticamente a existência de DCV através de sons cardíacos obtidos de diferentes partes do coração. Diversas tecnologias foram analisadas, assim como projetos que tentam resolver parte do problema em questão e a partir deles, três alternativas diferentes foram elaboradas e documentadas, assim como a divisão do dataset e métricas a serem usadas nos testes. Essas alternativas visam classificar anomalias na auscultação cardíaca dos pacientes. Vários modelos das duas primeiras alternativas foram implementados e seus resultados apresentados. Também é feita uma comparação entre as experiências desenvolvidas entre si, também com experiências básicas que não utilizam mecanismos inteligentes e com outros trabalhos que tenham o mesmo objetivo. O melhor resultado obtido foi pela primeira abordagem com uma exatidão de 94%, precisão de 81% e recall de 67%.According to World Health Organization, the cardiovascular diseases (CVD) represent 32% of the number of deaths worldwide. Early detection leads to a more accurate treatment plan and improves the patient’s life expectancy. Cardiac auscultation is the main technique used by health professionals to identify many CVD. Nevertheless, heart sound auscultation is a difficult procedure, since it requires continuous training and many heart sounds are faint and hard to detect. However, modern stethoscopes can amplify heart sounds, reduce the environment noise, improve the user’s perception and, more importantly, convert an acoustic signal to a digital one. This allowed, the development of computer assisted decision systems based on auscultation. This document presents a methodology that can automatically detect the existence of CVD through cardiac sounds obtained from different parts of the heart. Several technologies were analysed, as well as projects that try to solve part of the problem in question and from them, three different alternatives were elaborated and documented, as well as the division of test data and the metrics for their evaluation. These alternatives are intended to classify anomalies in patients' cardiac auscultation. Several models of the first two alternatives were implemented and their results presented. A comparison is also made between the experiences developed among themselves, also with basic experiments that do not use intelligent mechanisms and with other works that have the same objective. The best result obtained was by the first approach with an accuracy of 94%, precision of 81% and recall of 67%",,https://core.ac.uk/download/552899849.pdf,138643926,deteção de patologia cardíaca usando machine learning,2022-01-01T00:00:00,,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"This paper explores a simple idea and asks a simple question: What determines the speed limit of evolutionary processes, and might there be ways to speed up those processes for certain types of systems under certain conditions? Or even more simply, how rapidly can complex systems be rebuilt? To begin with, the universe can be viewed as an evolving ecology of entities. Entities correspond to types of systems - from atoms in stars to organisms on Earth to ideas in the heads of people. Service science is the study of the evolving ecology of service system entities, complex socio-technical systems with rights and responsibilities – such as people, businesses, and nations. We can only scratch the surface in this paper, but our explorations suggest this is an important research question and direction, especially as we enter the cognitive era of smart and wise service systems. For example, it takes a child multiple years of experience to learn language and basic social interactions skills, but could machine learning algorithms with the proper data sets learn those capabilities in a fraction of the time",10.24251/hicss.2017.201,https://core.ac.uk/download/301371008.pdf,17808826,rebuilding evolution: a service science perspective,2017-01-01T00:00:00,AIS Electronic Library (AISeL),[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"Cloud computing addresses how to make right resources available to right computation to improve scaling, resiliency and efficiency of the computation. We argue that cloud computing indeed, is a new paradigm for computation with a higher order of artificial intelligence (AI), and put forward cloud automata as a new model for computation. A high-level AI requires infusing features that mimic human functioning into AI systems. One of the central features is that humans learn all the time and the learning is incremental. Consequently, for AI, we need to use computational models, which reflect incremental learning without stopping (sentience). These features are inherent in reflexive, inductive and limit Turing machines. To construct cloud automata, we use the mathematical theory of Oracles, which include Oracles of Turing machines as its special case. We develop a hierarchical approach based on Oracles with different ranks that includes Oracle AI as a special case. Discussing a named-set approach, we describe an implementation of a high-performance edge cloud using hierarchical name-oriented networking and Oracle AI-based orchestration. We demonstrate how cloud automata with a control overlay allows microservice network provisioning, monitoring and reconfiguration to address non-deterministic fluctuations affecting their behavior without interrupting the overall evolution of computation",,https://core.ac.uk/download/pdf/322551506.pdf,85747236,cloud computing and cloud automata as a new paradigm for computation,2019-08-30T01:00:00,PURKH,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
"With the widespread of the Internet of things (IoT), algorithms are increasingly managing our everyday life. From navigating our way in cities to keeping track of our health, artificial intelligence has been beneficial to us in many ways. However, its algorithms can also be detrimental as a consequence of biased human programming. The result is that while technological progress delivers more and more human-like artificial intelligence, humans become dehumanised and therefore, disempowered in their everyday interactions with artificial intelligence.The solution(s) is not single-handed and calls for combined interventions at the macro and micro levels. Whilst reviewing recent top-down developments on the front of AI ethics, this article delves into the question of to what extent ordinary citizens can exercise any kind of agency when it comes to artificial intelligence. It does so through a multidimensional approach including analogies and intertextual motions between history, literature, and visual culture. Focussing on the case study of facial recognition software, the article explores the possibilities of imaginative agency as a form of local intelligence capable of dwelling in and contesting [human-made] algorithmic bias",,https://core.ac.uk/download/539113362.pdf,128971824,living with machines. ethical implications and imaginative agency as local tactics of dwelling and resistance in everyday interactions with artificial intelligence,2020-07-20T08:00:00,Technological University Dublin,[],core,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence')
