paperId,url,title,abstract,venue,year,id,type
9f4722294a2c99f18dec9e24446c283f7edb6920,https://www.semanticscholar.org/paper/9f4722294a2c99f18dec9e24446c283f7edb6920,Managing IoT Cyber-Security Using Programmable Telemetry and Machine Learning,"Cyber-security risks for Internet of Things (IoT) devices sourced from a diversity of vendors and deployed in large numbers, are growing rapidly. Therefore, management of these devices is becoming increasingly important to network operators. Existing network monitoring technologies perform traffic analysis using specialized acceleration on network switches, or full inspection of packets in software, which can be complex, expensive, inflexible, and unscalable. In this paper, we use SDN paradigm combined with machine learning to leverage the benefits of programmable flow-based telemetry with flexible data-driven models to manage IoT devices based on their network activity. Our contributions are three-fold: (1) We analyze traffic traces of 17 real consumer IoT devices collected in our lab over a six-month period and identify a set of traffic flows (per-device) whose time-series attributes computed at multiple timescales (from a minute to an hour) characterize the network behavior of various IoT device types, and their operating states (i.e., booting, actively interacted with user, or being idle); (2) We develop a multi-stage architecture of inference models that use flow-level attributes to automatically distinguish IoT devices from non-IoTs, classify individual types of IoT devices, and identify their states during normal operations. We train our models and validate their efficacy using real traffic traces; and (3) We quantify the trade-off between performance and cost of our solution, and demonstrate how our monitoring scheme can be used in operation for detecting behavioral changes (firmware upgrade or cyber attacks).",IEEE Transactions on Network and Service Management,2020,29,filtered
c12dff5ce0c189dab6307781ac2133625aff85d6,https://www.semanticscholar.org/paper/c12dff5ce0c189dab6307781ac2133625aff85d6,Visuomotor Reinforcement Learning for Multirobot Cooperative Navigation,"This article investigates the multirobot cooperative navigation problem based on raw visual observations. A fully end-to-end learning framework is presented, which leverages graph neural networks to learn local motion coordination and utilizes deep reinforcement learning to generate visuomotor policy that enables each robot to move to its goal without the need of environment map and global positioning information. Experimental results show that, with a few tens of robots, our approach achieves comparable performance with the state-ofthe-art imitation learning-based approaches with bird-view state inputs. We also illustrate our generalizability to crowded and large environments and our scalability to ten times number of the training robots. In addition, we demonstrate that our model trained for multirobot case can also improve the success rate in the single-robot navigation task in unseen environments. Note to Practitioners—With the development of intelligent industrial and logistic systems, robotic transportation systems are widely implemented. However, existing multirobot path coordination and navigation approaches are basically under some unreasonable assumptions, which are very hard to be implemented in practical scenarios. This article aims to greatly promote the real application of learning-based multirobot cooperative navigation approach, in order to achieve the following. First, we introduce an end-to-end reinforcement learning framework instead of the Manuscript received June 25, 2021; accepted August 24, 2021. This article was recommended for publication by Associate Editor T. Xu and Editor D. O. Popa upon evaluation of the reviewers’ comments. This work was supported in part by the Natural Science Foundation of China under Grant 62073222 and Grant U1913204, in part by Shanghai Municipal Education Commission and Shanghai Education Development Foundation through “Shu Guang” Project under Grant 19SG08, in part by Shenzhen Science and Technology Program under Grant JSGG20201103094400002, and in part by the Science and Technology Commission of Shanghai Municipality under Grant 21511101900. (Zhe Liu and Qiming Liu contributed equally to this work.) (Corresponding author: Hesheng Wang.) Zhe Liu is with the Department of Computer Science and Technology, University of Cambridge, Cambridge CB2 1TN, U.K. (e-mail: zl457@cam.ac.uk). Qiming Liu, Ling Tang, and Hongye Wang are with the Department of Automation, Shanghai Jiao Tong University, Shanghai 200240, China (e-mail: qimingliu@sjtu.edu.cn; elftat@sjtu.edu.cn; wanghongye@sjtu.edu.cn). Kefan Jin is with the MOE Key Laboratory of Marine Intelligent Equipment and System and the State Key Laboratory of Ocean Engineering, Shanghai Jiao Tong University, Shanghai 200240, China (e-mail: jinkefan@sjtu.edu.cn). Ming Liu is with the Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong (e-mail: eelium@ust.hk). Hesheng Wang is with the Department of Automation, Key Laboratory of System Control and Information Processing of Ministry of Education, Key Laboratory of Marine Intelligent Equipment and System of Ministry of Education, Shanghai Engineering Research Center of Intelligent Control and Management, Shanghai Jiao Tong University, Shanghai 200240, China (e-mail: wanghesheng@sjtu.edu.cn). Color versions of one or more figures in this article are available at https://doi.org/10.1109/TASE.2021.3114327. Digital Object Identifier 10.1109/TASE.2021.3114327 commonly used imitation learning strategy, as the latter one needs exhaustive training data to cover all the scenarios and does not have the required generalizability. Second, we directly use the raw sensor data instead of the commonly used birdeye-view semantic observations, as the latter one is generally not representative of practical application scenario from the robot perspective and cannot solve the occlusion issue. Third, we interpret our learned model to illustrate which parts of the input and shared observations contribute most to the robots’ final actions. The above interpretability ensures predictability (thus safety) of our visuomotor policy in practical applications. Our learned visuomotor policy has the ability to coordinate dozens of robots by only using raw visual observations in unknown environments without map nor global localization information, this is the first time in the literature. Our future work includes solving the sim-to-real issue and conducting physical experiments.",IEEE Transactions on Automation Science and Engineering,2021,30,filtered
fab4b767e3ae70e8e04e991e8d626fe6b3184213,https://www.semanticscholar.org/paper/fab4b767e3ae70e8e04e991e8d626fe6b3184213,Learning Navigation Policies for Mobile Robots in Deep Reinforcement Learning with Random Network Distillation,"Learning navigation policies considers the task of training a model that can find collision-free paths for mobile robots, where various Deep Reinforcement Learning (DRL) methods have been applied with promising results. However, the natural reward function for the task is usually sparse, i.e., obtaining a penalty for the collision and a positive reward for arriving the target position, which makes it difficult to learn. In particular, for some complex navigation environments, it is hard to search a collision-free path by the random exploration, which leads to a rather slow learning speed and solutions with poor performance. In this paper, we propose a DRL based approach to train an end-to-end navigation planner, i.e, the policy neural network, that directly translates the local grid map and the relative goal of the robot into its moving actions. To handle the sparse reward problem, we augment the normal extrinsic reward from the environment with intrinsic reward signals measured by random network distillation (RND). In specific, the intrinsic reward is calculated by two different networks from RND, which encourages the agent to explore a state that has not been seen before. The experimental results show that by augmenting the reward function with intrinsic reward signals by RND, solutions with better performance can be learned more efficiently and more stably in our approach. We also deploy the trained model to a real robot, which can perform collision avoidance in navigation tasks without any parameter tuning. A video of our experiments can be found at https://youtu.be/b1GJrWfO8pw.",ICIAI,2021,31,filtered
1c9c12a5c9f3cfd9cd1eefbe818bfb92d37520ac,https://www.semanticscholar.org/paper/1c9c12a5c9f3cfd9cd1eefbe818bfb92d37520ac,"Cloud-based mission control of USV fleet: Architecture, implementation and experiments","Abstract In this paper, a cloud-based mission control architecture is proposed to achieve flexible remote access and coordinated mission control among a fleet of unmanned surface vehicles (USVs). First, a cloud-based mission control architecture that renders easy, timely and prioritized remote access to the USVs regardless of the remote operator’s location is proposed. It is achieved by leveraging remote cloud-based technology and local Operating onboard System. Decentralized property of the architecture accomplishes scalable monitoring, remote control, data acquisition and missions sharing for an USV fleet. Second, the related software interfaces are required for this task: the user interface of the remote client that is used for mission control/planning and data visualization and that is applicable across mobile robotic systems; and the back-end interface for the local USVs that bridges robotic and cloud server and provides seamless integration with the well-established Robot Operating System (ROS). ROS is nowadays, the most widely used framework for robotics developments. Furthermore, the proposed cloud-based mission control architecture is implemented on a fleet of real vehicles, H2Omni-X USVs, and the performance of the remote experimentation is demonstrated during sea trials at the Adriatic coast, Croatia, representing the practical contribution of this paper.",,2021,32,filtered
8193122b2cf5ec63ead24f36d3093f7f55e23d46,https://www.semanticscholar.org/paper/8193122b2cf5ec63ead24f36d3093f7f55e23d46,Cooperative Heterogeneous Multi-Robot Systems,"The emergence of the Internet of things and the widespread deployment of diverse computing systems have led to the formation of heterogeneous multi-agent systems (MAS) to complete a variety of tasks. Motivated to highlight the state of the art on existing MAS while identifying their limitations, remaining challenges, and possible future directions, we survey recent contributions to the field. We focus on robot agents and emphasize the challenges of MAS sub-fields including task decomposition, coalition formation, task allocation, perception, and multi-agent planning and control. While some components have seen more advancements than others, more research is required before effective autonomous MAS can be deployed in real smart city settings that are less restrictive than the assumed validation environments of MAS. Specifically, more autonomous end-to-end solutions need to be experimentally tested and developed while incorporating natural language ontology and dictionaries to automate complex task decomposition and leveraging big data advancements to improve perception algorithms for robotics.",ACM Comput. Surv.,2019,33,filtered
1a4696401d822c632735b070dacdf88a50c7acfc,https://www.semanticscholar.org/paper/1a4696401d822c632735b070dacdf88a50c7acfc,Towards robust grasps: Using the environment semantics for robotic object affordances,"In this talk I will look back over four years of long-term deployments of autonomous mobile robots in everyday environments. From this I will present examples of the kinds of things that mobile robots can learn over long autonomous operations in such environments, including navigation information, human activities, object models, and mission schedules. Following this I will explore the issues (software, hardware, and social) that impacted upon the autonomy of our deployed robots, and look at what we can learn from these experiences as both AI practitioners and as engineers deploying robots in real environments. Dr. Maarten Sierhuis, Chief Technology Director at Nissan Research Center Silicon Valley, Founder of Ejenta Title: Seamless Autonomous Mobility (SAM) Abstract: Artificial intelligence will make vehicles able to drive autonomously in a wide variety of scenarios. However, unexpected situations can still arise as these long-term autonomous vehicles interact in the world, potentially limiting the uses of fully autonomous driving in the near future. Nissan’s Seamless Autonomous Mobility provides a solution that can overcome this issue through the intelligent integration of humans. Artificial intelligence will make vehicles able to drive autonomously in a wide variety of scenarios. However, unexpected situations can still arise as these long-term autonomous vehicles interact in the world, potentially limiting the uses of fully autonomous driving in the near future. Nissan’s Seamless Autonomous Mobility provides a solution that can overcome this issue through the intelligent integration of humans. Dr. Peter Wurman, VP of Engineering at Cogitai, Former Co-founder of Kiva Systems Title: The Disruptive Power of Robots Abstract: Kiva Systems introduced swarms of agile robots into an industry dominated by stationary conveyor systems. The path from concept through successful startup and eventual acquisition involved challenges on all fronts. In this talk I’ll explain the business problem that motivated the innovation, Kiva technology and the benefits it brought to customers, and the future of applications of robotics in warehouses. Kiva Systems introduced swarms of agile robots into an industry dominated by stationary conveyor systems. The path from concept through successful startup and eventual acquisition involved challenges on all fronts. In this talk I’ll explain the business problem that motivated the innovation, Kiva technology and the benefits it brought to customers, and the future of applications of robotics in warehouses.",AAAI 2018,2018,34,filtered
8d42cdf275a59535a9f0e109d81e280e37af0338,https://www.semanticscholar.org/paper/8d42cdf275a59535a9f0e109d81e280e37af0338,An Adaptive Robotics Middleware for a cloud-based bridgeOS,"Robotic applications and their capabilities have grown exponentially in recent years, but hardware limitations and environment restrictions still lead to unfulfilled requirements. As Cloud Computing matured, however, robotics began taking advantage of its elastic resources by offloading computation and data to the cloud, effectively creating what is now called Cloud Robotics. Although a multitude of frameworks have been proposed over the years, each with its own unique specifications and goals, none has become dominant nor able to provide a standard and generic solution linking both robots, users and the cloud. An innovative platform, bridgeOS, attempts to take on this role by providing a new solution and framework, integrating recent Services paradigms, using a web-oriented approach and supporting a prominent software for networked robotics, the Robot Operating System (ROS). To accomplish this, we propose a cloud-based extension for the bridgeOS framework, capable of dynamic service deployments for the robots, and add support for adaptive decision making, based on available resources and performance metrics, to optimize in real time, both how those services are distributed and how well they perform. Overall, the middleware we developed is robust, resilient, versatile and capable of scaling to hundreds of components. Our experimental results show that it is a viable solution, with benefits exceeding the overhead it generates.",,2017,35,filtered
7c1949a48e36e92e9bc44906fd5589c4653f9707,https://www.semanticscholar.org/paper/7c1949a48e36e92e9bc44906fd5589c4653f9707,Simultaneous Semantic and Collision Learning for 6-DoF Grasp Pose Estimation,"Grasping in cluttered scenes has always been a great challenge for robots, due to the requirement of the ability to well understand the scene and object information. Previous works usually assume that the geometry information of the objects is available, or utilize a step-wise, multi-stage strategy to predict the feasible 6-DoF grasp poses. In this work, we propose to formalize the 6-DoF grasp pose estimation as a simultaneous multi-task learning problem. In a unified framework, we jointly predict the feasible 6-DoF grasp poses, instance semantic segmentation, and collision information. The whole framework is jointly optimized and end-to-end differentiable. Our model is evaluated on large-scale benchmarks as well as the real robot system. On the public dataset, our method outperforms prior state-of-the-art methods by a large margin (+4.08 AP). We also demonstrate the implementation of our model on a real robotic platform and show that the robot can accurately grasp target objects in cluttered scenarios with a high success rate. Project link: https://openbyterobotics.github.io/sscl.",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2021,36,filtered
39b768f1a9b5e0bdaa5fcf8b10c3133cb753b4a6,https://www.semanticscholar.org/paper/39b768f1a9b5e0bdaa5fcf8b10c3133cb753b4a6,Machine Vision Techniques Used in Agriculture and Food Industry: A Review,"Last few decades has seen lot of advancement in the technologies associated with the automation in agriculture and food industry. This includes a wide range of agricultural operations including seedbed preparation, intercultural operations, application of fertilizers and chemicals, harvesting, transportation, and grading. Researchers have developed robots that assist the farmers in getting these operations done and help them overcome the labour shortage problem. Artificial intelligence has changed the way decisions used to be made in agricultural and other operations and has made automation of many tasks feasible. Machine learning technique is a subtype of artificial intelligence which is used for processing of images of fruits, crop and other objects which can give a wide range of information that may be useful in decision making. With the advancement in GPU and software technology it is possible to process huge amount of data in real time. Further, with the availability of convolutional neural networks such as AlexNet, ResNet, International Journal of Current Microbiology and Applied Sciences ISSN: 2319-7706 Volume 9 Number 3 (2020) Journal homepage: http://www.ijcmas.com",,2020,37,filtered
7852fb1112961d3c26707cf470bc6d7a5054b34f,https://www.semanticscholar.org/paper/7852fb1112961d3c26707cf470bc6d7a5054b34f,A Robotic Semantic Grasping Method For Pick-and-place Tasks,"In recent years, it has attracted significant interest for mobile robots to complete the grasping tasks. A fully autonomous robotic pick-and-place system requires dependable object recognition and localization in cluttered environments. Most of current robot grasping methods based on learning mostly train the models with exploiting human-labeled datasets, then grasping perpendicularly to the plane where the object is placed. In this paper, a robotic semantic grasping method is proposed to estimate six-degree-of-freedom (6DOF) grasping pose for the robotic manipulator, thereby a grip perpendicularly to the surface of the object can be achieved. Firstly, the graspable location is detected by an instance segmentation detection model and ellipse fitting method. Secondly, by processing the pixel mask and point clouds of the target object, the 6DOF grasping pose is estimated. Finally, the proposed method was implemented and tested in a real robot manipulator. Experimental results show that the proposed semantic grasping method enables to accomplish pick-and-place tasks in an unstructured scene.",2019 Chinese Automation Congress (CAC),2019,38,filtered
24b3bf1702d123d57510f9576496109aa4789270,https://www.semanticscholar.org/paper/24b3bf1702d123d57510f9576496109aa4789270,Robotic grasping using visual and tactile sensing,"Abstract Visual and tactile sensing are complementary factors in the task of robotic grasping. In this paper, a grasp detection deep network is first proposed to detect the grasp rectangle from the visual image， then a new metric using tactile sensing is designed to assess the stability of the grasp. By means of this scheme, a THU grasp dataset， which includes the visual information, corresponding tactile and grasp configurations， is collected to train the proposed deep network. Experiments results have demonstrated that the proposed grasp detection deep networks outperform other mainstream approaches in a public grasp dataset. Furthermore， the grasp success rate can be improved significantly in real world scenarios. The trained model has also been successfully implemented in a new robotic platform to perform the robotic grasping task in a cluttered scenario.",Inf. Sci.,2017,39,filtered
a09d1ea248e56f9d82346f8df07be36a4594f49d,https://www.semanticscholar.org/paper/a09d1ea248e56f9d82346f8df07be36a4594f49d,Deep learning for picking point detection in dense cluster,"This paper considers the problem of picking objects in cluster. This requires the robot to reliably detect the picking point for the known or unseen objects under the environment with occlusion, disorder and a variety of objects. We present a novel pipeline to detect picking point based on deep convolutional neural network (CNN). A two-dimensional picking configuration is proposed, thus an extensive data augmentation strategy is enabled and a labeled dataset is established quickly and easily. At last, we demonstrate the implementation of our method on a real robot and show that our method can accurately detect picking point of unseen objects and achieve a pick success of 91% in cluster bin-picking scenario.",2017 11th Asian Control Conference (ASCC),2017,40,filtered
42413c946894f8ca1f2265f2f26e80a87da6cff3,https://www.semanticscholar.org/paper/42413c946894f8ca1f2265f2f26e80a87da6cff3,Fusion of information from multiple robots,"Abstract Whilst scaling the size of multi-robot team has its pros and cons as described in the previous chapter, often the size of the environment to be monitored necessitates a multi-robot setup. Thus, if a disconnected and decentralized team of agents is considered, multiple intermediate GP models (one model per agent) will be obtained with no communication overhead. Given the limited number of observations available to each agent, each of these will have the capability to explain the environmental dynamics to a certain extent, but the question is: which model can be trusted? Simply put, ignoring some of the models generated leads to information waste whilst multiple models cannot be used to decipher the true underlying dynamics unless they are fused. To this end, this chapter describes a novel discrete weighted posterior fusion mechanism referred to as FuDGE which allows for taking the confidence over the prediction of each expert whilst fusing the posteriors. As opposed to existing works which directly perform model fusion, this approach is amicable to real robot deployment in the sense that learning is only required whilst the robots are observing the environment and individual models are being optimized. At the end of all missions, the posteriors are fused based on the quality of learnt models. This fusion approach has shown promising results when evaluated over a real-world Ozone dataset.",,2020,41,filtered
aa262b568c6a4fd24b36fa37dc282bc0c9a46d2e,https://www.semanticscholar.org/paper/aa262b568c6a4fd24b36fa37dc282bc0c9a46d2e,OCRTOC: A Cloud-Based Competition and Benchmark for Robotic Grasping and Manipulation,"In this paper, we propose a cloud-based benchmark for robotic grasping and manipulation, called the OCRTOC benchmark. The benchmark focuses on the object rearrangement problem, specifically table organization tasks. We provide a set of identical real robot setups and facilitate remote experiments of standardized table organization scenarios in varying difficulties. In this workflow, users upload their solutions to our remote server and their code is executed on the real robot setups and scored automatically. After each execution, the OCRTOC team resets the experimental setup manually. We also provide a simulation environment that researchers can use to develop and test their solutions. With the OCRTOC benchmark, we aim to lower the barrier of conducting reproducible research on robotic grasping and manipulation and accelerate progress in this field. Executing standardized scenarios on identical real robot setups allows us to quantify algorithm performances and achieve fair comparisons. Using this benchmark we held a competition in the 2020 International Conference on Intelligence Robots and Systems (IROS 2020). In total, 59 teams took part in this competition worldwide. We present the results and our observations of the 2020 competition, and discuss our adjustments and improvements for the upcoming OCRTOC 2021 competition. The homepage of the OCRTOC competition is www.ocrtoc.org, and the OCRTOC software package is available at https://github.com/OCRTOC/OCRTOC_software_package.",IEEE Robotics and Automation Letters,2021,42,filtered
119678648278fca3190f865e634409d78f730719,https://www.semanticscholar.org/paper/119678648278fca3190f865e634409d78f730719,CloudAAE: Learning 6D Object Pose Regression with On-line Data Synthesis on Point Clouds,"It is often desired to train 6D pose estimation systems on synthetic data because manual annotation is expensive. However, due to the large domain gap between the synthetic and real images, synthesizing color images is expensive. In contrast, this domain gap is considerably smaller and easier to fill for depth information. In this work, we present a system that regresses 6D object pose from depth information represented by point clouds, and a lightweight data synthesis pipeline that creates synthetic point cloud segments for training. We use an augmented autoencoder (AAE) for learning a latent code that encodes 6D object pose information for pose regression. The data synthesis pipeline only requires texture-less 3D object models and desired viewpoints, and it is cheap in terms of both time and hardware storage. Our data synthesis process is up to three orders of magnitude faster than commonly applied approaches that render RGB image data. We show the effectiveness of our system on the LineMOD, LineMOD Occlusion, and YCB Video datasets. The implementation of our system is available at: https://github.com/GeeeG/CloudAAE.",2021 IEEE International Conference on Robotics and Automation (ICRA),2021,43,filtered
14739e62c1bba4f5df5cc39d1edc5d8252ab62e9,https://www.semanticscholar.org/paper/14739e62c1bba4f5df5cc39d1edc5d8252ab62e9,Leveraging Self-Supervision for Cross-Domain Crowd Counting,"State-of-the-art methods for counting people in crowded scenes rely on deep networks to estimate crowd density. While effective, these data-driven approaches rely on large amount of data annotation to achieve good performance, which stops these models from being deployed in emergencies during which data annotation is either too costly or cannot be obtained fast enough. One popular solution is to use synthetic data for training. Unfortunately, due to domain shift, the resulting models generalize poorly on real imagery. We remedy this shortcoming by training with both synthetic images, along with their associated labels, and unlabeled real images. To this end, we force our network to learn perspective-aware features by training it to recognize upside-down real images from regular ones and incorporate into it the ability to predict its own uncertainty so that it can generate useful pseudo labels for fine-tuning purposes. This yields an algorithm that consistently outperforms state-of-the-art cross-domain crowd counting ones without any extra computation at inference time.",ArXiv,2021,44,filtered
2fcf8164f1cec60ecd487f4d2ed75d4a2f0849ed,https://www.semanticscholar.org/paper/2fcf8164f1cec60ecd487f4d2ed75d4a2f0849ed,Mask-based Object Pose Estimation with Domain Transfer,"Object pose estimation is important for robots to understand and interact with the real world. This problem is challenging because the various objects, clutter and occlusions between objects in the scene. Deep learning methods show better performances than traditional problems in this problem but training a convolutional neural network needs lots of annotated data which is expensive to obtain. This paper proposes a general method by using domain transfer technology to efficiently solve object pose estimation problem. Besides, the proposed method obtains mask to achieve high quality performance by combing an instance segmentation framework, Mask R-CNN. We present the results of our experiments with the LineMOD dataset. We also deploy our method to robotic grasp object based on the estimated pose.",2021 IEEE 10th Data Driven Control and Learning Systems Conference (DDCLS),2021,45,filtered
b82336fa538b7383f0fae65d92b77fe8812446aa,https://www.semanticscholar.org/paper/b82336fa538b7383f0fae65d92b77fe8812446aa,Multi-View Object Pose Refinement With Differentiable Renderer,"This letter introduces a novel multi-view 6 DoF object pose refinement approach focusing on improving methods trained on synthetic data. It is based on the DPOD detector, which produces dense 2D-3D correspondences between the model vertices and the image pixels in each frame. We have opted for the use of multiple frames with known relative camera transformations, as it allows introduction of geometrical constraints via an interpretable ICP-like loss function. The loss function is implemented with a differentiable renderer and is optimized iteratively. We also demonstrate that a full detection and refinement pipeline, which is trained solely on synthetic data, can be used for auto-labeling real data. We perform quantitative evaluation on LineMOD, Occlusion, Homebrewed and YCB-V datasets and report excellent performance in comparison to the state-of-the-art methods trained on the synthetic and real data. We demonstrate empirically that our approach requires only a few frames and is robust to close camera locations and noise in extrinsic camera calibration, making its practical usage easier and more ubiquitous.",IEEE Robotics and Automation Letters,2021,46,filtered
c7fcb5f1f58b850a9ebbda4ca800163efecbe9f7,https://www.semanticscholar.org/paper/c7fcb5f1f58b850a9ebbda4ca800163efecbe9f7,Yolo+FPN: 2D and 3D Fused Object Detection With an RGB-D Camera,"In this paper we propose a new deep neural network system, called Yolo+FPN, which fuses both 2D and 3D object detection algorithms to achieve better real-time object detection results and faster inference speed, to be used on real robots. Finding an optimized fusion strategy to efficiently combine 3D object detection with 2D detection information is useful and challenging for both indoor and outdoor robots. In order to satisfy real-time requirements, a trade-off between accuracy and efficiency is needed. We not only have improved training and test accuracies and lower mean losses on the KITTI object detection benchmark comparing with our baseline method, but also achieve competitive average precision on 3D detection of all classes in three levels of difficulty comparing with other state-of-the-art methods. Also, we implemented Yolo+FPN system using an RGB-D camera, and compared the speed of object detection using different GPUs. For the real implementation of both indoor and outdoor scenes, we focus on person detection, which is the most challenging and important among the three classes.",2020 25th International Conference on Pattern Recognition (ICPR),2021,47,filtered
ac95ec8f7d53365e3a03d88d77cce81a02193f5b,https://www.semanticscholar.org/paper/ac95ec8f7d53365e3a03d88d77cce81a02193f5b,Hardware Acceleration of Monte-Carlo Sampling for Energy Efficient Robust Robot Manipulation,"Algorithms based on Monte-Carlo sampling have been widely adapted in robotics and other areas of engineering due to their performance robustness. However, these sampling-based approaches have high computational requirements, making them unsuitable for real-time applications with tight energy constraints. In this paper, we investigate 6 degree-of-freedom (6DoF) pose estimation for robot manipulation using this method, which uses rendering combined with sequential Monte-Carlo sampling. While potentially very accurate, the significant computational complexity of the algorithm makes it less attractive for mobile robots, where runtime and energy consumption are tightly constrained. To address these challenges, we develop a novel hardware implementation of Monte-Carlo sampling on an FPGA with lower computational complexity and memory usage, while achieving high parallelism and modularization. Our results show 12X–21X improvements in energy efficiency over low-power and high-end GPU implementations, respectively. Moreover, we achieve real time performance without compromising accuracy.",2020 30th International Conference on Field-Programmable Logic and Applications (FPL),2020,48,filtered
f47d2bba0458de7953a58619cd4a51ce4cc19d9c,https://www.semanticscholar.org/paper/f47d2bba0458de7953a58619cd4a51ce4cc19d9c,Acceleration Techniques for Energy Efficient Sampling based Machine Learning,"Deep learning algorithms based on convolutional neural networks (CNNs) have led to major improvements in accuracy for such tasks as object recognition. However, CNNs may not have sufficient robustness when presented with challenging or new scenarios (e.g, from unstructured or changing environments). Alternatively, algorithms based on Monte-Carlo sampling have been widely adapted in robotics and other areas of engineering due to their performance robustness. However, these sampling-based approaches have high computational requirements, making them unsuitable for real-time applications with tight energy constraints. In this paper, we investigate 6 degree-offreedom (6DoF) pose estimation for robot manipulation using this method, which uses rendering combined with sequential MonteCarlo sampling. While potentially very accurate, the significant computational complexity of the algorithm makes it less attractive for mobile robots, where runtime and energy consumption are tightly constrained. To address these challenges, we develop a novel hardware implementation of Monte-Carlo sampling on an FPGA with lower computational complexity and memory usage, while achieving high parallelism and modularization. Our results show 12X–21X improvements in energy efficiency over low-power and high-end GPU implementations, respectively. Moreover, we achieve real time performance without compromising accuracy.",,2020,49,filtered
aba7b3fbbbb87ca37b0df1f7e6c28dec185f7905,https://www.semanticscholar.org/paper/aba7b3fbbbb87ca37b0df1f7e6c28dec185f7905,Pose Estimation for Texture-less Shiny Objects in a Single RGB Image Using Synthetic Training Data,"In the industrial domain, the pose estimation of multiple texture-less shiny parts is a valuable but challenging task. In this particular scenario, it is impractical to utilize keypoints or other texture information because most of them are not actual features of the target but the reflections of surroundings. Moreover, the similarity of color also poses a challenge in segmentation. In this article, we propose to divide the pose estimation process into three stages: object detection, features detection and pose optimization. A convolutional neural network was utilized to perform object detection. Concerning the reliability of surface texture, we leveraged the contour information for estimating pose. Since conventional contour-based methods are inapplicable to clustered metal parts due to the difficulties in segmentation, we use the dense discrete points along the metal part edges as semantic keypoints for contour detection. Afterward, we exploit both keypoint information and CAD model to calculate the 6D pose of each object in view. A typical implementation of deep learning methods not only requires a large amount of training data, but also relies on intensive human labor for labeling the datasets. Therefore, we propose an approach to generate datasets and label them automatically. Despite not using any real-world photos for training, a series of experiments showed that the algorithm built on synthetic data perform well in the real environment.",ArXiv,2019,50,filtered
514021c79e5bbbbcbd82c96f10193aa94be81233,https://www.semanticscholar.org/paper/514021c79e5bbbbcbd82c96f10193aa94be81233,Modular Robotics and Locomotion: Application to Limbless Robots,"This dissertation discusses the locomotion of modular robots. It is focused specifically on the study of 1D topology configurations (called snakes or limbless robots). The problem to solve is how to coordinate the joint's movement so that modular robots can move both in one and two dimensions. A big challenge in robotics is the development of a very versatile robot with the full capability of moving on different terrains. This is especially important in applications where the environment is unknown in advance, such as the exploration of other planet's surfaces, navigation in hostile environments and search and rescue operations. Modular robotics offers the promise of increasing the versatility in locomotion by means of building robots from basic modules. Each configuration has its own locomotive characteristics that should be studied. If the robots have the ability to be self-reconfigurable, then they will be able to change their shapes and topology in order to select the best gait for every terrain and negotiate with different tasks. One kind of bio-inspired controllers for mobile robots used in the last decade are based on CPG (Central pattern generators), which are a specialized neurons that produce rhythms for controlling the muscle activities of animals. In the steady state CPG behave like fixed-frequency oscillators. For that reason, they can be replaced by a simplified model like sinusoidal generators. The main advantage is that they are extremely simple to implement and requires very few computing resources. Therefore, they can be implemented in low-end inexpensive microcontrollers. Moreover, the generators can also be realized directly as hardware components using either digital or analog electronics. In this dissertation a general classification of modular robots is established based on their topologies and types of connection. The hypothesis of using sinusoidal generators for controlling the locomotion of 1D pitch-pitch and pitch-yaw modular robots of any length is raised. The results show that this simple model is efficient and the gaits obtained are natural and smooth. It is shown that at least they can move in five different movements. Some of them are totally new and have not been previously studied or implemented by other researchers, from the best of our knowledge. In addition, the relationships between the generator's parameters and the robot kinematics have been obtained. Another problem is to find the minimal configurations for locomotion, which are the modular robots within the studied groups that have the minimum number of modules and are still capable of moving in one and two dimensions. This problem has been solved and the two minimal configurations are presented. Their kinematics models are studied throughout too. The experiments confirm that the solutions found to the coordination problem are valid for the locomotion of real mobile modular robots. Four kinds of modular robotic prototypes have been built using the identical Y1 modules, which have been designed specifically for this thesis. Finally the knowledge about the locomotion of pitch-pitch and pitch-yaw connecting modular robots has been summarized in 27 key principles.",,2008,51,filtered
6e6ae08259b22ac769c9a81a62f9752eb2b9e732,https://www.semanticscholar.org/paper/6e6ae08259b22ac769c9a81a62f9752eb2b9e732,Applying CORBA Technology for the Teleoperation of Wheeeler,"In this paper, we present development of Wheeeler - the hyper mobile robot. Hyper mobile robots belong to the group of highly articulated robots, sometimes called “snake-like” or serpentine robots. Wheeeler has 7 segments driven by wheels and interconnected by 2 degrees- of-freedom joints (Fig. 28.1). This machine is expected to operate in rough terrain, traverse stairs and trenches, avoid obstacles, or climb over them, and also pass through tight spaces. Our project is in the simulation stage and currently we focus on the communication issues. Although, modeling and tests are performed in simulator (Webots 5 PRO) now, the same control software will work with real robot soon. In this paper, we shortly present the actual version of model; introduce the sensory suite and local controllers’ configuration. In the main paragraph we present the implementation of CORBA technology in client-server communication.",RoMoCo,2007,52,filtered
