doi,type,publication,publisher,publication_date,database,title,url,abstract,domain,id,status
"lausanne, epfl",to_check,core,Computational Analysis of Urban Places Using Mobile Crowdsensing,09/11/2016 00:00,core,10.5075/epfl-thesis-7243,https://core.ac.uk/download/148025514.pdf,"In cities, urban places provide a socio-cultural habitat for people to counterbalance the daily grind of urban life, an environment away from home and work. Places provide an environment for people to communicate, share perspectives, and in the process form new social connections. Due to the active role of places to the social fabric of city life, it is important to understand how people perceive and experience places. One fundamental construct that relates place and experience is ambiance, i.e., the impressions we ubiquitously form when we go out. Young people are key actors of urban life, specially at night, and as such play an equal role in co-creating and appropriating the urban space. Understanding how places and their youth inhabitants interact at night is a relevant urban issue. Until recently, our ability to assess the visual and perceptual qualities of urban spaces and to study the dynamics surrounding youth experiences in those spaces have been limited partly due to the lack of quantitative data. However, the growth of computational methods and tools including sensor-rich mobile devices, social multimedia platforms, and crowdsourcing tools have opened ways to measure urban perception at scale, and to deepen our understanding of nightlife as experienced by young people. In this thesis, as a first contribution, we present the design, implementation and computational analysis of four mobile crowdsensing studies involving youth populations from various countries to understand and infer phenomena related to urban places and people. We gathered a variety of explicit and implicit crowdsourced data including mobile sensor data and logs, survey responses, and multimedia content (images and videos) from hundreds of crowdworkers and thousands of users of mobile social networks. Second, we showed how crowdsensed images can be used for the computational characterization and analysis of urban perception in indoor and outdoor places. For both place types, urban perception impressions were elicited for several physical and psychological constructs using online crowdsourcing. Using low-level and deep learning features extracted from images, we automatically inferred crowdsourced judgments of indoor ambiance with a maximum R2 of 0.53 and outdoor perception with a maximum R2 of 0.49. Third, we demonstrated the feasibility to collect rich contextual data to study the physical mobility, activities, ambiance context, and social patterns of youth nightlife behavior. Fourth, using supervised machine learning techniques, we automatically classified drinking behavior of young people in an urban, real nightlife setting. Using features extracted from mobile sensor data and application logs, we obtained an overall accuracy of 76.7%. While this thesis contributes towards understanding urban perception and youth nightlife patterns in specific contexts, our research also contributes towards the computational understanding of urban places at scale with high spatial and temporal resolution, using a combination of mobile crowdsensing, social media, machine learning, multimedia analysis, and online crowdsourcing",multimedia,629,not included
10.1007/978-3-319-20883-1_22,to_check,core,,22/05/2015 00:00,core,gptips 2: an open-source software platform for symbolic data mining,http://arxiv.org/abs/1412.4690,"GPTIPS is a free, open source MATLAB based software platform for symbolic
data mining (SDM). It uses a multigene variant of the biologically inspired
machine learning method of genetic programming (MGGP) as the engine that drives
the automatic model discovery process. Symbolic data mining is the process of
extracting hidden, meaningful relationships from data in the form of symbolic
equations. In contrast to other data-mining methods, the structural
transparency of the generated predictive equations can give new insights into
the physical systems or processes that generated the data. Furthermore, this
transparency makes the models very easy to deploy outside of MATLAB. The
rationale behind GPTIPS is to reduce the technical barriers to using,
understanding, visualising and deploying GP based symbolic models of data,
whilst at the same time remaining highly customisable and delivering robust
numerical performance for power users. In this chapter, notable new features of
the latest version of the software are discussed with these aims in mind.
Additionally, a simplified variant of the MGGP high level gene crossover
mechanism is proposed. It is demonstrated that the new functionality of GPTIPS
2 (a) facilitates the discovery of compact symbolic relationships from data
using multiple approaches, e.g. using novel gene-centric visualisation analysis
to mitigate horizontal bloat and reduce complexity in multigene symbolic
regression models (b) provides numerous methods for visualising the properties
of symbolic models (c) emphasises the generation of graphically navigable
libraries of models that are optimal in terms of the Pareto trade off surface
of model performance and complexity and (d) expedites real world applications
by the simple, rapid and robust deployment of symbolic models outside the
software environment they were developed in.Comment: 26 pages, accepted for publication in the Springer Handbook of
  Genetic Programming Applications (2015, in press",multimedia,630,not included
10.12681/eadd/40089,to_check,core,'National Documentation Centre (EKT)',01/01/2015 00:00,core,development of chemical sensors for the detection of toxic compounds,,"The present dissertation was focused on the topic of chemical sensors for rapid detection of toxic substances, an investigation that was made for first time in the literature. For this purpose, biosensors using printed circuits composed from graphene microelectrodes using stabilized lipid membranes were constructed and developed.A number of particular methodologies were used to embody various receptors such as enzymes (urease and cholesterol oxidase) and an antibody (antibody D-dimer) in the sensors.Various physicochemical and instrumental methods of analysis, eg., differential scanning calorimetry (DSC), scanning electron microscopy (SEM), Raman spectrophotometry, etc., were used to locate the position of the receptor (eg. antibody, enzyme, etc.) into the stabilized lipid membrane of the sensor and the mechanism of signal generation.The response of the sensor to various potentially toxic substrates eg. urea (urease immobilization), cholesterol (cholesterol oxidase immobilization) and D-dimer (immobilizing antibody D-dimer) and its stability with time were studied.For example, the response of urea biosensor towards various urea concentrations was found to have high sensitivity (ca. 70 mV/ concentration decade) over a range of urea concentrations between 1 Χ 10−6 Μ - 1 Χ 10−3 Μ. The response of cholesterol biosensor towards various concentrations of the substrate were also found to be highly sensitive (ca. 64 mV/ concentration decade) over a concentration range between 1 Χ 10−6 Μ - 1 Χ 10−3 Μ; this sensitivity is larger than those provided up to date in the literature. Finally the response of the D-dimer immunosensor was found satisfactory over a wide concentration range of analyte (10-6 μg/ mL - 10-3 μg/ mL) with a sensitivity of ca. 59 mV/ concentration decade with a rapid response of 15 s.The selectivity of the sensor construction method and on how to limit interferences were studied so that the sensor could be applied in real samples. The conditions for satisfactory stability and reproducibility of the chemical sensors were thoroughly studied and their construction into nanoscale was investigated.The results of the implementation of the constructed devices in real samples were satisfactory and show the possibility of construction of portable chemical sensors for the detection of toxicants for first time in the literature with many advantages, which can be used in the future as alternative systems instead of the time consuming, costly and complex chromatographic methods of analysis.Η παρούσα διατριβή εμβάθυνε για πρώτη φορά στην κατασκευή χημικών αισθητήρων για την ταχεία ανίχνευση τοξικών ουσιών. Για το σκοπό αυτό κατασκευάσθηκαν και αναπτύχθηκαν βιαισθητήρες που στηρίζονται σε τυπωμένα κυκλώματα γραφενίου με ακινητοποιημένες σταθεροποιημένες λιπιδικές μεμβράνες.Χρησιμοποιώντας συγκεκριμένες μεθοδολογίες, έγινε ενσωμάτωση στους αισθητήρες διαφόρων υποδοχέων, όπως ενζύμων (ουρεάση και οξειδάση της χοληστερόλης) και αντισωμάτων (αντισώματος του D-dimer).Στη συνέχεια, με χρήση ενόργανων μεθόδων ανάλυσης όπως, διαφορικής θερμιδομετρίας σαρώσεως (DSC), ηλεκτρονικής μικροσκοπίας σαρώσεως (SEM), φασματοφωτομετρίας Raman, κλπ., προσδιορίστηκε πειραματικά η θέση του υποδοχέα (π.χ. αντίσωμα, ένζυμο, κτλ.) μέσα στη σταθεροποιημένη λιπιδική μεμβράνη του αισθητήρα και εξερευνήθηκε ο μηχανισμός παραγωγής του σήματος.Μελετήθηκε η απόκριση σε διάφορα υποστρώματα με τοξικές εν δυνάμει ενώσεις π.χ. ουρία (ακινητοποίηση ουρεάσης), χοληστερόλη (ακινητοποίηση οξειδάσης της χοληστερόλης) και D-dimer (ακινητοποίηση αντισώματος D-dimer), καθώς και η σταθερότητα του συστήματος των αισθητήρων με το χρόνο.Χαρακτηριστικά αναφέρεται ότι η απόκριση του αισθητήρα της ουρίας σε διάφορες συγκεντρώσεις ουρίας, βρέθηκε να παρουσίαζει υψηλή ευαισθησία (~70 mV/ δεκάδα συγκεντρώσεων) για μια ευρεία περιοχή συγκεντρώσεων της ουρίας που κυμαινόταν από 1 Χ 10−6 Μ ως 1 Χ 10−3 Μ. Επίσης η απόκριση του αισθητήρα της χοληστερόλης σε διάφορες συγκεντρώσεις χοληστερόλης, βρέθηκε να παρουσιάζει υψηλή ευαισθησία (~64 mV/ δεκάδα συγκεντρώσεων) για μια ευρεία περιοχή συγκεντρώσεων της χοληστερόλης που κυμαινόταν από 1 Χ 10−6 Μ ως 1 Χ 10−3 Μ, και είναι καλύτερη από βιβλιογραφικά αναφερθέντες συσκευές βιοαισθητήρες χοληστερόλης. Τέλος η απόκριση του ανοσοαισθητήρα του D-dimer βρέθηκε ικανοποιητική για ένα ευρύ συγκέντρωσεων D-dimer (10-6 μg/ mL έως 10-3 μg/ mL) με ευαισθησία ~59 mV/ δεκάδα συγκεντρώσεων και με μια γρήγορη απόκριση 15s.Εν συνεχεία μελετήθηκε η εκλεκτικότητα της μεθόδου της κατασκευής των αισθητήρων και η άρση των παρεμποδίσεων για να εφαρμοστούν σε πραγματικά δείγματα. Παράλληλα μελετήθηκαν οι συνθήκες για ύπαρξη ικανοποιητικής σταθερότητας και επαναληπτικότητας των χημικών αισθητήρων και ερευνήθηκε η κατασκευή τους σε νανοκλίμακα.Τα αποτελέσματα της εφαρμογής των αισθητήρων που κατασκευάστηκαν σε πραγματικά δείγματα ήταν ικανοποιητικά με αποτέλεσμα για πρώτη φορά στην παγκόσμια βιβλιογραφία να υπάρχει η δυνατότητα να κατασκευαστούν φορητοί χημικοί αισθητήρες για την ανίχνευση τοξικών ουσιών με πολλά πλεονεκτήματα και στο μέλλον να μπορούν να χρησιμοποιηθούν σαν εναλλακτικά συστήματα αντί των χρονοβόρων, πανάκριβων και πολύπλοκων χρωματογραφικών μεθόδων ανάλυσης",multimedia,631,not included
10.1145/1363686.1363695,to_check,core,,26/11/2015 00:00,core,electricity market simulation: multiagent system approach,,"This paper suggests a multiagent system (MAS) approach for market simulation. This is achieved through analysis, modeling, implementation and simulation of artificial markets populated by software agents that represent economic self interested agents. Software agents are the constructs of a complex system, an artificial market that model a real existing market or an outline of a market design. The interest in simulating a market is multiple: exploiting existing market rules, searching for market design flaws and loopholes, and supporting decision making during a market mechanism design process. The main aim of the suggested approach is to analyze the behavior that emerges from the interaction of self interested agents acting in an artificial market. AEMAS (Artificial Economy MultiAgent System), a multiagent system architecture inspired by the Market Oriented Programming (MOP) approach is defined. In different economical sectors, e.g. energy markets, there is no consensus about which structures lead to social welfare maximization outcomes. An approach to find adequate architectures allows different market structure instances to be created and simulated, to ease the design and analysis of alternative structures. These alternatives can then be compared and potential design flaws eventually risen by simulation identified. Taking the electricity market as an example, two instances of the proposed architecture are presented, corresponding to the centralized dispatch arrangement common to non restructured markets, and the auction based pool, common to restructured markets. Copyright 2008 ACM.3438Al-Agtash, S., Evolutionary negotiation strategies in emerging electricity markets (2004) Lecture Notes in Artificial Intelligence, 3070, pp. 1099-1104. , ICAISC 2004Batten, D.F., (2000) Discovering Artificial Economics: How Agents Learn and Economies Evolve, , Westview Press, Boulder, ColoradoBower, J., Bunn, D.W., Experimental analysis of the efficiency of uniform-price versus discriminatory auctions in the England and Wales electricity market (2001) Journal of Economic Dynamics and Control, 25 (3-4), pp. 561-592. , MarBunn, D.W., Oliveira, F.S., Agent-based simulation - An application to the New Electricity Trading Arrangements of England and Wales (2001) IEEE Transactions on Evolutionary Computing, 5 (5), pp. 493-503. , OctF. S. Carvalho and C. D. N. Vinhal. Temporal difference methods applied to thermoelectric energy markets: A distributed multi-agents approach. In XV Congresso Brasileiro de Automática (CBA 2004), Gramado, RS, Sept.21-24 2004(2000) FIPA 2000, , http://www.fipa.org/repository/fipa2000.html, Foundation for Intelligent Physical AgentsGenoud, C., Regulation as a game: The role of independent regulatory agencies in the regulatory process (2003) CARR Risk and Regulation Research Student Conference, , London, UK, Sept, London School of Economics and Political ScienceM. Griss and R. Letsinger. Games at work - Agent mediated e-commerce simulation. In Autonomous Agents 2000, Barcelona, Spain, June 2000. HP Laboratories Technical Report HPL-2000-52Harp, S.A., Brignone, S., Wollenberg, B.F., Samad, T., SEPIA: A simulator for electric power industry agents (2000) IEEE Control Systems Magazine, 20 (4), pp. 53-69. , AugLima, W., Freitas, E.N.A., A multi agent based simulator for Brazilian wholesale electricity energy market (2006) Lecture Notes in Computer Science, 4140, pp. 68-77. , X Ibero-American Artificial Intelligence Conference, XVIII Brazilian Artificial Intelligence Symposium, IBERAMIA '2006/SBIA '2006, of, Ribeirão Preto, SP, Oct, SpringerMonclar, F.-R., Quatrain, R., Simulation of electricity markets: A multi-agent approach (2001) International Conference on Intelligent System Application to Power Systems, pp. 207-212. , Budapest, Hungary, June, IEEE Power Engineering SocietyPraça, I., Ramos, C., Vale, Z., Cordeiro, M., MASCEM: A multiagent system that simulates competitive electricity markets (2003) IEEE Intelligent Systems, 18 (6), pp. 54-60. , Nov-DecSimon, H.A., From substantive to procedural rationality (1979) Philosophy and Economic Theory, pp. 65-86. , F. Hahn and M. Hollis, editors, Oxford University PressSycara, K., Decker, K., Williamson, M., Matchmaking and brokering (1996) Proceedings of the Second International Conference on Multi-Agent SystemsTesfatsion, L., Agent-based computational economics: Growing economies from the bottom up (2002) Artificial Life, 8 (1), pp. 55-82Handbook of Computational Economics: Agent-Based Computational Economics (2006) Handbooks in Economics, 2. , L. Tesfatsion and K. L. Judd, editors, of, North HollandVeit, D., Matchmaking in electronic markets: An agent-based approach towards matchmaking in electronic negotiations (2003) Lecture Notes in Artificial Intelligence, 2882. , J. G. Carbonell and J. Siekmann, editors, SpringerWalter, I., (2006) Sistemas Multiagentes em Mercados de Energia Elétrica, , PhD thesis, Faculdade de Engenharia Elétrica e de Computação, Universidade Estadual de Campinas, DecWalter, I., Gomide, F., Simulação de mercados de energia elétrica: Abordagem multi-agentes (2005) VII SBAI Simpósio Brasileiro de Automação Inteligente, , O. R. Saavedra et al, editors, São Luís, MA, SeptI. Walter and F. Gomide. Design of coordination strategies in multiagent systems via genetic fuzzy systems. Soft Computing, 10(10):903-915, Aug. 2006. Special Issue: New Trends in the Design of Fuzzy SystemsWalter, I., Gomide, F., Genetic fuzzy systems to evolve coordination strategies in multiagent systems (2007) International Journal of Intelligent Systems, 22 (9), pp. 971-991. , Special Issue on Genetic Fuzzy SystemsWellman, M.P., A market-oriented programming environment and its application to distributed multicommodity flow problems (1993) Journal of Artificial Intelligence Research, 1 (1), pp. 1-23. , AugWooldridge, M., Jennings, N.R., Intelligent agents: Theory and practice (1995) The Knowledge Engineering Review, 10 (2), pp. 115-15",multimedia,632,not included
10.1016/j.sbspro.2015.01.1180,to_check,core,The Authors. Published by Elsevier Ltd.,12/02/2015 00:00,core,marketing decision support using artificial intelligence and knowledge modeling: application to tourist destination management ,,"AbstractKnowledge-based information systems are advanced tools in the hands of the marketer, enabling him to take evidence-based decisions in complex situations. In this paper, advanced data analysis, neural networks and knowledge representation technologies are brought together towards an intelligent information system for tourist destination marketing. In previous work, knowledge engineering methods were proposed for the extraction and modeling from market survey data of factors, associations, clusters and hidden patterns that explain a market phenomenon or customer behavior. The feasibility of managing these findings in a Knowledge-Base, as reusable, sharable and machine understandable knowledge was shown using preliminary results from primary surveys on the tourism of Thessaloniki. In the current work, we present the continuation of these developments, including: (a) the final results of the survey on the tourism of Thessaloniki, (b) a refined Knowledge Base filled with real and validated content derived from the analysis of the full-scale survey data, (c) the extension of the methods with an artificial neural network classifier and (d) the deployment of an inference engine and a query mechanism in order to exercise the knowledge content for decision support. Pilot trials showed that the intelligent system was able to assist users who are not experts in analysis to solve typical destination marketing problems",multimedia,633,not included
10.1109/cec.2003.1299606,to_check,core,IEEE Computer Society,26/11/2015 00:00,core,implementation of an immuno-genetic network on a real khepera ii robot,,"The design of autonomous navigation systems for mobile robots, with simultaneous objectives to be satisfied such as garbage collection with integrity maintenance, requires refined coordination mechanisms to deal with modules of elementary behaviour. This paper shows the implementation on a real Khepera II robot of an immuno-genetic network for autonomous navigation that combines an evolutionary algorithm with a continuous immune network model. The proposed immuno-genetic system has the immune network implementing a dynamic process of decision-making, and the evolutionary algorithm defining the network structure. To be able to evaluate the controllers (immune networks) on the evolutionary process, a virtual environment was used for computer simulation, based on the characteristics of the navigation problem. The immune networks obtained by evolution were then analyzed and tested on new situations, presenting coordination capability in simple and more complex tasks. Some preliminary experiments on a real Khepera II robot demonstrate the feasibility of the evolved immune networks. © 2003 IEEE.1420426Dasgupta, D., (1999) Artificial Immune Systems and Their Applications, , Springer-VerlagDorigo, M., Colombetti, M., (1997) Robot Shaping: An Experiment in Behavior Engineering (Intelligent Robotics and Autonomous Agents), , MIT PressDe Castro, L.N., Timmis, J.I., (2002) Artificial Immune Systems: A New Computational Intelligence Approach, , Springer-Verlag: LondonFarmer, J.D., Packard, N.H., Perelson, A.S., The immune system, adaptation and machine learning (1986) Physica, 22 D, pp. 187-204Goldberg, D.E., (1989) Genetic Algorithms in Search Optimization, and Machine Learning, , Addison-Wesley, IncHolland, J.H., (1992) Adaptation in Natural and Artificial Systems: An Introductory Analysis with Applications to Biology, Control, and Artificial Intelligence, pp. MI91. , The MIT Press. Ann ArborIshiguro, A., Kondo, T., Watanabe, Y., Shirai, Y., Uchikawa, H., Immunoid: A robot with a decentralized consensus-making mechanism based on the immune system (1996) ICMAS Workshop on Inimumfy: Based Systems, pp. 82-92. , DecemberJeme, N.K., Towards a network theory of the immune system (1974) Ann. Immunol. (Int. Pasteur), 125 C, pp. 373-389Jeme, N.K., Idiotypic Networks and other preconceived ideas (1984) Immunological Rev, 79, pp. 5-24(2003), http//www.k-team.com, URL:, provides additional information about the Khepera II robotsMichelan, R., Von Zuben, F.J., Decentralized control system for autonomous navigation based on an evolved artificial immune network (2002) Proc. of the 2002 Congress on Evolutionary Computation (CEC2002), 2, pp. 1021-1026. , Workshop on Artificial Immune Systems in the 2002 WCCI'2002, Honolulu, Hawaii, May 12-17Nolfi, S., Floreano, D., (2000) Evolutionary Robotics: The Biology, Intelligence, and Technology of Self-organizing Machines, , The MIT PressVargas, P.A., De Castro, L.N., Von Zuben, F.J., Artificial immune systems as complex adaptive systems (2002) Proceedings of the First International Conference on Artificial Immune Systems-ICARIS-2002, pp. 115-123Vargas, P.A., De Castro, L.N., Von Zuben, F.J., Mapping artificial immune systems into learning classifier systems (2003) 1WLCS-2002. to Appear in Lecture Notes in Artificial Intelligence (LNAI), , Springer-VerlagVargas, P.A., De Castro, L.N., Michelan, R., Von Zuben, F.J., An immune learning classifier network for autonomous navigation (2003) Proceedings of the Second International Conference on Artificial Immune Systems (ICARIS'2003), 2787, pp. 69-80. , Timmis. J., Bentley, P. and Hart. E, eds., LNCS, Edinburgh, UKWatanabe, Y., Ishiguro, A., Uchikawa, H., Decentralized behaviour arbitration mechanism for autonomous mobile robot using immune network (1999) Artificial Immune Systems and Their Applications, , D. Dasgupta Editor, Springe",multimedia,634,not included
10.1016/j.procs.2014.11.102,to_check,core,How Gamification Applies for Educational Purpose Specially with College Algebra ,31/12/2014 00:00,core,https://core.ac.uk/download/pdf/82329949.pdf,The Authors. Published by Elsevier B.V.,"AbstractGaming environments have been used to teach mathematical topics such as addition and division in a fun manner**http://www.thefreedictionary.com/fun.. However, when it comes to college level mathematical concepts such as the use of the quadratic formula, there are very few software that explain these concepts in a fun way. In this paper, we present a first step towards using video game elements and Artificial Intelligence Tutoring system techniques to teach mathematical concepts such as factoring and the quadratic formula. These concepts are explained in a way that helps learners make a connection between the mathematical concepts and their real life experience. These methods of learning are supported by several studies (Bonwell & Eison, 1991; Donovan & Bransford, 2004; Scarlatos, 2006). We use gamification techniques during the training and test phases to help students learn the mathematical concepts. We then compare the performance of students who used our system (MathDungeon) with that of students who used the most popular math tutoring programs used in US colleges: Assessment and Learning, K-12, Higher Education (ALEKS). The number of students who used MathDungeon and scored above the median score on the test of math performance was greater than the number of students who used ALEKS and scored higher than the median score",multimedia,635,not included
10.3844/ajassp.2014.764.768,to_check,core,VIRTUAL MINING MODEL FOR CLASSIFYING TEXT USING UNSUPERVISED LEARNING,01/01/2014 00:00,core,https://core.ac.uk/download/pdf/25869752.pdf,Science Publications,"In real world data mining is emerging in various era, one of its most outstanding performance is held in various research such as Big data, multimedia mining, text mining etc. Each of the researcher proves their contribution with tremendous improvements in their proposal by means of mathematical representation. Empowering each problem with solutions are classified into mathematical and implementation models. The mathematical model relates to the straight forward rules and formulas that are related to the problem definition of particular field of domain. Whereas the implementation model derives some sort of knowledge from the real time decision making behaviour such as artificial intelligence and swarm intelligence and has a complex set of rules compared with the mathematical model. The implementation model mines and derives knowledge model from the collection of dataset and attributes. This knowledge is applied to the concerned problem definition. The objective of our work is to efficiently mine knowledge from the unstructured text documents. In order to mine textual documents, text mining is applied. The text mining is the sub-domain in data mining. In text mining, the proposed Virtual Mining Model (VMM) is defined for effective text clustering. This VMM involves the learning of conceptual terms; these terms are grouped in Significant Term List (STL). VMM model is appropriate combination of layer 1 arch with ABI (Analysis of Bilateral Intelligence). The frequent update of conceptual terms in the STL is more important for effective clustering. The result is shown, Artifial neural network based unsupervised learning algorithm is used for learning texual pattern in the Virtual Mining Model. For learning of such terminologies, this paper proposed Artificial Neural Network based learning algorithm",multimedia,636,not included
https://core.ac.uk/download/213617647.pdf,to_check,core,,01/06/2012 00:00,core,conception d'une plateforme d'animats destinée à l'étude d'aglgorithmes d'apprentissage appliqués à la survie en environnement réel,,"RÉSUMÉ
Le présent mémoire résume les travaux de maîtrise réalisés dans l’optique de proposer une plateforme de déploiement et d’analyse d’algorithmes d’apprentissage appliqués aux animats. Les animats désignent des agents minimalement équipés aussi bien sur le plan mécanique qu’en termes de puissance de calcul. Néanmoins, la théorie gravitant autour de l’étude de ces entités vise à mettre en avant des méthodes d’apprentissages permettant à ceux-ci d’évoluer à partir de ce qu’ils auront appris de leur expérience dans l’environnement. À l’image des êtres vivants, les différences de perception du milieu environnant devraient permettre de voir naître des particularités et des comportements différents pour chacun d’entre eux. Par ailleurs, ces animats devraient avoir la faculté de pouvoir communiquer entre eux dans le but de permettre, s’ils le désirent, de pouvoir partager de l’information et de se servir d’une connaissance et d’un apprentissage communs pour assouvir ce qui devrait être leur principal objectif : survivre dans leur environnement. Le domaine de recherche des animats comprend aussi bien l’étude des animats simulés que celle des animats réels. Alors que le premier permet un déploiement facilité par l’abstraction rendue possible par les langages de haut niveau, la nécessité de devoir simuler un environnement avec l’ensemble de ses singularités induit une erreur de modélisation qui n’existe pas lorsque les animats sont physiquement réalisés. Par conséquent, si une telle plateforme était disponible, il serait alors seulement nécessaire de se concentrer sur les algorithmes d’apprentissage plutôt que sur des problèmes de modélisation. Par ailleurs, bien souvent, des algorithmes puissants lors des simulations se retrouvent inadaptés pour des problèmes réels de par le manque de fidélité entre l’environnement simulé et réel. Notamment, qu’adviendrait-il si un capteur devenait défectueux? Si une situation inconnue était rencontrée? Si le bruit ou la précision des capteurs avait mal été modélisés?Dans ce contexte, nous proposons d’étudier et de concevoir ce qui sera la base d’une plateforme de développement et d’analyse d’algorithmes d’apprentissage. À la différence des plateformes existantes, la principale originalité de cette plateforme réside dans la prise en compte des problèmes énergétiques. En effet, pour pouvoir survivre l’animat devrait être capable d’estimer et de prévoir ses dépenses énergétiques présentes et futures et de les prendre en considération dans le choix des tâches à effectuer.----------ABSTRACT This master’s thesis summarizes the achievements realized towards proposing a platform for deployment and analysis of machine learning algorithms applied to animats. Animats are agents minimally equipped on the mechanical plan as well as in terms of computing power. Nevertheless, the theory describing the study of these entities aims at discovering learning methods allowing them to evolve using what they learnt from their experience in the environment. Just like human beings, differences in perception of the surrounding environment should allow peculiarities and several behaviors for each of them. Besides, these animats should be able to communicate between them so as to allow, if needed, to share information and to use common knowledge and learning in order to succeed in what should be their main objective: survive in their environment. 
The research field of animats includes the study of simulated and real animats. While the former allows a facilitated deployment due to the abstraction made possible by high-level languages, the necessity to emulate an environment with all peculiarities can lead to modeling errors that may be avoided when animats are physically built. Consequently, if such a platform was available, it would only be necessary to focus on the learning algorithms rather than on the modelling problems. Besides, very often, powerful algorithms tested on simulation may prove themselves unsuitable for real problems in real environments. For instance, it is hard to predict what would happen if a sensor became defective, if an unexpected situation was met, or if the noise or the precision of the sensors was not properly modeled.In this context, we suggest studying and designing what will be the base of a platform for development and analysis of learning algorithms. Unlike the existing platforms, the main originality of this platform lies in the consideration of energy constraints. Indeed, to enhance its survivability, the animat should be able to estimate and to plan its present and future energy consumption and to consider it in the choices made. Besides, the objective was to design an animat sufficiently equipped to realize simple tasks but relatively primitive to make it necessary to take advantage of algorithmic parades, like for example the pooling of information. Therefore, the computing power embedded in the animat was purposely reduced to force the relocation of processing that proves too complex. On the other hand, a reduced size and a moderate price are necessary features to enable deployment of a colony of animats",multimedia,637,not included
https://core.ac.uk/download/pdf/54849353.pdf,to_check,core,CU Scholar,01/01/2012 00:00,core,discuss: toward a domain independent representation of dialogue,,"While many studies have demonstrated that conversational tutoring systems have a positive effect on learning, the amount of manual effort required to author, design, and tune dialogue behaviors remains a major barrier to widespread deployment and adoption of these systems. Such dialogue systems must not only understand student speech, but must also endeavor to keep students engaged while scaffolding them through the curriculum. Crafting robust, natural tutoring interactions typically involves writing tightly scripted behaviors for a wide variety of student responses and scenarios.
Combining statistical machine learning with corpus-based methods in natural language processing presents a possible path to reducing this effort. Advances in reinforcement learning have been applied toward dialogue systems to learn optimal behaviors for a given task. However, these learned dialogue policies are tightly coupled to the specific dialogue system implementation. For content-rich applications such as intelligent tutoring systems, there is an immediate need to learn tutoring strategies and dialogue behaviors that can be leveraged across a variety of materials, concepts and lessons. Further generalization will require an intermediate representation of dialogue that can abstract the conversation to its underlying action, function, and content.
This work introduces the Dialogue Schema Unifying Speech and Semantics (DISCUSS), an intermediate linguistic representation that captures the semantics and pragmatics of speech while also allowing for domain-independent modeling of tutorial dialogue. To better understand the benefits of the DISCUSS representation, a corpus of computer-mediated tutorial dialogues was manually tagged with DISCUSS labels. These data were then used for three different tasks: utterance classification, dialogue move selection, and learning gains prediction.
System performance in these tasks demonstrate the utility and viability of the DISCUSS representation for analyzing and automating dialogue interactions. Utterance classifiers achieve DISCUSS labeling performance on par with inter-annotator agreement levels. System performance in ranking and selecting follow-up questions illustrates the usefulness of DISCUSS-based features for modeling and identifying the factors behind human decision making when teaching. Correlating features of the dialogue with measured learning gains in students shows how DISCUSS-derived metrics provide a detailed account of real tutoring strategies and student behaviors. Together these results represent a step toward more domain-independent mechanisms for modeling dialogue",multimedia,638,not included
https://core.ac.uk/download/296274972.pdf,to_check,core,Italiano LinguaDue,09/07/2013 00:00,core,la lingua2 nel web. prospettive digitali per la didattica dell’italiano a stranieri,10.13130/2037-3597/3124,"L'articolo si compone di due parti. Nella prima si espongono alcuni punti focali del dibattito sul rapporto tra glottodidattica e tecnologie digitali (dai dispositivi mobili ai software per la comunicazione, fino agli attuali socialnetwork). In particolare l’attenzione è rivolta sul fatto che la lingua della comunicazione digitale costituisce una varietà linguistica dal confronto con la quale l’insegnamento di una L2 non può ormai prescindere, e che le tecnologie digitali della comunicazione, se correttamente adottate fuori e dentro la classe, consentono di ridurre il confine tra apprendimento guidato e acquisizione spontanea di una lingua seconda. Filo conduttore della riflessione è il concetto di “competenza comunicativa digitale”, che si aggiunge alle componenti della competenza linguistico-comunicativa indicate dal Quadro Comune Europeo di Riferimento per le Lingue. Nella seconda parte del lavoro, dal taglio più didattico, si presenta una serie di strumenti e di esperienze di insegnamento/apprendimento della L2 con l’uso delle tecnologie digitali. In particolare ci si sofferma sulle opportunità offerte dal Web 2.0, simulando la creazione di una piattaforma per l’insegnamento/apprendimento dell’italiano L2 completamente online. Non si tratta di una semplice piattaforma per l’e-learning (o d-learning), ma di una vera e propria rete per l’insegnamento, l’apprendimento, la comunicazione e la formazione che trasforma il modo in cui si usa, si apprende e si insegna una L2. L2 on the Web. Digital perspectives for teaching italian to foreignersThe article consists of two parts. In the first we illustrate some focal points in the debate on the relationship between language teaching and digital technologies (from mobile devices to communication software and current social networks). In particular, we focus on the fact that the language of digital communication is a linguistic variety which L2 teaching can no longer ignore, and that digital communication technologies, if utilized properly both inside and outside the classroom, reduce the boundary between guided learning and the spontaneous acquisition of a second language. The underlying theme is the concept of “digital communicative competence”, added to linguistic and communicative competences indicated by the Common European Framework of Reference for Languages. In the second, more didactic part, is a set of tools and experiences regarding L2 teaching/learning using digital technologies. In particular, we focus on the opportunities offered by the Web 2.0, simulating the creation of a platform for online L2 teaching/learning. This is not just a platform for e-learning (or d-learning), but a real network for teaching, learning, communication and training that transforms the way one learns and teaches a L2",multimedia,639,not included
