doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract,status,semantic_score,id
c67f9c6a31bb7087a86e5d58c87cea13ce1eef52,preprocessed,citation,citation,semantic_scholar,Gut,2023.0,semantic_scholar,screening of normal endoscopic large bowel biopsies with interpretable graph learning: a retrospective study,https://www.semanticscholar.org/paper/c67f9c6a31bb7087a86e5d58c87cea13ce1eef52,"Objective To develop an interpretable artificial intelligence algorithm to rule out normal large bowel endoscopic biopsies, saving pathologist resources and helping with early diagnosis. Design A graph neural network was developed incorporating pathologist domain knowledge to classify 6591 whole-slides images (WSIs) of endoscopic large bowel biopsies from 3291 patients (approximately 54% female, 46% male) as normal or abnormal (non-neoplastic and neoplastic) using clinically driven interpretable features. One UK National Health Service (NHS) site was used for model training and internal validation. External validation was conducted on data from two other NHS sites and one Portuguese site. Results Model training and internal validation were performed on 5054 WSIs of 2080 patients resulting in an area under the curve-receiver operating characteristic (AUC-ROC) of 0.98 (SD=0.004) and AUC-precision-recall (PR) of 0.98 (SD=0.003). The performance of the model, named Interpretable Gland-Graphs using a Neural Aggregator (IGUANA), was consistent in testing over 1537 WSIs of 1211 patients from three independent external datasets with mean AUC-ROC=0.97 (SD=0.007) and AUC-PR=0.97 (SD=0.005). At a high sensitivity threshold of 99%, the proposed model can reduce the number of normal slides to be reviewed by a pathologist by approximately 55%. IGUANA also provides an explainable output highlighting potential abnormalities in a WSI in the form of a heatmap as well as numerical values associating the model prediction with various histological features. Conclusion The model achieved consistently high accuracy showing its potential in optimising increasingly scarce pathologist resources. Explainable predictions can guide pathologists in their diagnostic decision-making and help boost their confidence in the algorithm, paving the way for its future clinical adoption.",not included,0.8215756505727768,94
16d83e930a4dab2d49f5d276838ddce79df3f787,preprocessed,citation,citation,semantic_scholar,First Monday,2023.0,semantic_scholar,should chatgpt be biased? challenges and risks of bias in large language models,https://www.semanticscholar.org/paper/16d83e930a4dab2d49f5d276838ddce79df3f787,"As generative language models, exemplified by ChatGPT, continue to advance in their capabilities, the spotlight on biases inherent in these models intensifies. This paper delves into the distinctive challenges and risks associated with biases specifically in large-scale language models. We explore the origins of biases, stemming from factors such as training data, model specifications, algorithmic constraints, product design, and policy decisions. Our examination extends to the ethical implications arising from the unintended consequences of biased model outputs. In addition, we analyze the intricacies of mitigating biases, acknowledging the inevitable persistence of some biases, and consider the consequences of deploying these models across diverse applications, including virtual assistants, content generation, and chatbots. Finally, we provide an overview of current approaches for identifying, quantifying, and mitigating biases in language models, underscoring the need for a collaborative, multidisciplinary effort to craft AI systems that embody equity, transparency, and responsibility. This article aims to catalyze a thoughtful discourse within the AI community, prompting researchers and developers to consider the unique role of biases in the domain of generative language models and the ongoing quest for ethical AI.",not included,0.8053445428609848,95
01906e795d47e34814a2ffe139beb8c5e81b685f,preprocessed,citation,citation,semantic_scholar,arXiv.org,2023.0,semantic_scholar,the representational status of deep learning models,https://www.semanticscholar.org/paper/01906e795d47e34814a2ffe139beb8c5e81b685f,"This paper aims to clarify the representational status of Deep Learning Models (DLMs). While commonly referred to as 'representations', what this entails is ambiguous due to a conflation of functional and relational conceptions of representation. This paper argues that while DLMs represent their targets in a relational sense, they are best understood as highly idealized models. This result has immediate implications for explainable AI (XAI) and directs philosophical attention toward examining the idealized nature of DLM representations and their role in future scientific investigation.",not included,0.8235145151615143,96
14ddc00b04f466fb70d97ab920bb29988fd37d4b,preprocessed,citation,citation,semantic_scholar,Frontiers in Artificial Intelligence,2023.0,semantic_scholar,the assessment list for trustworthy artificial intelligence: a review and recommendations,https://www.semanticscholar.org/paper/14ddc00b04f466fb70d97ab920bb29988fd37d4b,"In July 2020, the European Commission's High-Level Expert Group on AI (HLEG-AI) published the Assessment List for Trustworthy Artificial Intelligence (ALTAI) tool, enabling organizations to perform self-assessments of the fit of their AI systems and surrounding governance to the “7 Principles for Trustworthy AI.” Prior research on ALTAI has focused primarily on specific application areas, but there has yet to be a comprehensive analysis and broader recommendations aimed at proto-regulators and industry practitioners. This paper therefore starts with an overview of this tool, including an assessment of its strengths and limitations. The authors then consider the success by which the ALTAI tool is likely to be of utility to industry in improving understanding of the risks inherent in AI systems and best practices to mitigate such risks. It is highlighted how research and practices from fields such as Environmental Sustainability, Social Justice, and Corporate Governance (ESG) can be of benefit for addressing similar challenges in ethical AI development and deployment. Also explored is the extent to which the tool is likely to be successful in being taken up by industry, considering various factors pertaining to its likely adoption. Finally, the authors also propose recommendations applicable internationally to similar bodies to the HLEG-AI regarding the gaps needing to be addressed between high-level principles and practical support for those on the front-line developing or commercializing AI tools. In all, this work provides a comprehensive analysis of the ALTAI tool, as well as recommendations to relevant stakeholders, with the broader aim of promoting more widespread adoption of such a tool in industry.",not included,0.8043087244033813,97
bdd1d47e179e7c00dfa78ad0d62be967575e0d1e,preprocessed,citation,citation,semantic_scholar,Journal of Hand Surgery (European Volume),2023.0,semantic_scholar,insights and trends review: artificial intelligence in hand surgery,https://www.semanticscholar.org/paper/bdd1d47e179e7c00dfa78ad0d62be967575e0d1e,"Artificial intelligence (AI) in hand surgery is an emerging and evolving field that will likely play a large role in the future care of our patients. However, there remain several challenges to makes this technology meaningful, acceptable and usable at scale. In this review article, we discuss basic concepts in AI, including challenges and key considerations, provide an update on how AI is being used in hand and wrist surgery and propose potential future applications. The aims are to equip clinicians and researchers with the basic knowledge needed to understand and explore the incorporation of AI in hand surgery within their own practice and recommends further reading to develop knowledge in this emerging field.",not included,0.8062968552112579,98
cd07edfae3ba7064e4e7c222b6d18e39d7983abc,preprocessed,citation,citation,semantic_scholar,Big Data & Society,2023.0,semantic_scholar,ethical assessments and mitigation strategies for biases in ai-systems used during the covid-19 pandemic,https://www.semanticscholar.org/paper/cd07edfae3ba7064e4e7c222b6d18e39d7983abc,"The main aim of this article is to reflect on the impact of biases related to artificial intelligence (AI) systems developed to tackle issues arising from the COVID-19 pandemic, with special focus on those developed for triage and risk prediction. A secondary aim is to review assessment tools that have been developed to prevent biases in AI systems. In addition, we provide a conceptual clarification for some terms related to biases in this particular context. We focus mainly on non-racial biases that may be less considered when addressing biases in AI systems in the existing literature. In the manuscript, we found that the existence of bias in AI systems used for COVID-19 can result in algorithmic justice and that the legal frameworks and strategies developed to prevent the apparition of bias have failed to adequately consider social determinants of health. Finally, we make some recommendations on how to include more diverse professional profiles in order to develop AI systems that increase the epistemic diversity needed to tackle AI biases during the COVID-19 pandemic and beyond.",not included,0.826026663184166,99
b5b4eff9962c1fdcdc11fc7c4861d579f4c34f3a,preprocessed,citation,citation,semantic_scholar,medRxiv,2022.0,semantic_scholar,screening of normal endoscopic large bowel biopsies with artificial intelligence: a retrospective study,https://www.semanticscholar.org/paper/b5b4eff9962c1fdcdc11fc7c4861d579f4c34f3a,"Objectives: Develop an interpretable AI algorithm to rule out normal large bowel endoscopic biopsies saving pathologist resources. Design: Retrospective study. Setting: One UK NHS site was used for model training and internal validation. External validation conducted on data from two other NHS sites and one site in Portugal. Participants: 6,591 whole-slides images of endoscopic large bowel biopsies from 3,291 patients (54% Female, 46% Male). Main outcome measures: Area under the receiver operating characteristic and precision recall curves (AUC-ROC and AUC-PR), measuring agreement between consensus pathologist diagnosis and AI generated classification of normal versus abnormal biopsies. Results: A graph neural network was developed incorporating pathologist domain knowledge to classify the biopsies as normal or abnormal using clinically driven interpretable features. Model training and internal validation were performed on 5,054 whole slide images of 2,080 patients from a single NHS site resulting in an AUC-ROC of 0.98 (SD=0.004) and AUC-PR of 0.98 (SD=0.003). The predictive performance of the model was consistent in testing over 1,537 whole slide images of 1,211 patients from three independent external datasets with mean AUC-ROC = 0.97 (SD=0.007) and AUC-PR = 0.97 (SD=0.005). Our analysis shows that at a high sensitivity threshold of 99%, the proposed model can, on average, reduce the number of normal slides to be reviewed by a pathologist by 55%. A key advantage of IGUANA is its ability to provide an explainable output highlighting potential abnormalities in a whole slide image as a heatmap overlay in addition to numerical values associating model prediction with various histological features. Example results with interpretable features can be viewed online at https://iguana.dcs.warwick.ac.uk/. Conclusions: An interpretable AI model was developed to screen abnormal cases for review by pathologists. The model achieved consistently high predictive accuracy on independent cohorts showing its potential in optimising increasingly scarce pathologist resources and for achieving faster time to diagnosis. Explainable predictions of IGUANA can guide pathologists in their diagnostic decision making and help boost their confidence in the algorithm, paving the way for future clinical adoption.",not included,0.838510024547577,100
16728948ad67e35a1b7193cf91bfe09e5fbfa6ba,preprocessed,citation,citation,semantic_scholar,Frontiers in Artificial Intelligence,2022.0,semantic_scholar,overview and commentary of the cdei's extended roadmap to an effective ai assurance ecosystem,https://www.semanticscholar.org/paper/16728948ad67e35a1b7193cf91bfe09e5fbfa6ba,"In recent years, the field of ethical artificial intelligence (AI), or AI ethics, has gained traction and aims to develop guidelines and best practices for the responsible and ethical use of AI across sectors. As part of this, nations have proposed AI strategies, with the UK releasing both national AI and data strategies, as well as a transparency standard. Extending these efforts, the Centre for Data Ethics and Innovation (CDEI) has published an AI Assurance Roadmap, which is the first of its kind and provides guidance on how to manage the risks that come from the use of AI. In this article, we provide an overview of the document's vision for a “mature AI assurance ecosystem” and how the CDEI will work with other organizations for the development of regulation, industry standards, and the creation of AI assurance practitioners. We also provide a commentary of some key themes identified in the CDEI's roadmap in relation to (i) the complexities of building “justified trust”, (ii) the role of research in AI assurance, (iii) the current developments in the AI assurance industry, and (iv) convergence with international regulation.",not included,0.8116682052612305,101
f693bcdc08b69a66ae93122259db6f8393546253,preprocessed,citation,citation,semantic_scholar,Social Science Research Network,2022.0,semantic_scholar,"don't ""research fast and break things"": on the ethics of computational social science",https://www.semanticscholar.org/paper/f693bcdc08b69a66ae93122259db6f8393546253,"As a quintessential social impact science, Computational Social Science (CSS) holds great promise to advance social justice, human flourishing, and biospheric sustainability. However, CSS is also an all-too-human science—conceived in particular social, cultural, and historical contexts and pursued amidst intractable power imbalances, structural inequities, and potential conflicts of interest. Its proponents must thus remain continuously self-critical about the role that values, interests, and power dynamics play in shaping mission-driven research. Likewise, they must take heed of the complicated social and historical conditions surrounding the generation and construction of data as well as the way that the activities and theories of CSS researchers can function to restructure and shape the phenomena that they purport only to measure and analyse. This article is concerned with setting up practical guardrails within the research activities and environments of CSS in response to these dilemmas. It aims to provide CSS scholars, as well as policymakers and other stakeholders who apply CSS methods, with the critical and constructive means needed to ensure that their practices are ethical, trustworthy, and responsible. It begins by providing a taxonomy of the ethical challenges faced by researchers in the field of CSS. These are challenges related to (1) the treatment of research subjects, (2) the impacts of CSS research on affected individuals and communities, (3) the quality of CSS research and to its epistemological status, (4) research integrity, and (5) research equity. Taking these challenges as a motivation for cultural transformation, it then argues for the end-to-end incorporation of habits of responsible research and innovation (RRI) into CSS practices, focusing on the role that contextual considerations, anticipatory reflection, impact assessment, public engagement, and justifiable and well-documented action should play across the research lifecycle. In proposing the inclusion of habits of RRI in CSS practices, the chapter lays out several practical steps needed for ethical, trustworthy, and responsible CSS research activities. These include stakeholder engagement processes, research impact assessments, data lifecycle documentation, bias self-assessments, and transparent research reporting protocols. INTRODUCTION: COMBATTING THE LURES OF SCIENTISM IN CSS ............................................ 2 ETHICAL CHALLENGES FACED BY CSS ................................................................................................. 5 CHALLENGES RELATED TO THE TREATMENT OF RESEARCH SUBJECTS. ........................................................................... 6 CHALLENGES RELATED TO THE IMPACTS OF CSS RESEARCH ON AFFECTED INDIVIDUALS AND COMMUNITIES ..... 9 Adverse impacts at the individual level ..................................................................................................................................... 10 Adverse impacts at the social level ............................................................................................................................................ 11 Adverse impacts at the biospheric level ..................................................................................................................................... 12 CHALLENGES RELATED TO THE QUALITY OF CSS RESEARCH AND TO ITS EPISTEMOLOGICAL STATUS ................... 13 CHALLENGES RELATED TO RESEARCH INTEGRITY ........................................................................................................... 16 CHALLENGES RELATED TO RESEARCH EQUITY .................................................................................................................. 17 INCORPORATING HABITS OF RESPONSIBLE RESEARCH AND INNOVATION INTO CSS PRACTICES ................................................................................................................................................... 18 CONSIDER CONTEXT ............................................................................................................................................................... 19 ANTICIPATE IMPACTS .............................................................................................................................................................. 20 Stakeholder analysis ................................................................................................................................................................ 21 Establishment of clear normative criteria for impact assessment ................................................................................................. 22 Methodical evaluation of potential impacts and impact mitigation planning ............................................................................... 23 Establishment of protocols for re-visitation and re-evaluation of the research impact assessment .................................................. 26 * This paper is an unabridged pre-print of a chapter written for the European Commission’s Joint Research Centre, Scientific Development Centre for Advanced Studies, to be published in Handbook of Computational Social Science for Policy (2022) by Springer. In addition to the JRC’s support, the author would like to acknowledge the support of a grant from ESRC (ES/T007354/1), Wave 1 of The UKRI Strategic Priorities Fund under the EPSRC Grant EP/W006022/1, Towards Turing 2.0 under the EPSRC Grant EP/W037211/1, and the public funds that make the Turing's Public Policy Programme possible. The author would additionally like to thank Serena Signorelli, Claudia Fischer, and Morgan Briggs for their invaluable editorial assistance.",not included,0.8252739846706391,102
3c4b04b68d5e14c60d597ecc5f58ed09e60c9dc4,preprocessed,citation,citation,semantic_scholar,KnE Social Sciences,2022.0,semantic_scholar,implementation of investment facility services in the ministry of investment,https://www.semanticscholar.org/paper/3c4b04b68d5e14c60d597ecc5f58ed09e60c9dc4,"This study aimed to examine the implementation of policies concerning the investment facility services of the Online Single Submission system (OSS) version 1.1 which was launched in January 2020. According to the results of a previous survey of facilities in 2020, there had been a decrease in the level of satisfaction concerning the effectiveness and efficiency of facility services, and also a decrease in the processing targets for the import facility services. The researchers of this study used a qualitative approach and collected data through interviews and document analysis. Edward’s theory was employed, which focuses on four aspects: communication, disposition, resources, and bureaucracy. This was combined with three perspectives of performance indicators from the Ministry of Investment/BKPM: customers, internal processes, and learning. The results indicated that the investment facility services of the OSS version 1.1 have not been effective due to several factors, including: (1) lack of communication and coordination, and policy inconsistencies; (2) unclear service information, and a lack of technical guidance and socialization; (3) a lack of support for resources through the budget, human resources and infrastructure; and (4) a lack of periodic structured evaluation. The recommendations are thus as follows: first, the government needs to make informative and detailed guidelines for facility services and conduct socialization with stakeholders before a policy is implemented. Second, there is a need for periodic internal evaluations every month; the results of the evaluation should be recorded; follow-up improvements should be made; and the obstacles found should be submitted to the Management Review Meeting. Third, the facility unit should detail its training needs and training should be carried out regularly to improve the capabilities of its employees. Fourth, the government needs to create a fully integrated facility service system, and when building this, it is necessary to apply the principles of clarity, convenience, acceleration, transparency, legality, and measurability. 
Keywords: communication, information, coordination, consistency, evaluation, socialization",not included,0.8033411532640458,103
43d9b2c31f5e80ed0948ee460fe452cf223b6ab4,preprocessed,citation,citation,semantic_scholar,International Conference on Human Factors in Computing Systems,2022.0,semantic_scholar,informing age-appropriate ai: examining principles and practices of ai for children,https://www.semanticscholar.org/paper/43d9b2c31f5e80ed0948ee460fe452cf223b6ab4,"AI systems are becoming increasingly pervasive within children’s devices, apps, and services. However, it is not yet well-understood how risks and ethical considerations of AI relate to children. This paper makes three contributions to this area: first, it identifies ten areas of alignment between general AI frameworks and codes for age-appropriate design for children. Then, to understand how such principles relate to real application contexts, we conducted a landscape analysis of children’s AI systems, via a systematic literature review including 188 papers. This analysis revealed a wide assortment of applications, and that most systems’ designs addressed only a small subset of principles among those we identified. Finally, we synthesised our findings in a framework to inform a new “Code for Age-Appropriate AI”, which aims to provide timely input to emerging policies and standards, and inspire increased interactions between the AI and child-computer interaction communities.",not included,0.8294077664613724,104
087ebdd2529399cca8394bf285dd92c6400ce33c,preprocessed,citation,citation,semantic_scholar,International Journal of Production Research,2022.0,semantic_scholar,human-centric artificial intelligence architecture for industry 5.0 applications,https://www.semanticscholar.org/paper/087ebdd2529399cca8394bf285dd92c6400ce33c,"Human-centricity is the core value behind the evolution of manufacturing towards Industry 5.0. Nevertheless, there is a lack of architecture that considers safety, trustworthiness, and human-centricity at its core. Therefore, we propose an architecture that integrates Artificial Intelligence (Active Learning, Forecasting, Explainable Artificial Intelligence), simulated reality, decision-making, and users' feedback, focussing on synergies between humans and machines. Furthermore, we align the proposed architecture with the Big Data Value Association Reference Architecture Model. Finally, we validate it on three use cases from real-world case studies.",included,0.8154128462076187,105
88ac4c730ff83502a1e3a559b9a1cc13eb2c0004,preprocessed,citation,citation,semantic_scholar,Frontiers in Artificial Intelligence,2022.0,semantic_scholar,review of multi-criteria decision-making methods in finance using explainable artificial intelligence,https://www.semanticscholar.org/paper/88ac4c730ff83502a1e3a559b9a1cc13eb2c0004,"The influence of Artificial Intelligence is growing, as is the need to make it as explainable as possible. Explainability is one of the main obstacles that AI faces today on the way to more practical implementation. In practise, companies need to use models that balance interpretability and accuracy to make more effective decisions, especially in the field of finance. The main advantages of the multi-criteria decision-making principle (MCDM) in financial decision-making are the ability to structure complex evaluation tasks that allow for well-founded financial decisions, the application of quantitative and qualitative criteria in the analysis process, the possibility of transparency of evaluation and the introduction of improved, universal and practical academic methods to the financial decision-making process. This article presents a review and classification of multi-criteria decision-making methods that help to achieve the goal of forthcoming research: to create artificial intelligence-based methods that are explainable, transparent, and interpretable for most investment decision-makers.",not included,0.8546511858701706,106
fe0dd6c6f09d9efe49148205237d66602fe9f06d,preprocessed,citation,citation,semantic_scholar,arXiv.org,2022.0,semantic_scholar,explainability for identification of vulnerable groups in machine learning models,https://www.semanticscholar.org/paper/fe0dd6c6f09d9efe49148205237d66602fe9f06d,"If a prediction model identifies vulnerable individuals or groups, the use of that model may become an ethical issue. But can we know that this is what a model does? Machine learning fairness as a field is focused on the just treatment of individuals and groups under information processing with machine learning methods. While considerable attention has been given to mitigating discrimination of protected groups, vulnerable groups have not received the same attention. Unlike protected groups, which can be regarded as always vulnerable, a vulnerable group may be vulnerable in one context but not in another. This raises new challenges on how and when to protect vulnerable individuals and groups under machine learning. Methods from explainable artificial intelligence (XAI), in contrast, do consider more contextual issues and are concerned with answering the question""why was this decision made?"". Neither existing fairness nor existing explainability methods allow us to ascertain if a prediction model identifies vulnerability. We discuss this problem and propose approaches for analysing prediction models in this respect.",included,0.8554961800575256,107
3fe4f0e313f811992b3d45bd2a72a374d1f5572d,preprocessed,citation,citation,semantic_scholar,arXiv.org,2022.0,semantic_scholar,towards an accountable and reproducible federated learning: a factsheets approach,https://www.semanticscholar.org/paper/3fe4f0e313f811992b3d45bd2a72a374d1f5572d,"Federated Learning (FL) is a novel paradigm for the shared training of models based on decentralized and private data. With respect to ethical guidelines, FL is promising regarding privacy, but needs to excel vis-\`a-vis transparency and trustworthiness. In particular, FL has to address the accountability of the parties involved and their adherence to rules, law and principles. We introduce AF^2 Framework, where we instrument FL with accountability by fusing verifiable claims with tamper-evident facts, into reproducible arguments. We build on AI FactSheets for instilling transparency and trustworthiness into the AI lifecycle and expand it to incorporate dynamic and nested facts, as well as complex model compositions in FL. Based on our approach, an auditor can validate, reproduce and certify a FL process. This can be directly applied in practice to address the challenges of AI engineering and ethics.",not included,0.8145611852407455,108
bac66654b5fff0e0fc75d477c60b365f31c4f057,preprocessed,citation,citation,semantic_scholar,The Journal of Pathology: Clinical Research,2022.0,semantic_scholar,the ethical challenges of artificial intelligence‐driven digital pathology,https://www.semanticscholar.org/paper/bac66654b5fff0e0fc75d477c60b365f31c4f057,"Digital pathology – the digitalisation of clinical histopathology services through the scanning and storage of pathology slides – has opened up new possibilities for health care in recent years, particularly in the opportunities it brings for artificial intelligence (AI)‐driven research. Recognising, however, that there is little scholarly debate on the ethics of digital pathology when used for AI research, this paper summarises what it sees as four key ethical issues to consider when deploying AI infrastructures in pathology, namely, privacy, choice, equity, and trust. The themes are inspired from the authors' experience grappling with the challenge of deploying an ethical digital pathology infrastructure to support AI research as part of the National Pathology Imaging Cooperative (NPIC), a collaborative of universities, hospital trusts, and industry partners largely located across the North of England. Though focusing on the UK case, internationally, few pathology departments have gone fully digital, and so the themes developed here offer a heuristic for ethical reflection for other departments currently making a similar transition or planning to do so in the future. We conclude by promoting the need for robust public governance mechanisms in AI‐driven digital pathology.",not included,0.8303640842437744,109
71d49da4bfafdd0db18a7be44fdeee45ca04ecda,preprocessed,citation,citation,semantic_scholar,Italian National Conference on Sensors,2022.0,semantic_scholar,a fairness of data combination in wireless packet scheduling,https://www.semanticscholar.org/paper/71d49da4bfafdd0db18a7be44fdeee45ca04ecda,"With the proliferation of artificial intelligence (AI) technology, the function of AI in a sixth generation (6G) environment is likely to come into play on a large scale. Moreover, in recent years, with the rapid advancement in AI technology, the ethical issues of AI have become a hot topic. In this paper, the ethical concern of AI in wireless networks is studied from the perspective of fairness in data. To make the dataset fairer, novel dataset categorization and dataset combination schemes are proposed. For the dataset categorization scheme, a deep-learning-based dataset categorization (DLDC) model is proposed. Based on the results of the DLDC model, the input dataset is categorized based on the group index. The datasets based on the group index are combined using various combination schemes. Through simulations, the results of each dataset combination method and their performance are compared, and the advantages and disadvantages of fairness and performance according to the dataset configuration are analyzed.",not included,0.828378900885582,110
93df514d1873b4bc7c11f147c297746efe223ee1,preprocessed,citation,citation,semantic_scholar,Philosophia Scientiæ,2022.0,semantic_scholar,explaining machine learning decisions,https://www.semanticscholar.org/paper/93df514d1873b4bc7c11f147c297746efe223ee1,"Abstract The operations of deep networks are widely acknowledged to be inscrutable. The growing field of Explainable AI (XAI) has emerged in direct response to this problem. However, owing to the nature of the opacity in question, XAI has been forced to prioritise interpretability at the expense of completeness, and even realism, so that its explanations are frequently interpretable without being underpinned by more comprehensive explanations faithful to the way a network computes its predictions. While this has been taken to be a shortcoming of the field of XAI, I argue that it is broadly the right approach to the problem.",not included,0.8040409088134766,111
53835288d4d42bb3a2abc44984613ec3e0b8e478,preprocessed,citation,citation,semantic_scholar,"Journal of Information, Communication and Ethics in Society",2021.0,semantic_scholar,"ai led ethical digital transformation: framework, research and managerial implications",https://www.semanticscholar.org/paper/53835288d4d42bb3a2abc44984613ec3e0b8e478,"
Purpose
Digital transformation (DT) leverages digital technologies to change current processes and introduce new processes in any organisation’s business model, customer/user experience and operational processes (DT pillars). Artificial intelligence (AI) plays a significant role in achieving DT. As DT is touching each sphere of humanity, AI led DT is raising many fundamental questions. These questions raise concerns for the systems deployed, how they should behave, what risks they carry, the monitoring and evaluation control we have in hand, etc. These issues call for the need to integrate ethics in AI led DT. The purpose of this study is to develop an “AI led ethical digital transformation framework”.


Design/methodology/approach
Based on the literature survey, various existing business ethics decision-making models were synthesised. The authors mapped essential characteristics such as intensity and the individual, organisational and opportunity factors of ethics models with the proposed AI led ethical DT. The DT framework is evaluated using a thematic analysis of 23 expert interviews with relevant AI ethics personas from industry and society. The qualitative data of the interviews and opinion data has been analysed using MAXQDA software.


Findings
The authors have explored how AI can drive the ethical DT framework and have identified the core constituents of developing an AI led ethical DT framework. Backed by established ethical theories, the paper presents how DT pillars are related and sequenced to ethical factors. This research provides the potential to examine theoretically sequenced ethical factors with practical DT pillars.


Originality/value
The study establishes deduced and induced ethical value codes based on thematic analysis to develop guidelines for the pursuit of ethical DT. The authors identify four unique induced themes, namely, corporate social responsibility, perceived value, standard benchmarking and learning willingness. The comprehensive findings of this research, supported by a robust theoretical background, have substantial implications for academic research and corporate applicability. The proposed AI led ethical DT framework is unique and can be used for integrated social, technological and economic ethical research.
",included,0.8418905466794968,112
bcc82ce554942880814243fc8c08a88b9d2aad09,preprocessed,citation,citation,semantic_scholar,Technology Analysis & Strategic Management,2021.0,semantic_scholar,reading the road: challenges and opportunities on the path to responsible innovation in quantum computing,https://www.semanticscholar.org/paper/bcc82ce554942880814243fc8c08a88b9d2aad09,"ABSTRACT
 Novel technologies such as quantum computing present new opportunities to support societal needs, but societal engagement is vital to secure public trust. Quantum computing technologies are at a pivotal point in their journey from foundational research to deployment, creating a moment for society to investigate, reflect, and consult on their implications. Responsible Innovation (RI) is one method for considering impacts, engaging with societal needs, reflecting on any concerns, and influencing the trajectory of the innovation in response. This paper draws on the empirical work of the RI team embedded in the Networked Quantum Information Technologies Hub. The team investigated researchers’ perceptions of RI and their understanding of societal impacts of quantum technologies, and sought to gauge the challenges of embedding RI across a multi-disciplinary, large-scale enterprise such as the UK quantum programme. The work demonstrated some of the difficulties involved in embedding RI approaches, and in creating a dialogue between innovators and societies. Finally, the authors offer recommendations to policymakers, researchers, and industrial organisations, for better practice in responsible quantum computing, and to ensure that societal considerations are discussed alongside commercial motivations. Applying RI to quantum computing at this pivotal point has implications for RI in other emerging technologies.",not included,0.8079065144062042,113
70043a0b612b6253b37df7d363b3bf2ec3d581c7,preprocessed,citation,citation,semantic_scholar,ACM Computing Surveys,2021.0,semantic_scholar,trustworthy ai: from principles to practices,https://www.semanticscholar.org/paper/70043a0b612b6253b37df7d363b3bf2ec3d581c7,"The rapid development of Artificial Intelligence (AI) technology has enabled the deployment of various systems based on it. However, many current AI systems are found vulnerable to imperceptible attacks, biased against underrepresented groups, lacking in user privacy protection. These shortcomings degrade user experience and erode people’s trust in all AI systems. In this review, we provide AI practitioners with a comprehensive guide for building trustworthy AI systems. We first introduce the theoretical framework of important aspects of AI trustworthiness, including robustness, generalization, explainability, transparency, reproducibility, fairness, privacy preservation, and accountability. To unify currently available but fragmented approaches toward trustworthy AI, we organize them in a systematic approach that considers the entire lifecycle of AI systems, ranging from data acquisition to model development, to system development and deployment, finally to continuous monitoring and governance. In this framework, we offer concrete action items for practitioners and societal stakeholders (e.g., researchers, engineers, and regulators) to improve AI trustworthiness. Finally, we identify key opportunities and challenges for the future development of trustworthy AI systems, where we identify the need for a paradigm shift toward comprehensively trustworthy AI systems.",included,0.8023776173591614,114
50b03c76c31c015b28d85594788fc939f68eeada,preprocessed,citation,citation,semantic_scholar,Sustainability,2021.0,semantic_scholar,"engaging with artificial intelligence (ai) with a bottom-up approach for the purpose of sustainability: victorian farmers market association, melbourne australia",https://www.semanticscholar.org/paper/50b03c76c31c015b28d85594788fc939f68eeada,"Artificial intelligence (AI) is impacting all aspects of food systems, including production, food processing, distribution, and consumption. AI, if implemented ethically for sustainability, can enhance biodiversity, conserve water and energy resources, provide land-related services, power smart cities, and help mitigate climate change. However, there are significant issues in using AI to transition to sustainable food systems. AI’s own carbon footprint could cancel out any sustainability benefits that it creates. Additionally, the technology could further entrench inequalities between and within countries, and bias against minorities or less powerful groups. This paper draws on findings from a study of the Victorian Farmers’ Markets Association (VFMA) that investigated the complexity of designing AI tools to enhance sustainability and resilience for the benefit of the organisation and its members. Codesign workshops, both synchronous and asynchronous, semi-structured interviews, and design innovation methods led the VFMA to experiment with an AI tool to link sustainable soil practices, nutrient rich produce, and human health. The analysis shows that the codesign process and an agile approach created a co-learning environment where sustainability and ethical questions could be considered iteratively within transdisciplinary engagement. The bottom-up approach developed through this study supports organisations who want to engage with AI while reinforcing fairness, transparency, and sustainability.",not included,0.8053445428609848,115
e82457782f2ef23576d6b04ed887ba1b35fa3df3,preprocessed,citation,citation,semantic_scholar,"Journal of Leadership, Accountability and Ethics",2021.0,semantic_scholar,data ethics in practice: challenges and opportunities for a data ethics policy function in the public sector,https://www.semanticscholar.org/paper/e82457782f2ef23576d6b04ed887ba1b35fa3df3,"The overarching aim of data ethics is to promote responsible and sustainable use of data and its products for the benefit of people and society. Through an analysis of various approaches to data and AI ethics in the public sector, this paper aims to identify key goals and challenges for a data ethics policy function in the public sector and provide a set of recommendations. The paper connects the practical experience of data ethics professionals and the emerging theory and research on data ethics through combining a literature review with primary data gathered during workshops with data ethics practitioners in the public sector in the United Kingdom. The research finds that key challenges for data ethics in the public sector include the lack of accountability of data ethics tools, lack of skills and awareness, the saturated landscape of ethical guidance, and insufficient diversity in the field. Opportunities and recommendations identified in the paper include: embedding data ethics in data science processes; providing a platform that collates the available ethical guidance; developing data ethics courses for public sector data scientists; establishing a data ethics community; increasing transparency in hiring and promotion and introducing extensive diversity measures to attract candidates from under-represented groups for data and AI ethics positions within the public sector.",not included,0.8411970287561417,116
