paperId,url,title,abstract,venue,year,externalIds.CorpusId,externalIds.DOI,database,query_name,query_value
fbbee5da12c0e0f15813254b9ffca18e339d3546,https://www.semanticscholar.org/paper/fbbee5da12c0e0f15813254b9ffca18e339d3546,10 - Machine learning for future intelligent air quality networks,"During the last few years, machine learning emerged as a very effective tool for data analysis and sematic value extraction from the large amount of data generated from deployed chemical multisensors devices. Many works have now highlighted the potential impact on multisensor device calibration, drift counteraction, data assimilation, optimal deployment of these classes of algorithms. Unlike 5 years ago, the huge amount of available data make possible to confirm this potential on realworld long-term deployments. This work analyze the literature produced by EuNetAir partners extracting the lessons cooperatively learnt about their impact and propose a novel architecture for future intelligent air quality networks based on the machine learning emerging paradigm.",,2016.0,54652101,10.5162/6EuNetAir2016/10,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
c6bde5c3b6b5bd9cc4c9de2be3a3c4ed48fe4e86,https://www.semanticscholar.org/paper/c6bde5c3b6b5bd9cc4c9de2be3a3c4ed48fe4e86,"Tambe , Developing the Science and Applications of Security Games : Machine Learning , Uncertainty and Preference Elicitation in Game Theory for Security","Having successfully founded the research area of security games, which has led to real-world applications in scheduling the deployment of limited resources (patrols, checkpoints, inspections, etc.), we now provide fundamental advances by incorporating machine learning to enhance realworld security applications, new models of opportunistic security games, robust methods for handling uncertainty, and novel techniques for preference elicitation techniques.",,2015.0,16965186,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
f6dab84c2c00ab92d8ee9d9359d7e530512114f9,https://www.semanticscholar.org/paper/f6dab84c2c00ab92d8ee9d9359d7e530512114f9,"Finance Big Data: Management, Analysis, and Applications","Big Data is an emerging paradigm in almost all industries. Finance big data (FBD) is becoming one of the most promising areas of management and governance in the financial sector. It is significantly changing business models in financial companies. Many researchers argue that Big Data is fueling the transformation of finance and business at-large in the ways that we cannot as yet assess. A new research area is evolving to study quantitative models and econometric approaches for financial studies that can bridge the gap between empirical finance research and data science. In this fascinating area, experts and scientists can propose novel finance business models by using the Big Data methods, present sophisticated methods for risk control with machine learning tools, provide visualization tools for financial markets analysis, create new finance sentiment indexes by mining public feelings from the massive textual data from social networks, and deploy the information-based tools in other creative ways. Due to the 4V characteristics of Big Data—volume (large data scale), velocity (real-time data streaming), variety (different data formats), and veracity (data uncertainty)—a long list of challenges for FBD management, analytics, and applications exists. These challenges include (1) to organize and manage FBD in effective and efficient ways; (2) to find novel business models from FBD analytics; (3) to handle traditional finance issues like high-frequency trading, sentiments, credit risk, financial analysis, risk management and regulation, and others, in creative Big Data–driven ways; (4) to integrate the variety of heterogeneous data from different sources; and (5) to ensure the security and safety of finance systems and to protect the individual privacy in view of the availability of Big Data. To meet these challenges, we need fundamental research on both data analytics technology and finance business. This special issue, “Finance Big Data: Management, Analysis, and Applications,” of International Journal of Electronic Commerce, is motivated by the need to meet the challenges of the fast development of finance big data. The papers brought together in this special issue highlight research efforts focused on the development of methods, tools, and techniques for the handling of various aspects of FBD from academia and industries. Viktor Manahov and Hanxiong Zhang, in “Forecasting Financial Markets Using High-Frequency Trading Data: Examination with Strongly Typed Genetic Programming,” develop an artificial futures market populated with high-frequency (HF) traders and institutional traders using Strongly Typed Genetic Programming trading algorithm. The authors simulate real-life futures trading at the millisecond time frame by applying Strongly Typed",Int. J. Electron. Commer.,2019.0,59540861,10.1080/10864415.2018.1512270,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
362edc0f31ca39ad58d473a3872715a04fe516ed,https://www.semanticscholar.org/paper/362edc0f31ca39ad58d473a3872715a04fe516ed,Fair Policy Learning,"Ensuring machine learning algorithms deployed in the real world do not result in unexpected unfairness or social implications is becoming increasingly important. However, there exists a clear gap in literature for a measure of fairness that can detect discrimination against multiple sensitive attributes while also handling continuous or discrete outcomes. In this thesis, we propose a fairness measure, Fair-COCCO, based on the conditional cross-covariance operator on reproducing kernel Hilbert Spaces. This novel method generalise to the majority of existing fairness notions and naturally extends to settings with continuous outcomes and multidimensional sensitive attributes. Additionally, we demonstrate how the proposed measure can be readily implemented in stochastic gradient optimisation for fair policy learning in supervised learning settings. Empirical evaluations of Fair-COCCO on synthetic and realworld experiments reveal favourable comparisons to state-of-the-art techniques in balancing predictive power and fairness. We also see much potential in applying machine learning to analyse fairness in observed behaviour, especially in complex and high-dimensional real-world environments. To that end, we propose the first known definition of fairness for sequences of decisions and showcase how Fair-COCCO can be applied to quantify fairness in these problems. Building off these definitions, we turn to learning fair policies in real-world conditions, where learning is constrained to be performed offline. We propose Fair-PoLe, a novel inverse reinforcement learning that operates completely offline and is computationally efficient and functionally expressive when compared to existing methods. We illustrate the potential for Fair-PoLe to learn policies that balance imitation of expert policies with fair outcomes on the challenging problem of sepsis treatment.",,2021.0,247055707,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
f7fe5aee32641a18e1bb906d818af6e4a4bdcfb6,https://www.semanticscholar.org/paper/f7fe5aee32641a18e1bb906d818af6e4a4bdcfb6,Toward Scalable Artificial Intelligence in Finance,"Innovation in Artificial Intelligence (AI) continues to produce a wealth of techniques, mostly coming from the inductive form of AI also known as Machine Learning (ML). The majority of ML algorithms is industry-neutral and business process agnostic. ML innovation is propelled by publicly available research, which gets harvested into Open Source for wide distribution through software and Cloud vendors.Ongoing AI technology work creates an immense source of assets for data-driven modeling, delivered as software libraries. However, the application of these assets for data monetization in finance does not happen with nearly comparable success or speed. The latter challenge is commonly known as the ""scalability problem of AI"". As new techniques continue to grow vigorously, the investment from large finance institutions to cost-effectively produce applications for a variety of lines-of-business (LoBs) and business processes will increase. The availability of ML capabilities on Public Cloud is a way for enterprises to increase productivity by benefiting from the best AI assets available from providers and startups. But data is constrained in terms of location, access and use in most finance competences by either laws or internal Governance, Risk and Compliance (GRC) rules. Legal limitations include, and go beyond, Privacy Acts, impacting non-retail processes where AI techniques must be explained in layperson language to decision-makers and regulators before field deployment. The latter is not yet achieved satisfactorily. Lastly, a large percentage of AI projects fail, in part due to unsuitable ML modeling for analytics and forecasting problems in finance. The variety and complexity of human behavior present in most finance processes calls for understanding AI at a level of cognitive depth that has no precedent in other industries. It is imperative that AI be approached so that finance competence and functional specificity are embedded a-priori into ML techniques and not as use-case afterthoughts. For acceleration of AI assessments, it is critical that ML techniques available in software implement models readily aligned to finance problems.This paper presents an approach to building an Architecture for Artificial Intelligence (AI) in Finance by focusing on analytics and forecasting for business-to-business operations. This AI Architecture hinges on three axes and their interplay: Design Dimensions, Modeling Building-Blocks and Work-Practice. The goal is to support finance practitioners navigate the plethora of AI options more effectively and accelerate data monetization. While ML techniques in data analytics and forecasting apply to many scenarios, this paper focuses on selected competences in Banking, Financial Markets and Chief Finance Officer (CFO) operations.The architecture and method introduced in this paper is a first step toward a service practice. We harvest from our work carried out in banks, asset management firms and CFO lines-of-business as well as R&D experiences in new finance technologies for over one decade. As with any other architecture and deployment methodology, this work requires further harvesting, more information technology tools and sharing experiences across practitioners. It is hoped that finance organizations could adopt these new capabilities in their own Centers of Excellence or other internal organizations leading data-driven transformation and monetization across the firm.",2021 IEEE International Conference on Services Computing (SCC),2021.0,244151282,10.1109/scc53864.2021.00067,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
e545b981c54b55e01bf52e0c82d8eb589841302d,https://www.semanticscholar.org/paper/e545b981c54b55e01bf52e0c82d8eb589841302d,Systematic trading : calibration advances through machine learning,"Systematic trading in finance uses computer models to define trade goals, risk controls and rules that can execute trade orders in a methodical way. This thesis investigates how performance in systematic trading can be crucially enhanced by both i) persistently reducing the bid-offer spread quoted by the trader through optimized and realistically backtested strategies and ii) improving the out-of-sample robustness of the strategy selected through the injection of theory into the typically data-driven calibration processes. While doing so it brings to the foreground sound scientific reasons that, for the first time to my knowledge, technically underpin popular academic observations about the recent nature of the financial markets. The thesis conducts consecutive experiments across strategies within the three important building blocks of systematic trading: a) execution, b) quoting and c) risk-reward allowing me to progressively generate more complex and accurate backtested scenarios as recently demanded in the literature (Cahan et al. (2010)). The three experiments conducted are: 1. Execution: an execution model based on support vector machines. The first experiment is deployed to improve the realism of the other two. It analyses a popular model of execution: the volume weighted average price (VWAP). The VWAP algorithm targets to split the size of an order along the trading session according to the expected intraday volume's profile since the activity in the markets typically resembles convex seasonality – with more activity around the open and the closing auctions than along the rest of the day. In doing so, the main challenge is to provide the model with a reasonable expected profile. After proving in my data sample that two simple static approaches to the profile overcome the PCA-ARMA from Bialkowski et al. (2008) (a popular two-fold model composed by a dynamic component around an unsupervised learning structure) a further combination of both through an index based on supervised learning is proposed. The Sample Sensitivity Index hence successfully allows estimating the expected volume's profile more accurately by selecting those ranges of time where the model shall be less sensitive to past data through the identification of patterns via support vector machines. Only once the intraday execution risk has been defined can the quoting policy of a mid-frequency (in general, up to a week) hedging strategy be accurately analysed. 2. Quoting: a quoting model built upon particle swarm optimization. The second experiment analyses for the first time to my knowledge how to achieve the disruptive 50% bid-offer spread discount observed in Menkveld (2013) without increasing the risk profile of a trading agent. The experiment depends crucially on a series of variables of which market impact and slippage are typically the most difficult to estimate. By adapting the market impact model in Almgren et al. (2005) to the VWAP developed in the previous experiment and by estimating its slippage through its errors' distribution a framework within which the bid-offer spread can be assessed is generated. First, a full-replication spread, (that set out following the strict definition of a product in order to hedge it completely) is calculated and fixed as a benchmark. Then, by allowing benefiting from a lower market impact at the cost of assuming deviation risk (tracking error and tail risk) a non-full-replication spread is calibrated through particle swarm optimization (PSO) as in Diez et al. (2012) and compared with the benchmark. Finally, it is shown that the latter can reach a discount of a 50% with respect to the benchmark if a certain number of trades is granted. This typically occurs on the most liquid securities. This result not only underpins Menkveld's observations but also points out that there is room for further reductions. When seeking additional performance, once the quoting policy has been defined, a further layer with a calibrated risk-reward policy shall be deployed. 3. Risk-Reward: a calibration model defined within a Q-learning framework. The third experiment analyses how the calibration process of a risk-reward policy can be enhanced to achieve a more robust out-of-sample performance – a cornerstone in quantitative trading. It successfully gives a response to the literature that recently focusses on the detrimental role of overfitting (Bailey et al. (2013a)). The experiment was motivated by the assumption that the techniques underpinned by financial theory shall show a better behaviour (a lower deviation between in-sample and out-of-sample performance) than the classical data-driven only processes. As such, both approaches are compared within a framework of active trading upon a novel indicator. The indicator, called the Expectations' Shift, is rooted on the expectations of the markets' evolution embedded in the dynamics of the prices. The crucial challenge of the experiment is the injection of theory within the calibration process. This is achieved through the usage of reinforcement learning (RL). RL is an area of ML inspired by behaviourist psychology concerned with how software agents take decisions in an specific environment incentivised by a policy of rewards. By analysing the Q-learning matrix that collects the set of state/actions learnt by the agent within the environment, defined by each combination of parameters considered within the calibration universe, the rationale that an autonomous agent would have learnt in terms of risk management can be generated. Finally, by then selecting the combination of parameters whose attached rationale is closest to that of the portfolio manager a data-driven solution that converges to the theory-driven solution can be found and this is shown to successfully outperform out-of-sample the classical approaches followed in Finance. The thesis contributes to science by addressing what techniques could underpin recent academic findings about the nature of the trading industry for which a scientific explanation was not yet given: • A novel agent-based approach that allows for a robust out-of-sampkle performance by crucially providing the trader with a way to inject financial insights into the generally data-driven only calibration processes. It this way benefits from surpassing the generic model limitations present in the literature (Bailey et al. (2013b), Schorfheid and Wolpin (2012), Van Belle and Kerr (2012) or Weiss and Kulikowski (1991)) by finding a point where theory-driven patterns (the trader's priors tend to enhance out-of-sample robustness) merge with data-driven ones (those that allow to exploit latent information). • The provision of a technique that, to the best of my knowledge, explains for the first time how to reduce the bid-offer spread quoted by a traditional trader without modifying her risk appetite. A reduction not previously addressed in the literature in spite of the fact that the increasing regulation against the assumption of risk by market makers (e.g. Dodd–Frank Wall Street Reform and Consumer Protection Act) does yet coincide with the aggressive discounts observed by Menkveld (2013). As a result, this thesis could further contribute to science by serving as a framework to conduct future analyses in the context of systematic trading. • The completion of a mid-frequency trading experiment with high frequency execution information. It is shown how the latter can have a significant effect on the former not only through the erosion of its performance but, more subtly, by changing its entire strategic design (both, optimal composition and parameterization). This tends to be highly disregarded by the financial literature. More importantly, the methodologies disclosed herein have been crucial to underpin the setup of a new unit in the industry, BBVA's Global Strategies & Data Science. This disruptive, global and cross-asset team gives an enhanced role to science by successfully becoming the main responsible for the risk management of the Bank's strategies both in electronic trading and electronic commerce. Other contributions include: the provision of a novel risk measure (flowVaR); the proposal of a novel trading indicator (Expectations’ Shift); and the definition of a novel index that allows to improve the estimation of the intraday volume’s profile (Sample Sensitivity Index).",,2015.0,7848139,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
d5a30dc21233a9ee491f6d7050b59734f2f34901,https://www.semanticscholar.org/paper/d5a30dc21233a9ee491f6d7050b59734f2f34901,Model-Based Deep Reinforcement Learning for Autonomous Racing,"Reinforcement learning (RL) is currently one of the most active machine learning research fields. RL algorithms have been successfully deployed ubiquitously in many real-world application domains, such as autonomous vehicles, intelligent production sites, and finance. Despite the many advances made in recent years, there are still fundamental challenges that need to be addressed before RL can be reliably applied in industrial applications. One of these problems is the sheer amount of training data that is needed to train deep RL agents. Model-based RL is a branch of RL algorithms that learn a model of the agent or its environment which is then leveraged to generate new training data or to plan ahead. Model-based approaches are expected to reduce the required amount of training data to be sampled from an environment, down to a level that allows RL algorithms to be trained in environments where it is hard to generate sufficient data. The goal of this work is to investigate the advantages that model-based RL algorithms bring. To this end, we adapt an existing model-based RL algorithm and compare its performance with that of common, model-free RL algorithms that mark the current State-of-the-Art. The application domain in which we conduct the experiments is in the field of autonomous racing. In our experiments, agents are trained to minimize lap times in time-trial races. The experiments aim to evaluate algorithms, that were trained in simulation, with respect to their ability to be deployed in the real world. We also compare the flexibility of the algorithms to produce comparable results on other, unseen race tracks. Last but not least, we also investigate the training behavior of the different algorithms. The experiments are performed both in a simulation environment, implemented specifically for this work, and on a prototyping platform based on a small remote-controlled car.",,2021.0,238052973,10.34726/HSS.2021.86588,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
6492b573ac777a05642f0623e7a70c8d8695cda6,https://www.semanticscholar.org/paper/6492b573ac777a05642f0623e7a70c8d8695cda6,Gaussian Process Regression In Computational Finance,"Machine learning can be deployed not only in order to solve non trivial problems, but also faster than traditional implemented solutions. We illustrate several classical problems in the field of computational finance where it is possible to fit, with Gaussian process regressions, complex functions under and beyond the Black-Scholes model with high accuracy. The results from the regressions, in our examples, show speed-ups of several magnitudes compared to the classical implementations while keeping a precision well within the acceptable limits for practical use. The concrete examples consist in financial Greeks fitting, summarizing implied volatility surfaces, as well as estimating vanilla and exotic options while reducing the computation time.",,2020.0,211240387,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
7e2157572a2a5b643cace3f936d5f56116d70ac4,https://www.semanticscholar.org/paper/7e2157572a2a5b643cace3f936d5f56116d70ac4,"Modern Computational Finance: AAD and Parallel Simulations, parts I and II","Parts I and II out of three of the book Modern Computational Finance: AAD and Parallel Simulations, by Antoine Savine, John Wiley and Sons, 2018, complimentarily available on SSRN only in December 2020. 

Part I teaches necessary C++ foundations with a focus on parallel computing. Part II summarizes the theory of financial Derivatives and develops serial and parallel Monte-Carlo pricing and risk management engines.

Part III, not included in this preview, discusses and develops the critical adjoint differentiation (AD) technology, its professional implementation in C++ and its deployment in risk management platforms.

In recent years, AD revolutionized the field of quantitative finance. It brought us real-time risk reports and instantaneous calibration. It also enabled extremely promising new directions of research. For instance, the Risk article Differential Machine Learning by Brian Huge and Antoine Savine (also available on arXiv and SSRN) leverages pathwise gradients computed with AD to train a novel breed of deep learning models to effectively approximate pricing and risk functions of arbitrary financial products. 

Antoine Savine implemented AD in production at Danske Bank with his colleagues of the Quantitative Research department. He also teaches AD at Copenhagen University in the context of his graduate course on Computational Finance and Machine Learning in Finance. The book gives an exhaustive and pedagogical account of AD, its implementation in C++ and its deployment for the risk management of financial Derivatives.

Parts I and II are necessary pre-requisites to make the most of the critical part III.",,2020.0,229487988,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
6d0adac188152fbaa45a88ba4da788926ed8144a,https://www.semanticscholar.org/paper/6d0adac188152fbaa45a88ba4da788926ed8144a,Reinforcement Learning in Practice: Opportunities and Challenges,"This article is a gentle discussion about the ﬁeld of reinforcement learning in practice, about opportunities and challenges, touching a broad range of topics, with perspectives and without technical details. The article is based on both historical and recent research papers, surveys, tutorials, talks, blogs, books, (panel) discussions, and workshops/conferences. Various groups of readers, like researchers, engineers, students, managers, investors, ofﬁcers, and people wanting to know more about the ﬁeld, may ﬁnd the article interesting. In this article, we ﬁrst give a brief introduction to reinforcement learning (RL), and its relationship with deep learning, machine learning and AI. Then we discuss opportunities of RL, in particular, products and services, games, bandits, recommender systems, robotics, transportation, ﬁnance and economics, healthcare, education, combinatorial optimization, computer systems, and science and engineering. Then we discuss challenges, in particular, 1) foundation, 2) representation, 3) reward, 4) exploration, 5) model, simulation, planning, and benchmarks, 6) off-policy/ofﬂine learning, 7) learning to learn a.k.a. meta-learning, 8) explainability and interpretability, 9) constraints, 10) software development and deployment, 11) business perspectives, and 12) more challenges. We conclude with a discussion, attempting to answer: “Why has RL not been widely adopted in practice yet?” and “When is RL helpful?”. for discussing transfer domain randomization, knowledge distillation, imitation learning, meta-learning, robust RL.",,2022.0,248366754,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
8c8868d75f5fc7a055fdbc8610ab20b0a4304829,https://www.semanticscholar.org/paper/8c8868d75f5fc7a055fdbc8610ab20b0a4304829,Deep Reinforcement Learning: Opportunities and Challenges,"This article is a gentle discussion about the field of reinforcement learning for real life, about opportunities and challenges, with perspectives and without technical details, touching a broad range of topics. The article is based on both historical and recent research papers, surveys, tutorials, talks, blogs, and books. Various groups of readers, like researchers, engineers, students, managers, investors, officers, and people wanting to know more about the field, may find the article interesting. In this article, we first give a brief introduction to reinforcement learning (RL), and its relationship with deep learning, machine learning and AI. Then we discuss opportunities of RL, in particular, applications in products and services, games, recommender systems, robotics, transportation, economics and finance, healthcare, education, combinatorial optimization, computer systems, and science and engineering. The we discuss challenges, in particular, 1) foundation, 2) representation, 3) reward, 4) model, simulation, planning, and benchmarks, 5) learning to learn a.k.a. meta-learning, 6) off-policy/offline learning, 7) software development and deployment, 8) business perspectives, and 9) more challenges. We conclude with a discussion, attempting to answer: “Why has RL not been widely adopted in practice yet?” and “When is RL helpful?”.",ArXiv,2022.0,247058605,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
1dbd7e355f9e478c9aabe14b2bb8f4d3daad8a1d,https://www.semanticscholar.org/paper/1dbd7e355f9e478c9aabe14b2bb8f4d3daad8a1d,An Isolated Data Island Benchmark Suite for Federated Learning,"Federated learning (FL) is a new machine learning paradigm, the goal of which is to build a machine learning model based on data sets distributed on multiple devices--so called Isolated Data Island--while keeping their data secure and private. Most existing work manually splits commonly-used public datasets into partitions to simulate real-world Isolated Data Island while failing to capture the intrinsic characteristics of real-world domain data, like medicine, finance or AIoT. To bridge this huge gap, this paper presents and characterizes an Isolated Data Island benchmark suite, named FLBench, for benchmarking federated learning algorithms. FLBench contains three domains: medical, financial and AIoT. By configuring various domains, FLBench is qualified for evaluating the important research aspects of federated learning, and hence become a promising platform for developing novel federated learning algorithms. Finally, FLBench is fully open-sourced and in fast-evolution. We package it as an automated deployment tool. The benchmark suite will be publicly available from this http URL.",ArXiv,2020.0,221139951,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
aa7ed7e04182d0588bb53376e472afb59e236c36,https://www.semanticscholar.org/paper/aa7ed7e04182d0588bb53376e472afb59e236c36,Rethinking Explainability as a Dialogue: A Practitioner's Perspective,"As practitioners increasingly deploy machine learning models in critical domains such as healthcare, finance, and policy, it becomes vital to ensure that domain experts function effectively alongside these models. Explainability is one way to bridge the gap between human decision-makers and machine learning models. However, most of the existing work on explainability focuses on one-off, static explanations like feature importances or rule-lists. These sorts of explanations may not be sufficient for many use cases that require dynamic, continuous discovery from stakeholders that have a range of skills and expertise. In the literature, few works ask decision-makers such as doctors, healthcare professionals, and policymakers about the utility of existing explanations and other desiderata they would like to see in an explanation going forward. In this work, we address this gap and carry out a study where we interview doctors, healthcare professionals, and policymakers about their needs and desires for explanations. Our study indicates that decision-makers would strongly prefer interactive explanations. In particular, they would prefer these interactions to take the form of natural language dialogues. Domain experts wish to treat machine learning models as “another colleague”, i.e., one who can be held accountable by asking why they made a particular decision through expressive and accessible natural language interactions. Considering these needs, we outline a set of five principles researchers should follow when designing interactive explanations as a starting place for future work. Further, we show why natural language dialogues satisfy these principles and are a desirable way to build interactive explanations. Next, we provide a design of a dialogue system for explainability, and discuss the risks, trade-offs, and research opportunities of building these systems. Overall, we hope our work serves as a starting place for researchers and engineers to design interactive, natural language dialogue systems for explainability that better serve users’ needs.",ArXiv,2022.0,246607834,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
0966363ea46368f297999b026c827f0f5ea7fcc9,https://www.semanticscholar.org/paper/0966363ea46368f297999b026c827f0f5ea7fcc9,Efficient Machine-Type Communication Using Multi-Metric Context-Awareness for Cars Used as Mobile Sensors in Upcoming 5G Networks,"Upcoming 5G-based communication networks will be confronted with huge increases in the amount of transmitted sensor data related to massive deployments of static and mobile Internet of Things (IoT) systems. Cars acting as mobile sensors will become important data sources for cloud-based applications like predictive maintenance and dynamic traffic forecast. Due to the limitation of available communication resources, it is expected that the grows in Machine-Type Communication (MTC) will cause severe interference with Human-to-human (H2H) communication. Consequently, more efficient transmission methods are highly required. In this paper, we present a probabilistic scheme for efficient transmission of vehicular sensor data which leverages favorable channel conditions and avoids transmissions when they are expected to be highly resource-consuming. Multiple variants of the proposed scheme are evaluated in comprehensive realworld experiments. Through machine learning based combination of multiple context metrics, the proposed scheme is able to achieve up to 164% higher average data rate values for sensor applications with soft deadline requirements compared to regular periodic transmission.",2018 IEEE 87th Vehicular Technology Conference (VTC Spring),2018.0,3491918,10.1109/VTCSpring.2018.8417753,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
cda8943fafd9d2b66dd036105d755f0a68f3bf7e,https://www.semanticscholar.org/paper/cda8943fafd9d2b66dd036105d755f0a68f3bf7e,Explaining Credit Risk Scoring through Feature Contribution Alignment with Expert Risk Analysts,"Credit assessments activities are essential for financial institutions and allow the global economy to grow. Building robust, solid and accurate models that estimate the probability of a default of a company is mandatory for credit insurance companies, specially when it comes to bridging the trade finance gap. Automating the risk assessment process will allow credit risk experts to reduce their workload and focus on the critical and complex cases, as well as to improve the loan approval process by reducing the time to process the application. The recent developments in Artificial Intelligence are offering new powerful opportunities. However, most AI techniques are labelled as blackbox models due to their lack of explainability. For both users and regulators, in order to deploy such technologies at scale, being able to understand the model logic is a must to grant accurate and ethical decision making. In this study, we focus on companies credit scoring and we benchmark different machine learning models. The aim is to build a model to predict whether a company will experience financial problems in a given time horizon. We address the black box problem using eXplainable Artificial Techniques –in particular, post-hoc explanations using SHapley Additive exPlanations. We bring light by providing an expertaligned feature relevance score highlighting the disagreement between a credit risk expert and a model feature attribution explanation in order to better quantify the convergence towards a better human-aligned decision making.",ArXiv,2021.0,232232768,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
c817f98e7674dbdfd333231fe811b99b561be40d,https://www.semanticscholar.org/paper/c817f98e7674dbdfd333231fe811b99b561be40d,Feature Attributions and Counterfactual Explanations Can Be Manipulated,"As machine learning models are increasingly used in critical decision-making settings (e.g., healthcare, finance), there has been a growing emphasis on developing methods to explain model predictions. Such explanations are used to understand and establish trust in models and are vital components in machine learning pipelines. Though explanations are a critical piece in these systems, there is little understanding about how they are vulnerable to manipulation by adversaries. In this paper, we discuss how two broad classes of explanations are vulnerable to manipulation. We demonstrate how adversaries can design biased models that manipulate model agnostic feature attribution methods (e.g., LIME & SHAP) and counterfactual explanations that hill-climb during the counterfactual search (e.g., Wachter’s Algorithm & DiCE) into concealing the model’s biases. These vulnerabilities allow an adversary to deploy a biased model, yet explanations will not reveal this bias, thereby deceiving stakeholders into trusting the model. We evaluate the manipulations on real world data sets, including COMPAS and Communities & Crime, and find explanations can be manipulated in practice.",ArXiv,2021.0,235606229,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
617412eb294e5dbbcbc481237eaef8e2226d441f,https://www.semanticscholar.org/paper/617412eb294e5dbbcbc481237eaef8e2226d441f,E1 Reconceiving Machine Learning E2 Aims and Background,"Beware of the man of one method or one instrument, either experimental or theoretical. He tends to become method oriented rather than problem oriented. The method-oriented man is shackled: the problem-oriented man is at least reaching freely toward what is most important. 52 Context Machine Learning is a sub-discipline of Information and Communication Technology (ICT) that develops the technologies for machines to recognise and learn patterns in data. It is distinct from, although related to, statistics. It can be differentiated by its focus on creating technology rather than the human-centred analysis of data. It is the science and engineering behind Data Mining. Machine learning is pervasive: it plays a key role in all stages of the scientific process and across diverse fields including bioinformatics, engineering and finance. It is widely accepted that ICT plays an enabling role across almost all technological disciplines. Analogously, Machine Learning plays an enabling role across most parts of ICT, from embedded to enterprise systems, and consequently is a crucial enabler of the Digital Economy 16. Vast quantities of data are now routinely collected and stored because it is affordable to do so. Machine learning makes sense of this data flood. The Problem The massive reduction in the cost of collecting, storing, transporting and processing data has meant an increasing need for tools to make sense of it. Unfortunately, the deployment of modern machine learning tools is more akin to a craft than an engineering discipline: the inference problems to be solved are often under-specified or ill-posed and the available tools are often ad hoc — lacking generality, transparency, usability and interoperability. Our premise is that the root cause of these difficulties is a lack of a clear conceptual basis for machine learning as an information engineering discipline. Research in machine learning is currently organised by technique (e.g. The last of these organisational approaches tend to be monistic — proposing that all problems be framed according to their principles. The first two approaches make no attempt to be comprehensive. There are two key symptoms arising from this lack of conceptual foundations: A lack of direction leading to no clear research agenda and a plethora of incremental advances that do not help solve real problems 31 leading to "" errors of the third kind (giving the right answer to the wrong question) "" 32. Furthermore there is a lack of usability of the tools created. There is …",,,10467516,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
