@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:isbn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,pii,article-number,prism:issueIdentifier,freetoread,freetoreadLabel,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85114951824', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85114951824?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114951824&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114951824&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85114951824,SCOPUS_ID:85114951824,2-s2.0-85114951824,Auto-Alert: A Spatial and Temporal Architecture for Driving Assistance in Road Traffic Environments,Nidamanuri J.,International Journal of Intelligent Transportation Systems Research,13488503,18688659,,20,64-74,2022-04-01,April 2022,10.1007/s13177-021-00272-3,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Information Technology, Sri City', 'affiliation-city': 'Sri City', 'affiliation-country': 'India'}]",Journal,ar,Article,19600157217,0,False,,,1,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85114630540', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85114630540?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114630540&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114630540&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85114630540,SCOPUS_ID:85114630540,2-s2.0-85114630540,COAA<sup>∗</sup>- An Optimized Obstacle Avoidance and Navigational Algorithm for UAVs Operating in Partially Observable 2D Environments,Tai J.J.,Unmanned Systems,23013850,23013869,,10,159-174,2022-04-01,1 April 2022,10.1142/S2301385022500091,0,"[{'@_fa': 'true', 'affilname': 'Coventry University', 'affiliation-city': 'Coventry', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,21100827839,0,False,,,2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85098749103', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85098749103?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098749103&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098749103&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85098749103,SCOPUS_ID:85098749103,2-s2.0-85098749103,Design and Implementation of Deep Neural Network-Based Control for Automatic Parking Maneuver Process,Chai R.,IEEE Transactions on Neural Networks and Learning Systems,2162237X,21622388,,33,1400-1413,2022-04-01,1 April 2022,10.1109/TNNLS.2020.3042120,19,"[{'@_fa': 'true', 'affilname': 'Cranfield University', 'affiliation-city': 'Cranfield', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,21100235616,0,False,,,4,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",33332277
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85128080440', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85128080440?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128080440&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128080440&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85128080440,SCOPUS_ID:85128080440,2-s2.0-85128080440,Driving Behavior Analysis Software for AI-Driven Autonomous Vehicles,Songur N.,SAE Technical Papers,,01487191,,,,2022-03-29,29 March 2022,10.4271/2022-01-0218,0,"[{'@_fa': 'true', 'affilname': 'Hitachi, Ltd.', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Conference Proceeding,cp,Conference Paper,21100239259,0,False,,,2022,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85128061030', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85128061030?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128061030&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128061030&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85128061030,SCOPUS_ID:85128061030,2-s2.0-85128061030,Road Crossing Assistance Method Using Object Detection Based on Deep Learning,Kawamura H.,SAE Technical Papers,,01487191,,,,2022-03-29,29 March 2022,10.4271/2022-01-0149,0,"[{'@_fa': 'true', 'affilname': 'Toyota Motor Corporation', 'affiliation-city': 'Toyota', 'affiliation-country': 'Japan'}]",Conference Proceeding,cp,Conference Paper,21100239259,0,False,,,2022,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85134379891', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85134379891?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134379891&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134379891&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85134379891,SCOPUS_ID:85134379891,2-s2.0-85134379891,A Real-time UAV Object Detection System Design with FPGA Implementation,Tang J.,ACM International Conference Proceeding Series,,,"[{'@_fa': 'true', '$': '9781450396110'}]",,472-477,2022-03-18,18 March 2022,10.1145/3532213.3532284,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101096667,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85126490260', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85126490260?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126490260&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126490260&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85126490260,SCOPUS_ID:85126490260,2-s2.0-85126490260,Real-Time Object Detection and Classification by UAV Equipped With SAR,Gromada K.,"Sensors (Basel, Switzerland)",,14248220,,22,,2022-03-07,7 March 2022,10.3390/s22052068,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Warszawska', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}]",Journal,ar,Article,130124,1,True,,,5,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",35271213
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85133337703', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85133337703?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133337703&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133337703&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85133337703,SCOPUS_ID:85133337703,2-s2.0-85133337703,Wheat Powdery Mildew Monitoring Based on Information Fusion of Multi-Spectral and Thermal Infrared Images Acquired with an Unmanned Aerial Vehicle,Feng Z.H.,Scientia Agricultura Sinica,05781752,,,55,890-906,2022-03-01,1 March 2022,10.3864/j.issn.0578-1752.2022.05.005,0,"[{'@_fa': 'true', 'affilname': 'Henan Agricultural University', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Engineering Research Centre for Wheat', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,21100822804,0,False,,,5,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85129168374', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85129168374?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129168374&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129168374&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85129168374,SCOPUS_ID:85129168374,2-s2.0-85129168374,CNN-Based Dense Monocular Visual SLAM for Real-Time UAV Exploration in Emergency Conditions,Steenbeek A.,Drones,,2504446X,,6,,2022-03-01,March 2022,10.3390/drones6030079,2,"[{'@_fa': 'true', 'affilname': 'Universiteit Twente', 'affiliation-city': 'Enschede', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,21101017244,1,True,,79,3,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85128845721', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85128845721?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128845721&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128845721&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85128845721,SCOPUS_ID:85128845721,2-s2.0-85128845721,NUMERICAL METHODS AND DATA ANALYSIS Transformer point net: cost-efficient classification of on-road objects captured by light ranging sensors on low-resolution conditions,Pamplona J.,Computer Optics,01342452,24126179,,46,326-334,2022-03-01,March-April 2022,10.18287/2412-6179-CO-1001,0,"[{'@_fa': 'true', 'affilname': 'GICEI', 'affiliation-city': 'Medellin', 'affiliation-country': 'Colombia'}]",Journal,ar,Article,21100203110,1,True,,,2,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85126988115', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85126988115?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126988115&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126988115&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85126988115,SCOPUS_ID:85126988115,2-s2.0-85126988115,Deep-Learning-Based Object Filtering According to Altitude for Improvement of Obstacle Recognition during Autonomous Flight,Lee Y.,Remote Sensing,,20724292,,14,,2022-03-01,March-2 2022,10.3390/rs14061378,0,"[{'@_fa': 'true', 'affilname': 'Hanyang University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,86430,1,True,,1378,6,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85126268886', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85126268886?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126268886&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126268886&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85126268886,SCOPUS_ID:85126268886,2-s2.0-85126268886,Wide-Area and Real-Time Object Search System of UAV,Li X.,Remote Sensing,,20724292,,14,,2022-03-01,March-1 2022,10.3390/rs14051234,1,"[{'@_fa': 'true', 'affilname': 'Xiamen University', 'affiliation-city': 'Xiamen', 'affiliation-country': 'China'}]",Journal,ar,Article,86430,1,True,,1234,5,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85126016769', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85126016769?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126016769&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126016769&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85126016769,SCOPUS_ID:85126016769,2-s2.0-85126016769,Deep-Neural-Network-Based Modelling of Longitudinal-Lateral Dynamics to Predict the Vehicle States for Autonomous Driving,Nie X.,Sensors,14248220,,,22,,2022-03-01,March-1 2022,10.3390/s22052013,3,"[{'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",Journal,ar,Article,130124,1,True,,2013,5,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",35271160
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125619029', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125619029?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125619029&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125619029&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125619029,SCOPUS_ID:85125619029,2-s2.0-85125619029,A Vision‐Based Detection and Spatial Localization Scheme for Forest Fire Inspection from UAV,Lu K.,Forests,,19994907,,13,,2022-03-01,March 2022,10.3390/f13030383,0,"[{'@_fa': 'true', 'affilname': 'Nanjing Forestry University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,21100219934,1,True,,383,3,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125385890', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125385890?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125385890&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125385890&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125385890,SCOPUS_ID:85125385890,2-s2.0-85125385890,Enhanced Robots as Tools for Assisting Agricultural Engineering Students’ Development,Loukatos D.,Electronics (Switzerland),,20799292,,11,,2022-03-01,March-1 2022,10.3390/electronics11050755,0,"[{'@_fa': 'true', 'affilname': 'Geoponiko Panepistimion Athinon', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}]",Journal,ar,Article,21100829272,1,True,,755,5,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125197092', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125197092?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125197092&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125197092&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125197092,SCOPUS_ID:85125197092,2-s2.0-85125197092,Landing System Development Based on Inverse Homography Range Camera Fusion (IHRCF),Sefidgar M.,Sensors,14248220,,,22,,2022-03-01,March-1 2022,10.3390/s22051870,0,"[{'@_fa': 'true', 'affilname': 'LASSENA-Laboratory of Space Technologies, Embedded Systems, Navigation and Avionic', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}]",Journal,ar,Article,130124,1,True,,1870,5,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",35271018
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123283984', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123283984?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123283984&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123283984&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123283984,SCOPUS_ID:85123283984,2-s2.0-85123283984,A Multi-Intersection Vehicular Cooperative Control Based on End-Edge-Cloud Computing,Jiang M.,IEEE Transactions on Vehicular Technology,00189545,19399359,,71,2459-2471,2022-03-01,1 March 2022,10.1109/TVT.2022.3143828,1,"[{'@_fa': 'true', 'affilname': 'Beijing University of Posts and Telecommunications', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,17393,0,False,,,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123282977', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123282977?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123282977&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123282977&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0045790622000192'}",https://api.elsevier.com/content/abstract/scopus_id/85123282977,SCOPUS_ID:85123282977,2-s2.0-85123282977,Modeling multiple vehicle interaction constraints for behavior prediction of vehicles on highways,Tripicchio P.,Computers and Electrical Engineering,00457906,,,98,,2022-03-01,March 2022,10.1016/j.compeleceng.2022.107700,0,"[{'@_fa': 'true', 'affilname': ""Sant'Anna Scuola Universitaria Superiore Pisa"", 'affiliation-city': 'Pisa', 'affiliation-country': 'Italy'}]",Journal,ar,Article,18159,0,False,S0045790622000192,107700,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122106407', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122106407?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122106407&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122106407&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122106407,SCOPUS_ID:85122106407,2-s2.0-85122106407,Autonomous Pilot of Unmanned Surface Vehicles: Bridging Path Planning and Tracking,Wang N.,IEEE Transactions on Vehicular Technology,00189545,19399359,,71,2358-2374,2022-03-01,1 March 2022,10.1109/TVT.2021.3136670,3,"[{'@_fa': 'true', 'affilname': 'Dalian Maritime University', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,17393,0,False,,,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122992343', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122992343?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122992343&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122992343&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S002980182101756X'}",https://api.elsevier.com/content/abstract/scopus_id/85122992343,SCOPUS_ID:85122992343,2-s2.0-85122992343,Safe deep reinforcement learning-based adaptive control for USV interception mission,Du B.,Ocean Engineering,00298018,,,246,,2022-02-15,15 February 2022,10.1016/j.oceaneng.2021.110477,5,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ministry of Education China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,28339,0,False,S002980182101756X,110477,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85128361917', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85128361917?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128361917&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128361917&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85128361917,SCOPUS_ID:85128361917,2-s2.0-85128361917,Collision avoidance virtual simulation of intelligent vehicle embedded with multiple control models,Tong Q.H.,Jiaotong Yunshu Gongcheng Xuebao/Journal of Traffic and Transportation Engineering,16711637,,,22,273-284,2022-02-01,February 2022,10.19818/j.cnki.1671-1637.2022.01.023,0,"[{'@_fa': 'true', 'affilname': ""Chang'an University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,97382,0,False,,,1,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85126987451', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85126987451?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126987451&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126987451&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85126987451,SCOPUS_ID:85126987451,2-s2.0-85126987451,A Fast and Reliable Balanced Approach for Detecting and Tracking Road Vehicles,Farag W.,Recent Advances in Computer Science and Communications,26662558,26662566,,15,298-311,2022-02-01,February 2022,10.2174/2666255813999200727163102,0,"[{'@_fa': 'true', 'affilname': 'American University of the Middle East', 'affiliation-city': 'Al Ahmadi', 'affiliation-country': 'Kuwait'}]",Journal,ar,Article,21100979315,0,False,,,2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124969427', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124969427?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124969427&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124969427&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124969427,SCOPUS_ID:85124969427,2-s2.0-85124969427,Automated Full Scene Parsing for Marine ASVs Using Monocular Vision,Qiao D.,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,15730409,,104,,2022-02-01,February 2022,10.1007/s10846-021-01543-7,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Maritime University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Jiangsu Maritime Institute', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,24360,0,False,,37,2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122505895', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122505895?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122505895&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122505895&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0303243421003597'}",https://api.elsevier.com/content/abstract/scopus_id/85122505895,SCOPUS_ID:85122505895,2-s2.0-85122505895,Developing a deep learning-based layer-3 solution for thermal infrared large-scale photovoltaic module inspection from orthorectified big UAV imagery data,Zefri Y.,International Journal of Applied Earth Observation and Geoinformation,15698432,1872826X,,106,,2022-02-01,February 2022,10.1016/j.jag.2021.102652,5,"[{'@_fa': 'true', 'affilname': 'Institut Agronomique et Veterinaire Hassan II', 'affiliation-city': 'Agdal Rabat', 'affiliation-country': 'Morocco'}]",Journal,ar,Article,39563,1,True,S0303243421003597,102652,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122407603', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122407603?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122407603&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122407603&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0168169921005913'}",https://api.elsevier.com/content/abstract/scopus_id/85122407603,SCOPUS_ID:85122407603,2-s2.0-85122407603,Perennial ryegrass biomass retrieval through multispectral UAV data,Togeirode Alckmin G.,Computers and Electronics in Agriculture,01681699,,,193,,2022-02-01,February 2022,10.1016/j.compag.2021.106574,1,"[{'@_fa': 'true', 'affilname': 'University of Missouri', 'affiliation-city': 'Columbia', 'affiliation-country': 'United States'}]",Journal,ar,Article,30441,1,True,S0168169921005913,106574,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118989110', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118989110?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118989110&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118989110&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0001457521005042'}",https://api.elsevier.com/content/abstract/scopus_id/85118989110,SCOPUS_ID:85118989110,2-s2.0-85118989110,Mining patterns of autonomous vehicle crashes involving vulnerable road users to understand the associated factors,Kutela B.,Accident Analysis and Prevention,00014575,,,165,,2022-02-01,February 2022,10.1016/j.aap.2021.106473,3,"[{'@_fa': 'true', 'affilname': 'Texas Transportation Institute', 'affiliation-city': 'College Station', 'affiliation-country': 'United States'}]",Journal,ar,Article,19532,0,False,S0001457521005042,106473,,,,34774280
