paperId,url,title,abstract,venue,year
e8f775d0363af350c5e094ab08932551da9c863d,https://www.semanticscholar.org/paper/e8f775d0363af350c5e094ab08932551da9c863d,A Survey Paper on Machine Learning Approaches to Intrusion Detection,"This electronic document is a “live” template and already defines the components of your paper [title, text, heads, etc.] in its style sheet. For any nation, government, or cities to compete favorably in today’s world, it must operate smart cities and e-government. As trendy as it may seem, it comes with its challenges, which is cyber-attacks. A lot of data is generated due to the communication of technologies involved and lots of data are produced from this interaction. Initial attacks aimed at cyber city were for destruction, this has changed dramatically into revenue generation and incentives. Cyber-attacks have become lucrative for criminals to attack financial institutions and cart away with billions of dollars, led to identity theft and many more cyber terror crimes. This puts an onus on government agencies to forestall the impact or this may eventually ground the economy. The dependence on cyber networked systems is impending and this has brought a rise in cyber threats, cyber criminals have become more inventive in their approach. This proposed dissertation discusses various security attacks classification and intrusion detection tools which can detect intrusion patterns and then forestall a break-in, thereby protecting the system from",,2021
fc7ecd5e40b9b4d264c3bc33bb810eadd3ecedb2,https://www.semanticscholar.org/paper/fc7ecd5e40b9b4d264c3bc33bb810eadd3ecedb2,"An Overview: Stochastic Gradient Descent Classifier, Linear Discriminant Analysis, Deep Learning and Naive Bayes Classifier Approaches to Network Intrusion Detection","The security of Network Systems is ravaged by attacks on Systems in a bid to gain unauthorized access into the network system. The aim of Network Intrusion Detection Systems is to detect anomaly patterns either while the attack is unfolding or after evidence that an intrusion occurred. The demand and crave for Internet usage have surged over the years and will continue to rise, which also puts gadgets that are connected to Networks at risk of attacks by Cyber Terrorist and hackers. This problem is not limited to individuals or Corporations alone but also E-Governments and Enterprises, despite billions of dollars allocated to Cyber Security, computer systems and networks do not give a 100 percent guarantee against Cyber-attacks. It is against this backdrop that we must establish Network Intrusion Detection Systems to reveal and counter Cyber-attacks on Networks and Computer Systems. Keywords—Component; formatting; style; styling; Cyber Security; machine learning, Netwrok Intrusion Detection.",,2021
0cbc40d71bf61416918278b155fc2a558c524545,https://www.semanticscholar.org/paper/0cbc40d71bf61416918278b155fc2a558c524545,SDN Based Computation Offloading for Industrial Internet of Things,"As a new type of highly collaborative and shared intelligent network between producers and production environments, Industrial Internet of Things (IIOT) has been taken an important part of the fourth industrial revolution. IIOT generates large amounts of sensory data which need to be processed rapidly. However, the cloud-based data processing method consumes a long time and huge network overhead, which further affects the quality of service. On the other hand, the emerging edge computing also cannot process data efficiently because of limited compute and network resource. In this paper, we propose a four-layer network architecture based on SDN for the industrial internet of things scenario. Through effective transmission and computation coupling, the processing response efficiency is improved. We present a three-level computation offloading method to realize the optimization of network delay and power consumption. Theory and experiments show that the method proposed in this paper can effectively reduce the computation power consumption and response time.","2020 16th International Conference on Mobility, Sensing and Networking (MSN)",2020
ace26b449eb99ce657d7de54734076fa31c62456,https://www.semanticscholar.org/paper/ace26b449eb99ce657d7de54734076fa31c62456,The architecture and key technologies for an industrial Internet with synergy between the cloud and clients,"The fourth industrial revolution has been unveiled with the rapid development of Internet of things (IoT), cloud computing, and big data. The industrial Internet, as a highly cooperative and intelligence-sharing global network that connects entities, human beings, and the environment in smart manufacturing, is the core of this revolution. However, most current research on the industrial Internet is restricted to IoT, cloud computing, or big data, respectively. The synergy between the cloud and clients is currently at a very primary stage of sensing, connection, and knowledge, lacking a cloud-client-integrative architecture and key technologies that could meet the evolving requirements of networked smart production, including more complex objects to be sensed, more diversification of entities to be connected, faster data processing, and more intelligent feedback control. This paper first surveys some important research directions with respect to this research field and summarizes the research status and challenges. On this basis, a novel cloud-client integrative industrial Internet architecture and solutions for related key technologies are proposed. Then, the proposed technologies are demonstrated for some specific applications in the field of intelligent manufacturing. Finally, the prospects for cloud-client-integrative industrial Internet research are discussed and concluded.",,2020
2a8553cbc62ef762813c53c0f4accd1e4f22e30f,https://www.semanticscholar.org/paper/2a8553cbc62ef762813c53c0f4accd1e4f22e30f,The Case for Dual-access File Systems over Object Storage,"Object storage has emerged as a low-cost and hyperscalable alternative to distributed file systems. However, interface incompatibilities and performance limitations often compel users to either transfer data between a file system and object storage or use inefficient file connectors over object stores. The result is growing storage sprawl, unacceptably low performance, and an increase in associated storage costs. One promising solution to this problem is providing dual access, the ability to transparently read and write the same data through both file system interfaces and object storage APIs. In this position paper we argue that there is a need for dual-access file systems over object storage, and examine some representative use cases which benefit from such systems. Based on our conversations with end users, we discuss features which we believe are essential or desirable in a dual-access object storage file system (OSFS). Further, we design and implement an early prototype of Agni1, an efficient dual-access OSFS which overcomes the shortcomings of existing approaches. Our preliminary experiments demonstrate that for some representative workloads Agni can improve performance by 20%–60% compared to either S3FS, a popular OSFS, or the prevalent approach of manually copying data between different storage systems.",HotStorage,2019
47cb4711fa3b6780193eba6ce55f1dd4afb723ab,https://www.semanticscholar.org/paper/47cb4711fa3b6780193eba6ce55f1dd4afb723ab,Agni: An Efficient Dual-access File System over Object Storage,"Object storage is a low-cost, scalable component of cloud ecosystems. However, interface incompatibilities and performance limitations inhibit its adoption for emerging cloud-based workloads. Users are compelled to either run their applications over expensive block storage-based file systems or use inefficient file connectors over object stores. Dual access, the ability to read and write the same data through file systems interfaces and object storage APIs, has promise to improve performance and eliminate storage sprawl. We design and implement Agni1, an efficient, distributed, dual-access object storage file system (OSFS), that uses standard object storage APIs and cloud microservices. Our system overcomes the performance shortcomings of existing approaches by implementing a multi-tier write aggregating data structure and by integrating with existing cloud-native services. Moreover, Agni provides distributed access and a coherent namespace. Our experiments demonstrate that for representative workloads Agni improves performance by 20%--60% when compared with existing approaches.",SoCC,2019
4ac172470351a334aa36b6659d68ac55799ea73f,https://www.semanticscholar.org/paper/4ac172470351a334aa36b6659d68ac55799ea73f,Edge Powered Industrial Control: Concept for Combining Cloud and Automation Technologies,"In the past, industrial control of field devices was comprised of self-contained systems in a dedicated network for exchanging control information between field devices and control hardware to accomplish process tasks. Nowadays, cloud computing enables a massive amount of computing resources and high availability, which opens up new potentials in the industrial sector. Until now, the integration of cloud solutions in industrial control was limited due to missing technologies connecting the Internet of Things with industrial requirements. Furthermore, based on existing paradigms there is a lack of appropriate architecture concepts for industrial control. This paper depicts a platform concept, which combines cloud computing and industrial control using edge devices realized for an automation cell.",2018 IEEE International Conference on Edge Computing (EDGE),2018
94318aee1139ffcfe39984cea2b8051fcddb6f9d,https://www.semanticscholar.org/paper/94318aee1139ffcfe39984cea2b8051fcddb6f9d,ProducTron: Towards Flexible Distributed and Networked Production,"With the evolution of cloud computing, internet of things and the application of new approaches from communication and information technologies in industrial production, possibilities for a networked production of different production technologies arise. Established approaches use manufacturing execution systems as local production coordination systems at workshop level without considering cross-site production or the integration of different stakeholders along the value chain of production. This paper presents an architectural concept, referred to as the ProducTron, for the digital integration of different manufacturing and common engineering modules for flexible distributed networked production as a possible basis for an Internet of Production.",2018 IEEE 22nd International Conference on Intelligent Engineering Systems (INES),2018
58d62b9b34922ac69f55ac3ce71bc02977712b15,https://www.semanticscholar.org/paper/58d62b9b34922ac69f55ac3ce71bc02977712b15,TEEMU MONONEN CLOUD COMPUTING IN A MACHINE AUTOMATION APPLICA- TION,"TEEMU MONONEN: Cloud computing in a machine automation application Tampere University of Technology Master of Science Thesis, 61 pages, 2 Appendix pages October 2017 Master’s Degree Programme in Automation Technology Major: Process Automation Examiners: Professor Jouni Mattila, professor Matti Vilkko",,2017
ed582c45eaf750844e20d897eea0a21869b5250f,https://www.semanticscholar.org/paper/ed582c45eaf750844e20d897eea0a21869b5250f,A low-cost cloud-extended sensor network for supervisory control,"The current automation supervisory control systems are situated in well-restricted areas and require investments in computing hardware and communication systems. In machine automation systems, any additional computing hardware can be cumbersome to install, making upgrades hard to apply. This paper presents a cloud-extended sensor network with supervisory control in a public cloud. The hardware and cloud resources used in the solution are low-cost, reducing the up-front costs compared to the use of high-end components. The system collects data from ST microprocessor (STM)-based sensor nodes that send inertial measurement data using user datagram protocol (UDP). The sensor itself is a Bosch BMI160, a cheap and small inertial measurement unit (IMU). The system is designed to be used in machine automation applications where the frequency of the sensory data produced is hundreds of hertz. The system is to provide low-latency data transfer to the cloud. In the cloud environment, data is collected by a computing service that can be programmed to perform algorithms on it. The system is tested in a setup consisting of five IMU sensors and an angle measurement unit attached to a hydraulically actuated flexible beam. The test setup aims to update a local control system's parameters based on a cloud algorithm and camera measurements of the beam tip position. The control results and communication latency are inspected. The main advantages of the proposed solution are the simple system architecture and cost savings with the use of low-cost sensors and cloud resources. The focus of this study is the functionality of such a system; intricate security issues are beyond the scope of this study.","2017 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE Conference on Robotics, Automation and Mechatronics (RAM)",2017
3ca4b4c0af085f15db533b80a50014b4fb0b65ff,https://www.semanticscholar.org/paper/3ca4b4c0af085f15db533b80a50014b4fb0b65ff,Robotic-Based Well-Being Monitoring and Coaching System for the Elderly in Their Daily Activities,"The increasingly ageing population and the tendency to live alone have led science and engineering researchers to search for health care solutions. In the COVID 19 pandemic, the elderly have been seriously affected in addition to suffering from isolation and its associated and psychological consequences. This paper provides an overview of the RobWell (Robotic-based Well-Being Monitoring and Coaching System for the Elderly in their Daily Activities) system. It is a system focused on the field of artificial intelligence for mood prediction and coaching. This paper presents a general overview of the initially proposed system as well as the preliminary results related to the home automation subsystem, autonomous robot navigation and mood estimation through machine learning prior to the final system integration, which will be discussed in future works. The main goal is to improve their mental well-being during their daily household activities. The system is composed of ambient intelligence with intelligent sensors, actuators and a robotic platform that interacts with the user. A test smart home system was set up in which the sensors, actuators and robotic platform were integrated and tested. For artificial intelligence applied to mood prediction, we used machine learning to classify several physiological signals into different moods. In robotics, it was concluded that the ROS autonomous navigation stack and its autodocking algorithm were not reliable enough for this task, while the robot’s autonomy was sufficient. Semantic navigation, artificial intelligence and computer vision alternatives are being sought.",Sensors,2021
4b2c19bd90efbb074be98c978afcb2ab2dcd9d48,https://www.semanticscholar.org/paper/4b2c19bd90efbb074be98c978afcb2ab2dcd9d48,Base Cube One: A location-addressable service-oriented smart environment framework,,J. Ambient Intell. Smart Environ.,2019
05754be85ae62c64bd963c8e4fcc6313842ffae7,https://www.semanticscholar.org/paper/05754be85ae62c64bd963c8e4fcc6313842ffae7,ROSmotic: A Scalable Smart Home for Blind People Controlled with an App,"In this paper we present ROSmotic, a system for building smart homes operated by a smartphone app. The app is accessible for people with visual disabilities, and controlled by touch or voice commands. We provide a scalable and open source hardware and software solution by incorporating microcontrollers, cameras, laptops, and lights. We show an easy way to connect an iOS app with Robotics Operating System (ROS). We incorporate other open source libraries, cloud services, and image processing frameworks. The whole system is made in Swift and Python. Finally, we deliver the diagrams (logical and electronic), software code, and materials for its easy replication.",,2017
0b7ae1046c68875634961a48e1c38dd34db9e8d6,https://www.semanticscholar.org/paper/0b7ae1046c68875634961a48e1c38dd34db9e8d6,SmartGreeting: A New Smart Home System Which Enables Context-Aware Services,"Home automation systems are expected to develop a new trend, as they embed new technologies and low-cost devices making them suitable for any budget. Nowadays, the researching efforts are dedicated to designing low-power and low-cost smart home systems that offer personalized services considering multiple scenarios that cover usual daily activities. The main goal of the paper is to analyse the digital output signal of passive infrared sensors used in a configuration of smart home entrance called SmartGreeting. The system can be used to enable personalized services in an entire smart home environment.",FABULOUS,2017
7965886a6e412c3216b018ca04e74e62cb101a1a,https://www.semanticscholar.org/paper/7965886a6e412c3216b018ca04e74e62cb101a1a,Plug and Play your Robot into your Smart Home: Illustration of a New Framework,"We present our team IHSEV, and our preliminary studies to tackle the question of interoperability of devices and robots for smart homes. We propose a framework enabling the seamless communication between smart home devices and robots. Our framework relies primarily on the xAAL protocol, which allows any device from any type to be plugged into a smart house network. We have recently extended xAAL to allow any ROS-compatible robot to be integrated into the smart house network. We illustrate the relevance of this framework in an implemented use case: assistance of an elderly person in the case of a fall (Fig. 1).",KI - Künstliche Intelligenz,2017
7e19b083ff8e3f5f963a1e06e90d0535ee66ded9,https://www.semanticscholar.org/paper/7e19b083ff8e3f5f963a1e06e90d0535ee66ded9,ROSmotic: A Scalable Smart Home for Blind People Controlled with an App,"In this paper we present ROSmotic, a system for building smart homes operated by a smartphone app. The app is accessible for people with visual disabilities, and controlled by touch or voice commands. We provide a scalable and open source hardware and software solution by incorporating microcontrollers, cameras, laptops, and lights. We show an easy way to connect an iOS app with Robotics Operating System (ROS). We incorporate other open source libraries, cloud services, and image processing frameworks. The whole system is made in Swift and Python. Finally, we deliver the diagrams (logical and electronic), software code, and materials for its easy replication.",2017 International Conference on Computational Science and Computational Intelligence (CSCI),2017
a5fdb910fe821aab3ef3b6119cbd6c20aa228872,https://www.semanticscholar.org/paper/a5fdb910fe821aab3ef3b6119cbd6c20aa228872,Simulating IoT Frameworks and Devices in the Smart Home,"The rapid growth of the Internet of Things (IoT) has led to a situation where individual manufacturers develop their own communication protocols and frameworks that are often incompatible with other systems. Part of this is due to the use of incompatible communication hardware, and part is due to the entrenched proprietary systems. This has created a heterogeneous communication landscape, where it is difficult for devices to coordinate their efforts. To remedy this, a number of IoT Frameworks have been proposed to provide a common interface between IoT devices. There are many approaches to common frameworks, each with their strengths and weaknesses, but there is no clear winner among them. This thesis presents a virtual network testbed for implementing smart home IoT Frameworks. It consists of a simulated home network made up of multiple Virtual Machines (VM), simulated smart home devices and an implementation of the OpenHAB framework to integrate the devices. Simulated devices are designed to be networkaccurate representations of actual devices, a LIFX smart lightbulb was developed and an existing Nest thermostat simulation was integrated. The demonstrated setup serves as a proof of concept for the idea of a home network testbed. Such a testbed could allow for the development of new IoT frameworks or the comparison of existing ones, and it could also serve as an education aid to illustrate how smart home IoT devices communicate with one another. Simulating IoT Frameworks and Devices in the smart home",,2017
beffbb5dad0ee0feb829a74471cb966022a6e84a,https://www.semanticscholar.org/paper/beffbb5dad0ee0feb829a74471cb966022a6e84a,The Assisted Living Project,,,2020
04c093777440b6ce378639e3d66e7afbcbbd87ee,https://www.semanticscholar.org/paper/04c093777440b6ce378639e3d66e7afbcbbd87ee,Variable Stiffness Mechanism for the Reduction of Cutting Forces in Robotic Deburring,"One of the main issues related to robotic deburring is that the tool can get damaged or stopped when the burr thickness exceeds a certain threshold. The aim of this work is to devise a mechanism that can reduce cutting forces automatically, in the event that the burr is too high, and is able to return to the baseline configuration when the burr thickness is acceptable again. On the one hand, in normal cutting conditions, the mechanism should have high stiffness to ensure high cutting precision. On the other hand, when the burr is too high the mechanism should exploit its compliance to reduce the cutting forces and, as a consequence, a second cutting cycle will be necessary to completely remove the burr. After the conceptual design of the mechanism and the specification of the desired stiffness curve, the main design parameters of the system are derived thanks to an optimization method. The effectiveness of the proposed mechanism is verified by means of dynamic simulations using selected test cases. A reduction up to 60% of the cutting forces is obtained, considering a steel burr up to 6 mm high.",,2021
332d9320506c0a418aff45366907b1d3e98cb67c,https://www.semanticscholar.org/paper/332d9320506c0a418aff45366907b1d3e98cb67c,Integration of Wireless Sensor Networks with the Smart City for Optimized Economic Management,,Wireless Personal Communications,2021
928f4600d204c1b9c143730f04e7aaf69bfcd34c,https://www.semanticscholar.org/paper/928f4600d204c1b9c143730f04e7aaf69bfcd34c,A fast robot path planning algorithm based on bidirectional associative learning,"Abstract Fast path planning in unknown environment is important to reduce the loss of human and material resources. To reduce planning time while obtaining a short path, this paper proposes a Bidirectional Associative Learning Algorithm (BALA). In the proposed algorithm, an episode is defined as a bidirectional movement between the start point and the target point. The planning process in the BALA is divided into three stages: early stage, medium stage and end stage. In the early stage, the attraction of the target point is adopted to instruct the robot to select action. This strategy not only helps the robot avoid blind search, but also provides the search scope that may contain the global shortest path for the subsequent episodes. In the medium stage, we propose an action selection strategy based on the experience guidance, where the experience obtained in the obverse and reverse movements is used alternately to improve the learning efficiency of the robot. In the end stage, a strong connectivity relationship between nodes is defined. Planning by this relationship, the length of the final planned path will be the shortest based on the experience the robot obtains. The comparison results with Q-Learning and its improved algorithm reveal that the BALA demonstrates desirable and stable performance in planning efficiency in any environment, and it can well balance the planning time and path length. Additionally, the practicability of the proposed algorithm is validated on Turtlebot3 burger robot.",Comput. Ind. Eng.,2021
acb75001a27047e249704fce1efaa6396d922f24,https://www.semanticscholar.org/paper/acb75001a27047e249704fce1efaa6396d922f24,Flying Through a Narrow Gap Using End-to-end Deep Reinforcement Learning Augmented with Curriculum Learning and Sim2Real,"Traversing through a tilted narrow gap is previously an intractable task for reinforcement learning mainly due to two challenges. First, searching feasible trajectories is not trivial because the goal behind the gap is difficult to reach. Second, the error tolerance after Sim2Real is low due to the relatively high speed in comparison to the gap's narrow dimensions. This problem is aggravated by the intractability of collecting real-world data due to the risk of collision damage. In this brief, we propose an end-to-end reinforcement learning framework that solves this task successfully by addressing both problems. To search for dynamically feasible flight trajectories, we use a curriculum learning to guide the agent toward the sparse reward behind the obstacle. To tackle the Sim2Real problem, we propose a Sim2Real framework that can transfer control commands to a real quadrotor without using real flight data. To the best of our knowledge, our brief is the first work that accomplishes successful gap traversing task purely using deep reinforcement learning.",IEEE transactions on neural networks and learning systems,2021
c3269b0f710a9838013228bb81179c1ad3382872,https://www.semanticscholar.org/paper/c3269b0f710a9838013228bb81179c1ad3382872,Deep deterministic policy gradient algorithm for crowd-evacuation path planning,"Abstract In existing evacuation methods, the large number of pedestrians and the complex environment will affect the efficiency of evacuation. Therefore, we propose a hierarchical evacuation method based on multi-agent deep reinforcement learning (MADRL) to solve the above problem. First, we use a two-level evacuation mechanism to guide evacuations, the crowd is divided into leaders and followers. Second, in the upper level, leaders perform path planning to guide the evacuation. To obtain the best evacuation path, we propose the efficient multi-agent deep deterministic policy gradient (E-MADDPG) algorithm for crowd-evacuation path planning. E-MADDPG algorithm combines learning curves to improve the fixed experience pool of MADDPG algorithm and uses high-priority experience playback strategy to improve the sampling strategy. The improvement increases the learning efficiency of the algorithm. Meanwhile we extract pedestrian motion trajectories from real motion videos to reduce the state space of algorithm. Third, in the bottom layer, followers use the relative velocity obstacle (RVO) algorithm to avoid collisions and follow leaders to evacuate. Finally, experimental results illustrate that the E-MADDPG algorithm can improve path planning efficiency, while the proposed method can improve the efficiency of crowd evacuation.",Comput. Ind. Eng.,2021
ef2fb679c9c8041bb995be50a117d560babecc1f,https://www.semanticscholar.org/paper/ef2fb679c9c8041bb995be50a117d560babecc1f,Time-Aware and Temperature-Aware Fire Evacuation Path Algorithm in IoT-Enabled Multi-Story Multi-Exit Buildings,"Temperature sensors with a communication capability can help monitor and report temperature values to a control station, which enables dynamic and real-time evacuation paths in fire emergencies. As compared to traditional approaches that identify a one-shot fire evacuation path, in this paper, we develop an intelligent algorithm that can identify time-aware and temperature-aware fire evacuation paths by considering temperature changes at different time slots in multi-story and multi-exit buildings. We first propose a method that can map three-dimensional multi-story multi-exit buildings into a two-dimensional graph. Then, a mathematical optimization model is proposed to capture this time-aware and temperature-aware evacuation path problem in multi-story multi-exit buildings. Six fire evacuation algorithms (BFS, SP, DBFS, TABFS, TASP and TADBFS) are proposed to identify the efficient evacuation path. The first three algorithms that do not address human temperature limit constraints can be used by rescue robots or firemen with fire-proof suits. The last three algorithms that address human temperature limit constraints can be used by evacuees in terms of total time slots and total temperature on the evacuation path. In the computational experiments, the open space building and the Taipei 101 Shopping Mall are all tested to verify the solution quality of these six algorithms. From the computational results, TABFS, TASP and TADBF identify almost the same evacuation path in open space building and the Taipei 101 Shopping Mall. BFS, SP DBFS can locate marginally better results in terms of evacuation time and total temperature on the evacuation path. When considering evacuating a group of evacuees, the computational time of the evacuation algorithm is very important in a time-limited evacuation process. Considering the extreme case of seven fires in eight emergency exits in the Taipei 101 Shopping Mall, the golden window for evacuation is 15 time slots. Only TABFS and TADBFS are applicable to evacuate 1200 people in the Taipei 101 Shopping Mall when one time slot is setting as one minute. The computational results show that the capacity limit for the Taipei 101 Shopping Mall is 800 people in the extreme case of seven fires. In this case, when the number of people in the building is less than 700, TADBFS should be adopted. When the number of people in the building is greater than 700, TABFS can evacuate more people than TADBFS. Besides identifying an efficient evacuation path, another significant contribution of this paper is to identify the best sensor density deployment at large buildings like the Taipei 101 Shopping Mall in considering the fire evacuation.",Sensors,2020
093972ac9b1968dc65a4949b2336d718a1141c66,https://www.semanticscholar.org/paper/093972ac9b1968dc65a4949b2336d718a1141c66,Deep Reinforcement Learning by Balancing Offline Monte Carlo and Online Temporal Difference Use Based on Environment Experiences,"Owing to the complexity involved in training an agent in a real-time environment, e.g., using the Internet of Things (IoT), reinforcement learning (RL) using a deep neural network, i.e., deep reinforcement learning (DRL) has been widely adopted on an online basis without prior knowledge and complicated reward functions. DRL can handle a symmetrical balance between bias and variance—this indicates that the RL agents are competently trained in real-world applications. The approach of the proposed model considers the combinations of basic RL algorithms with online and offline use based on the empirical balances of bias–variance. Therefore, we exploited the balance between the offline Monte Carlo (MC) technique and online temporal difference (TD) with on-policy (state-action–reward-state-action, Sarsa) and an off-policy (Q-learning) in terms of a DRL. The proposed balance of MC (offline) and TD (online) use, which is simple and applicable without a well-designed reward, is suitable for real-time online learning. We demonstrated that, for a simple control task, the balance between online and offline use without an on- and off-policy shows satisfactory results. However, in complex tasks, the results clearly indicate the effectiveness of the combined method in improving the convergence speed and performance in a deep Q-network.",Symmetry,2020
0d67fc59e69f44bed80a8afad1e5547dc98bab05,https://www.semanticscholar.org/paper/0d67fc59e69f44bed80a8afad1e5547dc98bab05,Deep reinforcement learning with a particle dynamics environment applied to emergency evacuation of a room with obstacles,"A very successful model for simulating emergency evacuation is the social-force model. At the heart of the model is the self-driven force that is applied to an agent and is directed towards the exit. However, it is not clear if the application of this force results in optimal evacuation, especially in complex environments with obstacles. Here, we develop a deep reinforcement learning algorithm in association with the social force model to train agents to find the fastest evacuation path. During training, we penalize every step of an agent in the room and give zero reward at the exit. We adopt the Dyna-Q learning approach. We first show that in the case of a room without obstacles the resulting self-driven force points directly towards the exit as in the social force model and that the median exit time intervals calculated using the two methods are not significantly different. Then, we investigate evacuation of a room with one obstacle and one exit. We show that our method produces similar results with the social force model when the obstacle is convex. However, in the case of concave obstacles, which sometimes can act as traps for agents governed purely by the social force model and prohibit complete room evacuation, our approach is clearly advantageous since it derives a policy that results in object avoidance and complete room evacuation without additional assumptions. We also study evacuation of a room with multiple exits. We show that agents are able to evacuate efficiently from the nearest exit through a shared network trained for a single agent. Finally, we test the robustness of the Dyna-Q learning approach in a complex environment with multiple exits and obstacles. Overall, we show that our model can efficiently simulate emergency evacuation in complex environments with multiple room exits and obstacles where it is difficult to obtain an intuitive rule for fast evacuation.",ArXiv,2020
1d2b00b522b51ab558d288d33bb234cdd7c8a4f3,https://www.semanticscholar.org/paper/1d2b00b522b51ab558d288d33bb234cdd7c8a4f3,Metis: Multi-Agent Based Crisis Simulation System,"With the advent of the computational technologies (Graphics Processing Units - GPUs) and Machine Learning, the research domain of crowd simulation for crisis management has flourished. Along with the new techniques and methodologies that have been proposed all those years, aiming to increase the realism of crowd simulation, several crisis simulation systems/tools have been developed, but most of them focus on special cases without providing users the ability to adapt them based on their needs. Towards these directions, in this paper, we introduce a novel multi-agent-based crisis simulation system for indoor cases. The main advantage of the system is its ease of use feature, focusing on non-expert users (users with little to no programming skills) that can exploit its capabilities a, adapt the entire environment based on their needs (Case studies) and set up building evacuation planning experiments with some of the most popular Reinforcement Learning algorithms. Simply put, the system's features focus on dynamic environment design and crisis management, interconnection with popular Reinforcement Learning libraries, agents with different characteristics (behaviors), fire propagation parameterization, realistic physics based on popular game engine, GPU-accelerated agents training and simulation end conditions. A case study exploiting a popular reinforcement learning algorithm, for training of the agents, presents the dynamics and the capabilities of the proposed systems and the paper is concluded with the highlights of the system and some future directions.",SETN Workshops,2020
57d2c1c4d43b98e703ab816539b7f094817e9d36,https://www.semanticscholar.org/paper/57d2c1c4d43b98e703ab816539b7f094817e9d36,Dynamic Topology Model of Q-Learning LEACH Using Disposable Sensors in Autonomous Things Environment,"Low-Energy Adaptive Clustering Hierarchy (LEACH) is a typical routing protocol that effectively reduces transmission energy consumption by forming a hierarchical structure between nodes. LEACH on Wireless Sensor Network (WSN) has been widely studied in the recent decade as one key technique for the Internet of Things (IoT). The main aims of the autonomous things, and one of advanced of IoT, is that it creates a flexible environment that enables movement and communication between objects anytime, anywhere, by saving computing power and utilizing efficient wireless communication capability. However, the existing LEACH method is only based on the model with a static topology, but a case for a disposable sensor is included in an autonomous thing’s environment. With the increase of interest in disposable sensors which constantly change their locations during the operation, dynamic topology changes should be considered in LEACH. This study suggests the probing model for randomly moving nodes, implementing a change in the position of a node depending on the environment, such as strong winds. In addition, as a method to quickly adapt to the change in node location and construct a new topology, we propose Q-learning LEACH based on Q-table reinforcement learning and Fuzzy-LEACH based on Fuzzifier method. Then, we compared the results of the dynamic and static topology model with existing LEACH on the aspects of energy loss, number of alive nodes, and throughput. By comparison, all types of LEACH showed sensitivity results on the dynamic location of each node, while Q-LEACH shows best performance of all.",Applied Sciences,2020
697bf703d5dd23d17274d55b6dc96af4cef0ea90,https://www.semanticscholar.org/paper/697bf703d5dd23d17274d55b6dc96af4cef0ea90,Crowd simulation for crisis management: the outcomes of the last decade,"The last few decades, crowd simulation for crisis management is highlighted as an important topic of interest for many scientific fields. As the continues evolution of computational resources increases, along with the capabilities of Artificial Intelligence, the demand for better and more realistic simulation has become more attractive and popular to scientists. Along those years, there have been published hundreds of research articles and have been created numerous different systems that aim to simulate crowd behaviors, crisis cases and emergency evacuation scenarios. For better outcomes, recent research has focused on the separation of the problem of crisis management, to multiple research sub-fields (categories), such as the navigation of the simulated pedestrians, their psychology, the group dynamics etc. There have been extended research works suggesting new methods and techniques for those categories of problems. In this paper, we propose three main research categories, each one consist of several sub-categories, relying on crowd simulation for crisis management aspects and we present the outcomes of the last decade, focusing mostly on works exploiting multi-agent technologies. We analyze a number of technologies, methodologies, techniques, tools and systems introduced throughout the last years. A comparative review and discussion of the proposed categories is presented towards the identification of the most efficient aspects of the proposed categories. A general framework, towards the future crowd simulation for crisis management is presented based on the most efficient to yield the most realistic outcomes of the last decades. The paper is concluded with some highlights and open questions for future directions.",ArXiv,2020
bfa4c82684d72c399b7d2c0fc2e340eb80e80487,https://www.semanticscholar.org/paper/bfa4c82684d72c399b7d2c0fc2e340eb80e80487,A Review of AI and AI Intelligence Assessment,"The design and application of AI systems have witnessed rapid development in various fields over a period of three scores, accompanied by researcher’s increasing interest in developing a more intelligent and humanoid AI system. Naturally, it becomes more essential to assess the intelligence of AI objectively and quantitatively, as related researches are still limited and the quantitative methods lack. In this paper, we first comprehensively review the current studies on AI systems, and conclude that these studies could be classified into two groups, i.e. the design as well as development of AI systems and the intelligence assessment of AI. Reviews finds the need and urgency for the quantitative intelligence assessment methods for AI. We also believe that a more efficient assessment method is to establish an index system to estimate and score the intelligence level of AI quantitatively.",2020 IEEE 4th Conference on Energy Internet and Energy System Integration (EI2),2020
cbc2813c8011edc36b4ed6bf18556f13a202076d,https://www.semanticscholar.org/paper/cbc2813c8011edc36b4ed6bf18556f13a202076d,Applications of artificial intelligence for disaster management,"Natural hazards have the potential to cause catastrophic damage and significant socioeconomic loss. The actual damage and loss observed in the recent decades has shown an increasing trend. As a result, disaster managers need to take a growing responsibility to proactively protect their communities by developing efficient management strategies. A number of research studies apply artificial intelligence (AI) techniques to process disaster-related data for supporting informed disaster management. This study provides an overview of current applications of AI in disaster management during its four phases: mitigation, preparedness, response, and recovery. It presents example applications of different AI techniques and their benefits for supporting disaster management at different phases, as well as some practical AI-based decision support tools. We find that the majority of AI applications focus on the disaster response phase. This study also identifies challenges to inspire the professional community to advance AI techniques for addressing them in future research.",Natural Hazards,2020
