@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,article-number,prism:isbn,pii,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125943862', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125943862?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125943862&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125943862&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125943862,SCOPUS_ID:85125943862,2-s2.0-85125943862,A Deep Learning Approach to Dead-Reckoning Navigation for Autonomous Underwater Vehicles with Limited Sensor Payloads,Saksvik I.B.,Oceans Conference Record (IEEE),,2021-September,,,2021-01-01,2021,10.23919/OCEANS44145.2021.9706096,0,"[{'@_fa': 'true', 'affilname': 'OsloMet – storbyuniversitetet', 'affiliation-city': 'Oslo', 'affiliation-country': 'Norway'}]",Conference Proceeding,cp,Conference Paper,13654,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",01977385,,"[{'@_fa': 'true', '$': '9780692935590'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124137021', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124137021?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124137021&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124137021&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124137021,SCOPUS_ID:85124137021,2-s2.0-85124137021,The Decoding Method Study of DSC Signal,Yang L.,"ISPACS 2021 - International Symposium on Intelligent Signal Processing and Communication Systems: 5G Dream to Reality, Proceeding",,,,,2021-01-01,2021,10.1109/ISPACS51563.2021.9651046,0,"[{'@_fa': 'true', 'affilname': 'National Kaohsiung University of Science and Technology', 'affiliation-city': 'Kaohsiung', 'affiliation-country': 'Taiwan'}]",Conference Proceeding,cp,Conference Paper,21101075254,0,False,,,,,"[{'@_fa': 'true', '$': '9781665419512'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119438744', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119438744?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119438744&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119438744&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119438744,SCOPUS_ID:85119438744,2-s2.0-85119438744,A Balanced Routing Protocol Based on Machine Learning for Underwater Sensor Networks,Alsalman L.,IEEE Access,21693536,9,,152082-152097,2021-01-01,2021,10.1109/ACCESS.2021.3126107,0,"[{'@_fa': 'true', 'affilname': 'Kuwait University', 'affiliation-city': 'Kuwait City', 'affiliation-country': 'Kuwait'}]",Journal,ar,Article,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117818910', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117818910?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117818910&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117818910&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85117818910,SCOPUS_ID:85117818910,2-s2.0-85117818910,What the shipbuilding future holds in terms of CAD/CAM/CIM systems,Fernandez R.P.,"SNAME 7th International Symposium on Ship Operations, Management and Economics, SOME 2021",,,,,2021-01-01,2021,10.5957/SOME-2021-004,0,"[{'@_fa': 'true', 'affilname': 'Universidad Politécnica de Madrid', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",Conference Proceeding,cp,Conference Paper,21101062821,0,False,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115361451', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115361451?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115361451&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115361451&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115361451,SCOPUS_ID:85115361451,2-s2.0-85115361451,Significant wave height forecasting using WRF-CLSF model in Taiwan strait,Ma J.,Engineering Applications of Computational Fluid Mechanics,1997003X,15,1,1400-1419,2021-01-01,2021,10.1080/19942060.2021.1974947,0,"[{'@_fa': 'true', 'affilname': 'Fujian Agriculture and Forestry University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,19700201443,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",19942060,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107787069', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107787069?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107787069&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107787069&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85107787069,SCOPUS_ID:85107787069,2-s2.0-85107787069,Secure Data Transmission Framework for Internet of Things based on Oil Spill Detection Application,Abhijith H.V.,International Journal of Advanced Computer Science and Applications,21565570,12,5,189-195,2021-01-01,2021,10.14569/IJACSA.2021.0120523,1,"[{'@_fa': 'true', 'affilname': 'Sai Vidya Institute of Technology', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",Journal,ar,Article,21100867241,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",2158107X,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85106467851', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85106467851?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106467851&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106467851&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85106467851,SCOPUS_ID:85106467851,2-s2.0-85106467851,A Co-Operative hybrid model for ship motion prediction,Skulstad R.,"Modeling, Identification and Control",18901328,42,1,17-26,2021-01-01,2021,10.4173/mic.2021.1.2,1,"[{'@_fa': 'true', 'affilname': 'Norges Teknisk-Naturvitenskapelige Universitet', 'affiliation-city': 'Trondheim', 'affiliation-country': 'Norway'}]",Journal,ar,Article,12170,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",03327353,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85104872595', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85104872595?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104872595&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104872595&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85104872595,SCOPUS_ID:85104872595,2-s2.0-85104872595,The systematic methods to define the deck environment of a non-traditional ship platform for a VTOL UAS,Ferrier B.,9th Biennial Autonomous VTOL Technical Meeting and 8th Annual Electric VTOL Symposium,,,,,2021-01-01,2021,,0,"[{'@_fa': 'true', 'affilname': 'Univ of Exeter Hoffman Eng', 'affiliation-city': 'Fairfax', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101043573,0,False,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85099930234', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85099930234?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099930234&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099930234&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85099930234,SCOPUS_ID:85099930234,2-s2.0-85099930234,A Deep Learning Approach to Spatiotemporal Sea Surface Height Interpolation and Estimation of Deep Currents in Geostrophic Ocean Turbulence,Manucharyan G.E.,Journal of Advances in Modeling Earth Systems,19422466,13,1,,2021-01-01,January 2021,10.1029/2019MS001965,5,"[{'@_fa': 'true', 'affilname': 'University of Washington School of Oceanography', 'affiliation-city': 'Seattle', 'affiliation-country': 'United States'}]",Journal,ar,Article,21100218107,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,e2019MS001965,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097024407', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097024407?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097024407&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097024407&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097024407,SCOPUS_ID:85097024407,2-s2.0-85097024407,Autonomous navigation of stratospheric balloons using reinforcement learning,Bellemare M.G.,Nature,14764687,588,7836,77-82,2020-12-03,3 December 2020,10.1038/s41586-020-2939-8,23,"[{'@_fa': 'true', 'affilname': 'Google LLC', 'affiliation-city': 'Mountain View', 'affiliation-country': 'United States'}]",Journal,ar,Article,21206,0,False,,,00280836,,,,33268863
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85099693337', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85099693337?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099693337&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099693337&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85099693337,SCOPUS_ID:85099693337,2-s2.0-85099693337,Real-Time Deep Learning-Based Object Detection Framework,Tarimo W.,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",,,,1829-1836,2020-12-01,1 December 2020,10.1109/SSCI47803.2020.9308493,0,"[{'@_fa': 'true', 'affilname': 'Connecticut College', 'affiliation-city': 'New London', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101034124,0,False,,,,9308493,"[{'@_fa': 'true', '$': '9781728125473'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85096967272', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85096967272?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096967272&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096967272&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85096967272,SCOPUS_ID:85096967272,2-s2.0-85096967272,Bayesian information fusion and multitarget tracking for maritime situational awareness,Gaglione D.,"IET Radar, Sonar and Navigation",,14,12,2000-2009,2020-12-01,1 December 2020,10.1049/iet-rsn.2019.0508,9,"[{'@_fa': 'true', 'affilname': 'NATO Undersea Research Centre', 'affiliation-city': 'La Spezia', 'affiliation-country': 'Italy'}]",Journal,ar,Article,5700165202,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",17518784,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097288532', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097288532?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097288532&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097288532&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097288532,SCOPUS_ID:85097288532,2-s2.0-85097288532,Fishing Vessels Activity Detection from Longitudinal AIS Data,Arasteh S.,GIS: Proceedings of the ACM International Symposium on Advances in Geographic Information Systems,,,,347-356,2020-11-03,3 November 2020,10.1145/3397536.3422267,3,"[{'@_fa': 'true', 'affilname': 'Simon Fraser University', 'affiliation-city': 'Burnaby', 'affiliation-country': 'Canada'}]",Conference Proceeding,cp,Conference Paper,21101030002,0,False,,,,,"[{'@_fa': 'true', '$': '9781450380195'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092236198', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092236198?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092236198&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092236198&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092236198,SCOPUS_ID:85092236198,2-s2.0-85092236198,Energy flow control and sizing of a hybrid battery/supercapacitor storage in MVDC shipboard power systems,Forestieri J.N.,IET Electrical Systems in Transportation,20429746,10,3,301-309,2020-09-01,1 September 2020,10.1049/iet-est.2019.0161,8,"[{'@_fa': 'true', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,ar,Article,19900194817,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",20429738,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090180878', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090180878?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090180878&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090180878&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090180878,SCOPUS_ID:85090180878,2-s2.0-85090180878,A novel target detection method of the unmanned surface vehicle under all‐weather conditions with an improved yolov3,Li Y.,Sensors (Switzerland),,20,17,1-14,2020-09-01,1 September 2020,10.3390/s20174885,10,"[{'@_fa': 'true', 'affilname': 'Shenyang Institute of Automation Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,4885,,,32872289
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85087418242', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85087418242?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087418242&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087418242&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1674987120301201'}",https://api.elsevier.com/content/abstract/scopus_id/85087418242,SCOPUS_ID:85087418242,2-s2.0-85087418242,A novel type of neural networks for feature engineering of geological data: Case studies of coal and gas hydrate-bearing sediments,Jiang L.,Geoscience Frontiers,,11,5,1511-1531,2020-09-01,September 2020,10.1016/j.gsf.2020.04.016,33,"[{'@_fa': 'true', 'affilname': 'Shandong University of Science and Technology', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",Journal,ar,Article,19700182749,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",16749871,,,S1674987120301201,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097300623', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097300623?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097300623&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097300623&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097300623,SCOPUS_ID:85097300623,2-s2.0-85097300623,Prediction of ocean import shipment lead time using machine learning methods,Hathikal S.,SN Applied Sciences,25233971,2,7,,2020-07-01,July 2020,10.1007/s42452-020-2951-5,3,"[{'@_fa': 'true', 'affilname': 'Laufer Group International', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}]",Journal,ar,Article,21101037132,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,1272,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85088707377', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85088707377?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088707377&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088707377&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85088707377,SCOPUS_ID:85088707377,2-s2.0-85088707377,Research and Design of the Architecture of the Marine Logistics Information Platform Based on Big Data,Zhang N.,Journal of Coastal Research,15515036,106,sp1,628-632,2020-06-01,1 June 2020,10.2112/SI106-142.1,2,"[{'@_fa': 'true', 'affilname': 'Shijiazhuang University', 'affiliation-city': 'Shijiazhuang', 'affiliation-country': 'China'}]",Journal,ar,Article,27374,0,False,,,07490208,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85085652380', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85085652380?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085652380&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085652380&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85085652380,SCOPUS_ID:85085652380,2-s2.0-85085652380,Risk assessment of the overseas imported COVID-19 of ocean-going ships based on AIS and infection data,Wang Z.,ISPRS International Journal of Geo-Information,22209964,9,6,,2020-06-01,June 2020,10.3390/ijgi9060351,13,"[{'@_fa': 'true', 'affilname': 'Shanghai Maritime University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,21100427639,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,ijgi9060351,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85078935060', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85078935060?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078935060&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078935060&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85078935060,SCOPUS_ID:85078935060,2-s2.0-85078935060,Neuro-fuzzy dynamic position prediction for autonomous work-class ROV docking,Trslić P.,Sensors (Switzerland),,20,3,,2020-02-01,1 February 2020,10.3390/s20030693,2,"[{'@_fa': 'true', 'affilname': 'University of Limerick', 'affiliation-city': 'Limerick', 'affiliation-country': 'Ireland'}]",Journal,ar,Article,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,693,,,32012724
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85094200253', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85094200253?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094200253&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094200253&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85094200253,SCOPUS_ID:85094200253,2-s2.0-85094200253,A take on wake modeling of turbines based on deep learning,Ziaei D.,"American Society of Mechanical Engineers, Power Division (Publication) POWER",,2020-August,,,2020-01-01,2020,10.1115/POWER2020-16950,1,"[{'@_fa': 'true', 'affilname': 'University of Maryland, Baltimore County (UMBC)', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,19900194828,0,False,,,,v001t10a017,"[{'@_fa': 'true', '$': '9780791883747'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090583465', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090583465?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090583465&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090583465&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090583465,SCOPUS_ID:85090583465,2-s2.0-85090583465,IOceanSee: A Novel Scheme for Ocean State Estimation Using 3D Mobile Convolutional Neural Network,Wu H.,IEEE Access,21693536,8,,153774-153786,2020-01-01,2020,10.1109/ACCESS.2020.3018270,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Maritime University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,9172055,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089017653', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089017653?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089017653&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089017653&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089017653,SCOPUS_ID:85089017653,2-s2.0-85089017653,Fuzzy controller and emotional model for evacuation of virtual crowd behaviors,Chennoufi M.,Intelligent Decision Technologies,18758843,14,2,199-214,2020-01-01,2020,10.3233/IDT-190092,0,"[{'@_fa': 'true', 'affilname': 'Université des Sciences et de la Technologie d’Oran Mohamed-Boudiaf', 'affiliation-city': 'Oran', 'affiliation-country': 'Algeria'}]",Journal,ar,Article,21100211724,0,False,,,18724981,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85081093665', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85081093665?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081093665&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081093665&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85081093665,SCOPUS_ID:85081093665,2-s2.0-85081093665,Comparing performances of five distinct automatic classifiers for fin whale vocalizations in beamformed spectrograms of coherent hydrophone array,Garcia H.A.,Remote Sensing,20724292,12,2,,2020-01-01,1 January 2020,10.3390/rs12020326,4,"[{'@_fa': 'true', 'affilname': 'Northeastern University', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",Journal,ar,Article,86430,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,326,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075010839', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075010839?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075010839&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075010839&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075010839,SCOPUS_ID:85075010839,2-s2.0-85075010839,Compact models for adaptive sampling in marine robotics,Fossum T.,International Journal of Robotics Research,17413176,39,1,127-142,2020-01-01,1 January 2020,10.1177/0278364919884141,2,"[{'@_fa': 'true', 'affilname': 'Norges Teknisk-Naturvitenskapelige Universitet', 'affiliation-city': 'Trondheim', 'affiliation-country': 'Norway'}, {'@_fa': 'true', 'affilname': 'Centre for Autonomous Marine Operations and Systems (AMOS)', 'affiliation-city': 'Trondheim', 'affiliation-country': 'Norway'}]",Journal,ar,Article,18050,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",02783649,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85082515751', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85082515751?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082515751&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082515751&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85082515751,SCOPUS_ID:85082515751,2-s2.0-85082515751,"A SPA-Based Semantic Computing System for Global &amp; Environmental Analysis and Visualization with ""5-Dimensional World-Map"": ""towards Environmental Artificial Intelligence",Kiyoki Y.,Frontiers in Artificial Intelligence and Applications,,321,,285-305,2019-12-13,13 December 2019,10.3233/FAIA200021,1,"[{'@_fa': 'true', 'affilname': 'Keio University', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Book Series,cp,Conference Paper,19500157321,0,False,,,09226389,,"[{'@_fa': 'true', '$': '9781643680446'}]",,
