@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,prism:issueIdentifier,article-number,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123036482', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123036482?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123036482&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123036482&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123036482,SCOPUS_ID:85123036482,2-s2.0-85123036482,FROM NASA TO HEALTHCARE: REAL-TIME DATA ANALYTICS (MISSION CONTROL) IS RESHAPING HEALTHCARE SERVICES,Schlicher J.,Perspectives in health information management,15594122,18,,2021-09-01,1 September 2021,,,0,,Journal,ar,Article,10600153339,0,False,,,,4,,34975356,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119599808', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119599808?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119599808&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119599808&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119599808,SCOPUS_ID:85119599808,2-s2.0-85119599808,Recognition method for adhesive fish based on depthwise separable convolution network,Zhang L.,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,,37,160-167,2021-09-01,1 September 2021,10.11975/j.issn.1002-6819.2021.17.018,,0,"[{'@_fa': 'true', 'affilname': 'China Agricultural University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,62499,0,False,,,10026819,17,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115823362', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115823362?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115823362&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115823362&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115823362,SCOPUS_ID:85115823362,2-s2.0-85115823362,Neuroevolutionary control for autonomous soaring,Kim E.J.,Aerospace,22264310,8,,2021-09-01,September 2021,10.3390/aerospace8090267,,1,"[{'@_fa': 'true', 'affilname': 'Royal Military College of Canada', 'affiliation-city': 'Kingston', 'affiliation-country': 'Canada'}]",Journal,ar,Article,21100853739,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,9,267,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85113813725', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85113813725?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113813725&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113813725&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85113813725,SCOPUS_ID:85113813725,2-s2.0-85113813725,Task-space impedance control of a parallel Delta robot using dual quaternions and a neural network,Noppeney V.,Journal of the Brazilian Society of Mechanical Sciences and Engineering,18063691,43,,2021-09-01,September 2021,10.1007/s40430-021-03157-4,,0,"[{'@_fa': 'true', 'affilname': 'São Carlos School of Engineering', 'affiliation-city': 'Sao Carlos', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,71359,0,False,,,16785878,9,440,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85113273806', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85113273806?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113273806&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113273806&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1574119221000973'}",https://api.elsevier.com/content/abstract/scopus_id/85113273806,SCOPUS_ID:85113273806,2-s2.0-85113273806,REAM: A Framework for Resource Efficient Adaptive Monitoring of Community Spaces,Venkateswaran P.,Pervasive and Mobile Computing,,76,,2021-09-01,September 2021,10.1016/j.pmcj.2021.101459,S1574119221000973,0,"[{'@_fa': 'true', 'affilname': 'University of California, Irvine', 'affiliation-city': 'Irvine', 'affiliation-country': 'United States'}]",Journal,ar,Article,3200147819,0,False,,,15741192,,101459,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85112246959', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85112246959?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112246959&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112246959&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85112246959,SCOPUS_ID:85112246959,2-s2.0-85112246959,Investigating cosmological GAN emulators using latent space interpolation,Tamosiunas A.,Monthly Notices of the Royal Astronomical Society,13652966,506,3049-3067,2021-09-01,1 September 2021,10.1093/mnras/stab1879,,3,"[{'@_fa': 'true', 'affilname': 'University of Portsmouth', 'affiliation-city': 'Portsmouth', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'University of Nottingham', 'affiliation-city': 'Nottingham', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,28218,1,True,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",00358711,2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85111659338', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85111659338?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111659338&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111659338&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85111659338,SCOPUS_ID:85111659338,2-s2.0-85111659338,The impact of deep learning–based equipment usage detection on building energy demand estimation,Wei S.,Building Services Engineering Research and Technology,14770849,42,545-557,2021-09-01,September 2021,10.1177/01436244211034737,,1,"[{'@_fa': 'true', 'affilname': 'University of Nottingham', 'affiliation-city': 'Nottingham', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,26956,0,False,,,01436244,5,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85110839809', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85110839809?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110839809&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110839809&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85110839809,SCOPUS_ID:85110839809,2-s2.0-85110839809,Machine-Learning-Based Microwave Sensing: A Case Study for the Food Industry,Ricci M.,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,21563365,11,503-514,2021-09-01,September 2021,10.1109/JETCAS.2021.3097699,,1,"[{'@_fa': 'true', 'affilname': 'Politecnico di Torino', 'affiliation-city': 'Turin', 'affiliation-country': 'Italy'}]",Journal,ar,Article,19700201678,0,False,,,21563357,3,9489295,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85109095539', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85109095539?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109095539&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109095539&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2666546821000537'}",https://api.elsevier.com/content/abstract/scopus_id/85109095539,SCOPUS_ID:85109095539,2-s2.0-85109095539,Development of a Soft Actor Critic deep reinforcement learning approach for harnessing energy flexibility in a Large Office building,Kathirgamanathan A.,Energy and AI,26665468,5,,2021-09-01,September 2021,10.1016/j.egyai.2021.100101,S2666546821000537,2,"[{'@_fa': 'true', 'affilname': 'University College Dublin', 'affiliation-city': 'Dublin', 'affiliation-country': 'Ireland'}]",Journal,ar,Article,21101047378,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,100101,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85108677220', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85108677220?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108677220&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108677220&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0952197621001640'}",https://api.elsevier.com/content/abstract/scopus_id/85108677220,SCOPUS_ID:85108677220,2-s2.0-85108677220,Deep replacement: Reinforcement learning based constellation management and autonomous replacement,Kopacz J.,Engineering Applications of Artificial Intelligence,,104,,2021-09-01,September 2021,10.1016/j.engappai.2021.104316,S0952197621001640,0,"[{'@_fa': 'true', 'affilname': 'University of Denver', 'affiliation-city': 'Denver', 'affiliation-country': 'United States'}]",Journal,ar,Article,24182,0,False,,,09521976,,104316,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107952090', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107952090?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107952090&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107952090&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1570870521001062'}",https://api.elsevier.com/content/abstract/scopus_id/85107952090,SCOPUS_ID:85107952090,2-s2.0-85107952090,Developing novel low complexity models using received in-phase and quadrature-phase samples for interference detection and classification in Wireless Sensor Network and GPS edge devices,O'Mahony G.D.,Ad Hoc Networks,,120,,2021-09-01,1 September 2021,10.1016/j.adhoc.2021.102562,S1570870521001062,1,"[{'@_fa': 'true', 'affilname': 'University College Cork', 'affiliation-city': 'Cork', 'affiliation-country': 'Ireland'}]",Journal,ar,Article,26799,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",15708705,,102562,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107608455', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107608455?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107608455&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107608455&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670721003553'}",https://api.elsevier.com/content/abstract/scopus_id/85107608455,SCOPUS_ID:85107608455,2-s2.0-85107608455,A stochastic machine learning based approach for observability enhancement of automated smart grids,Min L.,Sustainable Cities and Society,,72,,2021-09-01,September 2021,10.1016/j.scs.2021.103071,S2210670721003553,9,"[{'@_fa': 'true', 'affilname': 'Wuhan Textile University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,19700194105,0,False,,,22106707,,103071,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107073021', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107073021?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107073021&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107073021&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1383762121001314'}",https://api.elsevier.com/content/abstract/scopus_id/85107073021,SCOPUS_ID:85107073021,2-s2.0-85107073021,Memory-efficient deep learning inference with incremental weight loading and data layout reorganization on edge systems,Ji C.,Journal of Systems Architecture,,118,,2021-09-01,September 2021,10.1016/j.sysarc.2021.102183,S1383762121001314,0,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Science and Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,12398,0,False,,,13837621,,102183,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105950770', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105950770?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105950770&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105950770&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105950770,SCOPUS_ID:85105950770,2-s2.0-85105950770,Binary domain adaptation with independence maximization,Abdi L.,International Journal of Machine Learning and Cybernetics,1868808X,12,2559-2578,2021-09-01,September 2021,10.1007/s13042-021-01339-z,,0,"[{'@_fa': 'true', 'affilname': 'Shiraz University', 'affiliation-city': 'Shiraz', 'affiliation-country': 'Iran'}]",Journal,ar,Article,19700177336,0,False,,,18688071,9,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85104714129', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85104714129?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104714129&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104714129&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1568494621003410'}",https://api.elsevier.com/content/abstract/scopus_id/85104714129,SCOPUS_ID:85104714129,2-s2.0-85104714129,Development and experimental realization of an adaptive neural-based discrete model predictive direct torque and flux controller for induction motor drive,Sahu A.,Applied Soft Computing,,108,,2021-09-01,September 2021,10.1016/j.asoc.2021.107418,S1568494621003410,2,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Rourkela', 'affiliation-city': 'Rourkela', 'affiliation-country': 'India'}]",Journal,ar,Article,18136,0,False,,,15684946,,107418,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85102925094', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85102925094?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102925094&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102925094&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85102925094,SCOPUS_ID:85102925094,2-s2.0-85102925094,DLGEA: a deep learning guided evolutionary algorithm for water contamination source identification,Qian K.,Neural Computing and Applications,14333058,33,11889-11903,2021-09-01,September 2021,10.1007/s00521-021-05894-y,,2,"[{'@_fa': 'true', 'affilname': 'Southern University of Science and Technology', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",Journal,ar,Article,24800,0,False,,,09410643,18,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85102677076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85102677076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102677076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102677076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85102677076,SCOPUS_ID:85102677076,2-s2.0-85102677076,Artificial Intelligence Empowered QoS-Oriented Network Association for Next-Generation Mobile Networks,Yuan X.,IEEE Transactions on Cognitive Communications and Networking,23327731,7,856-870,2021-09-01,September 2021,10.1109/TCCN.2021.3065463,,4,"[{'@_fa': 'true', 'affilname': 'Beijing University of Posts and Telecommunications', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,21100854831,0,False,,,,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097958942', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097958942?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097958942&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097958942&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097958942,SCOPUS_ID:85097958942,2-s2.0-85097958942,Data Freshness and Energy-Efficient UAV Navigation Optimization: A Deep Reinforcement Learning Approach,Abedin S.F.,IEEE Transactions on Intelligent Transportation Systems,15580016,22,5994-6006,2021-09-01,September 2021,10.1109/TITS.2020.3039617,,8,"[{'@_fa': 'true', 'affilname': 'Mid Sweden University, Sundsvall', 'affiliation-city': 'Sundsvall', 'affiliation-country': 'Sweden'}]",Journal,ar,Article,18378,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",15249050,9,9285214,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090067311', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090067311?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090067311&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090067311&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090067311,SCOPUS_ID:85090067311,2-s2.0-85090067311,Drought risk assessment and prediction using artificial intelligence over the southern Maharashtra state of India,Singh T.P.,Modeling Earth Systems and Environment,23636211,7,2005-2013,2021-09-01,September 2021,10.1007/s40808-020-00947-y,,3,"[{'@_fa': 'true', 'affilname': 'Symbiosis Institute of Geoinformatics', 'affiliation-city': 'Pune', 'affiliation-country': 'India'}]",Journal,ar,Article,21100981415,0,False,,,23636203,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85088375917', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85088375917?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088375917&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088375917&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85088375917,SCOPUS_ID:85088375917,2-s2.0-85088375917,"Beyond typologies, beyond optimization: Exploring novel structural forms at the interface of human and machine intelligence",Saldana Ochoa K.,International Journal of Architectural Computing,20483988,19,466-490,2021-09-01,September 2021,10.1177/1478077120943062,,3,"[{'@_fa': 'true', 'affilname': 'ETH Zürich', 'affiliation-city': 'Zurich ZH,', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,19900192316,0,False,,,14780771,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119066146', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119066146?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119066146&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119066146&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119066146,SCOPUS_ID:85119066146,2-s2.0-85119066146,Application of virtual panorama technology based on multi-source information fusion in high quality development of the Yellow River,Shan T.,"2021 IEEE International Conference on Advances in Electrical Engineering and Computer Applications, AEECA 2021",,,590-593,2021-08-27,27 August 2021,10.1109/AEECA52519.2021.9574150,,0,"[{'@_fa': 'true', 'affilname': 'Qilu University of Technology', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101065466,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781665435611'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117600385', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117600385?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117600385&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117600385&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85117600385,SCOPUS_ID:85117600385,2-s2.0-85117600385,Indian Sign language Recognition Using Color Space Model and Thresholding,Singh R.,"2021 Asian Conference on Innovation in Technology, ASIANCON 2021",,,,2021-08-27,27 August 2021,10.1109/ASIANCON51346.2021.9544615,,0,"[{'@_fa': 'true', 'affilname': 'Manipal University Jaipur', 'affiliation-city': 'Jaipur', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,21101062470,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781728185835'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117504801', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117504801?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117504801&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117504801&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85117504801,SCOPUS_ID:85117504801,2-s2.0-85117504801,Deep Learning based Smart Parking for a Metropolitan Area,Iqbal M.I.,TENSYMP 2021 - 2021 IEEE Region 10 Symposium,,,,2021-08-23,23 August 2021,10.1109/TENSYMP52854.2021.9550904,,0,"[{'@_fa': 'true', 'affilname': 'United International University', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",Conference Proceeding,cp,Conference Paper,21101062315,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781665400268'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116281603', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116281603?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116281603&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116281603&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116281603,SCOPUS_ID:85116281603,2-s2.0-85116281603,"Virtual Urban Space Simulator - - Gliwice, Poland City Centre Example in the Context of COVID-19 pandemic",Galuszka A.,"2021 25th International Conference on Methods and Models in Automation and Robotics, MMAR 2021",,,303-308,2021-08-23,23 August 2021,10.1109/MMAR49549.2021.9528467,,1,"[{'@_fa': 'true', 'affilname': 'Silesian University of Technology', 'affiliation-city': 'Gliwice', 'affiliation-country': 'Poland'}]",Conference Proceeding,cp,Conference Paper,21101060574,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781728173801'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85113298549', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85113298549?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113298549&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113298549&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85113298549,SCOPUS_ID:85113298549,2-s2.0-85113298549,Predicting near-infrared hyperspectral images from visible hyperspectral images,Mei S.,Journal of Image and Graphics,,26,1786-1795,2021-08-16,16 August 2021,10.11834/jig.210184,,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,21101021717,0,False,,,10068961,8,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85112019540', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85112019540?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112019540&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112019540&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85112019540,SCOPUS_ID:85112019540,2-s2.0-85112019540,Binocular stereo matching of real scenes based on a convolutional neural network and computer graphics,Kou L.,Optics Express,10944087,29,26876-26893,2021-08-16,16 August 2021,10.1364/OE.433247,,1,"[{'@_fa': 'true', 'affilname': 'Southwest Jiaotong University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,12862,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,17,,34615114,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85114957257', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85114957257?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114957257&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114957257&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85114957257,SCOPUS_ID:85114957257,2-s2.0-85114957257,Would Your Tweet Invoke Hate on the Fly? Forecasting Hate Intensity of Reply Threads on Twitter,Dahiya S.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,,2732-2742,2021-08-14,14 August 2021,10.1145/3447548.3467150,,2,"[{'@_fa': 'true', 'affilname': 'Indraprastha Institute of Information Technology, Delhi', 'affiliation-city': 'New Delhi', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,21101058999,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,,"[{'@_fa': 'true', '$': '9781450383325'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85114924923', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85114924923?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114924923&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114924923&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85114924923,SCOPUS_ID:85114924923,2-s2.0-85114924923,Reinforcing Pretrained Models for Generating Attractive Text Advertisements,Wang X.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,,3697-3707,2021-08-14,14 August 2021,10.1145/3447548.3467105,,0,"[{'@_fa': 'true', 'affilname': 'Microsoft Research Asia', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101058999,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781450383325'}]"
