@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,pii,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124592477', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124592477?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124592477&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124592477&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124592477,SCOPUS_ID:85124592477,2-s2.0-85124592477,COVID-19 Vaccine Distribution: Combining SEIR and Machine Learning,López-Sandoval V.,Uniciencia,,22153470,36,1,,2022-01-01,January 2022,10.15359/ru.36-1.12,0,"[{'@_fa': 'true', 'affilname': 'Gerardo Barrios University', 'affiliation-city': 'San Miguel', 'affiliation-country': 'El Salvador'}]",Journal,ar,Article,,21100931880,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124446760', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124446760?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124446760&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124446760&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124446760,SCOPUS_ID:85124446760,2-s2.0-85124446760,How Artificial Intelligence and Machine Learning Is Assisting Us to Extract Meaning from Data on Bone Mechanics?,Mouloodi S.,Advances in experimental medicine and biology,00652598,,1356,,195-221,2022-01-01,2022,10.1007/978-3-030-87779-8_9,0,"[{'@_fa': 'true', 'affilname': 'Department of Mechanical Engineering', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,re,Review,,26761,0,False,,,,35146623,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124383509', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124383509?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124383509&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124383509&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124383509,SCOPUS_ID:85124383509,2-s2.0-85124383509,Mathematical and Statistical Study for the Wastewater Adsorbent Regeneration Using the Central Composite Design,Bencheikh I.,EAI/Springer Innovations in Communication and Computing,25228595,25228609,,,71-83,2022-01-01,2022,10.1007/978-3-030-90083-0_6,0,"[{'@_fa': 'true', 'affilname': 'Faculté des Sciences Rabat', 'affiliation-city': 'Rabat', 'affiliation-country': 'Morocco'}]",Book Series,ch,Book Chapter,,21101019713,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124203523', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124203523?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124203523&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124203523&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124203523,SCOPUS_ID:85124203523,2-s2.0-85124203523,GDLL: A Scalable and Share Nothing Architecture based Distributed Graph Neural Networks Framework,Van D.T.T.,IEEE Access,,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148126,0,"[{'@_fa': 'true', 'affilname': 'Kyung Hee University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124098001', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124098001?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124098001&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124098001&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124098001,SCOPUS_ID:85124098001,2-s2.0-85124098001,Artificial Intelligence as a Service for Immoral Content Detection and Eradication,Shah F.,Scientific Programming,10589244,,2022,,,2022-01-01,2022,10.1155/2022/6825228,0,"[{'@_fa': 'true', 'affilname': 'Shaheed Zulfikar Ali Bhutto Institute of Science and Technology, Islamabad', 'affiliation-city': 'Islamabad', 'affiliation-country': 'Pakistan'}]",Journal,ar,Article,6825228,19926,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124091575', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124091575?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124091575&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124091575&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124091575,SCOPUS_ID:85124091575,2-s2.0-85124091575,MiSiCNet: Minimum Simplex Convolutional Network for Deep Hyperspectral Unmixing,Rasti B.,IEEE Transactions on Geoscience and Remote Sensing,01962892,15580644,,,,2022-01-01,2022,10.1109/TGRS.2022.3146904,0,"[{'@_fa': 'true', 'affilname': 'HZDR - Helmholtz-Zentrum Dresden-Rossendorf', 'affiliation-city': 'Dresden', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,17360,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124088735,SCOPUS_ID:85124088735,2-s2.0-85124088735,Towards Performing Image Classification and Object Detection with Convolutional Neural Networks in Autonomous Driving Systems: A Survey (December 2021),Turay T.,IEEE Access,,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3147495,0,"[{'@_fa': 'true', 'affilname': 'University of Leicester', 'affiliation-city': 'Leicester', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124043197', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124043197?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124043197&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124043197&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124043197,SCOPUS_ID:85124043197,2-s2.0-85124043197,Analysis of the teaching quality on deep learning-based innovative ideological political education platform,Yun G.,Progress in Artificial Intelligence,21926352,21926360,,,,2022-01-01,2022,10.1007/s13748-021-00272-0,0,"[{'@_fa': 'true', 'affilname': 'Chongqing College of Architecture and Technology', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100781972,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123884378', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123884378?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123884378&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123884378&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S000326702101237X'}",https://api.elsevier.com/content/abstract/scopus_id/85123884378,SCOPUS_ID:85123884378,2-s2.0-85123884378,A video processing and machine vision-based automatic analyzer to determine sequentially total suspended and settleable solids in wastewater,de Oliveira Ramos R.,Analytica Chimica Acta,00032670,18734324,,,,2022-01-01,2022,10.1016/j.aca.2021.339411,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal da Paraíba', 'affiliation-city': 'Joao Pessoa', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,339411,23911,0,False,,,S000326702101237X,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123845510', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123845510?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123845510&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123845510&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123845510,SCOPUS_ID:85123845510,2-s2.0-85123845510,An object detection-based few-shot learning approach for multimedia quality assessment,Chatterjee R.,Multimedia Systems,09424962,14321882,,,,2022-01-01,2022,10.1007/s00530-021-00881-8,0,"[{'@_fa': 'true', 'affilname': 'Kalinga Institute of Industrial Technology, Bhubaneswar', 'affiliation-city': 'Odisha', 'affiliation-country': 'India'}]",Journal,ar,Article,,25626,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123820985', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123820985?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123820985&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123820985&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123820985,SCOPUS_ID:85123820985,2-s2.0-85123820985,Semi-supervised labeling: a proposed methodology for labeling the twitter datasets,Jan T.G.,Multimedia Tools and Applications,13807501,15737721,,,,2022-01-01,2022,10.1007/s11042-022-12221-7,0,"[{'@_fa': 'true', 'affilname': 'Central University of Punjab', 'affiliation-city': 'Bhatinda', 'affiliation-country': 'India'}]",Journal,ar,Article,,25627,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123779993', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123779993?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123779993&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123779993&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123779993,SCOPUS_ID:85123779993,2-s2.0-85123779993,Learning-Based Stochastic Driving Model for Autonomous Vehicle Testing,Liu L.,Transportation Research Record,03611981,21694052,2676,1,54-64,2022-01-01,2022,10.1177/03611981211035756,0,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}]",Book Series,ch,Book Chapter,,27418,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123724629', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123724629?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123724629&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123724629&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123724629,SCOPUS_ID:85123724629,2-s2.0-85123724629,Development of a deep learning-based patient-specific target contour prediction model for markerless tumor positioning,Zhou D.,Medical Physics,00942405,,,,,2022-01-01,2022,10.1002/mp.15456,0,"[{'@_fa': 'true', 'affilname': 'Graduate School of Medicine', 'affiliation-city': 'Kyoto', 'affiliation-country': 'Japan'}]",Journal,ar,Article,,17871,0,False,,,,35026057,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123698617', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123698617?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123698617&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123698617&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123698617,SCOPUS_ID:85123698617,2-s2.0-85123698617,Colonization by Algorithms in the Fourth Industrial Revolution,Lambrechts W.,IEEE Access,,21693536,10,,11057-11064,2022-01-01,2022,10.1109/ACCESS.2022.3145236,0,"[{'@_fa': 'true', 'affilname': 'University of Johannesburg', 'affiliation-city': 'Johannesburg', 'affiliation-country': 'South Africa'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123679733', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123679733?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123679733&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123679733&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123679733,SCOPUS_ID:85123679733,2-s2.0-85123679733,Application of Trust in Recommender Systems—Utilizing Naive Bayes Classifier,Rrmoku K.,Computation,,20793197,10,1,,2022-01-01,January 2022,10.3390/computation10010006,0,"[{'@_fa': 'true', 'affilname': 'South East European University', 'affiliation-city': 'Tetovo', 'affiliation-country': 'North Macedonia'}]",Journal,ar,Article,6,21100857172,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123603029', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123603029?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123603029&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123603029&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123603029,SCOPUS_ID:85123603029,2-s2.0-85123603029,A Mathematics Pipeline to Student Success in Data Analytics through Course-Based Undergraduate Research,Bennett K.P.,Mathematics Enthusiast,,15513440,19,3,730-750,2022-01-01,2022,10.54870/1551-3440.1573,0,"[{'@_fa': 'true', 'affilname': 'Rensselaer Polytechnic Institute', 'affiliation-city': 'Troy', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21100246542,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123593291', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123593291?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123593291&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123593291&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123593291,SCOPUS_ID:85123593291,2-s2.0-85123593291,Inferring network structure with unobservable nodes from time series data,Chen M.,Chaos,10541500,10897682,32,1,,2022-01-01,1 January 2022,10.1063/5.0076521,0,"[{'@_fa': 'true', 'affilname': 'Beijing Normal University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,013126,27430,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,35105141,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123486257', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123486257?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123486257&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123486257&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123486257,SCOPUS_ID:85123486257,2-s2.0-85123486257,Automatic diseases detection and classification of EEG signal with pervasive computing using machine learning,Rajashekhar U.,International Journal of Pervasive Computing and Communications,17427371,1742738X,,,,2022-01-01,2022,10.1108/IJPCC-09-2021-0216,0,"[{'@_fa': 'true', 'affilname': 'Government Engineering College', 'affiliation-city': 'Talakal', 'affiliation-country': 'India'}]",Journal,ar,Article,,21100242605,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123468963', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123468963?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123468963&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123468963&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123468963,SCOPUS_ID:85123468963,2-s2.0-85123468963,Real-time detection of uncalibrated sensors using neural networks,Muñoz-Molina L.J.,Neural Computing and Applications,09410643,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06865-z,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Cádiz', 'affiliation-city': 'Cadiz', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'Altran Innovation Center for Advance Manufacturing', 'affiliation-city': 'Cadiz', 'affiliation-country': 'Spain'}]",Journal,ar,Article,,24800,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123377471', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123377471?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123377471&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123377471&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123377471,SCOPUS_ID:85123377471,2-s2.0-85123377471,Deep Learning-Based Smart Mask for Social Distancing,Rajani Kumari L.V.,Lecture Notes on Data Engineering and Communications Technologies,23674512,23674520,93,,213-228,2022-01-01,2022,10.1007/978-981-16-6605-6_15,0,"[{'@_fa': 'true', 'affilname': 'Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering &amp; Technology', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21100975545,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123322617', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123322617?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123322617&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123322617&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123322617,SCOPUS_ID:85123322617,2-s2.0-85123322617,Decentralized Federated Learning for Healthcare Networks: A Case Study on Tumor Segmentation,Camajori Tedeschini B.,IEEE Access,,21693536,10,,8693-8708,2022-01-01,2022,10.1109/ACCESS.2022.3141913,0,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123304786', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123304786?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123304786&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123304786&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123304786,SCOPUS_ID:85123304786,2-s2.0-85123304786,Robust Model for Rural Education Using Deep Learning and Robotics,Iyer S.,Lecture Notes in Networks and Systems,23673370,23673389,249,,175-182,2022-01-01,2022,10.1007/978-3-030-85365-5_17,0,"[{'@_fa': 'true', 'affilname': 'Rai University', 'affiliation-city': 'Saroda Village, Ahmedabad', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9783030853648'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123301538', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123301538?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123301538&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123301538&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123301538,SCOPUS_ID:85123301538,2-s2.0-85123301538,A Virtual Actor Behavior Model Based on Emotional Biologically Inspired Cognitive Architecture,Samsonovich A.V.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,13154 LNAI,,221-227,2022-01-01,2022,10.1007/978-3-030-93758-4_23,0,"[{'@_fa': 'true', 'affilname': 'National Research Nuclear University MEPhI', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",Book Series,cp,Conference Paper,,25674,0,False,,,,,"[{'@_fa': 'true', '$': '9783030937577'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123251513', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123251513?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123251513&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123251513&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123251513,SCOPUS_ID:85123251513,2-s2.0-85123251513,Studierfenster: an Open Science Cloud-Based Medical Imaging Analysis Platform,Egger J.,Journal of Digital Imaging,08971889,1618727X,,,,2022-01-01,2022,10.1007/s10278-021-00574-8,0,"[{'@_fa': 'true', 'affilname': 'Technische Universitat Graz', 'affiliation-city': 'Graz', 'affiliation-country': 'Austria'}, {'@_fa': 'true', 'affilname': 'Universitätsklinikum Essen', 'affiliation-city': 'Essen', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Computer Algorithms for Medicine Laboratory', 'affiliation-city': 'Graz', 'affiliation-country': 'Austria'}]",Journal,ar,Article,,17223,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123125962', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123125962?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123125962&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123125962&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123125962,SCOPUS_ID:85123125962,2-s2.0-85123125962,AI-based stroke prediction system using body motion biosignals during walking,Yu J.,Journal of Supercomputing,09208542,15730484,,,,2022-01-01,2022,10.1007/s11227-021-04209-1,0,"[{'@_fa': 'true', 'affilname': 'Electronics and Telecommunications Research Institute', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,25623,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123121424', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123121424?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123121424&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123121424&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123121424,SCOPUS_ID:85123121424,2-s2.0-85123121424,Industrial IoT and AI implementation in vehicular logistics and supply chain management for vehicle mediated transportation systems,Bhargava A.,International Journal of Systems Assurance Engineering and Management,09756809,09764348,,,,2022-01-01,2022,10.1007/s13198-021-01581-2,0,"[{'@_fa': 'true', 'affilname': 'Graphic Era Deemed to be University', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}]",Journal,ar,Article,,19700177002,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123104189', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123104189?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123104189&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123104189&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123104189,SCOPUS_ID:85123104189,2-s2.0-85123104189,Intelligent resource sharing to enable quality of service for network clients: the trade-off between accuracy and complexity,Costa L.A.L.F.d.,Computing,0010485X,14365057,,,,2022-01-01,2022,10.1007/s00607-021-01042-5,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal do Rio Grande do Sul', 'affiliation-city': 'Porto Alegre', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,,24407,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123055580', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123055580?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123055580&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123055580&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123055580,SCOPUS_ID:85123055580,2-s2.0-85123055580,Big Data Analytics for Long-Term Meteorological Observations at Hanford Site,Zhou H.,Atmosphere,,20734433,13,1,,2022-01-01,January 2022,10.3390/atmos13010136,0,"[{'@_fa': 'true', 'affilname': 'Pacific Northwest National Laboratory', 'affiliation-city': 'Richland', 'affiliation-country': 'United States'}]",Journal,ar,Article,136,15838,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
