@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123865270', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123865270?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123865270&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123865270&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123865270,SCOPUS_ID:85123865270,2-s2.0-85123865270,Crowdsourced Road Semantics Mapping Based on Pixel-Wise Confidence Level,Wijaya B.,Automotive Innovation,20964250,,,2022-01-01,2022,10.1007/s42154-021-00173-x,,0,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,21101022443,0,False,25228765,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123767897', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123767897?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123767897&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123767897&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123767897,SCOPUS_ID:85123767897,2-s2.0-85123767897,RedPacketBike: A Graph-Based Demand Modeling and Crowd-Driven Station Rebalancing Framework for Bike Sharing Systems,Zhu H.,IEEE Transactions on Mobile Computing,15361233,,,2022-01-01,2022,10.1109/TMC.2022.3145979,,0,"[{'@_fa': 'true', 'affilname': 'Xiamen University', 'affiliation-city': 'Xiamen', 'affiliation-country': 'China'}]",Journal,ar,Article,,25038,0,False,15580660,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123757782', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123757782?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123757782&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123757782&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123757782,SCOPUS_ID:85123757782,2-s2.0-85123757782,A Real-Time Complex Road AI Perception Based on 5G-V2X for Smart City Security,Xu C.,Wireless Communications and Mobile Computing,15308669,2022,,2022-01-01,2022,10.1155/2022/4405242,,0,"[{'@_fa': 'true', 'affilname': 'Beijing Union University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,4405242,17543,1,True,15308677,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123557708', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123557708?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123557708&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123557708&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123557708,SCOPUS_ID:85123557708,2-s2.0-85123557708,A Lightweight Optimized Deep Learning-based Host-Intrusion Detection System Deployed on the Edge for IoT,Idrissi I.,International Journal of Computing and Digital Systems,,11,209-216,2022-01-01,2022,10.12785/ijcds/110117,,0,"[{'@_fa': 'true', 'affilname': 'Université Mohammed Premier Oujda', 'affiliation-city': 'Oujda', 'affiliation-country': 'Morocco'}]",Journal,ar,Article,,21100890383,1,True,2210142X,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123511373', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123511373?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123511373&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123511373&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123511373,SCOPUS_ID:85123511373,2-s2.0-85123511373,Semi-Supervised Deep Learning in High-Speed Railway Track Detection Based on Distributed Fiber Acoustic Sensing,Wang S.,Sensors,14248220,22,,2022-01-01,January-2 2022,10.3390/s22020413,,0,"[{'@_fa': 'true', 'affilname': 'Beijing Jiaotong University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,413,130124,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",2,35062373,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123416699', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123416699?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123416699&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123416699&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123416699,SCOPUS_ID:85123416699,2-s2.0-85123416699,"International Conference on Inventive Communication and Computational Technologies, ICICCT 2021",,Lecture Notes in Networks and Systems,23673370,311,,2022-01-01,2022,,,0,,Book Series,cr,Conference Review,,21100901469,0,False,23673389,,,,,"[{'@_fa': 'true', '$': '9789811655289'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123387233', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123387233?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123387233&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123387233&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123387233,SCOPUS_ID:85123387233,2-s2.0-85123387233,Graph Optimized Data Offloading for Crowd-AI Hybrid Urban Tracking in Intelligent Transportation Systems,Wang P.,IEEE Transactions on Intelligent Transportation Systems,15249050,,,2022-01-01,2022,10.1109/TITS.2022.3141885,,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",Journal,ar,Article,,18378,0,False,15580016,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123377471', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123377471?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123377471&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123377471&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123377471,SCOPUS_ID:85123377471,2-s2.0-85123377471,Deep Learning-Based Smart Mask for Social Distancing,Rajani Kumari L.V.,Lecture Notes on Data Engineering and Communications Technologies,23674512,93,213-228,2022-01-01,2022,10.1007/978-981-16-6605-6_15,,0,"[{'@_fa': 'true', 'affilname': 'Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering &amp; Technology', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21100975545,0,False,23674520,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123376707', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123376707?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123376707&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123376707&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123376707,SCOPUS_ID:85123376707,2-s2.0-85123376707,Model Predictive Control for Distributed Electric Propulsion of eVTOL Vehicles: A Preliminary Design,Jiang Z.,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,,2022-01-01,2022,10.2514/6.2022-0878,,0,"[{'@_fa': 'true', 'affilname': 'University of Dayton Research Institute', 'affiliation-city': 'Dayton', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,AIAA 2022-0878,21101073694,0,False,,,,,,"[{'@_fa': 'true', '$': '9781624106316'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123375400', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123375400?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123375400&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123375400&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0022437521001614'}",https://api.elsevier.com/content/abstract/scopus_id/85123375400,SCOPUS_ID:85123375400,2-s2.0-85123375400,Learning to interpret novel eHMI: The effect of vehicle kinematics and eHMI familiarity on pedestrian’ crossing behavior,Lee Y.M.,Journal of Safety Research,00224375,,,2022-01-01,2022,10.1016/j.jsr.2021.12.010,S0022437521001614,0,"[{'@_fa': 'true', 'affilname': 'University of Leeds', 'affiliation-city': 'Leeds', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,29284,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123371675', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123371675?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123371675&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123371675&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123371675,SCOPUS_ID:85123371675,2-s2.0-85123371675,Fine-grained RNN with Transfer Learning for Energy Consumption Estimation on EVs,Hua Y.,IEEE Transactions on Industrial Informatics,15513203,,,2022-01-01,2022,10.1109/TII.2022.3143155,,0,"[{'@_fa': 'true', 'affilname': 'University of Lincoln', 'affiliation-city': 'Lincoln', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,144912,0,False,19410050,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123322617', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123322617?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123322617&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123322617&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123322617,SCOPUS_ID:85123322617,2-s2.0-85123322617,Decentralized Federated Learning for Healthcare Networks: A Case Study on Tumor Segmentation,Camajori Tedeschini B.,IEEE Access,,10,8693-8708,2022-01-01,2022,10.1109/ACCESS.2022.3141913,,0,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,21100374601,1,True,21693536,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123314517', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123314517?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123314517&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123314517&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123314517,SCOPUS_ID:85123314517,2-s2.0-85123314517,Inter-Block Flow Prediction with Relation Graph Network for Cold-start on Bike-Sharing System,Jiang M.,IEEE Internet of Things Journal,,,,2022-01-01,2022,10.1109/JIOT.2022.3142070,,0,"[{'@_fa': 'true', 'affilname': 'College of Control Science and Engineering, Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100338350,0,False,23274662,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123301100', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123301100?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123301100&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123301100&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123301100,SCOPUS_ID:85123301100,2-s2.0-85123301100,ADE-Net: A Deep Neural Network for DAS earthquake detection trained with a Limited Number of Positive Samples,Lv H.,IEEE Transactions on Geoscience and Remote Sensing,01962892,,,2022-01-01,2022,10.1109/TGRS.2022.3143120,,0,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,17360,0,False,15580644,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123283984', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123283984?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123283984&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123283984&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123283984,SCOPUS_ID:85123283984,2-s2.0-85123283984,AMulti-intersectionVehicularCooperativeControlbasedonEnd-Edge-CloudComputing,Jiang M.,IEEE Transactions on Vehicular Technology,00189545,,,2022-01-01,2022,10.1109/TVT.2022.3143828,,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Posts and Telecommunications', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,17393,0,False,19399359,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123207227', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123207227?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123207227&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123207227&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123207227,SCOPUS_ID:85123207227,2-s2.0-85123207227,Machine learning driven intelligent and self adaptive system for traffic management in smart cities,Khan H.,Computing,0010485X,,,2022-01-01,2022,10.1007/s00607-021-01038-1,,0,"[{'@_fa': 'true', 'affilname': 'Jabalpur Engineering College', 'affiliation-city': 'Jabalpur', 'affiliation-country': 'India'}]",Journal,ar,Article,,24407,0,False,14365057,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123204515', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123204515?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123204515&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123204515&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123204515,SCOPUS_ID:85123204515,2-s2.0-85123204515,Passenger Flow Prediction Using Smart Card Data from Connected Bus System Based on Interpretable XGBoost,Zou L.,Wireless Communications and Mobile Computing,15308669,2022,,2022-01-01,2022,10.1155/2022/5872225,,0,"[{'@_fa': 'true', 'affilname': 'Shenzhen University', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",Journal,ar,Article,5872225,17543,1,True,15308677,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123121424', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123121424?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123121424&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123121424&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123121424,SCOPUS_ID:85123121424,2-s2.0-85123121424,Industrial IoT and AI implementation in vehicular logistics and supply chain management for vehicle mediated transportation systems,Bhargava A.,International Journal of Systems Assurance Engineering and Management,09756809,,,2022-01-01,2022,10.1007/s13198-021-01581-2,,0,"[{'@_fa': 'true', 'affilname': 'Graphic Era Deemed to be University', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}]",Journal,ar,Article,,19700177002,0,False,09764348,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123090183', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123090183?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123090183&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123090183&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123090183,SCOPUS_ID:85123090183,2-s2.0-85123090183,An LSTM-autoencoder based online side channel monitoring approach for cyber-physical attack detection in additive manufacturing,Shi Z.,Journal of Intelligent Manufacturing,09565515,,,2022-01-01,2022,10.1007/s10845-021-01879-9,,0,"[{'@_fa': 'true', 'affilname': 'Oklahoma State University', 'affiliation-city': 'Stillwater', 'affiliation-country': 'United States'}]",Journal,ar,Article,,24363,0,False,15728145,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123082172', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123082172?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123082172&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123082172&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123082172,SCOPUS_ID:85123082172,2-s2.0-85123082172,Deep reinforcement learning based control for Autonomous Vehicles in CARLA,Pérez-Gil Ó.,Multimedia Tools and Applications,13807501,,,2022-01-01,2022,10.1007/s11042-021-11437-3,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Alcalá', 'affiliation-city': 'Alcala de Henares', 'affiliation-country': 'Spain'}]",Journal,ar,Article,,25627,1,True,15737721,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122964605', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122964605?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122964605&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122964605&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122964605,SCOPUS_ID:85122964605,2-s2.0-85122964605,Air Pollution Monitoring System with Prediction Abilities Based on Smart Autonomous Sensors Equipped with ANNs with Novel Training Scheme,Banach M.,Remote Sensing,,14,,2022-01-01,January-2 2022,10.3390/rs14020413,,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Poznanska', 'affiliation-city': 'Poznan', 'affiliation-country': 'Poland'}]",Journal,ar,Article,413,86430,1,True,20724292,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",2,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122921628', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122921628?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122921628&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122921628&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122921628,SCOPUS_ID:85122921628,2-s2.0-85122921628,Short-Term Segment-Level Crash Risk Prediction Using Advanced Data Modeling with Proactive and Reactive Crash Data,Dimitrijevic B.,Applied Sciences (Switzerland),,12,,2022-01-01,January-2 2022,10.3390/app12020856,,0,"[{'@_fa': 'true', 'affilname': 'Newark College of Engineering', 'affiliation-city': 'Newark', 'affiliation-country': 'United States'}]",Journal,ar,Article,856,21100829268,1,True,20763417,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",2,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122892468', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122892468?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122892468&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122892468&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122892468,SCOPUS_ID:85122892468,2-s2.0-85122892468,SDGNet: A Handover-aware Spatiotemporal Graph Neural Network for Mobile Traffic Forecasting,Fang Y.,IEEE Communications Letters,10897798,,,2022-01-01,2022,10.1109/LCOMM.2022.3141238,,0,"[{'@_fa': 'true', 'affilname': 'The University of Edinburgh', 'affiliation-city': 'Edinburgh', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,18896,0,False,15582558,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122799495', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122799495?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122799495&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122799495&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122799495,SCOPUS_ID:85122799495,2-s2.0-85122799495,An AI Approach to Rebalance Bike-Sharing Systems with Adaptive User Incentive,Duan Y.,Internet of Things,21991073,,365-389,2022-01-01,2022,10.1007/978-3-030-87059-1_14,,0,"[{'@_fa': 'true', 'affilname': 'Temple University', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}]",Book Series,ch,Book Chapter,,21100826426,0,False,21991081,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122706625', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122706625?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122706625&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122706625&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122706625,SCOPUS_ID:85122706625,2-s2.0-85122706625,360 <sup>∘</sup> real-time and power-efficient 3D DAMOT for autonomous driving applications,Gómez-Huélamo C.,Multimedia Tools and Applications,13807501,,,2022-01-01,2022,10.1007/s11042-021-11624-2,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Alcalá', 'affiliation-city': 'Alcala de Henares', 'affiliation-country': 'Spain'}]",Journal,ar,Article,,25627,1,True,15737721,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122508435', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122508435?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122508435&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122508435&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122508435,SCOPUS_ID:85122508435,2-s2.0-85122508435,Programing a Robotic Ambulance with Virtual Reality,Lavinia A.,IFMBE Proceedings,16800737,88,344-354,2022-01-01,2022,10.1007/978-3-030-93564-1_38,,0,"[{'@_fa': 'true', 'affilname': 'Universitatea de Medicina si Farmacie Iuliu Hatieganu din Cluj-Napoca', 'affiliation-city': 'Cluj Napoca', 'affiliation-country': 'Romania'}]",Conference Proceeding,cp,Conference Paper,,19400157277,0,False,14339277,,,,,"[{'@_fa': 'true', '$': '9783030935634'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122423683', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122423683?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122423683&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122423683&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122423683,SCOPUS_ID:85122423683,2-s2.0-85122423683,Traffic Light Control Using RFID and Deep Reinforcement Learning,Yadav S.,Studies in Computational Intelligence,1860949X,1002,47-64,2022-01-01,2022,10.1007/978-981-16-7498-3_4,,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Information Technology, Allahabad', 'affiliation-city': 'Allahabad', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,4900152708,0,False,18609503,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122377172', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122377172?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122377172&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122377172&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122377172,SCOPUS_ID:85122377172,2-s2.0-85122377172,Autonomous Drones for Medical Assistance Using Reinforcement Learning,Jacob B.,Studies in Computational Intelligence,1860949X,998,133-156,2022-01-01,2022,10.1007/978-981-16-7220-0_9,,0,"[{'@_fa': 'true', 'affilname': 'Dublin Business School', 'affiliation-city': 'Dublin', 'affiliation-country': 'Ireland'}]",Book Series,ch,Book Chapter,,4900152708,0,False,18609503,,,,,
