abstract,doi,downloadUrl,id,title,publishedDate,publisher,journals,database,query_name,query_value
"Im Zentrum der ideenpolitischen Bemühungen, die die japanischen Eliten der Meiji-Ära (1868– 1912) unternahmen, um das Land in modernem Gewand, doch auf traditionellen Grundlagen zur Nation zu formen, standen der Tennō-Kult und die allgemeine staatliche Pflichtschule. Zwischen der Verabschiedung der Verfassung des Kaiserlichen Japan im Jahr 1889 und dem Erlass des Kaiserlichen Erziehungs-Edikts im Jahr 1890 bestand insofern ein enger politisch-ideeller Zusammenhang. Der Artikel verfolgt die konflikthaften Auseinandersetzungen, die im letzten Drittel des 19. Jahrhunderts zwischen den Verteidigern altjapanischer Bildungstradition und den Anhängern westlicher Aufklärung, zwischen konfuzianischen Intellektuellen und westlich orientierten Demokraten, ausgetragen wurden. Er entwickelt vor diesem Hintergrund die weder selbstverständliche noch einlinige Genese der normativen Grundlagen des modernen Japan. Die Autoren beschreiben die wechselnden Inszenierungen, die in diesem Zusammenhang dem Tennō zuteil wurden: von seiner anfänglichen Rolle als öffentlich sichtbarem Symbol der Einheit der Nation (auf landesweiten Rundreisen oder Militärparaden) über den völligen Rückzug hinter die Palastmauern (in Konsequenz seiner Sakralisierung durch den erstarkenden Staats-Shintō) hin zu seiner indirekten Rückkehr in den öffentlichen Raum (in Form eines hochstilisierten und kultisch verehrten Konterfeis). Und sie schildern – unter Einbezug auch autobiographischer Reminiszenzen – sowohl die aus buddhistischer Tradition übernommene sakrale Überhöhung der modernen Schule wie die zeremoniellen Präsentationsformen des kultisch verehrten Tennō-Bildes und die von ihm ausgehenden sozialintegrativen und loyalitätsstiftenden Wirkungen",10.26014/j.comp.2009.02/03.03,https://core.ac.uk/download/480552735.pdf,122838605,transforming popular consciousness through the sacralisation of the western school:: the meiji schoolhouse and tennō worship,2009-02-19T00:00:00,Leipziger Universitätsverlag,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This article explores how Education for Sustainable Development (ESD) could be used as a guidance framework for the capacity development of those engaged in the process of identifying, protecting, conserving, presenting and transmitting cultural landscapes. It draws insights from the Ecovillage Design Education (EDE) curriculum intended to serve the purpose of educating for the transition to a comprehensive sustainable culture; and incorporates learning objectives from the Education for Sustainable Development Goals report by UNESCO. The framework follows the pattern of the EDE curriculum organised in four dimensions of sustainability and the three dimensions of learning - cognitive, socio-emotional and behavioural. Each of these four dimensions, in turn, contains five modules- thus twenty subject areas in total, all of which need to be considered by sustainable cultural landscape educational programmes. The paper concludes that in order to create a whole-systems guidance framework addressing cultural landscape complexities, a wide variety of viewpoints needs to be considered including community, nature rights and traditional ways of knowing and other panicipatory epistemologies.</p",10.19040/ecocycles.v7i1.185,https://core.ac.uk/download/457643911.pdf,8666051,design for sustainable cultural landscapes - a whole-systems framework,2021-01-01T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"To mark the tenth anniversary of The Goose, we asked prominent ecologically-minded scholars, writers, artists, and educators from across Canada to reflect on the relationship between the arts, culture, and the environment. Their comments illuminate a wide range of triumphs and tensions, from the politics and practices of environmentalist writing and art, to the connections between the environment and matters of diversity and justice, to the past and future of ALECC (Association for Literature, Environment, and Culture in Canada), to the world of a single poem",,https://core.ac.uk/download/143687749.pdf,46359061,"reflections on the arts, environment, and culture after ten years of the goose",2016-02-29T08:00:00,Scholars Commons @ Laurier,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Digitised by the Faculty of the Veterinary Scienc,,https://core.ac.uk/download/41233618.pdf,24074484,centaur 1957,1957-01-01T00:00:00,"Veterinary Society, University of Sydney",[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"With anchors in feminist theory, queer discourse, and digital politics, Really Fake rescues ""fakeness"" from the morass of ""fake news"" and rejuvenates ""fake"" as a material and tactical reality. This book treats fakeness as a media object itself: ""Fakes"" are things that travel and circulate through our bodies, sociality, and the technologies that envelop them. Punctuated with anecdotes, experiences, poetry, stories, and a strong feminist ethic and ethos of care, intimacy, and collectivity, Really Fake offers a series of entry points into reframing the debates of fakeness beyond polarized positions of performative outrage",10.14619/154-9,https://core.ac.uk/download/479582738.pdf,123725253,really fake,2021-01-01T00:00:00,Lüneburg,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Containing twelve scenarios for the world in 2030, this report offers insights into how the EU can maintain and build up its capacity to act in the face of the major disruptive changes that are likely to come over this decade. It is being released in the run-up to German elections in September 2021 that will serve as a kind of referendum on ten years of government-heavy crisis management",,https://core.ac.uk/download/483985252.pdf,123727248,building european resilience and capacity to act: lessons for 2030,2021-01-01T00:00:00,'Botanic Garden & Botanical Museum Berlin-Dahlem BGBM',"[{'title': None, 'identifiers': ['issn:1866-9182', '1866-9182']}]",core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Chapter 5 in Cultural-historical perspectives on collective intelligence

In the era of digital communication, collective problem solving is increasingly important. Large groups can now resolve issues together in completely different ways, which has transformed the arts, sciences, business, education, technology, and medicine. Collective intelligence is something we share with animals and is different from machine learning and artificial intelligence. To design and utilize human collective intelligence, we must understand how its problem-solving mechanisms work. From democracy in ancient Athens, through the invention of the printing press, to COVID-19, this book analyzes how humans developed the ability to find solutions together. This wide-ranging, thought-provoking book is a game-changer for those working strategically with collective problem solving within organizations and using a variety of innovative methods. It sheds light on how humans work effectively alongside machines to confront challenges that are more urgent than what humanity has faced before. This title is also available as Open Access on Cambridge Core.Chapter 5 argues that the origins of human swarm problem solving can be traced back to group hunting which required rapid problem solving during the hunt, but also planning activities. Collective actions build on synchronization in the sense that every contribution from individual hunters mattered. Another milestone was the emergence of premodern trade, which enabled human groups to utilize informational diversity from non-kin and even strangers. Knowledge was shared in new ways through large gatherings and trade networks. The third major achievement was the establishment of the first democracy in ancient Athens with institutions such as the Assembly of the People, the Council of 500 and the People`s Court. These institutions let a large number of individuals engage in rapid problem solving in a formalized manner. Individuals from all over the Athenian territory met in the city to solve societal problems. These historical examples show that human swarm problem solving is also a story about our ability to solve problems in increasingly larger groups.publishedVersio",10.1017/9781108981361.005,https://core.ac.uk/download/539602227.pdf,127010688,the origins of human swarm problem solving,2022-01-01T00:00:00,'Cambridge University Press (CUP)',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The text from the inaugural address given by Eric F. Spina, 19th president of the University of Dayton, during his installation ceremony April 4, 2017",,https://core.ac.uk/download/232832120.pdf,69442711,inaugural address,2017-04-04T08:00:00,eCommons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Our brochure is designed to give you an initial overview of “Saxony – the Science State”. We called on our universities and research institutes in the various science regions to present short profiles of themselves.
Redaktionsschluss: 15.11.2014Sachsen hat eine der dichtesten Forschungslandschaften deutschlandweit. In der reich bebilderten Broschüre stellen sich Hochschulen und Forschungseinrichtungen vor",,https://core.ac.uk/download/352158448.pdf,98802202,saxony - the science state,2020-08-13T01:00:00,Sächsisches Staatsministerium für Wissenschaft und Kunst,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This dissertation reconceives curriculum through an historical approach that employs Ludwig Wittgenstein’s later philosophy. Curriculum is more than the knowledge taught in school. Curriculum, as I a theorist conceives it, is concerned with the broader intellectual and ideological ways a society thinks about education. Hence, the current school curriculum’s focus on specific learning outcomes offers a limited view of the knowledge fashioned by a society, thereby offering an intellectual and social history that is highly selective. Wittgenstein’s concept of “language-games” offers curricularists a way to re-include some of these stories. The concept of curriculum emerges at the end of the Renaissance from Peter Ramus’s refinement of the art of dialectic into a pedagogical method of logic. The modern curriculum field arose at the end of the nineteenth century as educators sought to further refine the remnants of scholasticism’s pedagogical practices by employing “social efficiency” and scientific management to more effectively organize American education. Social efficiency and scientific management became the underlying premises of Ralph Tyler’s (1949) rationalization of the school curriculum. During the nineteen seventies, curriculum theorists began disrupting Tyler’s rational foundations by reconceptualizing curriculum using philosophies and theories developed outside of education to alter the language used to describe education. I use Wittgenstein’s later philosophy to further disrupt the school curriculum’s rational underpinnings. Wittgenstein maintains that knowing does not require some internal or external authority, thereby rejecting the empirical and logical foundations of knowledge that underlie Western education. Using a Wittgenstein approach suggests that education is an indirect activity of teaching students the use of words. Wittgenstein suggests that educating students indirectly more closely resemble the kinds of playful activities in which children engage in their ordinary lives. He suggests that learning is a synoptic presentation that connects concepts that emerge from our everyday use of language in new and interesting ways. By asking students to see the resemblances among concepts synoptically, rather than logically, education cannot be reduced to the acquisition of a set of facts, ordered in a sequence of steps. As such, a Wittgensteinian approach reconceives curriculum as an act of language-play",10.31390/gradschool_dissertations.495,https://core.ac.uk/download/217400076.pdf,63372328,reconceiving curriculum:  an historical approach,2002-01-01T08:00:00,LSU Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/sfnm_news/1228/thumbnail.jp,,https://core.ac.uk/download/217580823.pdf,63501585,"santa fe new mexican, 05-28-1910",1910-05-28T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
This is an annual report containing vital statistics for a town/city in the state of New Hampshire,,https://core.ac.uk/download/541323146.pdf,127899477,"receipts and expenditures of the city of portsmouth, new hampshire for the year ending december 31, 1907 also, reports of city officers, board of instruction, etc.",1908-01-01T08:00:00,University of New Hampshire Scholars\u27 Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"[4] p.  Accept the Truth Wherever Found - Do Right for the Sake of Right.  Newspaper published in Collegeville, Pa. Weekly. Contains local, national and international news, fiction and advertisements.https://digitalcommons.ursinus.edu/providence/1772/thumbnail.jp",,https://core.ac.uk/download/323044662.pdf,85851975,"providence independent, v. 20, thursday, june 28, 1894, [whole number: 992]",1894-06-28T08:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalcommons.portlandlibrary.com/cbw_1988/1022/thumbnail.jp,,https://core.ac.uk/download/236779276.pdf,71713086,casco bay weekly : 6 october 1988,1988-10-06T08:00:00,Portland Public Library Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The purpose of this article is to identify and describe the changes that have taken place or are taking place throughout our societal structures as a consequence of the COVID-19 pandemic crisis. It draws from published articles that have reported on the changes in many different areas of research to assemble a picture of the overall impact. It starts with the origin of the pandemic and how the different countries responded. To continue with the changes in many areas. It might change our human species, the world order, globalization, the capitalistic system, governance, civil and human rights, climate and nature, the economy, the influence of science, the food production, the Future of Work, Pensions and Universal Basic Income, the spread of cryptocurrency, the changes in Health Care, family structures and living, the way we learn, travel, religion and mass gatherings. The article discusses the coming out of the lockdown and the scenarios after coming out of the lockdown and ends with the conclusions",10.33423/jabe.v23i3.4353,https://core.ac.uk/download/611815059.pdf,155657000,covid-19 and change,2021-07-16T01:00:00,North American Business Press,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Architecture is not only that which is built. Architecture is made up of different aspects, both material and immaterial. The atmosphere, the sounds, the smells, the possibility of interaction between human bodies: these all constitute characteristics of space, characteristics that are assuming an increasing importance within architectural research worldwide. Within this field of thought about “Architecture Beyond Building”, we focus on one particular non-material spatial phenomenon that lies ‘beyond the built’: sound. We have created, thus, an interactive sonic map of Athens, which presents, in an unexpected way, fragments of the atmosphere of the city. What would a non-visual map look like? What would it feel like if you wandered within a forest of headphones, playing sounds from different places in Athens? How would it feel if you found yourself in a ‘map’ that only appeared when you walked in it? What would it be like if the map only appeared when you invited one more person to be with you? The Greek pavilion addresses these questions through an atmospheric interactive ‘game’, presenting fragments of sounds and visual sequences of Athens. The visitor recreates the space around him through his own presence and movement. The map appears only where he walks, and/or when he invites one more person to sit next to him. The bodies of the visitors react with one another and with the space itself, creating a dynamic, changing field. This walk in the pavilion takes you “out there”, through invisible Athens. The pavilion brings forth the aspects of architecture that are ‘beyond the material’: the ‘beyond the built’, the almost unreachable, elusive aspects of space, such as sound, non-visual senses, atmosphere. It challenges, thus, the limits of architecture, the limits of what can be mapped and re-located and what cannot. An edited collection by A. Karandinou, C. Achtypi, S. Giamarelos, including texts by: Ιntothepill, Katie Lloyd Thomas, Martin Parker, Panayiotis Tournikiotis, Mark Wigley, Dorian Wiszniewski, Leslie Kavanaugh, Stephen Cairns, Jonathan Hill, Vassilis Ganiatsas, Anastasios Kotsiopoulos, Constance Classen, Stavros Stavrides, Ole Bouman, William Mitchell, Richard Coyne, Neil Spiller, Kas Oosterhuis, Nora Schueler, Zissis Kotionis, Stelarc, Andreas Angelidakis, Aristide Antonas, Slavoj Žižek, Nikolaos Laskaris, Argyris Rokas, Andreas Kourkoulas, John Peponis, Yorgos Ioannou, Yorgos Tzirtzilakis, Konstantinos Vita, Dionyssis Kapsalis, United Visual Artists, Platon Rivellis, and Dimitris Filippidis. Contributors to the Greek National Participation to the 11th International Architecture Exhibition La Biennale di Venezia ""Out there. Architecture beyond building"" (2008) Organised by: Hellenic Ministry of Culture [yppo.gr] General Directorate of Modern Culture Directorate of Visual Arts Department for the Promotion of Contemporary Art Curators: Anastasia Karandinou Christina Achtypi Stylianos Giamarelos Video works by Intothepill net [intothepill.net] Artists: Yiannis Grigoriadis Yiannis Isidorou Lina Theodorou Sound Recording / Sound Design Dimitris Miyakis [movement.gr] Vangelis Lympouridis Exhibition Graphics / Catalogue Design Company [company-london.com] Design and Implementation of interactive environment 2monochannels [2monochannels.com] Audiovisual and interactive systems design / acoustic design / construction supervision Iraklis Lampropoulos Giorgos Lampropoulos Software programming Vassilis Boukis Electronic subsystem design Michail Kritsotakis Electrical Design Giorgos Satolias Interconnection of interactive elements Vangelis Lympouridis [inter-axions.com] Dimitris Miyakis Light design L+DG lighting architects [lightingdg.com] Thomas Gravanis Christina Frangeti Construction Gavrilos Michalis [gavrilos.gr] Digital printing Polichromo [polichromo.com] Translations Rachel Howard Nikos Masourides Catalogue photographs Intothepill – Internet video platform Catalogue published by futura publications Marketing communication Chryssa Vrouzi Communication associate Katerina Stamidi Photographer Cathy Cunliffe [cathycunliffeΑΤgmail.com] For their financial and material support for the Greek participation at the 11th International Exhibition of Architecture, La Biennale di Venezia, we express our deepest thanks to the sponsors: Alexander S. Onassis Public Benefit Foundation [onassis.gr] Akzonobel [akzonobel.com] Carteco - Architectural Materials & Design [carteco.gr] L+DG Lighting Architects [lightingdg.com] Plaisio [plaisio.gr] Polichromo Advertising Applications [polichromo.com] iGuzzini illuminazione [iguzzini.com] Diathlasis Architectural Lighting [diathlasis.gr",,https://core.ac.uk/download/519714823.pdf,133735335,athens by sound,2008-08-14T01:00:00,'Udruga Futura',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"To what do I belong?  Family, friends, region, tribe, religious denomination, ethnic groups, class, gender, race, work, neighborhood, country, political parties--in our daily lives we navigate between different markers, adjusting our speech patterns and behavior to the demands of each encounter,  narrating to ourselves stories about how and why we come to occupy a particular place in the scheme of things. Poets and writers, playwrights and filmmakers, all specialize in translating these private narratives into public discourse. What surfaces in their imagination is designed to reach broad audiences, and these stories can then shape the very ways in which societies view themselves.
In a period of tumultuous change such as the present, a group of distinguished IWP alumni met in  May of 2017 in Tangier (Morocco) to address the question: to what do I belong? And, can new ways of telling counter the eruption of extremism created in part by the inadequacy of prevailing narratives of belonging and inclusion?https://ir.uiowa.edu/iwp_collections/1000/thumbnail.jp",,https://core.ac.uk/download/213483777.pdf,61710913,"to what do i belong?: traversing differences, bridging narratives",2018-01-01T08:00:00,"International Writing Program, The University of Iowa",[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"There can be a tendency in art-science projects for science discourses to instrumentalise arts practices, and for arts discourses to instrumentalise science practices, rather than for each to rigorously challenge and inform the other. 

The Chancellor’s Fund Green-Blue-Grey Campus/Rain Garden project was an attempt to get beyond this limiting instrumentalisation, and to explore new ways of working across the art-science interface in which dialogue can be generated and knowledge produced across diverse discourses, practices, communities and identities. It used innovative art, science and participatory research methodologies to explore, devise and test strategies for successfully integrating green-blue infrastructure in an urban design context, with specific reference to the sustainable design feature of the rain garden in the ongoing University of Glasgow campus redevelopment. 

 

This report introduces the Green-Blue-Grey Campus/Rain Garden project, summarises the aims and methods used, and the principle findings generated, before contextualising the work in the broader fields. It then takes a closer look at the art-science methods used, and shares some of the strategies developed. Finally the report outlines some key practical recommendations for the implementation of the rain garden, which emerged from the deployment of these innovative strategies and methods",10.36399/gla.pubs.197357,https://core.ac.uk/download/228164773.pdf,66767146,report on chancellor’s fund the green-blue-grey campus/rain garden project,2019-09-27T01:00:00,'University of Glasgow',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/cnc_news/1048/thumbnail.jp,,https://core.ac.uk/download/217585427.pdf,63505051,"cimarron news citizen, 06-25-1914",1914-06-25T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The Innovator was a student newspaper published at Governors State University between March 1972 and October 2000. The newspaper featured student reporting, opinions, news, photos, poetry, and original graphics",,https://core.ac.uk/download/214278876.pdf,125788151,"innovator, 1996-11-14",1996-11-14T08:00:00,OPUS Open Portal to University Scholarship,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"What is Classical Music?
Parable
Parental Indulgence
Schumann\u27s Early Loves
Originality in Teaching
Schumann: A Vanishing Star
Tone
Teaching Tonality
True Story: A Tale of a Music Student
Last Work
Studio Comfort
What is the Scale of this Passage?: Practical Hints for a Prompt Reply to this Common and Often Perplexing Questions
Musical Impurity
Methods
Relation of the Music Department to the College
Musical Heredity
Indiscriminate Advice and Its Evils
Anitra\u27s Dance
Teacher of Music: His Character and His Training (A Symposium)
Russian School of Music
Illustration in Teaching: Some Practice Examples
Pieces, Exercises or Etudes—Which?
Dignity of our Profession
When Shall We Begin with Classical Music?
What to Use with a Beginner
Musical Outlook at Manila
Women as Tuners
Report of the Pennsylvania Federation of Women
Intellectual Side of Music in Amateur Clubs
How to Practise in a Cold Church
Items of Guild News
Boy Choir Singers
Notes of Cases from the Records of a Voice Hospital, Part 6
Studying Singing in Europe
Management of Breath
To an Amateur Singer
Collateral Charms of Music
Moritz Moszkowski
Childhood Songs, II
Great Fault of the American Studenthttps://digitalcommons.gardner-webb.edu/etude/1443/thumbnail.jp",,https://core.ac.uk/download/212809186.pdf,40301069,"volume 18, number 01 (january 1900)",1900-01-01T08:00:00,Digital Commons @ Gardner-Webb University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The October 5, 1916 edition of The Upland Monitor.https://pillars.taylor.edu/monitor-1916-1917/1038/thumbnail.jp",,https://core.ac.uk/download/560324085.pdf,143301807,"the upland monitor: october 5, 1916",1916-10-05T08:00:00,Pillars at Taylor University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"2 - IS SILICON VALLEY A HOUSE OF CARDS? By Michael S. Malone. A fresh, freewheeling forecast of the future of Silicon Valley.
7 - MOTIVATING CHILDREN TO SUCCEED By Ruth E. Cook. The author suggests some guidelines for helping children who don\u27t work up to their true potential.
11 - IN SEARCH OF HUMANITY By William J. Rewak, S.J. Santa Clara\u27s president explores the university\u27s role in the development of the human person.
16 - LEARNING TO LEAD A photo feature of executives at the beach, engaged in a new and appealing program from the Executive Development Center that teaches them to become leaders. Photos by Gene Miller. Text by Peg Major.
20 - THE REAL POVERTY TRAP By Frances Moore Lappe. The author of Diet for a Small Planet discusses sixth myths that exist about poverty.
26 - A POLITICIAN\u27S ODYSSEY By Diane Dreher and William Stovet: California Assemblyman and SCU alumnus John Vasconcellos is the subject of this article by two members of the Santa Clara faculty.
29 - FROM DONOHOE ALUMNI HOUSE By Jerry Ken; executive director of the Alumni Association. A new column of news and notes about alumni activities and plans.
30 - NEWS FROM CAMPUS Keeping you up-to-date between issues of Santa Clara Today.https://scholarcommons.scu.edu/sc_mag/1072/thumbnail.jp",,https://core.ac.uk/download/518079053.pdf,71195129,"santa clara magazine, volume 28 number 3, winter 1986",1986-02-01T08:00:00,Scholar Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/carrizozo_news/1195/thumbnail.jp,,https://core.ac.uk/download/217530722.pdf,63463663,"carrizozo news, 02-22-1918",1918-02-22T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The diversity of gender, culture, ability is recognized as a value both at the level of common sense and in the context of national and European legislation. It is necessary to question the effectiveness of work placement strategies, as a human qualification device, of disabled people who complete their university studies. How to manage risks and opportunities in order to effectively guide the work placement of disabled people who reach the end of their university career? This contribution aims to offer an in-depth study on the subject, with a particular focus on the figure of the pedagogist as a pedagogical operator of mediation between the University and the world of work.La diversità di genere, cultura, abilità è riconosciuta in quanto valore sia a livello del senso comune sia nel contesto nella Legislazione europea. È necessario, pertanto, interrogarsi circa l’efficacia delle strategie di collocamento lavorativo in quanto dispositivo di qualificazione umana e professionale, delle persone con disabilità che abbiano completato il proprio percorso di studi universitari. Come gestire rischi e opportunità al fine di guidare di il percorso di collocamento lavorativo per soggetti con disabilità che abbiano concluso il proprio percorso universitario? Il presente contributo si propone di offrire uno studio dell’argomento, con una particolare attenzione alla figura del&nbsp; pedagogista in quanto mediatore tra Università e mondo del Lavoro",10.7346/-fei-xx-02-22_22,https://core.ac.uk/download/539344763.pdf,126780888,il pedagogista in quanto diversity manager e mediatore tra università e mondo del lavoro,2022-01-01T00:00:00,Pensa MultiMedia,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Four Pages of Narc Pix!! See MEG Sectionhttps://thekeep.eiu.edu/post_amerikan/1075/thumbnail.jp,,https://core.ac.uk/download/327050006.pdf,86733479,"volume 7, number 2",1978-07-01T08:00:00,The Keep,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Broad Education
Seeking the Cause
Something for Parents
Animals and Music
Choice of Pieces
What Branch of the Musical Profession Shall I Enter?
Narrow Culture of Musicians
How To Teach Beginners
How May Parents Assist the Teacher?
Illustrating Music Lessons
Encouraging Pupils
Should a Music Teacher Be an Organist as Well as a Pianist?
Wealth and Poverty of Musicians
Nationality of Masters of the Piano-Forte
On Coaching Pupils for Recitals
Teaching in Rural Districts
Hints for Amateurs Only
Does Piano Playing Pay?
Lack of Public Sympathy for Musical Art
Are We Ready for Work?
Disadvantages of the Practice of Etudes
Paino Teachers and Singinghttps://digitalcommons.gardner-webb.edu/etude/1374/thumbnail.jp",,https://core.ac.uk/download/212809104.pdf,40299927,"volume 11, number 09 (september 1893)",1893-09-01T08:00:00,Digital Commons @ Gardner-Webb University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1870/1285/thumbnail.jp,,https://core.ac.uk/download/230336357.pdf,68362911,"portland daily press: december 07,1870",1870-12-07T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/rj_1887/1018/thumbnail.jp,,https://core.ac.uk/download/230119462.pdf,132825274,"republican journal: vol. 59, no. 18 - may 05,1887",1887-05-05T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This essay explores the historical and critical legacy of the Rodney King tape, namely, it’s transformation of the concerns of the field of documentary studies in the turn toward “visible evidence” in the 1990s. This turn privileged the power of visibility, particularly in radical and activist practices, but visibility is a fraught concept for minority subjects. I argue for an approach called “militant evidence” as an expanded and updated framework for media activism and the use of visible evidence. In this formulation, accumulated visible evidence is deployed within larger media and activist ecologies toward an abolition of police violence",10.17613/hee0-xq82,https://core.ac.uk/download/228319410.pdf,10287706,in the wakes of rodney king: militant evidence and media activism in the age of viral black death,2019-01-01T00:00:00,'Modern Language Association',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This is the ninth edition of the Global Terrorism Index (GTI). The report provides a comprehensive summary of the key global trends and patterns in terrorism over the last decade. The calculation of the GTI score takes into account not only deaths, but also incidents, hostages, and injuries from terrorism, weighted over a five-year period. The GTI report is produced by the Institute for Economics & Peace (IEP) using data from TerrorismTracker and other sources. TerrorismTracker provides event records on terrorist attacks since 1 January 2007. The dataset contains over 60,500 terrorist incidents for the period 2007 to 2021",,https://core.ac.uk/download/539980289.pdf,127369454,global terrorism index 2022: measuring the impact of terrorism,2022-03-03T00:00:00,Institute for Economics & Peace,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/abq_mj_news/2591/thumbnail.jp,,https://core.ac.uk/download/217544256.pdf,63474212,"albuquerque morning journal, 03-06-1916",1916-03-06T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The purpose of this book is to provide a broadbased understanding of the rapidly changing environment of campus telecommunications. The anticipated audience for this material is the non-technical university administrator who may not have direct responsibility for telecommunications, but has a need to understand the general environment in which his telecommunications manager functions and the basic concepts of the technology. Five topic areas were selected that best cover the preponderance of issues. No attempt has been made to associate or closely coordinate materials from one chapter\u27s subject to that of any other. Each chapter generally stands alone. In total, however, the five chapters address the topics and issues that most often generate inquiries from university administrators outside the telecommunications department.
Introduction
1 The Changing Telecommunications Environment
2 Telecommunications Technology and the Campus
3 Student Services
4 Financing a New Telecommunications System .
5 Selecting a Consultant
Glossary
Inde",,https://core.ac.uk/download/188144152.pdf,54754663,campus telecommunications systems: managing change,1995-01-01T08:00:00,DigitalCommons@University of Nebraska - Lincoln,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Rowan County News published on December 6, 1951",,https://core.ac.uk/download/553611781.pdf,138601347,1951-12-06 rowan county news,1951-12-06T08:00:00,Scholarworks @ Morehead State,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
info:eu-repo/semantics/publishedVersio,,https://core.ac.uk/download/459212896.pdf,46134515,baroque festivals between the sacred and the profane: europe and the atlantic,2021-01-01T00:00:00,,"[{'title': None, 'identifiers': ['2182-3294', 'issn:2182-3294']}]",core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/sp_am_roy_news/1183/thumbnail.jp,,https://core.ac.uk/download/217611225.pdf,63525083,"spanish american, 01-02-1915",1915-01-02T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/rj_1874/1026/thumbnail.jp,,https://core.ac.uk/download/230109122.pdf,68224673,"republican journal: vol. 44, no. 51 - june 25,1874",1874-06-25T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
