doi,url,database,title,abstract,publisher,publication_date,id,type,domain
5045fb290a1ab454ef18d1ab3ae1444712739529,https://www.semanticscholar.org/paper/5045fb290a1ab454ef18d1ab3ae1444712739529,semantic_scholar,Towards a Service-Oriented Architecture for the Energy Efficiency of Buildings: A Systematic Review,"Currently, smart buildings generate large amounts of data due to the many devices and equipment available. Hence, buildings implement building management systems (BMSs), which monitor, control, manage and analyze each of these components. However, current BMSs are incapable of managing a massive amount of data (big data) and therefore cannot extract knowledge or make intelligent decisions in quasi real time. In addition, there are serious limitations to integrating BMSs with other services since they generally use proprietary software. In this sense, service-oriented architecture (SOA) is an architectural style that allows one to build distributed systems and provide functionalities such as services to end users or other types of services. Therefore, an SOA has the great advantage of allowing the expansion of the functionalities of BMSs. In fact, there are several studies that address SOAs for building management. However, we have not found any description or systematic analysis in the literature that allows the development of a versatile and interoperable SOA focused on the energy efficiency of buildings and that can integrate massive data analysis features. For these reasons, this study seeks to fill this knowledge gap and, more specifically, to identify and analyze the various software requirements proposed in the literature and the characteristics of big data that allow for improving the energy efficiency of buildings. To this end, we performed an in-depth review of the literature according to the methodology proposed by Kitchenham. As a result of this review, we provide researchers with a specific vision of the requirements and characteristics to consider for software development aimed at the energy efficiency of unique or historic buildings.",IEEE Access,2021,27,filtered,citation
b0e3120aa51446006c5bfe53dc1ad4a66f4768af,https://www.semanticscholar.org/paper/b0e3120aa51446006c5bfe53dc1ad4a66f4768af,semantic_scholar,Medical Prognosis of Infectious Diseases in Nursing Homes by Applying Machine Learning on Clinical Data Collected in Cloud Microservices,"Background: treating infectious diseases in elderly individuals is difficult; patient referral to emergency services often occurs, since the elderly tend to arrive at consultations with advanced, serious symptoms. Aim: it was hypothesized that anticipating an infectious disease diagnosis by a few days could significantly improve a patient’s well-being and reduce the burden on emergency health system services. Methods: vital signs from residents were taken daily and transferred to a database in the cloud. Classifiers were used to recognize patterns in the spatial domain process of the collected data. Doctors reported their diagnoses when any disease presented. A flexible microservice architecture provided access and functionality to the system. Results: combining two different domains, health and technology, is not easy, but the results are encouraging. The classifiers reported good results; the system has been well accepted by medical personnel and is proving to be cost-effective and a good solution to service disadvantaged areas. In this context, this research found the importance of certain clinical variables in the identification of infectious diseases. Conclusions: this work explores how to apply mobile communications, cloud services, and machine learning technology, in order to provide efficient tools for medical staff in nursing homes. The scalable architecture can be extended to big data applications that may extract valuable knowledge patterns for medical research.",International Journal of Environmental Research and Public Health,2021,28,filtered,citation
2d89fa83d6e68d0f9b8914a65778c65b2cf03d3c,https://www.semanticscholar.org/paper/2d89fa83d6e68d0f9b8914a65778c65b2cf03d3c,semantic_scholar,Cost-effective vital signs collecting system based on fast biosensors and a flexible Cloud microservices architecture for the prognosis of infectious diseases (Preprint),"
 BACKGROUND
 Quite often, patients arrive to consultation when the symptoms of an infectious disease are already serious, forcing doctors to divert them to the emergency services. Particularly, the possible anticipation of the diagnosis -prognostic- for institutionalized people would lead to soften the treatment, increasing resident’s wellness and alleviating the degradation of the emergency services. Big data, mobile communications, cloud services or machine learning technologies applied in medicine -e-Health- assist practitioners with efficient tools.
 
 
 OBJECTIVE
 This article describes a new data collection system for predicting infectious diseases in elderly people, supporting future telecare and medical recommender applications.
 
 
 METHODS
 The system provides a medical database updated with vital signs that nurses take with medical sensors from residents. The Cloud database is accessible with a flexible microservices software architecture.
 
 
 RESULTS
 The e-Health system components are cost-effective, leading to massive implementations for servicing disadvantaged areas. The scalable architecture is prepared for big data applications that may extract valuable knowledge patterns for medical research.
 
 
 CONCLUSIONS
 The innovation relies in the combination of advanced e-Health technologies and procedures that delivers ubiquitously available quality data to provide multifaceted scalable low-cost applications to improve resident’s wealth and release public health care services.
",,2019,29,filtered,citation
355f2e5901d31fe22594bf1d8cecead117212c40,https://www.semanticscholar.org/paper/355f2e5901d31fe22594bf1d8cecead117212c40,semantic_scholar,API deployment for big data management towards sustainable energy prosumption in smart cities-a layered architecture perspective,"ABSTRACT The smart city has emerged as a universal term for the pervasive utilisation of information and communication technologies deployed to provide value-added services to citizens based on data generated from sectors such as energy, mobility, etc. However, current approaches are faced with interoperability as a challenging issue in processing big data. Therefore, this study explores the role of application programming interfaces (APIs) for managing real-time, online, and historical energy data in the context of residential buildings and electric vehicles. Moreover, a layered architecture that employs APIs in big data is developed for district energy management towards providing energy information intelligence and support decision-making on energy sustainability in facilitating prosumption operations. Practically, the layered architecture collects energy data and provides data to prosumers who are citizens that produce, consume, share, and sell energy generated from renewable sources such as solar and wind to better improve energy prosumption in smart grid.",International Journal of Sustainable Energy,2020,30,filtered,citation
ee4488c2b59bbddd571e7657309b27ebe64d1d6a,https://www.semanticscholar.org/paper/ee4488c2b59bbddd571e7657309b27ebe64d1d6a,semantic_scholar,Big data-oriented energy prosumption service in smart community districts: a multi-case study perspective,"The smart grid achieves bidirectional information and energy flow between energy consumer and utility grid, aiding energy users not only to utilize energy, but also to produce, sell, and share energy with other consumers or with the utility grid. This type of energy user is referred to as the “prosumer”. Thus, prosumer management structures are important within energy market. However, prior studies on energy sustainability has paid little attention on prosumer involvement and management. Likewise, the continuous growth of cities has increased data processing complexity. Consequently, processing and analysis of historical, online, and real-time streaming data from energy sensors and metering devices has become a major issue in smart cities. Therefore, this research aims to present an architecture based on big data to improve energy prosumption in smart community districts by applying enterprise architecture approach grounded on The Open Group Architecture Framework (TOGAF). Accordingly, qualitative methodology is adopted to collect data by employing case study by focus group interview from two energy companies in Norway to preliminarily validate the architecture. Findings from the case studies was demonstrated in ArchiMate modeling language to evaluate the applicability of the architecture. Moreover, findings from this study provides practical scenario that energy service providers can refer to in designing their own energy data platforms. Essentially, the architecture can be utilized as a guide to help municipalities and policy makers in creating approach for energy data analytics in smart community districts towards making decisions for future energy prosumption planning.",Energy Inform.,2019,31,filtered,citation
f8d0a4dfb17fb08595529a2d2d935f308a39b05e,https://www.semanticscholar.org/paper/f8d0a4dfb17fb08595529a2d2d935f308a39b05e,semantic_scholar,Embracing Modern Technologies and Urban Development Trends: Initial Evaluation of a Smart City Enterprise Architecture Frameworks,"The development of smart cities becomes increasingly reliant on leveraging modern technologies such as Internet of Things (IoT), big data, cloud computing, and Artificial Intelligence (AI). While the importance of applying such technologies has been widely recognized, they might not have been effectively discussed in the early design phase. As a widely applied planning and architecting tool, traditional Enterprise Architecture Frameworks (EAF) are not always able to meet requirements of urban development in an expected way. This might be alleviated by applying a smart city-oriented EAF which supports discussion of modern techniques in the early design phase. In the EU smart city project +CityxChange, an EAF was proposed to address such issues. In this article, we focus on an initial evaluation of the EAF proposed in the +CityxChange project according to the Design Science Research (DSR) method. We discuss how the EAF has enhanced the widely used EAF (i.e., The Open Group Architecture Framework, TOGAF for short) by extending its layer-based Enterprise Architecture (EA). We also present a sample scenario demonstrating how the EAF can be used.",EMCIS,2019,32,filtered,citation
93897f6f3f30ca3029ca7ed86892eefde373d816,https://www.semanticscholar.org/paper/93897f6f3f30ca3029ca7ed86892eefde373d816,semantic_scholar,Enabling Global Big Data Computations,"Most analytics projects focus on the management of the 3Vs of big data and use specific stacks to support this variety. However, they constrain themselves to “local” data, data that exists within or “close” to the organization, or external data imported to local systems. And yet, as it has been recently pointed out, “the value of data explodes when it can be linked with other data.” In this paper we present our vision for a global marketplace of analytics—either in the form of per-entity metrics or per-entity data, provided by globally accessible data management tasks— where a data scientist can pick and combine data at will in her data mining algorithms, possibly combining with her own data. The main idea is to use the dataframe, a popular data structure in R and Python. Currently, the columns of a dataframe contain computations or data found within the data infrastructure of the organization. We propose to extend the concept of a column. A column is now a collection of key-value pairs, produced anywhere by a remotely accessed program (e.g., an SQL query, a MapReduce job, even a continuous query.) The key is used for the outer join with the existing dataframe, the value is the content of the column. This whole process should be orchestrated by a set of well-defined, standardized APIs. We argue that the proposed architecture presents numerous challenges and could be beneficial for big data interoperability. In addition, it can be used to build mediation systems involving local or global columns. Columns correspond to attributes of entities, where the primary key of the entity is the key of the involved columns.",DOLAP,2018,33,filtered,citation
261746995b755658f33eb65d33e45fd11dce56e2,https://www.semanticscholar.org/paper/261746995b755658f33eb65d33e45fd11dce56e2,semantic_scholar,The Data Management Entity: A Simple Abstraction to Facilitate Big Data Systems Interoperability,"big data era is described by intense variety in data management systems, query languages and programming paradigms. Each system targets well a specific application area, reinforcing the belief that the era of one-size fits all has gone. Interoperability, systems' connectivity and high-level data models become once again the core of research initiatives. In this paper we present our vision for a layered architecture to support interoperability among different data management systems, generalized under the term data management entities (DMEs). DMEs range from JVMs running java programs to Hadoop systems employing complex MapReduce jobs to traditional RDBMS running SQL queries to stream engines and CEP scripts. The top layer consists of a universe of DMEs, communicating through a well defined http-like protocol: a DME transparently invokes another DME's data manipulation task, regardless task's nature. Communicating DMEs share/operate on a shared data object, a key-value set (KVS) - just a set of key-value pairs - which exists in the layer below and is referenced through a unique (internet-wide) address via a well-defined API. This layer serves as the transient common memory space for communicating DMEs and consists of globally addressable KVSs, organized in domains, sub-domains, etc. In a way, this approach constitutes a form of remote procedure call by reference (the KVS is the common reference). We argue that this architecture allows the construction of high level query languages and cost-based distributed query processing engines, involving completely heterogeneous data manipulation tasks. For example, we show that MapReduce evaluation algorithm and distributed relational query processing are just instances of the proposed architecture. We also claim that it can easily facilitate the end-to-end processing in big data applications, an established goal in the research agenda set by the Beckman report.",EDBT/ICDT Workshops,2016,34,filtered,citation
48a27b7f2dff8a148e4a6ed18eefe024f0edc55c,https://www.semanticscholar.org/paper/48a27b7f2dff8a148e4a6ed18eefe024f0edc55c,semantic_scholar,Applying Security to a Big Stream Cloud Architecture for the Internet of Things,"The Internet of Things IoT is expected to interconnect billions around 50 by 2020 of heterogeneous sensor/actuator-equipped devices denoted as ""Smart Objects"" SOs, characterized by constrained resources in terms of memory, processing, and communication reliability. Several IoT applications have real-time and low-latency requirements and must rely on architectures specifically designed to manage gigantic streams of information in terms of number of data sources and transmission data rate. We refer to ""Big Stream"" as the paradigm which best fits the selected IoT scenario, in contrast to the traditional ""Big Data"" concept, which does not consider real-time constraints. Moreover, there are many security concerns related to IoT devices and to the Cloud. In this paper, we analyze security aspects in a novel Cloud architecture for Big Stream applications, which efficiently handles Big Stream data through a Graph-based platform and delivers processed data to consumers, with low latency. The authors detail each module defined in the system architecture, describing all refinements required to make the platform able to secure large data streams. An experimentation is also conducted in order to evaluate the performance of the proposed architecture when integrating security mechanisms.",Int. J. Distributed Syst. Technol.,2016,35,filtered,citation
c866bbe462c90a334493831c43fd55c7269cb9ad,https://www.semanticscholar.org/paper/c866bbe462c90a334493831c43fd55c7269cb9ad,semantic_scholar,Enabling ICN in the Internet Protocol: Analysis and Evaluation of the Hybrid-ICN Architecture,"Information-Centric Networking (ICN) embraces a family of network architectures rethinking Internet communication principles around named-data. After several years of research and the emergence of a few popular proposals, the idea to replace the Internet protocol with data-centric networking remains a subject of debate. ICN advantages have been advocated in the context of 5G networks for the support of highly mobile, multi-access/source and latency-minimal patterns of communications. However, large scale testing and insertion in operational networks are yet to happen, likely due to the lack of a clear incremental deployment strategy. In this paper, we analyze a recent proposal Hybrid-ICN (hICN), an ICN integration inside IP (rather that over/ under/ in place of) that has the ambition to trade-off no ICN architectural principles. By reusing existing packet formats, hICN brings innovation inside the IP stack, requiring minimal software upgrades and guaranteeing transparent interconnection with existing IP networks. We describe the architecture and use the open source implementation to test hICN in the open Internet to validate its short-term deployability. Further, we consider linear video streaming over mobile wireless heterogeneous networks as use case to highlight hICN advantages compared to TCP/IP counterpart.",ICN,2019,36,filtered,citation
24007d29378c905a00c36fd2cbf75c45a6db67a2,https://www.semanticscholar.org/paper/24007d29378c905a00c36fd2cbf75c45a6db67a2,semantic_scholar,IP/NDN: A multi-level translation and migration mechanism,"Different from TCP/IP architecture, Named Data Networking (NDN) adopts a data-centric and in-network caching approach to achieve improved network efficiency and reduced traffic redundancy. As NDN begins to incrementally deploy on the real-world, there will be a hybrid network of TCP/IP and NDN during the transitional period. However, redeveloping TCP/IP- based applications for NDN is a daunting and time-consuming task. Thus, a more sensible and economical approach is to design an effective strategies for leveraging NDN to deliver IP datagrams and porting TCP/IP-based applications on NDN without chang­ing its original code. Towards this end, this paper introduces three different migration methods at Internet layer, TCP layer and application layer, respectively to translate TCP/IP-based packets into NDN packets and run TCP/IP-based applications on NDN. By implementing these methods on a real NDN test-bed, we demonstrate the multi-level IP/NDN translation and migration mechanism is feasible. The analysis of testing results shows that each of the proposed methods is valid with varying benefits and costs: translating at TCP layer with more time overhead can have a less packets overhead than Internet layer. And when translated at application layer, the network load is reduced by half because of the in-network cache.",NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium,2018,37,filtered,citation
ad280d4e5f7fc42cc792d5b4a7cd7d63abb39fcc,https://www.semanticscholar.org/paper/ad280d4e5f7fc42cc792d5b4a7cd7d63abb39fcc,semantic_scholar,Information-Centric IoT Middleware Overlay: VSL,"The heart of the Internet of Things (IoT) is data. IoT services processes data from sensors that interface their physical surroundings, and from other software such as Internet weather databases. They produce data to control physical environments via actuators, and offer data to other services. More recently, service-centric designs for managing the IoT have been proposed. Data-centric or name-based communication architectures complement these developments very well. Especially for edge-based or site-local installations, data-centric Internet architectures can be implemented already today, as they do not require any changes at the core. We present the Virtual State Layer (VSL), a site-local data-centric architecture for the IoT. Special features of our solution are full separation of logic and data in IoT services, offering the data-centric VSL interface directly to developers, which significantly reduces the overall system complexity, explicit data modeling, a semantically-rich data item lookup, stream connections between services, and security-by-design. We evaluate our solution regarding usability, performance, scalability, resilience, energy efficiency, and security.",2019 International Conference on Networked Systems (NetSys),2019,38,filtered,citation
799475878f793ec1c7a870c65533b6277100ed01,https://www.semanticscholar.org/paper/799475878f793ec1c7a870c65533b6277100ed01,semantic_scholar,Novel applications and contexts for the cognitive packet network,"Autonomic communication, which is the development of self-configuring, self-adapting, selfoptimising and self-healing communication systems, has gained much attention in the network research community. This can be explained by the increasing demand for more sophisticated networking technologies with physical realities that possess computation capabilities and can operate successfully with minimum human intervention. Such systems are driving innovative applications and services that improve the quality of life of citizens both socially and economically. Furthermore, autonomic communication, because of its decentralised approach to communication, is also being explored by the research community as an alternative to centralised control infrastructures for efficient management of large networks. This thesis studies one of the successful contributions in the autonomic communication research, the Cognitive Packet Network (CPN). CPN is a highly scalable adaptive routing protocol that allows for decentralised control in communication. Consequently, CPN has achieved significant successes, and because of the direction of research, we expect it to continue to find relevance. To investigate this hypothesis, we research new applications and contexts for CPN. This thesis first studies Information-Centric Networking (ICN), a future Internet architecture proposal. ICN adopts a data-centric approach such that contents are directly addressable at the network level and in-network caching is easily supported. An optimal caching strategy for an information-centric network is first analysed, and approximate solutions are developed and evaluated. Furthermore, a CPN inspired forwarding strategy for directing requests in such a way that exploits the in-network caching capability of ICN is proposed. The proposed strategy is evaluated via discrete event simulations and shown to be more effective in its search for local cache hits compared to the conventional methods. Finally, CPN is proposed to implement the routing system of an Emergency Cyber-Physical System for guiding evacuees in confined spaces in emergency situations. By exploiting CPN’s QoS capabilities, different paths are assigned to evacuees based on their ongoing health conditions using well-defined path metrics. The proposed system is evaluated via discrete-event simulations and shown to improve survival chances compared to a static system that treats evacuees in the same way.",,2018,39,filtered,citation
d99fef54175a6484219c11578c8cde6388ee708d,https://www.semanticscholar.org/paper/d99fef54175a6484219c11578c8cde6388ee708d,semantic_scholar,BRR-CVR: A Collaborative Caching Strategy for Information-Centric Wireless Sensor Networks,"Wireless Sensor Networks (WSNs), the major technique in the sensing layer of Internet of Things. Because the WSN is extensively regarded as a data-centric network, more and more researchers start to exploit information-centric networking (ICN), a major branch of future network architecture, to design WSNs. In this paper, we propose a collaborative caching strategy for information-centric wireless sensor network (ICN-WSN). The proposed strategy consists of three parts: the node betweenness based cache size adjustment, the data replacement frequency based cache decision, and the content value based cache replacement algorithm. Based on our developed prototype of ICN-WSN, we compared our caching strategy with traditional strategies. Extensive experiments have been performed in terms of energy consumption, hit ratio, average delay and average hops. The results show that our strategy can improve the hit ratio of content caching, and in the meanwhile reduce the average delay, average hops, and energy consumption.",2016 12th International Conference on Mobile Ad-Hoc and Sensor Networks (MSN),2016,40,filtered,citation
998285364a6d51cc6ba089993c30197a006423d2,https://www.semanticscholar.org/paper/998285364a6d51cc6ba089993c30197a006423d2,semantic_scholar,The use of computational intelligence for security in named data networking,"Information-Centric Networking (ICN) has recently been considered as a promising paradigm for the next-generation Internet, shifting from the sender-driven end-to-end communication paradigma to a receiver-driven content retrieval paradigm. In ICN, content -rather than hosts, like in IP-based design- plays the central role in the communications. This change from host-centric to content-centric has several significant advantages such as network load reduction, low dissemination latency, scalability, etc. One of the main design requirements for the ICN architectures -since the beginning of their design- has been strong security. 
Named Data Networking (NDN) (also referred to as Content-Centric Networking (CCN) or Data-Centric Networking (DCN)) is one of these architectures that are the focus of an ongoing research effort that aims to become the way Internet will operate in the future. Existing research into security of NDN is at an early stage and many designs are still incomplete. To make NDN a fully working system at Internet scale, there are still many missing pieces to be filled in. In this dissertation, we study the four most important security issues in NDN in order to defense against new forms of -potentially unknown- attacks, ensure privacy, achieve high availability, and block malicious network traffics belonging to attackers or at least limit their effectiveness, i.e., anomaly detection, DoS/DDoS attacks, congestion control, and cache pollution attacks. In order to protect NDN infrastructure, we need flexible, adaptable and robust defense systems which can make intelligent -and real-time- decisions to enable network entities to behave in an adaptive and intelligent manner. In this context, the characteristics of Computational Intelligence (CI) methods such as adaption, fault tolerance, high computational speed and error resilient against noisy information, make them suitable to be applied to the problem of NDN security, which can highlight promising new research directions. Hence, we suggest new hybrid CI-based methods to make NDN a more reliable and viable architecture for the future Internet.",,2015,41,filtered,citation
b24f6f73476ee73b601763ef64c4654b22949946,https://www.semanticscholar.org/paper/b24f6f73476ee73b601763ef64c4654b22949946,semantic_scholar,Energy Efficient and Enhanced-type Data-centric Network Architecture,"Information-centric networking (ICN) as an alternative has been researched for future Internet architecture. In this paper, a novel network architecture called Energy Efficient and Enhanced-type Data-centric Network (E 3 -DCN) is proposed for ICN. E 3 -DCN not only realizes ICN but also has the ability of data generation by organizing and combining relevant resource such as original data and kinds of processing services. In addition, in order to improve energy efficiency of data transmission, E 3 -DCN chooses optimal transmission path to transmit data based on packet switching and optical switching. Moreover, based on current traffic situation, E 3 -DCN reconfigures network topology such as unused nodes and links to operate in sleep mode for energy saving dynamically. And meanwhile, data caching strategies are applied into E 3 -DCN for data distribution based on the distribution of users. Data caching shortens transmission distance, so data transmission energy, latency and network load is decreased. Based on these approaches, E 3 -DCN achieves an energy efficient network.",,2015,42,filtered,citation
d7b69ce88db0b6934c683ab8270994dcc55caba6,https://www.semanticscholar.org/paper/d7b69ce88db0b6934c683ab8270994dcc55caba6,semantic_scholar,Hierarchical name system based on hybrid P2P for multimedia networks,"Multimedia networks distribute multimedia resources to end users who can enjoy movie, music or photo via this platform. The name system is one of the most important elements in multimedia networks, for it defines how to name a resource and how to find it. Borrowing the idea of data-centric networking, this paper describes an approach which achieves the name system design criterion. In naming, a combination of three entities is used to achieve security, scalability, and flexibility. In name resolution, a three-layer structure is proposed to achieve precise and semantic resolutions. Then replication and cache scheme is proposed, and retrieval latency is analyzed. Numerical simulation shows the performance of designed name system.",Telecommun. Syst.,2015,43,filtered,citation
d3f73e7cd304551750db38db67863799ed93f7a0,https://www.semanticscholar.org/paper/d3f73e7cd304551750db38db67863799ed93f7a0,semantic_scholar,An Incrementally Deployable Data Centric Architechture Using Particle Swarm Optimization Algorithm,"Today’s Internet users are majorly interested in accessing data only from server i.e. interested in data networks instead of host networks. But the current Internet architectures are host centric network and it is not practically possible to deploy a pure data-centric architecture. Therefore this paper describes such architecture which is future proof DCNA for Internet which is incrementally deployable that supports both data centric and host centric services having features like multi-homing and mobility. Keywords:-Ad-hoc network, incrementally deployable, future proof. Keywords: Ad-hoc network, Dyanamic route guidance, future proof, incrementally deployable.",,2014,44,filtered,citation
1f0db16335836d57ae3b8d3a56f860b078837a46,https://www.semanticscholar.org/paper/1f0db16335836d57ae3b8d3a56f860b078837a46,semantic_scholar,A Survey of Novel Internetwork (and Naming) Architectures,"Internet architectures may be broadly categorized into either incremental or radical proposals. Incremental architectures generally aim at addressing particular limitations of the current Internet architecture through patching, while radical architectures tend to adopt a clean-slate approach to designing a better Internet, without being necessarily restricted by the current Internet model. We classify network architectural proposals based on the service model they intend to support. This highlights a growing interest in data-centric network services. This chapter serves two main purposes: (1) to survey the literature and highlight commonalities and differences across the spectrum of solutions, and (2) to present a reference for the rest of the book, and introductory tutorial.",,2013,45,filtered,citation
a559fb4078b0a6908681796e2e030bcea22fd7fe,https://www.semanticscholar.org/paper/a559fb4078b0a6908681796e2e030bcea22fd7fe,semantic_scholar,MobiCCN: Mobility support with greedy routing in Content-Centric Networks,"Content-Centric Network (CCN) shifts the Internet from point-to-point paradigm to receiver-driven data-centric paradigm. While it tries to solve many problems in the current Internet and opens the door to many novel applications, it also leaves many challenges unanswered, e.g., mobility support and mobile content publishing and dissemination. In this paper, we show how a greedy routing can be implemented in CCN architecture to support mobility. This allows for efficient content publisher mobility and supports seamless handoffs for interactive connections. We present our solution - MobiCCN, and evaluate it thoroughly in realistic network topologies to show it outperforms other popular mobility schemes.",2013 IEEE Global Communications Conference (GLOBECOM),2013,46,filtered,citation
517f56cf1ede34324c3b697aa16fb72a3d15457b,https://www.semanticscholar.org/paper/517f56cf1ede34324c3b697aa16fb72a3d15457b,semantic_scholar,"SeDAX: A Scalable, Resilient, and Secure Platform for Smart Grid Communications","Smart Grid applications are imposing challenging requirements of security and reliability on the N-way communication infrastructure being designed to support multiple grid applications. These challenges stem from the increasing incorporation of distributed renewable energy sources on to the grid, the rising deployment of electric vehicles, and active consumer participation into power grid operations, all of which communicate with the utility control center with varying degrees of priority and security. To address these challenging requirements, we propose SeDAX, a SEcure Data-centric Application eXtensible platform for Smart Grid applications. SeDAX implements scalable, resilient and secure data delivery and data sharing in a wide area network. The platform can scalably handle high volumes of data generated by both applications and sensors. The SeDAX architecture has as its basis a Delaunay Triangulation (DT) network. The properties of the DT graph are leveraged to scalably support secure data-centric (or information-centric) group communication. The primary goals of this platform are to support communication resilience and data availability. The key functional blocks of the SeDAX platform are: (1) a geographic hash forwarding algorithm that operates over the DT graph (DT-GHF), and (2) a DT-based data replication scheme. The forwarding and replication schemes are scalable and cost effective in terms of communication overhead and memory. We describe the design details of the SeDAX platform and present empirical results on the performance of SeDAX as compared with other geometric-based alternatives such as Geographic Hash Table (GHT) forwarding and Content Addressable Networking (CAN). The operation of SeDAX is illustrated in the context of implementing demand response, a known Smart Grid application.",IEEE Journal on Selected Areas in Communications,2012,47,filtered,citation
a5d10508a7caa401fe64186ee5ebbd67ba1221df,https://www.semanticscholar.org/paper/a5d10508a7caa401fe64186ee5ebbd67ba1221df,semantic_scholar,A Hierarchical Name System Based on Hybrid P2P for Data-Centric Networks,"Data-centric network plays an important part in the next generation network architecture. And name system is one of basic elements in data-centric network. This paper describes an approach which achieves the name system design criterion. In naming, a combination of three entities is used to achieve security, scalability, and flexibility. In name resolution, a three-layer structure is proposed to achieve precise and semantic resolutions.",2012 Fourth International Conference on Multimedia Information Networking and Security,2012,48,filtered,citation
a6a2935c5b9bb9fbd1f04febffa0d6d5f1219359,https://www.semanticscholar.org/paper/a6a2935c5b9bb9fbd1f04febffa0d6d5f1219359,semantic_scholar,Data-centric Network for Highly Distributed and Mobile Data Distribution,"The conventional telephony networking was used mainly for communication between two terminals. However, recent network such as the Internet is mainly used for data distribution and access via the network. Recent research efforts are conducted to realize new network architecture that is optimized for this kind of communication, but it lacked in scalability when the data is added, moved, or updated. In this paper, we propose a new architecture called Data-centric Network (DCN) that allows scalable access to dynamic data in a widely distributed environment. Keyword Data-centric Network,Mobility 1. はじめに TCP/IP に代表される IP ネットワーク技術は,その 接続の容易性と構築・運用の低コスト性から,1990 年 代より急速に普及し,現在ではインターネット,企業 LAN,VPN,データセンタ,ホームネットワークなど で広く使われており,情報化社会を支える最も重要な ネットワーク技術の一つとなっている。 一方,近年では高度な信頼性の実現,IP ノードの消 費電力量増加への対策,ネットワーク管理コスト増加 への対策,エンド・エンドでの帯域確保など IP ネット ワーク技術では解決が難しい課題も顕在化し始めてい る。そこで日米欧では,2015 年から 2020 年あたりの 実現を見据えて,これらの課題の抜本的な対策を全く 白紙状態(Clean Slate)から検討する試みとして,新 世代ネットワークの研究が進められている。 [1][2][3] 新世代ネットワークの研究では 2006 年より各種技 術分野の抽出と絞り込みが進んでおり、現在は主要な 技術分野としてネットワーク仮想化 [4]とデータ指向 型ネットワーク [12][13][5]が注目されている。ネット ワーク仮想化は、新世代ネットワークの様々なアプリ ケーションやプロトコル( IP ではない新たなプロトコ ルを含む)の実験を行うテストベッドを実現する技術 として開発が行われている。一方、データ指向型ネッ トワークに関しても近年多方面でコンセプトレベルの 方式提案や実証実験が行われるようになっている。 2. M2M サービスの要件と提案アーキテクチャ 2.1. M2M サービスの要件 新世代ネットワークの要件としては、過去に NICT 研究開発戦略本部や研究プロジェクト(AKARI)によ って、特定のサービスを想定しない一般的な要件(大 容量、スケーラブル、オープン性など)が提言されて いる。 [1] 本研究ではこれらの要件を更に具体化するために、 サービスの一例として今後急速な普及が予想される M2M サービスを想定し、その要件を抽出した。  要件 1:端末(M2M 機器)の大量化、低価格化、 低機能化 500 億個以上の端末がネットワークに接続され、そ の大半がセンサなど低機能且つ低価格な端末とな るため、簡易なネットワーク接続方式や通信方式が 必要となる。  要件 2:端末やネットワークの移動、更新の容易化 端末の移動・移設(仮想サーバのマイグレーション を含む)や交換は最小限の設定だけで容易に実現で きることが必要となる。端末が接続されるネットワ ークもイーサネットと同等のネットワーク構成の 更新容易性が必要となる。  要件 3:データのダイナミックな変化への対応 M2M 機器が発信するデータはダイナミックに変化 し、データの追加・移動・更新・削除が頻繁且つ不 規則に発生する。データが利用されるタイミングの 予測は困難であり、センサの状態データのように一 時的に蓄積された後削除されるデータも多い。ネッ トワークはこのようなデータに逐次追随しつつア クセス可能とすることが必要となる。  要件 4:多対多通信 大量の端末が発信するデータを多数のサービスサ ーバが利用する多対多の通信が増加し、 unicast 以 外の通信形態(broadcast、multicast、publish/subscribe、 クエリ /key-value-store)が通信の大半を占めるよう になるため、ネットワークはこれらの通信形態をサ ポートする必要がある。 2.2. 提案アーキテクチャ 本研究では、前述の新世代ネットワークの要件に適 した新たなネットワークアーキテクチャとして、 Data-centric Network(DCN)を提案する。従来のネッ トワークは端末間のデータ通信を主目的としていた。 一方現在では、所望のデータを取得することがネット ワークの主目的となっている。DCN はこのようなネッ トワークの利用形態の変化を踏まえ、膨大な量のデー タから容易にデータを取得することができるネットワ ークアーキテクチャの実現を目指す。 図 1 に本研究で想定するネットワークアーキテク チャの変遷を示す。従来の PSTN が音声通話などの人 対人の通信が中心で、現在のインターネットが WEB などの人対モノの 1 対 1 通信が中心であるのに対し、 DCN は将来のセンサや機器同士が通信するモノ対モ ノの多対多通信に適したアーキテクチャを目指す。 DCN では端末は通信相手の端末を意識せずに、取得し たいデータの ID を指定するだけで通信を行う。 図 1 ネットワークアーキテクチャの遷移 2.1 章で挙げた要件に対し、現状の IP ネットワーク と将来求められる DCN の比較を表 1 に示す。 表 1 IP ネットワークと DCN の比較",,2012,49,filtered,citation
