id,datePublished,description,journals,publisher,title,doi,downloadUrl,database
286808632,2020-01-30T09:40:38,"The Internet of Things creates opportunities to develop data-driven design methodologies for smart cities. However, effects rather than causes are often measured in complex urban systems, requiring robust data-interpretation methodologies. Additionally, effective monitoring of large urban components, such as civil infrastructure, often involves multiple sensor devices and invasive sensor systems. In these situations, the design of measurement systems is an important task. Usually, this task is carried out by engineers using only qualitative rules of thumb and experience. Recently, researchers have developed quantitative sensor-placement methodologies to maximize the information gain of measurement systems. Nonetheless, these methodologies are only weakly validated using field measurements due to the small amount of data collected and the difficulties comparing the predicted information gain with observations. This paper proposes a validation strategy for sensor-placement methodologies. In this strategy, predictions of both individual sensor and sensor-configuration performances are compared with observations using statistical tests and hypothesis testing. The validation procedure is illustrated through three full-scale-bridge case studies. This strategy helps engineers select an appropriate methodology to design measurement systems in order to optimize data collection using sensors",,'Institute of Electrical and Electronics Engineers (IEEE)',Strategy to validate sensor-placement methodologies in the context of sparse measurement in complex urban systems,10.1109/JSEN.2020.2969470,,core
479386536,2021-03-10T00:00:00,,,'Elsevier BV',A   life cycle oriented data-driven architecture for an advanced circular economy,10.1016/j.procir.2021.01.110,https://core.ac.uk/download/479386536.pdf,core
475040105,2021-12-06T00:00:00,"Mechanical cloaks are materials engineered to manipulate the elastic response
around objects to make them indistinguishable from their homogeneous
surroundings. Typically, methods based on material-parameter transformations
are used to design optical, thermal and electric cloaks. However, they are not
applicable in designing mechanical cloaks, since continuum-mechanics equations
are not form-invariant under general coordinate transformations. As a result,
existing design methods for mechanical cloaks have so far been limited to a
narrow selection of voids with simple shapes. To address this challenge, we
present a systematic, data-driven design approach to create mechanical cloaks
composed of aperiodic metamaterials using a large pre-computed unit cell
database. Our method is flexible to allow the design of cloaks with various
boundary conditions, multiple loadings, different shapes and numbers of voids,
and different homogeneous surroundings. It enables a concurrent optimization of
both topology and properties distribution of the cloak. Compared to
conventional fixed-shape solutions, this results in an overall better cloaking
performance, and offers unparalleled versatility. Experimental measurements on
3D-printed structures further confirm the validity of the proposed approach.
Our research illustrates the benefits of data-driven approaches in quickly
responding to new design scenarios and resolving the computational challenge
associated with multiscale designs of functional structures. It could be
generalized to accommodate other applications that require heterogeneous
property distribution, such as soft robots and implants design.Comment: Under revie",,,Mechanical Cloak via Data-Driven Aperiodic Metamaterial Design,,http://arxiv.org/abs/2107.13147,core
286384795,2020-01-02T01:25:17,"Limiting the increase of CO2 in the atmosphere is one of the largest challenges of our generation(1). Because carbon capture and storage is one of the few viable technologies that can mitigate current CO2 emissions(2), much effort is focused on developing solid adsorbents that can efficiently capture CO2 from flue gases emitted from anthropogenic sources(3). One class of materials that has attracted considerable interest in this context is metal-organic frameworks (MOFs), in which the careful combination of organic ligands with metal-ion nodes can, in principle, give rise to innumerable structurally and chemically distinct nanoporous MOFs. However, many MOFs that are optimized for the separation of CO2 from nitrogen(4-7) do not perform well when using realistic flue gas that contains water, because water competes with CO2 for the same adsorption sites and thereby causes the materials to lose their selectivity. Although flue gases can be dried, this renders the capture process prohibitively expensive(8,9). Here we show that data mining of a computational screening library of over 300,000 MOFs can identify different classes of strong CO2-binding sites-which we term `adsorbaphores'-that endow MOFs with CO2/N-2 selectivity that persists in wet flue gases. We subsequently synthesized two water-stable MOFs containing the most hydrophobic adsorbaphore, and found that their carbon-capture performance is not affected by water and outperforms that of some commercial materials. Testing the performance of these MOFs in an industrial setting and consideration of the full capture process-including the targeted CO2 sink, such as geological storage or serving as a carbon source for the chemical industry-will be necessary to identify the optimal separation material",,'Springer Science and Business Media LLC',Data-driven design of metal-organic frameworks for wet flue gas CO2 capture,10.1038/s41586-019-1798-7,,core
480053986,2021-01-01T00:00:00,"The paper presents a Model-Driven approach for Product-Service System (PSS) Design promoting an increased digitalization of the PSS design process based on the combination of data-driven design (DDD) activities and value-driven design (VDD) methods. The approach is the results of an 8-year long research profile named (omitted for blind review) featuring the collaboration between (omitted for blind review) and nine industrial companies, in the field of PSS Design. It combines VDD models and the supporting data-driven activities in the frame of PSS design and aligns with the product value stream and the knowledge value stream in the product innovation process as described by Kennedy et al. (2008). The paper provides a high-level overview of the approach describing the different stages and activities, and provides references to external scientific contributions for more exhaustive descriptions of the research rationale and validity. The approach is meant to ultimately drive the development and implementation of a simulation environment for cross-functional and multi-disciplinary decision making in PSS, named Model-Driven Decision Arena, describe in the concluding part of the paper.open access</p",,'Cambridge University Press (CUP)',MODEL-DRIVEN PRODUCT SERVICE SYSTEMS DESIGN : THE MODEL-DRIVEN DEVELOPMENT AND DECISION SUPPORT (MD3S) APPROACH,10.1017/pds.2021.475,,core
287784400,2020-02-27T00:00:00,"Materials science is the systematic study and development of materials and their properties. Materials informatics and data-driven materials science are umbrella terms for the scientific practice of systematically extracting knowledge from data produced in materials science. This practice differs from traditional scientific approaches in materials research by the volume of processed data and the more automated way information is extracted. This data-driven approach — sometimes referred to as the 4th paradigm of science — is largely driven by the use of modern hardware and software for data production and storage, the Open Science movement and the methodological developments in data mining and machine learning. 
This dissertation reviews how materials informatics can be effectively applied to accelerate materials science, focusing on computational, atomistic materials modelling. The topic is divided into two different areas: how the data-driven design and tools are being used to re-imagine the life-cycle of materials data and how machine learning, in particular, can be used to complement existing research methodologies in materials science. These topics are explored by investigating the historical development of materials informatics and by highlighting the modern tools and techniques.  
This discussion provides a guide for anyone interested in deploying these methods in their research and also covers some of the key challenges that the field of materials informatics still faces. After this overview, the original materials informatics research performed during the studies is summarized. First, the open-source software libraries developed for materials informatics are introduced. These libraries deal specifically with tasks related to the automated structural classification of complex atomistic geometries and the efficient description of materials for machine learning. Next, the studies related to materials discovery using data mining and machine learning are discussed. The first study leverages materials databases in the search for optimal coating materials for perovskite-based photovoltaics while the second study focuses on using machine learning for identifying catalytically active sites on nanoclusters.Materiaalitiede pyrkii ymmärtämään ja mallintamaan materiaalien ominaisuuksia ja valjastamaan näitä ominaisuuksia erilaisiin sovelluksiin. Materiaali-informatiikka ja datalähtöinen materiaalitiede ovat yläkäsitteitä käytännöille, joissa olemassaolevia tietomassoja hyödynnetään tehokkaasti materiaalituntemuksen edistämiseksi. Tämä eroaa perinteisistä tieteellisistä lähestymistavoista, sillä prosessoidun tiedon määrä on suurempi vaatien lähes täysin automatisoituja menetelmiä. Tätä datalähtöistä lähestymistapaa on myös kutsuttu tieteen neljänneksi paradigmaksi. Se syntyyn ovat vaikuttaneet kyky tuottaa ja tallentaa suuria tietomääriä modernin tietokonelaitteiston ja -ohjelmiston avulla, avoimen tieteen periaatteiden käyttöönotto sekä tiedon louhintaan ja koneoppimiseen käytettyjen menetelmien kehitys. 
Tässä väitöskirjassa tarkastellaan kuinka materiaali-informatiikkaa voidaan tehokkaasti soveltaa materiaalitieteen nopeuttamiseen keskittyen laskennalliseen, atomistiseen materiaalien mallintamiseen. Aihe on jaettu kahteen eri osa-alueeseen: miten datalähtöistä suunnittelua ja siihen liittyviä työkaluja käytetään materiaalitiedon elinkaaren uudelleenjärjestämiseen ja kuinka erityisesti koneoppimista voidaan käyttää olemassa olevien tutkimusmenetelmien täydentämiseksi. Näitä aiheita lähestytään tutkimalla materiaali-informatiikan historiallista kehitystä ja nostamalla esiin nykyaikaisia työkaluja ja tekniikoita. 
Tämä yhteenveto tarjoaa oppaan kaikille, jotka ovat kiinnostuneita näiden menetelmien käyttöönotosta tutkimuksessaan tuoden samalla esiin materiaali-informatiikan keskeisimpiä haasteita.Tämän yleiskatsauksen jälkeen esitellään opintojen aikana suoritettu alkuperäinen materiaalitutkimus. Aluksi käydään läpi materiaali-informaatiikkaa varten kehitetyt avoimen lähdekoodin ohjelmistokirjastot. Nämä kirjastot käsittelevät monimutkaisten atomististen geometrioiden automaattista rakenteellista luokittelua ja materiaaleja kuvaavan syötteen tehokasta muodostamista koneoppimista varten. Seuraavaksi esitellään tutkimukset, joissa tiedon louhintaa ja koneoppista käytetään uusien materiaalien etsimiseen kahdessa eri sovelluskohteessa. Ensimmäisessä tutkimuksessa hyödynnetään materiaalitietokantoja etsittäessä optimaalisia pinnoitemateriaaleja perovskiittipohjaisille aurinkokennoille, kun taas toisessa tutkimuksessa käytetään koneoppimista katalyyttisesti aktiivisten sijaintien tunnistamiseen nanoklustereissa",,'Springer Science and Business Media LLC',Materiaali-informatiikka: datalähtöinen suunnittelu ja koneoppiminen materiaalitieteen tukena,10.1038/s41524-018-0096-5,,core
429547556,2021-07-01T00:00:00,"Summary: Effective genetic diagnosis requires the correlation of genetic variant data with detailed phenotypic information. However, manual encoding of clinical data into machine-readable forms is laborious and subject to observer bias. Natural language processing (NLP) of electronic health records has great potential to enhance reproducibility at scale but suffers from idiosyncrasies in physician notes and other medical records. We developed methods to optimize NLP outputs for automated diagnosis. We filtered NLP-extracted Human Phenotype Ontology (HPO) terms to more closely resemble manually extracted terms and identified filter parameters across a three-dimensional space for optimal gene prioritization. We then developed a tiered pipeline that reduces manual effort by prioritizing smaller subsets of genes to consider for genetic diagnosis. Our filtering pipeline enabled NLP-based extraction of HPO terms to serve as a sufficient replacement for manual extraction in 92% of prospectively evaluated cases. In 75% of cases, the correct causal gene was ranked higher with our applied filters than without any filters. We describe a framework that can maximize the utility of NLP-based phenotype extraction for gene prioritization and diagnosis. The framework is implemented within a cloud-based modular architecture that can be deployed across health and research institutions","[{'title': None, 'identifiers': ['issn:2666-2477', '2666-2477']}]",'Elsevier BV',A data-driven architecture using natural language processing to improve phenotyping efficiency and accelerate genetic diagnoses of rare disorders,10.1016/j.xhgg.2021.100035,,core
490907639,2021-01-01T00:00:00,"In this study, a data-driven design method is proposed for a dual-rate system, where the sampling interval of a plant output is restricted and is an integer multiple of the holding interval of a control input. In our proposed method, single-rate virtual reference feedback tuning (S-VRFT), where the holding interval is the same as the sampling interval, is extended to the dual-rate virtual reference feedback tuning (D-VRFT) system. In D-VRFT, a controller is decided using a set of input/output data used in S-VRFT, and it is easy to extend S-VRFT to D-VRFT and implement D-VRFT. In this study, intersample oscillations caused in such a dual-rate control system is prevented because a weighting filter is introduced for penalizing the control input deviation between the sampling instants. The filter is designed as an integrator for weighting the low-frequency domain. The improvement in fast-tracking performance as well as the ripple-free property are demonstrated through both the numerical and experimental results","[{'title': 'IEEE Access', 'identifiers': ['issn:2169-3536', '2169-3536']}]",'Institute of Electrical and Electronics Engineers (IEEE)',Dual-Rate Data-Driven Virtual Reference Feedback Tuning: Improvement in Fast-Tracking Performance and Ripple-Free Design,10.1109/ACCESS.2021.3122234,,core
472219691,2020-01-01T00:00:00,,,'Informa UK Limited',Data-Driven Design,10.4324/9780429348051-12,,core
481324485,2021-02-25T00:00:00,"The latest technological advancements allow users to generate a large volume of data related to their experiences and needs. However, the absence of an advanced methodology that links the big data and the creative process prevents the effective use of the data and extracting all its potential and knowledge in this context, which is crucial in offering user-centred solutions. Incorporating data creatively and critically as design material can help us learn and understand user needs better. Therefore, design can bring deeper meaning to data, just as data can enhance design practice. Accordingly, this work raises a reflection on whether designers could appropriate the workflow of data science in order to integrate it into the research process in the creative process within a framework of user experience analysis. The proposed model: data-driven design model, enhances the exploratory design of problem space and assists in the creation of ideas during the conceptual design phase. In this way, this work offers an integrated vision, enhancing creativity in industrial design as an instrument for the achievement of the proper and necessary balance between intuition and reason, design, and science",,'Vilnius Gediminas Technical University',Creativity forward: a framework that integrates data analysis techniques to foster creativity within the creative process in user experience contexts,10.3846/cs.2021.12933,https://core.ac.uk/download/481324485.pdf,core
473627755,2020-01-01T00:00:00,,,'The Design Society',Data-driven design,10.35199/EPDE.2020.10,,core
483514221,2022-01-01T08:00:00,"In this paper, we present a novel data-driven design method for the human-robot interaction (HRI) system, where a given task is achieved by cooperation between the human and the robot. The presented HRI controller design is a two-level control design approach consisting of a task-oriented performance optimization design and a plant-oriented impedance controller design. The task-oriented design minimizes the human effort and guarantees the perfect task tracking in the outer-loop, while the plant-oriented achieves the desired impedance from the human to the robot manipulator end-effector in the inner-loop. Data-driven reinforcement learning techniques are used for performance optimization in the outer-loop to assign the optimal impedance parameters. In the inner-loop, a velocity-free filter is designed to avoid the requirement of end-effector velocity measurement. On this basis, an adaptive controller is designed to achieve the desired impedance of the robot manipulator in the task space. The simulation and experiment of a robot manipulator are conducted to verify the efficacy of the presented HRI design framework",,'Institute of Electrical and Electronics Engineers (IEEE)',Data-Driven Human-Robot Interaction Without Velocity Measurement using Off-Policy Reinforcement Learning,10.1109/JAS.2021.1004258,,core
441026828,2021-02-01T00:00:00,"The latest technological advancements allow users to generate a large volume of data related to their experiences and needs. However, the absence of an advanced methodology that links the big data and the creative process prevents the effective use of the data and extracting all its potential and knowledge in this context, which is crucial in offering user-centred solutions. Incorporating data creatively and critically as design material can help us learn and understand user needs better. Therefore, design can bring deeper meaning to data, just as data can enhance design practice. Accordingly, this work raises a reflection on whether designers could appropriate the workflow of data science in order to integrate it into the research process in the creative process within a framework of user experience analysis. The proposed model: data-driven design model, enhances the exploratory design of problem space and assists in the creation of ideas during the conceptual design phase. In this way, this work offers an integrated vision, enhancing creativity in industrial design as an instrument for the achievement of the proper and necessary balance between intuition and reason, design, and science","[{'title': 'Creativity Studies', 'identifiers': ['issn:2345-0487', '2345-0487', 'issn:2345-0479', '2345-0479']}]",'Vilnius Gediminas Technical University',Creativity forward: a framework that integrates data analysis techniques to foster creativity within the creative process in user experience contexts,10.3846/cs.2021.12933,https://core.ac.uk/download/441026828.pdf,core
389359924,2021-01-01T00:00:00,"peer-reviewedElastic boundary conditions play an important role in the buckling analysis of cylinders under compressive

loading. These structures are used widely in aerospace applications and are highly sensitive to geometrical,

material, loading, and boundary imperfections. In fact, the presence of these imperfections can lead to catastrophic failure. In 1968, NASA reported relations for obtaining the Knockdown Factor (KDF) based on an

empirical method that is valid for isotropic and orthotropic materials; however, these relations do not consider

the effect of elastic boundaries that can lead to highly conservative values of KDF. In design practice, a universal KDF of 0.65 has been used for recent designs by NASA, which may not be applicable to new types of structural configuration with different loading and boundary conditions. Therefore, there is a need for robust design

factors for future designs which reduce the dependency on testing during preliminary design phases and speeds

up the product development process. The availability of up‐to‐date and different KDF expressions for different

structural configurations would help engineers to design lighter structures with improved load carrying capacity and reliability. The main objective of this work is to identify the buckling load sensitivity of cylindrical

shells due to their boundary conditions and develop KDF relations considering elastic boundaries. To achieve

this goal, the effect of axial, radial and tangential support stiffness on a quasi‐isotropic cylinder under axial

compression is investigated. A data‐driven design approach is used to develop new KDF empirical relations

for a quasi‐isotropic cylinder on different elastic foundations. The accuracy of these relations is within 5%

for any elastic foundation considered",,'Elsevier BV',Design considerations for composite cylindrical shells on elastic foundations subject to compression buckling,10.1016/j.compstruct.2020.113176,https://core.ac.uk/download/389359924.pdf,core
328359633,2020-01-01T00:00:00,"Societies across the globe are facing many unprecedented challenges; climate change, pandemics, and resource depletion, just to name a few. These societal challenges, the 2030 Sustainable Development Agenda, and companies’ demands about knowledge and skills required from future employees have put pressure on academia to develop suitable education programmes in many disciplines, including product development and mechanical engineering. In this position paper, we present our work undertaken in phase-1 of the development of a new MSc programme in the field of product development and mechanical engineering at Blekinge Institute of Technology, aimed at addressing changing societal needs and demands of the future industry. We employ a generic design thinking approach, starting from key stakeholder needs with iterative execution of needfinding, benchmarking, and ideation. In these steps, we use several data collection and generation methods such as interviews, surveys, and workshops. The main outcome of phase-1 is the overall programme structure, consisting of three main focus streams — the engineering design core, three academic specializations (Product-Service Systems Design, Data-Driven Design, and Simulation- Driven Design), and the practical application profiling. Based on our experience of developing the overall programme structure, we offer recommendations for developing new programmes in this area.Open accessUtvecklingsprogram av Civilingenjörsprogram i Maskinteknik på Avancerad Niv",,'The Design Society',Shaping wicked problem solvers : innovating education programs through design thinking,10.35199/NORDDESIGN2020.26,,core
296249678,2020-01-01T00:00:00,"International audienceFor the 12 GeV upgrade of Jefferson Laboratory, a Silicon Vertex Tracker (SVT) has been designed for the CLAS12 spectrometer using single-sided microstrip sensors fabricated by Hamamatsu Photonics. The sensors have a graded angle design to minimize dead areas and a readout pitch of 156μm , with intermediate strips. Each double-sided SVT module hosts three daisy-chained sensors on each side with a full strip length of 33 cm. There are 512 channels per module, read out by four Fermilab Silicon Strip Readout (FSSR2) chips, featuring data-driven architecture, mounted on a rigid–flex hybrid board. The modules are assembled in a barrel configuration using a unique cantilevered geometry to minimize the amount of material in the tracking volume. This paper is focused on the design, qualification of the performance, and experience in operating and commissioning the tracker during the first year of the data taking",,'Elsevier BV',The CLAS12 Silicon Vertex Tracker,10.1016/j.nima.2020.163701,,core
395099855,2020-01-01T00:00:00,"The paper presents a four-layer framework for the application of data-driven design in a product innovation process. The framework builds on the Knowledge Value Stream and on the Product Value Streams of a product innovation process and indicates how data-driven activities shall be structured and organised in relation to the different phases of a model-based decision process. Visualisation is proposed as a communication enabler at the top of the framework to overcome the comprehensibility barrier between data science and engineering design models. The framework is implemented in the case study of a construction equipment encompassing the analysis of operational machine data and the experimentation of suitable visualisation techniques. Ultimately, a list of challenges for the implementation of data-driven design is presented, and the capability of the framework to support the transition toward data-driven

design is discussed in relation to the emergence of product-service systems solutions",,'Inderscience Publishers',A framework for data-driven design in a product innovation process: data analysis and visualisation for model-based decision making,10.1504/IJPD.2020.10028179,https://core.ac.uk/download/395099855.pdf,core
322856522,2020-04-28T00:00:00,"This Thesis describes an industrial procedure tailored to the company Unox S.p.A. for data analysis through multivariate statistical methodologies. Process variables are analysed for process understanding, data-driven design (creation of intuitive user-machine interface for improved user experience), process monitoring (anomalies detection during cooking process to ensure final product quality) and predictive maintenance (data-based equipment failure prediction for improved after-sale service)",,,Data analysis through multivariate statistical techniques: an industrial application,,https://core.ac.uk/download/322856522.pdf,core
234931251,2020,"Hierarchical clustering is an important tool for extracting information from data in a multi-resolution way. It is more meaningful if driven by data, as in the case of divisive algorithms, which split data until no more division is allowed. However, they have the drawback of the splitting threshold setting. The neural networks can address this problem, because they basically depend on data. The growing hierarchical GH-EXIN neural network builds a hierarchical tree in an incremental (data-driven architecture) and self-organized way. It is a top-down technique which defines the horizontal growth by means of an anisotropic region of influence, based on the novel idea of neighborhood convex hull. It also reallocates data and detects outliers by using a novel approach on all the leaves, simultaneously. Its complexity is estimated and an analysis of its user-dependent parameters is given. The advantages of the proposed approach, with regard to the best existing networks, are shown and analyzed, qualitatively and quantitatively, both in benchmark synthetic problems and in a real application (image recognition from video), in order to test the performance in building hierarchical trees. Furthermore, an important and very promising application of GH-EXIN in two-way hierarchical clustering, for the analysis of gene expression data in the study of the colorectal cancer is described",,'Elsevier BV',The GH-EXIN neural network for hierarchical clustering,10.1016/j.neunet.2019.07.018,,core
323787584,2020-03-29T00:00:00,"This paper studies how to design abstractions of large-scale combinatorial optimization problems that can leverage existing state-of-the-art solvers in general purpose ways, and that are amenable to data-driven design. The goal is to arrive at new approaches that can reliably outperform existing solvers in wall-clock time. We focus on solving integer programs, and ground our approach in the large neighborhood search (LNS) paradigm, which iteratively chooses a subset of variables to optimize while leaving the remainder fixed. The appeal of LNS is that it can easily use any existing solver as a subroutine, and thus can inherit the benefits of carefully engineered heuristic approaches and their software implementations. We also show that one can learn a good neighborhood selector from training data. Through an extensive empirical validation, we demonstrate that our LNS framework can significantly outperform, in wall-clock time, compared to state-of-the-art commercial solvers such as Gurobi",,,A General Large Neighborhood Search Framework for Solving Integer Programs,,https://core.ac.uk/download/323787584.pdf,core
443969942,2021-06-29T00:00:00,"Scientific and engineering problems often require the use of artificial
intelligence to aid understanding and the search for promising designs. While
Gaussian processes (GP) stand out as easy-to-use and interpretable learners,
they have difficulties in accommodating big datasets, categorical inputs, and
multiple responses, which has become a common challenge for a growing number of
data-driven design applications. In this paper, we propose a GP model that
utilizes latent variables and functions obtained through variational inference
to address the aforementioned challenges simultaneously. The method is built
upon the latent variable Gaussian process (LVGP) model where categorical
factors are mapped into a continuous latent space to enable GP modeling of
mixed-variable datasets. By extending variational inference to LVGP models, the
large training dataset is replaced by a small set of inducing points to address
the scalability issue. Output response vectors are represented by a linear
combination of independent latent functions, forming a flexible kernel
structure to handle multiple responses that might have distinct behaviors.
Comparative studies demonstrate that the proposed method scales well for large
datasets with over 10^4 data points, while outperforming state-of-the-art
machine learning methods without requiring much hyperparameter tuning. In
addition, an interpretable latent space is obtained to draw insights into the
effect of categorical factors, such as those associated with building blocks of
architectures and element choices in metamaterial and materials design. Our
approach is demonstrated for machine learning of ternary oxide materials and
topology optimization of a multiscale compliant mechanism with aperiodic
microstructures and multiple materials.Comment: Preprint submitted to Journal of Mechanical Desig",,,"Scalable Gaussian Processes for Data-Driven Design using Big Data with
  Categorical Factors",,http://arxiv.org/abs/2106.15356,core
483937227,2021-01-01T00:00:00,"A new class of rare-earth-free permanent magnets is proposed. The parent compound of this class is Co3Mn2Ge, and its discovery is the result of first principles theory combined with experimental synthesis and characterisation. The theory is based on a high-throughput/data-mining search among materials listed in the ICSD database. From ab-initio theory of the defect free material it is predicted that the saturation magnetization is 1.71 T, the uniaxial magnetocrystalline anisotropy is 1.44 MJ/m3, and the Curie temperature is 700 K. Co3Mn2Ge samples were then synthesized and characterised with respect to structure and magnetism. The crystal structure was found to be the MgZn2-type, with partial disorder of Co and Ge on the crystallographic lattice sites. From magnetization measurements a saturation polarization of 0.86 T at 10 K was detected, together with a uniaxial magnetocrystalline anisotropy constant of 1.18 MJ/m3, and the Curie temperature of TC = 359 K. These magnetic properties make Co3Mn2Ge a very promising material as a rare-earth free permanent magnet, and since we can demonstrate that magnetism depends critically on the amount of disorder of the Co and Ge atoms, a further improvement of the magnetism is possible. We demonstrate here that the class of compounds based on T3Mn2X (T = Co or alloys between Fe and Ni; X = Ge, Al or Ga) in the MgZn2 structure type, form a new class of rare-earth free permanent magnets with very promising performance",,'Elsevier BV',Data-driven design of a new class of rare-earth free permanent magnets,10.1016/j.actamat.2021.116913,,core
490759223,2021-01-01T00:00:00,"Designing auction parameters for online industrial auctions is a complex problem due to highly heterogeneous items. Currently, online auctioneers rely heavily on their experts in auction design. The ability of predicting how well an auction will perform prior to the start comes in handy for auctioneers. If an item is expected to be a low-performing item, the auctioneer can take certain actions to influence the auction outcome. For instance, the starting selling price of the item can be modified, or the location where the item is displayed on the website can be changed to attract more attention. In this paper, we take a real-world industrial auction data set and investigate how we can improve upon the expert’s design using insights learned from data. More specifically, we first construct a classification model that predicts the expected performance of auctions. We propose a data driven auction design framework (called DDAD) that combines the expert’s knowledge with the learned prediction model, in order to find the best parameter values, i.e., starting price and display positions of the items, for a given new auction. The prediction model is evaluated, and the new design for several auctions is discussed and validated with the auction experts.Accepted author manuscriptCyber Securit",,'Springer Science and Business Media LLC',Data driven design for online industrial auctions,10.1007/s10472-020-09722-2,,core
479365400,2021-07-01T00:00:00,"Summary Environmental and host‐associated microbial communities are complex ecosystems, of which many members are still unknown. Hence, it is challenging to study community dynamics and important to create model systems of reduced complexity that mimic major community functions. Therefore, we developed MiMiC, a computational approach for data‐driven design of simplified communities from shotgun metagenomes. We first built a comprehensive database of species‐level bacterial and archaeal genomes (n = 22 627) consisting of binary (presence/absence) vectors of protein families (Pfam = 17 929). MiMiC predicts the composition of minimal consortia using an iterative scoring system based on maximal match‐to‐mismatch ratios between this database and the Pfam binary vector of any input metagenome. Pfam vectorization retained enough resolution to distinguish metagenomic profiles between six environmental and host‐derived microbial communities (n = 937). The calculated number of species per minimal community ranged between 5 and 11, with MiMiC selected communities better recapitulating the functional repertoire of the original samples than randomly selected species. The inferred minimal communities retained habitat‐specific features and were substantially different from communities consisting of most abundant members. The use of a mixture of known microbes revealed the ability to select 23 of 25 target species from the entire genome database. MiMiC is open source and available at https://github.com/ClavelLab/MiMiC","[{'title': 'Microbial Biotechnology', 'identifiers': ['issn:1751-7915', '1751-7915']}]",'Wiley',MiMiC: a bioinformatic approach for generation of synthetic communities from metagenomes,10.1111/1751-7915.13845,,core
357602961,2020-04-24T00:00:00,"ABSTRACT Design optimization in the context of finite element modeling (FEM) and analysis (FEA) has been traditionally used to help designers determine optimal structural geometry and/or material property parameters according to objective functions of interest and necessary constraints. In the present paper it is attempted to generalize the design optimization methodology into a program synthesis technique for determining the code necessary to encapsulate the constitutive behavior of the material system required for generalized FEA applications. The core concept behind the methodology followed by our group in the past, has been the experimental identification of a dissipated energy density (DED) function for polymer matrix composites (PMCs) through a non-linear optimization scheme for determining the free coefficients of the sum of the basis functions that are used to construct the DED function and is based on the energy balance of the specimen under testing. The utilized testing generated massive amounts of experimental data that would be produced by exposing PMC specimens to multidimensional loading paths with the help of custom made multi-axial computer-controlled testing machines. The variety of custom environments utilized to implement the analytical and numerical details has often created difficulties in transferring our technology to end users in the design and material communities. The present implementation was greatly enabled by recent advances in finite element techniques and &quot;of the shelf&quot; design optimization integration technologies along with the parallel hardware and software evolution. The program synthesis lies on a process that automatically generates the code of a user material subroutine through minimization of the error between measured and simulated specimen behavior. The generated code can be subsequently used with any geometry and loading specification definable within the limits of the non-linear element library in commercial codes such as ANSYS and ABAQUS",,,DETC2002/CIE-34474 PROGRAM SYNTHESIS OF FEA CONSTITUTIVE BEHAVIOR MODULES THROUGH DATA DRIVEN DESIGN OPTIMIZATION,,https://core.ac.uk/download/357602961.pdf,core
480053862,2021-01-01T00:00:00,"The digitalization era has brought about unprecedented challenges for the manufacturing industries, pushing them to deliver solutions that encompass both product and service-related dimensions, known as Product-service Systems. This paper presents a number of lessons learned in the process of integrating the analysis of operational data as decision support in engineering design based on the empirical studies from two Swedish manufacturing companies operating in the construction machinery sector. The paper highlights the need to consider a five-dimensional perspective when collecting and analyzing data, encompassing data from the product, the service, the environment, the infrastructure, and the humans involved. Finally, a conceptual framework for data-driven design automation of Product-service Systems is proposed by leveraging the use of these data, introducing the concept of a Product-Service System Configurator as an enabler of design automation. The implementation of the proposed framework on multiple case studies in different industrial contexts shall be considered as the next step of the research.open access</p",,'Cambridge University Press (CUP)',Data-Driven Design Automation for Product-Service Systems Design : Framework and Lessons Learned from Empirical Studies.,10.1017/pds.2021.84,,core
347168420,2020-01-01T00:00:00,"International audienceThe paper presents a four-layer framework for the application of data-driven design in a product innovation process. The framework builds on the Knowledge Value Stream and on the Product Value Streams of a product innovation process and indicates how data-driven activities shall be structured and organised in relation to the different phases of a model-based decision process. Visualisation is proposed as a communication enabler at the top of the framework to overcome the comprehensibility barrier between data science and engineering design models. The framework is implemented in the case study of a construction equipment encompassing the analysis of operational machine data and the experimentation of suitable visualisation techniques. Ultimately, a list of challenges for the implementation of data-driven design is presented, and the capability of the framework to support the transition toward data-driven design is discussed in relation to the emergence of product-service systems solutions",,'Inderscience Publishers',A framework for data-driven design in a product innovation process: data analysis and visualisation for model-based decision making,10.1504/IJPD.2020.106464,,core
386107667,2020-12-11T00:00:00,"This paper explores how audiences engage with Netflix as an intermediary in their digital lives, and how Netflix, as it is designed, creates a highly constrained system for its users. The paper is based on a study of observed use and discussions with Netflix users. It explores the limitations that are designed into Netflix as a digital media platform, and how Netflix users engage with this system that obscures rather than clarifies the contents of the platform. The paper discusses examples of frustration, confusion, and misdirection that Netflix, as a heavily constrained system, cultivates. It argues that the thoughts, feelings, and desires of audiences are not reflected in the data-driven design of digital media platforms like Netflix. Instead, data are used by Netflix to design a personalized environment that acts as a set of blinders which constrain the agency of the audience through an interface designed to dazzle and disorient Netflix users",,SMID - Society of Media Researchers In Denmark,Netflix and the design of the audience: The homogenous constraints of data-driven personalization,,https://core.ac.uk/download/386107667.pdf,core
