@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,pii,freetoread,freetoreadLabel,prism:isbn,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85111409479', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85111409479?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111409479&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111409479&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85111409479,SCOPUS_ID:85111409479,2-s2.0-85111409479,Positioning accuracy optimization of DSO-SLAM and its use for the localization of unmanned vehicle,Wang X.,"2021 International Conference on Computer Communication and Artificial Intelligence, CCAI 2021",,,,,155-160,2021-05-07,7 May 2021,10.1109/CCAI50917.2021.9447457,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,9447457,21101054199,0,False,,,,"[{'@_fa': 'true', '$': '9781728194011'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107579150', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107579150?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107579150&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107579150&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85107579150,SCOPUS_ID:85107579150,2-s2.0-85107579150,Pothole and object detection for an autonomous vehicle using YOLO,Kavitha R.,"Proceedings - 5th International Conference on Intelligent Computing and Control Systems, ICICCS 2021",,,,,1585-1589,2021-05-06,6 May 2021,10.1109/ICICCS51141.2021.9432186,0,"[{'@_fa': 'true', 'affilname': 'Kumaraguru College of Technology', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,9432186,21101047942,0,False,,,,"[{'@_fa': 'true', '$': '9781665412728'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105740437', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105740437?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105740437&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105740437&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105740437,SCOPUS_ID:85105740437,2-s2.0-85105740437,An efficient ensemble binarized deep neural network on chip with perception-control integrated,He W.,Sensors,14248220,,21,10,,2021-05-02,2 May 2021,10.3390/s21103407,0,"[{'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",Journal,ar,Article,3407,130124,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,34068351
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115666826', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115666826?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115666826&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115666826&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115666826,SCOPUS_ID:85115666826,2-s2.0-85115666826,Testing Object Detection for Autonomous Driving Systems via 3D Reconstruction,Shao J.,Proceedings - International Conference on Software Engineering,02705257,,,,117-119,2021-05-01,May 2021,10.1109/ICSE-Companion52605.2021.00052,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,,19242,0,False,,,,"[{'@_fa': 'true', '$': '9781665412193'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115047255', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115047255?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115047255&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115047255&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115047255,SCOPUS_ID:85115047255,2-s2.0-85115047255,"Proceedings - 2021 International Symposium on Artificial Intelligence and its Application on Media, ISAIAM 2021",,"Proceedings - 2021 International Symposium on Artificial Intelligence and its Application on Media, ISAIAM 2021",,,,,,2021-05-01,May 2021,,0,,Conference Proceeding,cr,Conference Review,,21101059456,0,False,,,,"[{'@_fa': 'true', '$': '9781665432603'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85112822030', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85112822030?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112822030&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112822030&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85112822030,SCOPUS_ID:85112822030,2-s2.0-85112822030,Demo: Security of Deep Learning based Automated Lane Centering under Physical-World Attack,Sato T.,"Proceedings - 2021 IEEE Symposium on Security and Privacy Workshops, SPW 2021",,,,,244,2021-05-01,May 2021,10.1109/SPW53761.2021.00041,0,"[{'@_fa': 'true', 'affilname': 'University of California, Irvine', 'affiliation-city': 'Irvine', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,9474302,21101056010,0,False,,,,"[{'@_fa': 'true', '$': '9781728189345'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85111941052', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85111941052?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111941052&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111941052&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85111941052,SCOPUS_ID:85111941052,2-s2.0-85111941052,Design and experiments of the binocular visual obstacle perception system for agricultural vehicles,Wei J.,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,10026819,,37,9,55-63,2021-05-01,May 2021,10.11975/j.issn.1002-6819.2021.09.007,0,"[{'@_fa': 'true', 'affilname': 'Southeast University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,,62499,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85109844908', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85109844908?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109844908&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109844908&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85109844908,SCOPUS_ID:85109844908,2-s2.0-85109844908,Brief industry paper: Towards real-time 3D object detection for autonomous vehicles with pruning search,Zhao P.,"Proceedings of the IEEE Real-Time and Embedded Technology and Applications Symposium, RTAS",15453421,,2021-May,,425-428,2021-05-01,May 2021,10.1109/RTAS52030.2021.00043,0,"[{'@_fa': 'true', 'affilname': 'Northeastern University', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,9470446,145656,0,False,,,,"[{'@_fa': 'true', '$': '9781665403863'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85107177898', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85107177898?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107177898&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107177898&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85107177898,SCOPUS_ID:85107177898,2-s2.0-85107177898,Pre-training with asynchronous supervised learning for reinforcement learning based autonomous driving,Wang Y.,Frontiers of Information Technology and Electronic Engineering,20959184,20959230,22,5,673-686,2021-05-01,May 2021,10.1631/FITEE.1900637,0,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100409130,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85106353246', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85106353246?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106353246&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106353246&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85106353246,SCOPUS_ID:85106353246,2-s2.0-85106353246,Application of multi-scale fusion super-resolution algorithm in UAV detection,Li Z.,Journal of Applied Optics,10022082,,42,3,462-473,2021-05-01,May 2021,10.5768/JAO202142.0302003,2,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ministry of Education China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100244219,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105436695', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105436695?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105436695&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105436695&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105436695,SCOPUS_ID:85105436695,2-s2.0-85105436695,MS-faster R-CNN: Multi-stream backbone for improved faster R-CNN object detection and aerial tracking from UAV images,Avola D.,Remote Sensing,,20724292,13,9,,2021-05-01,1 May 2021,10.3390/rs13091670,8,"[{'@_fa': 'true', 'affilname': 'Sapienza Università di Roma', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",Journal,ar,Article,1670,86430,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85104566918', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85104566918?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104566918&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104566918&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85104566918,SCOPUS_ID:85104566918,2-s2.0-85104566918,Lightweight Density Map Architecture for UAVs Safe Landing in Crowded Areas,Gonzalez-Trejo J.A.,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,15730409,102,1,,2021-05-01,May 2021,10.1007/s10846-021-01380-8,1,"[{'@_fa': 'true', 'affilname': 'Centro de Investigación en Matemáticas, Zacatecas', 'affiliation-city': 'Zacatecas', 'affiliation-country': 'Mexico'}]",Journal,ar,Article,7,24360,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85104555089', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85104555089?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104555089&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104555089&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85104555089,SCOPUS_ID:85104555089,2-s2.0-85104555089,Drone deep reinforcement learning: A review,Azar A.T.,Electronics (Switzerland),,20799292,10,9,,2021-05-01,1 May 2021,10.3390/electronics10090999,4,"[{'@_fa': 'true', 'affilname': 'Benha University', 'affiliation-city': 'Benha', 'affiliation-country': 'Egypt'}, {'@_fa': 'true', 'affilname': 'Prince Sultan University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}]",Journal,re,Review,999,21100829272,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85103275872', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85103275872?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103275872&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103275872&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0168169921001095'}",https://api.elsevier.com/content/abstract/scopus_id/85103275872,SCOPUS_ID:85103275872,2-s2.0-85103275872,DeepWay: A Deep Learning waypoint estimator for global path generation,Mazzia V.,Computers and Electronics in Agriculture,01681699,,184,,,2021-05-01,May 2021,10.1016/j.compag.2021.106091,1,"[{'@_fa': 'true', 'affilname': 'Politecnico di Torino', 'affiliation-city': 'Turin', 'affiliation-country': 'Italy'}]",Journal,ar,Article,106091,30441,0,False,S0168169921001095,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85102304010', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85102304010?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102304010&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102304010&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85102304010,SCOPUS_ID:85102304010,2-s2.0-85102304010,PLSAV: Parallel loop searching and verifying for loop closure detection,Yang Z.,IET Intelligent Transport Systems,1751956X,,15,5,683-698,2021-05-01,May 2021,10.1049/itr2.12054,0,"[{'@_fa': 'true', 'affilname': 'College of Information Science and Electronic Engineering, Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,5400152639,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85100956295', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85100956295?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100956295&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100956295&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85100956295,SCOPUS_ID:85100956295,2-s2.0-85100956295,Adversarial retraining attack of asynchronous advantage actor-critic based pathfinding,Tong C.,International Journal of Intelligent Systems,08848173,1098111X,36,5,2323-2346,2021-05-01,May 2021,10.1002/int.22380,0,"[{'@_fa': 'true', 'affilname': 'Beijing Jiaotong University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,24305,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85088830414', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85088830414?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088830414&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088830414&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85088830414,SCOPUS_ID:85088830414,2-s2.0-85088830414,Multi-autonomous underwater vehicles collaboratively search for intelligent targets in an unknown environment in the presence of interception,Ma X.W.,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",09544062,20412983,235,9,1539-1554,2021-05-01,May 2021,10.1177/0954406220943621,0,"[{'@_fa': 'true', 'affilname': 'Jilin University', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",Journal,ar,Article,,20407,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85106386127', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85106386127?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106386127&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106386127&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85106386127,SCOPUS_ID:85106386127,2-s2.0-85106386127,MADRaS : Multi agent driving simulator,Santara A.,Journal of Artificial Intelligence Research,10769757,,70,,1517-1555,2021-04-30,30 April 2021,10.1613/JAIR.1.12531,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kharagpur', 'affiliation-city': 'Kharagpur', 'affiliation-country': 'India'}]",Journal,ar,Article,,24330,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85113852518', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85113852518?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113852518&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113852518&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85113852518,SCOPUS_ID:85113852518,2-s2.0-85113852518,Multi-Pole Road Sign Detection Based on Faster Region-based Convolutional Neural Network (Faster R-CNN),Syaharuddin A.Z.,AIMS 2021 - International Conference on Artificial Intelligence and Mechatronics Systems,,,,,,2021-04-28,28 April 2021,10.1109/AIMS52415.2021.9466014,0,"[{'@_fa': 'true', 'affilname': 'Hasanuddin University', 'affiliation-city': 'Makassar', 'affiliation-country': 'Indonesia'}]",Conference Proceeding,cp,Conference Paper,9466014,21101057661,0,False,,,,"[{'@_fa': 'true', '$': '9781665424820'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85112065619', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85112065619?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112065619&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112065619&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85112065619,SCOPUS_ID:85112065619,2-s2.0-85112065619,Auto-Driving Policies in Highway based on Distributional Deep Reinforcement Learning,Molaie M.,"Proceedings of the 5th International Conference on Pattern Recognition and Image Analysis, IPRIA 2021",,,,,,2021-04-28,28 April 2021,10.1109/IPRIA53572.2021.9483545,0,"[{'@_fa': 'true', 'affilname': 'Iran University of Science and Technology', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",Conference Proceeding,cp,Conference Paper,9483545,21101055113,0,False,,,,"[{'@_fa': 'true', '$': '9781665426596'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105506097', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105506097?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105506097&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105506097&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105506097,SCOPUS_ID:85105506097,2-s2.0-85105506097,Learning for Graph Matching based Multi-object Tracking in Auto Driving,Yin Y.,Journal of Physics: Conference Series,17426588,17426596,1871,1,,2021-04-28,28 April 2021,10.1088/1742-6596/1871/1/012152,1,"[{'@_fa': 'true', 'affilname': 'Chongqing University of Technology', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,012152,130053,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116246194', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116246194?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116246194&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116246194&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116246194,SCOPUS_ID:85116246194,2-s2.0-85116246194,Research on UAV Detection of Threat Target around oil Pipeline Based on Deep Learning,Wu Q.,ACM International Conference Proceeding Series,,,,,48-56,2021-04-23,23 April 2021,10.1145/3467707.3467714,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,,21101060572,0,False,,,,"[{'@_fa': 'true', '$': '9781450389501'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85114492810', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85114492810?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114492810&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114492810&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85114492810,SCOPUS_ID:85114492810,2-s2.0-85114492810,Adaptive Self-Localization System for Low-Cost Autonomous Robot,Faisal M.,"2021 7th International Conference on Control, Automation and Robotics, ICCAR 2021",,,,,114-121,2021-04-23,23 April 2021,10.1109/ICCAR52225.2021.9463494,0,"[{'@_fa': 'true', 'affilname': 'King Saud University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}]",Conference Proceeding,cp,Conference Paper,,21101058422,0,False,,,,"[{'@_fa': 'true', '$': '9781665449861'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85111442772', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85111442772?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111442772&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111442772&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85111442772,SCOPUS_ID:85111442772,2-s2.0-85111442772,Experimental Validation of a Steering Control System using an Adaptive Fuzzy Controller and Computer Vision,Sato T.H.,"15th Annual IEEE International Systems Conference, SysCon 2021 - Proceedings",,,,,,2021-04-15,15 April 2021,10.1109/SysCon48628.2021.9447097,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}]",Conference Proceeding,cp,Conference Paper,9447097,21101054197,0,False,,,,"[{'@_fa': 'true', '$': '9781665444392'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85108460710', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85108460710?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108460710&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108460710&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85108460710,SCOPUS_ID:85108460710,2-s2.0-85108460710,Real-time deep neural networks for multiple object tracking and segmentation on monocular video,Basharov I.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",16821750,,54,2/W1,15-20,2021-04-15,15 April 2021,,0,"[{'@_fa': 'true', 'affilname': 'Moscow Institute of Physics and Technology', 'affiliation-city': 'Dolgoprudny', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,,21100248929,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85097937350', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85097937350?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097937350&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097937350&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85097937350,SCOPUS_ID:85097937350,2-s2.0-85097937350,Computing Systems for Autonomous Driving: State of the Art and Challenges,Liu L.,IEEE Internet of Things Journal,,23274662,8,8,6469-6486,2021-04-15,15 April 2021,10.1109/JIOT.2020.3043716,8,"[{'@_fa': 'true', 'affilname': 'Wayne State University', 'affiliation-city': 'Detroit', 'affiliation-country': 'United States'}]",Journal,ar,Article,9288755,21100338350,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105521392', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105521392?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105521392&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105521392&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105521392,SCOPUS_ID:85105521392,2-s2.0-85105521392,CNPC deinterleaver implementation to increase hardware logic utilization on FPGA,Mun G.H.,"3rd International Conference on Artificial Intelligence in Information and Communication, ICAIIC 2021",,,,,385-389,2021-04-13,13 April 2021,10.1109/ICAIIC51459.2021.9415239,0,"[{'@_fa': 'true', 'affilname': 'Electronics and Telecommunications Research Institute', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Conference Proceeding,cp,Conference Paper,9415239,21101044867,0,False,,,,"[{'@_fa': 'true', '$': '9781728176383'}]",
