@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123249943', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123249943?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123249943&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123249943&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123249943,SCOPUS_ID:85123249943,2-s2.0-85123249943,3D mesh steganography and steganalysis: review and prospect,Zhou H.,Journal of Image and Graphics,,27,1,150-162,2022-01-16,16 January 2022,10.11834/jig.210371,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Simon Fraser University', 'affiliation-city': 'Burnaby', 'affiliation-country': 'Canada'}]",Journal,re,Review,,21101021717,0,False,,,10068961,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119299619', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119299619?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119299619&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119299619&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0140366421004163'}",https://api.elsevier.com/content/abstract/scopus_id/85119299619,SCOPUS_ID:85119299619,2-s2.0-85119299619,LSTM-MFCN: A time series classifier based on multi-scale spatial–temporal features,Zhao L.,Computer Communications,1873703X,182,,52-59,2022-01-15,15 January 2022,10.1016/j.comcom.2021.10.036,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",Journal,ar,Article,,13681,0,False,,,01403664,S0140366421004163,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117714992', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117714992?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117714992&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117714992&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360544221026086'}",https://api.elsevier.com/content/abstract/scopus_id/85117714992,SCOPUS_ID:85117714992,2-s2.0-85117714992,Fuzzy inference system application for oil-water flow patterns identification,Wu Y.,Energy,,239,,,2022-01-15,15 January 2022,10.1016/j.energy.2021.122359,0,"[{'@_fa': 'true', 'affilname': 'Yangtze University', 'affiliation-city': 'Jingzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,122359,29348,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",03605442,S0360544221026086,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105880939', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105880939?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105880939&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105880939&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105880939,SCOPUS_ID:85105880939,2-s2.0-85105880939,Deep-Learning-Enabled Automatic Optical Inspection for Module-Level Defects in LCD,Zhu H.,IEEE Internet of Things Journal,23274662,9,2,1122-1135,2022-01-15,15 January 2022,10.1109/JIOT.2021.3079440,0,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Institute of Microsystem and Information Technology Chinese Academy of Sciences', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100338350,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124676519', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124676519?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124676519&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124676519&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124676519,SCOPUS_ID:85124676519,2-s2.0-85124676519,"5th International Workshop on Artificial Intelligence for Business Process Management, AI4BPM 2021, 17th International Workshop on Business Process Intelligence, BPI 2021, 1st International Workshop on BPM Governance for and Beyond DigitalTransformation, BPMGOV 2021, 1st International Workshop on Business Process Management and Routine Dynamics, BPM and RD 2021, 14th International Workshop on Social and Human Aspects of Business Process Management, BPMS2 2021, 9th International Workshop on DEClarative, DECision and Hybrid approaches to processes, DEC2H 2021, 5th International Workshop on Business Processes Meet the Internet-of-Things, BP-Meet-IoT 2021, 4th International Workshop on Security and Privacy-enhanced Business Process Management, SPBP 2021 held at 19th International Conference on Business Process Management, BPM 2021",,Lecture Notes in Business Information Processing,18651356,436 LNBIP,,,2022-01-01,2022,,0,,Book Series,cr,Conference Review,,17500155101,0,False,,,18651348,,,"[{'@_fa': 'true', '$': '9783030943424'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124597331', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124597331?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124597331&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124597331&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124597331,SCOPUS_ID:85124597331,2-s2.0-85124597331,A binocular reconstruction based on perspective projection constraints and its application on robot eye-hand coordination,Wei H.,IET Computer Vision,17519640,,,,2022-01-01,2022,10.1049/cvi2.12091,0,"[{'@_fa': 'true', 'affilname': 'Fudan University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,,7000153231,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",17519632,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124391887', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124391887?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124391887&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124391887&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124391887,SCOPUS_ID:85124391887,2-s2.0-85124391887,AI driven human–computer interaction design framework of virtual environment based on comprehensive semantic data analysis with feature extraction,Li K.,International Journal of Speech Technology,15728110,,,,2022-01-01,2022,10.1007/s10772-021-09954-5,0,"[{'@_fa': 'true', 'affilname': 'Wenzhou University', 'affiliation-city': 'Wenzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,26802,0,False,,,13812416,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124383509', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124383509?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124383509&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124383509&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124383509,SCOPUS_ID:85124383509,2-s2.0-85124383509,Mathematical and Statistical Study for the Wastewater Adsorbent Regeneration Using the Central Composite Design,Bencheikh I.,EAI/Springer Innovations in Communication and Computing,25228609,,,71-83,2022-01-01,2022,10.1007/978-3-030-90083-0_6,0,"[{'@_fa': 'true', 'affilname': 'Faculté des Sciences Rabat', 'affiliation-city': 'Rabat', 'affiliation-country': 'Morocco'}]",Book Series,ch,Book Chapter,,21101019713,0,False,,,25228595,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124382219', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124382219?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124382219&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124382219&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124382219,SCOPUS_ID:85124382219,2-s2.0-85124382219,Transformation and Optimization of Rural Ecological Endowment Industry Chain Based on Constrained Clustering Algorithm,Zhao Y.,Scientific Programming,,2022,,,2022-01-01,2022,10.1155/2022/6139558,0,"[{'@_fa': 'true', 'affilname': 'Neimenggu Agricultural University', 'affiliation-city': 'Hohhot', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hainan University', 'affiliation-city': 'Haikou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Inner Mongolia Normal University China', 'affiliation-city': 'Hohhot', 'affiliation-country': 'China'}]",Journal,ar,Article,6139558,19926,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",10589244,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124248909', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124248909?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124248909&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124248909&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124248909,SCOPUS_ID:85124248909,2-s2.0-85124248909,Epidemic Exposure Tracking with Wearables: A Machine Learning Approach to Contact Tracing,Ng P.C.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148051,0,"[{'@_fa': 'true', 'affilname': 'University of Toronto', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124237590', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124237590?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124237590&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124237590&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124237590,SCOPUS_ID:85124237590,2-s2.0-85124237590,Data Management for Machine Learning: A Survey,Chai C.,IEEE Transactions on Knowledge and Data Engineering,15582191,,,,2022-01-01,2022,10.1109/TKDE.2022.3148237,0,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,17362,0,False,,,10414347,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124203523', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124203523?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124203523&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124203523&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124203523,SCOPUS_ID:85124203523,2-s2.0-85124203523,GDLL: A Scalable and Share Nothing Architecture based Distributed Graph Neural Networks Framework,Van D.T.T.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148126,0,"[{'@_fa': 'true', 'affilname': 'Kyung Hee University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124197867', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124197867?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124197867&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124197867&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124197867,SCOPUS_ID:85124197867,2-s2.0-85124197867,Design and Implementation of Traffic Generation Model and Spectrum Requirement Calculator for Private 5G Network,Kim D.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3149050,0,"[{'@_fa': 'true', 'affilname': 'Kwangwoon University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124195102', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124195102?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124195102&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124195102&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124195102,SCOPUS_ID:85124195102,2-s2.0-85124195102,Seismic information processing algorithms,Razumov E.E.,Mining Informational and Analytical Bulletin,,2022,2,17-29,2022-01-01,2022,10.25018/0236_1493_2022_2_0_17,0,"[{'@_fa': 'true', 'affilname': 'Saint Petersburg Research Institute for Mining Geomechanics and Surveying', 'affiliation-city': 'Saint Petersburg', 'affiliation-country': 'Russian Federation'}, {'@_fa': 'true', 'affilname': 'T. F. Gorbachev Kuzbass State Technical University', 'affiliation-city': 'Kemerovo', 'affiliation-country': 'Russian Federation'}]",Journal,ar,Article,,21100898936,0,False,,,02361493,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124134702', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124134702?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124134702&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124134702&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124134702,SCOPUS_ID:85124134702,2-s2.0-85124134702,Software Development for Agricultural Tillage Robot Based on Technologies of Machine Intelligence,Panarin R.N.,Communications in Computer and Information Science,18650937,1526 CCIS,,354-367,2022-01-01,2022,10.1007/978-3-030-94141-3_28,0,"[{'@_fa': 'true', 'affilname': 'Altai State University, Barnaul', 'affiliation-city': 'Barnaul', 'affiliation-country': 'Russian Federation'}]",Book Series,cp,Conference Paper,,17700155007,0,False,,,18650929,,,"[{'@_fa': 'true', '$': '9783030941406'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124088735,SCOPUS_ID:85124088735,2-s2.0-85124088735,Towards Performing Image Classification and Object Detection with Convolutional Neural Networks in Autonomous Driving Systems: A Survey (December 2021),Turay T.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3147495,0,"[{'@_fa': 'true', 'affilname': 'University of Leicester', 'affiliation-city': 'Leicester', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124066339', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124066339?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124066339&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124066339&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124066339,SCOPUS_ID:85124066339,2-s2.0-85124066339,A Binocular Vision Application in IoT: Realtime Trustworthy Road Condition Detection System in Passable Area,Xie Q.,IEEE Transactions on Industrial Informatics,19410050,,,,2022-01-01,2022,10.1109/TII.2022.3145858,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,144912,0,False,,,15513203,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123947068', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123947068?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123947068&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123947068&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123947068,SCOPUS_ID:85123947068,2-s2.0-85123947068,Edge-glued wooden panel defect detection using deep learning,Chen L.C.,Wood Science and Technology,14325225,,,,2022-01-01,2022,10.1007/s00226-021-01316-3,0,"[{'@_fa': 'true', 'affilname': 'Tunghai University', 'affiliation-city': 'Taichung', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,,26091,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",00437719,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123896344', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123896344?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123896344&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123896344&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123896344,SCOPUS_ID:85123896344,2-s2.0-85123896344,Time Series Classification within a Rotating Detonation Engine through Deep Convolutional Neural Networks applied to High-Speed Pressure and Ion Probe Data,Johnson K.B.,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,,,2022-01-01,2022,10.2514/6.2022-2371,0,"[{'@_fa': 'true', 'affilname': 'National Energy Technology Laboratory, Morgantown', 'affiliation-city': 'Morgantown', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,AIAA 2022-2371,21101074853,0,False,,,,,,"[{'@_fa': 'true', '$': '9781624106316'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123893673', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123893673?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123893673&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123893673&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0019057822000209'}",https://api.elsevier.com/content/abstract/scopus_id/85123893673,SCOPUS_ID:85123893673,2-s2.0-85123893673,"Intelligent framework for automated failure prediction, detection, and classification of mission critical autonomous flights",Ahmad M.W.,ISA Transactions,,,,,2022-01-01,2022,10.1016/j.isatra.2022.01.014,0,"[{'@_fa': 'true', 'affilname': 'College of Electrical &amp; Mechanical Engineering', 'affiliation-city': 'Rawalpindi', 'affiliation-country': 'Pakistan'}]",Journal,ar,Article,,29805,0,False,,,00190578,S0019057822000209,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123884378', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123884378?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123884378&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123884378&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S000326702101237X'}",https://api.elsevier.com/content/abstract/scopus_id/85123884378,SCOPUS_ID:85123884378,2-s2.0-85123884378,A video processing and machine vision-based automatic analyzer to determine sequentially total suspended and settleable solids in wastewater,de Oliveira Ramos R.,Analytica Chimica Acta,18734324,,,,2022-01-01,2022,10.1016/j.aca.2021.339411,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal da Paraíba', 'affiliation-city': 'Joao Pessoa', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,339411,23911,0,False,,,00032670,S000326702101237X,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123859503', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123859503?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123859503&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123859503&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0278612522000103'}",https://api.elsevier.com/content/abstract/scopus_id/85123859503,SCOPUS_ID:85123859503,2-s2.0-85123859503,"Towards edge computing in intelligent manufacturing: Past, present and future",Nain G.,Journal of Manufacturing Systems,,62,,588-611,2022-01-01,January 2022,10.1016/j.jmsy.2022.01.010,0,"[{'@_fa': 'true', 'affilname': 'ABV-Indian Institute of Information Technology and Management', 'affiliation-city': 'Gwalior', 'affiliation-country': 'India'}]",Journal,re,Review,,14966,0,False,,,02786125,S0278612522000103,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123852619', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123852619?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123852619&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123852619&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123852619,SCOPUS_ID:85123852619,2-s2.0-85123852619,An implementation of YOLO-family algorithms in classifying the product quality for the acrylonitrile butadiene styrene metallization,Chen Y.W.,International Journal of Advanced Manufacturing Technology,14333015,,,,2022-01-01,2022,10.1007/s00170-022-08676-5,0,"[{'@_fa': 'true', 'affilname': 'Da-Yeh University', 'affiliation-city': 'Dacun', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,,20428,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",02683768,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123840641', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123840641?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123840641&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123840641&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123840641,SCOPUS_ID:85123840641,2-s2.0-85123840641,DFE: efficient IoT network intrusion detection using deep feature extraction,Basati A.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06826-6,0,"[{'@_fa': 'true', 'affilname': 'Graduate University of Advanced Technology', 'affiliation-city': 'Kerman', 'affiliation-country': 'Iran'}]",Journal,ar,Article,,24800,0,False,,,09410643,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123698617', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123698617?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123698617&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123698617&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123698617,SCOPUS_ID:85123698617,2-s2.0-85123698617,Colonization by Algorithms in the Fourth Industrial Revolution,Lambrechts W.,IEEE Access,21693536,10,,11057-11064,2022-01-01,2022,10.1109/ACCESS.2022.3145236,0,"[{'@_fa': 'true', 'affilname': 'University of Johannesburg', 'affiliation-city': 'Johannesburg', 'affiliation-country': 'South Africa'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123684342', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123684342?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123684342&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123684342&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123684342,SCOPUS_ID:85123684342,2-s2.0-85123684342,Domain-Specific Adaptation of CNN for Detecting Face Presentation Attacks in NIR,Kotwal K.,"IEEE Transactions on Biometrics, Behavior, and Identity Science",26376407,,,,2022-01-01,2022,10.1109/TBIOM.2022.3143569,0,"[{'@_fa': 'true', 'affilname': ""Institut Dalle Molle D'intelligence Artificielle Perceptive"", 'affiliation-city': 'Martigny', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,,21101070922,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123647187', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123647187?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123647187&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123647187&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123647187,SCOPUS_ID:85123647187,2-s2.0-85123647187,Hierarchical Granular Computing-Based Model and Its Reinforcement Structural Learning for Construction of Long-Term Prediction Intervals,Han Z.,IEEE Transactions on Cybernetics,21682275,52,1,666-676,2022-01-01,1 January 2022,10.1109/TCYB.2020.2964011,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100274221,0,False,,,21682267,,32011274,
