doi,publication_date,publication,publisher,title,abstract,database
,2018-01-01,a,MDPI,uav or drones for remote sensing applications volume 1," The rapid development and growth of unmanned aerial vehicles (UAVs) as a remote sensing platform, as well as advances in the miniaturization of instrumentation and data systems, have resulted in an increasing uptake of this technology in the environmental and remote sensing science communities. Although tough regulations across the globe may still limit the broader use of UAVs, their use in precision agriculture, ecology, atmospheric research, disaster response biosecurity, ecological and reef monitoring, forestry, fire monitoring, quick response measurements for emergency disaster, Earth science research,volcanic gas sampling, monitoring of gas pipelines, mining plumes, humanitarian observations and biological/chemo-sensing tasks continues to increase. This Special Issue provides a forum for high-quality peer-reviewed papers that broaden the awareness and understanding of UAV developments, applications of UAVs for remote sensing, and associated developments in sensor technology, data processing and communications, and UAV system design and sensing capabilities. This topic encompasses many algorithms and process flows and tools, including: robust vehicle detection in aerial images based on cascaded convolutional neural networks; a stereo dual-channel dynamic programming algorithm for UAV image stitching, as well as seamline determination based on PKGC segmentation for remote sensing image mosaicking; the implementation of an IMU-aided image stacking algorithm in digital cameras; the study of multispectral characteristics at different observation angles, rapid three-dimensional reconstruction for image sequence acquired from UAV cameras; comparisons of Riegl Ricopter UAV Lidar-derived canopy height and DBH with terrestrial Lidar; vision based target finding and inspection of a ground target using a multirotor UAV system; a localization framework for real-time UAV autonomous landing using an on-ground deployed visual approach; curvature continuous and bounded path planning for fixed-wing UAVs; the calculation and identification of the aerodynamic parameters for small-scaled fixed-wing UAVs Several wildfire and agricultural applications of UAVS including: deep learning-based wildfire identification in UAV imagery; postfire vegetation survey campaigns; secure utilization of beacons; and UAVS used in emergency response systems for building fire hazards; observing spring and fall phenology in a deciduous forest with aerial drone imagery; the design and testing of a UAV mapping system for agricultural field surveying; artificial neural network to predict vine water status spatial variability using multispectral information obtained from an unmanned aerial vehicle; automatic hotspot and sun glint detection in UAV multispectral images obtained via uncooled thermal camera calibration and optimization of the photogrammetry process for UAV applications in agriculture; olive yield forecast tool based on the tree canopy geometry using UAS imagery; spatial scale gap filling downscaling method for applications in precision agriculture; automatic co-registration algorithm to remove canopy shaded pixels in UAV-borne thermal images to improve the estimation of crop water stress on vineyards; methodologies for improving plant pest surveillance in vineyards and crops using UAV-based hyperspectral and spatial data; UAV-assisted dynamic clustering of wireless sensors and networks for crop health monitoring. Several applications of UAVS in the fields of environment and conservation including the following: the automatic detection of pre-existing termite mounds through UAS and hyperspectral imagery; aerial mapping of forests affected by pathogens using UAVs; hyperspectral sensors and artificial i ntelligence; coral reef and coral bleaching monitoring; invasive grass and vegetation surveys in remote arid lands. UAVs are also utilized in many other applications: vicarious calibration of SUAS microbolometer temperature imagery for the estimation of radiometric land surface temperature; the documentation of hiking trails in alpine areas; the detection of nuclear sources by UAV teleoperation using a visuo-haptic augmented reality interface; the design of a UAV-embedded microphone array system for sound source localization in outdoor environments; the monitoring of concentrated solar power plants, accuracy analysis of a dam model from drone surveys, mobile sensing and actuation infrastructure, UAV-based frameworks for river hydromorphological characterization; online aerial terrain mapping for ground robot navigation.",project-academic
10.1109/GHTC.2018.8601597,2018-10-01,p,IEEE,the edna public safety drone bullet stopping lifesaving," Urban gun violence in cities across the world is a serious issue for public safety agencies and disaster management organizations. This led us to the development of the EDNA drone, an aerial robotics solution designed to equip first responders in high-risk settings with lifesaving-edge tools for situational awareness and non-lethal conflict resolution. The EDNA is an unmanned aerial vehicle (UAV) that delivers the patent-pending “Predictive Probable Cause” technology. The EDNA drone is designed to provide automated real-time analysis to assist teams entering high-risk situations where gun violence may occur. By leveraging machine learning, biometric sensors, and advanced materials in the field and routing feedback to an intuitive augmented-reality interface, the EDNA will provide autonomous threat detection and bullet-stopping capabilities wherever those features are needed‐‐to groups such as Police and Sheriff's Departments, Fire Departments, and EMT and emergency rescue teams. Data from the EDNA drone's sensors is fed to machine learning algorithms running on the drone in real-time. Through a neural network trained on past data, the EDNA is able to detect the presence and location of firearms and explosives, even through walls or other obstacles. Through the use of advanced metal foams and composite materials, the armored drone can even stop bullets‐‐functionality which has obvious benefits for humanitarian deployment.",project-academic
,2016-03-16,a,John Marshall Law School,autonomy of military robots assessing the technical and legal jus in bello thresholds 32 j marshall j info tech privacy l 57 2016," While robots are still absent from our homes, they have started to spread over battlefields. However, the military robots of today are mostly remotely controlled platforms, with no real autonomy. This paper will disclose the obstacles in implementing autonomy for such systems by answering a technical question: What level of autonomy is needed in military robots and how and when might it be achieved, followed by a techno-legal one: How to implement the rules of humanitarian law within autonomous fighting robots, in order to allow their legal deployment? The first chapter scrutinizes the significance of autonomy in robots and the metrics used to quantify it, which were developed by the US Department of Defense. The second chapter focuses on the autonomy of ""state-of-the-art” robots (e.g.; Google’s self-driving car, DARPA’s projects, etc.) for navigation, ISR or lethal missions. Based on public information, we will get a hint of the architectures, the functioning, the thresholds and technical limitations of such systems. The bottleneck to a higher autonomy of robots seems to be their poor “perceptive intelligence.” The last chapter looks to the requirements of humanitarian law (rules of “jus in bello”/rules of engagement) to the legal deployment of autonomous lethal robots on the battlefields. The legal and moral reasoning of human soldiers, complying with humanitarian law, is a complex cognitive process which must be emulated by autonomous robots that could make lethal decisions. However, autonomous completion of such “moral” tasks by artificial agents is much more challenging than the autonomous implementation of other tasks, such as navigation, ISR or kinetic attacks. Given the limits of current Artificial Intelligence, it is highly unlikely that robots will acquire such moral capabilities anytime soon. Therefore, for the time being, the autonomous weapon systems might be legally deployed, but only in very particular circumstances, where the requirements of humanitarian law happen to be irrelevant. 2015] AUTONOMY OF MILITARY ROBOTS 59 I. THE MEANING OF AUTONOMY IN ROBOTS AND WAYS TO QUANTIFY IT A) DEFINING AUTONOMY IN ROBOTS The term “robot” is based on the Czech word “robota,” meaning “serf or slave,” and came into being in Karel Capek’s 1921 play R.U.R. (Rosumovi Univerzalni Roboti or Rossum’s Universal Robots). Today, a robot is defined as “a mechanical creature which can function autonomously.”2 This concept of autonomy is correlated but different from automation. While both processes can be executed independently, from start to finish without human intervention, there is a qualitative distinction between them. An automated system normally operates with no human intervention, but is not self-directed and lacks decision-making capabilities. It only replaces routine processes with software/hardware that follows a step-by-step order, which usually requires human supervision. In a certain way, an automated system is rigid, blind, and, one might say, stupid. An autonomous system has the aim to emulate human cognitive processes rather than to simply eliminate them. Therefore, autonomy requires three main characteristics (which also help to identify whether a machine is truly autonomous): (1) The “frequency of human operator interactions” that the machine needs in order to function; (2) The machine’s ability to function successfully despite “environmental uncertainty”; and (3) The machine’s level of assertiveness to each of various operational decisions that let the machine to complete its mission.3 An autonomous system may also learn or acquire new knowledge, such as adopting new methods to accomplish its tasks or adjusting to changing surroundings. Over the last twenty years there have been many attempts to identify and quantify the “levels of autonomy” in robots. The degree of autonomy of a robot has been considered, at least in the beginning, from the viewpoint of human interaction/interface with a robotic system. B) SHERIDAN’S LEVELS OF AUTONOMY During his work for the National Aeronautics and Space Admin2. Robin R. Murphy, Introduction to AI Robotics 2 (2000), reproduced in Benjamin Kastan, AUTONOMOUS WEAPONS SYSTEMS: A COMING LEGAL “SINGULARITY?” 1 J. L. TECH & POL’Y 45, 49 (2013). 3. William Marra and McNeil, Sonia, Understanding “The Loop”: Regulating the Next Generation of War Machines, 36 HARV, J. L. & PUB. POL’Y 1, 3 (2012). 60 J. INFORMATION TECHNOLOGY & PRIVACY LAW [VOL. XXXII istration (NASA), Thomas Sheridan created both a categorization and vocabulary to express the state of human-machine interaction at any given moment during a mission.4 His classification is structured into levels and implies that autonomy is a delegation of a complete task to a computer, that a system operates on a single level of autonomy for any given task, and that these levels are discrete and represent steps of growing difficulty. 5 At Level one, a machine is automated. Levels two through four emphasize the allocation of the decision-making capacity between human and machine. Levels five through nine offer an initial decision-making power to the machine and confer to human operators special levels of approval or veto power. At Level 10, a machine is fully autonomous. Most other tentative classifications for quantifying robots’ autonomy seem to follow the steps of Sheridan’s early work. The United States Department of Defense (US DOD), for example, has funded a number of studies about the “levels of autonomy” in robots in order to aid their development.6 Further analysis of these studies is provided in later sections. C) AIR FORCE RESEARCH LAB SCALE OF AUTONOMY The Air Force Research Lab (AFRL)’s autonomy frame considers 11 levels of autonomy, specifically for Unmanned Aerial Vehicles (UAV): Remotely piloted vehicle; Execute pre-planned mission remotely; Changeable mission; Robust response to real-time faults/events; Fault/event adaptive vehicle; Real-time multi-vehicle coordination; Real time multi-vehicle cooperation; Battle space knowledge; Battle space single cognizance; Battle space swarm cognizance; and Fully autonomous7 There is a perspective, common in aviation, to consider the fighter 4. THOMAS B. SHERIDAN, TELEROBOTICS, AUTOMATION, AND HUMAN SUPERVISORY CONTROL (1992). 5. Id. 6. DEF. SCI. BD., TASK FORCE REPORT: THE ROLE OF AUTONOMY IN DOD SYSTEMS (July 2012) at 4, available at https://fas.org/irp/agency/dod/dsb/autonomy.pdf (hereinafter TASK FORCE REPORT). 7. Eric Sholes, Evolution of a UAV Autonomy Classification Taxonomy, AEROSPACE CONFERENCE DIGEST (2007), available at http://ieeexplore.ieee.org/stamp/ stamp.jsp?tp=a orient means to analyze the information, and use it to update the current reality; decide means to determine a course of action; act means to follow through with a decision. FRANS P.B. OSINGA, SCIENCE, STRATEGY AND WAR: THE STRATEGIC THEORY OF JOHN BOYD, 235 (2006). 9. See Paul Scharre, Robotics on the Battlefield Part I: Range, Persistence and Daring, CENTER FOR A NEW AMERICAN SECURITY, 13 (2014), available at http://www.cnas.org/range-persistence-daring (stating that “[m]achines that perform a function for some period of time, then stop and wait for human input before continuing, are often referred to as ‘semiautonomous’ or ‘human in the loop.’ Machines that can perform a function entirely on their own but have a human in a monitoring role, with the ability to intervene if the machine fails or malfunctions, are often referred to as ‘humansupervised autonomous’ or ‘human on the loop.’ Machines that can perform a function entirely on their own and humans are unable to intervene are often referred to as ‘fully autonomous’ or ‘human out of the loop.’”",project-academic
,2020-01-01,a,Hilaris SRL,novel gpu enabled deep learning architecture for lidar based auto labelling for autonomous vehicles," As Autonomous vehicles (AV) are closer to becoming reality, it becomes mandatory to be able to characterise the performance of the sensors used in AV before it gets into production deployment. This validation process requires large amounts of ground truth data to be established with precise information about the real world position and pose of the objects around the vehicle. LIDAR is a preferred sensor for ground truthing due to its ability to estimate the depth of the objects precisely. In order to reduce the manual efforts in ground truthing,.In this paper, we propose a novel deep learning network for automated object detection and pose estimation on LIDAR point cloud data, for automated ground truthing. The algorithm is based on a multi-layer deep 3D convolutional neural network with a custom loss function and activation layers. Typically, the volume of point cloud input data itself is huge plus the computational complexity makes training and inferencing highly time intensive. The architecture of the deep learning network is considered in such a way, that the activation functions for the particular layers are designed based on the sensitivity of the feature, which is being extracted from that layer .This helped in saving time of computation with our compromising the accuracy of feature extraction. Loss function was designed so that it utilizes regression to achieve efficient localization of objects. Though the architecture of the network helped improving, the speed of training and inferencing, further improvement was required for efficient training turnaround time and real time inferencing, which was achieved with efficient utilisation of NVDIA GPUs, which was the hardware, used to deploy the automated labelling algorithms The above approaches ensured real time execution of the inferencing engine on Velodyne HDL 64 and 128 LIDAR, which was essential for real time labelling and ground truthing",project-academic
10.1109/IROS.2018.8593871,2018-05-04,p,IEEE,motion planning among dynamic decision making agents with deep reinforcement learning," Robots that navigate among pedestrians use collision avoidance algorithms to enable safe and efficient operation. Recent works present deep reinforcement learning as a framework to model the complex interactions and cooperation. However, they are implemented using key assumptions about other agents' behavior that deviate from reality as the number of agents in the environment increases. This work extends our previous approach to develop an algorithm that learns collision avoidance among a variety of types of dynamic agents without assuming they follow any particular behavior rules. This work also introduces a strategy using LSTM that enables the algorithm to use observations of an arbitrary number of other agents, instead of previous methods that have a fixed observation size. The proposed algorithm outperforms our previous approach in simulation as the number of agents increases, and the algorithm is demonstrated on a fully autonomous robotic vehicle traveling at human walking speed.",project-academic
,2018-05-04,a,,motion planning among dynamic decision making agents with deep reinforcement learning," Robots that navigate among pedestrians use collision avoidance algorithms to enable safe and efficient operation. Recent works present deep reinforcement learning as a framework to model the complex interactions and cooperation. However, they are implemented using key assumptions about other agents' behavior that deviate from reality as the number of agents in the environment increases. This work extends our previous approach to develop an algorithm that learns collision avoidance among a variety of types of dynamic agents without assuming they follow any particular behavior rules. This work also introduces a strategy using LSTM that enables the algorithm to use observations of an arbitrary number of other agents, instead of previous methods that have a fixed observation size. The proposed algorithm outperforms our previous approach in simulation as the number of agents increases, and the algorithm is demonstrated on a fully autonomous robotic vehicle traveling at human walking speed, without the use of a 3D Lidar.",project-academic
10.1109/TASE.2018.2877499,2019-10-01,a,IEEE,coarse to fine uav target tracking with deep reinforcement learning," The aspect ratio of a target changes frequently during an unmanned aerial vehicle (UAV) tracking task, which makes the aerial tracking very challenging. Traditional trackers struggle from such a problem as they mainly focus on the scale variation issue by maintaining a certain aspect ratio. In this paper, we propose a coarse-to-fine deep scheme to address the aspect ratio variation in UAV tracking. The coarse-tracker first produces an initial estimate for the target object, then a sequence of actions are learned to fine-tune the four boundaries of the bounding box. The coarse-tracker and the fine-tracker are designed to have different action spaces and operating target. The former dominates the entire bounding box and the latter focuses on the refinement of each boundary. They are trained jointly by sharing the perception network with an end-to-end reinforcement learning architecture. Experimental results on benchmark aerial data set prove that the proposed approach outperforms existing trackers and produces significant accuracy gains in dealing with the aspect ratio variation in UAV tracking. None Note to Practitioners —During the past years, unmanned aerial vehicle (UAV) have gained much attention for both industrial and consumer uses. It is in urgent demand to endow the UAV with intelligent vision-based techniques, and the automatic target following via visual tracking methods as one of the most fundamental intelligent features could promote various applications of UAVs, such as surveillance, augmented reality, and behavior modeling. Nonetheless, the primary issue of a UAV-based tracking method is the platform itself: it is not stable, it tends to have sudden movements, it generates nonhomogeneous data (scale, angle, rotation, depth, and so on), all of them tend to change the aspect ratio of the target frequently and further increase the difficulty of object tracking. This paper aims to address the aspect ratio change (ARC) problem in UAV tracking. We present a coarse-to-fine strategy for UAV tracking. Specifically, the coarse bounding box is obtained to locate the target firstly. Then, a refinement scheme is performed on each boundary to further improve the position estimate. The tracker is proved to be effective to increase the resistance to the ARC. Such a method can be implemented on UAV to improve the target-following performance.",project-academic
10.1109/EIT.2018.8500102,2018-05-03,p,IEEE,behavioral cloning for lateral motion control of autonomous vehicles using deep learning," Current trend of the automotive industry combined with research by the major tech companies has proved that self-driving vehicles are the future. With successful demonstration of neural network based autonomous driving, NVIDIA has introduced a new paradigm for autonomous driving software. The biggest challenge for self-driving cars is autonomous lateral control. An end-to-end model seems very promising in providing a complete software stack for autonomous driving. Although this system is not ready to be provided as a feature in the market today, it is one of the many steps in the right direction to make self-driving cars a reality. The work described in this paper focusses on how an end-to-end model is implemented. The subtleties of training a successful end-to-end model are highlighted with the aim of providing an insight on deep learning and software required for neural network training. Detailed analyses of data acquisition and training systems are provided and installation procedures for all required tools and software discussed. TORCS is used for developing and testing the end-to-end model. Approximately ten hours of driving data was collected from two different tracks. Using four hours of data from a track, we trained a deep neural network to steer a car inside simulation. Even with such a small training set, the end-to-end model developed demonstrated capabilities to maintain lanes and complete laps in different tracks. For a multilane track, like the one used for training, the model demonstrated an autonomy of 96.62%. For single lane unknown tracks, the model steered the vehicle successfully for 89.02% of the time. The results indicate that end-to-end learning and behavioral cloning can be used to drive autonomously in new and unknown scenarios.",project-academic
10.30564/AIA.V1I1.569,2019-07-19,a,Bilingual Publishing Co.,to perform road signs recognition for autonomous vehicles using cascaded deep learning pipeline," Autonomous vehicle is a vehicle that can guide itself without human conduction. It is capable of sensing its environment and moving with little or no human input. This kind of vehicle has become a concrete reality and may pave the way for future systems where computers take over the art of driving. Advanced artificial intelligence control systems interpret sensory information to identify appropriate navigation paths, as well as obstacles and relevant road signs. In this paper, we introduce an intelligent road signs classifier to help autonomous vehicles to recognize and understand road signs. The road signs classifier based on an artificial intelligence technique. In particular, a deep learning model is used, Convolutional Neural Networks (CNN). CNN is a widely used Deep Learning model to solve pattern recognition problems like image classification and object detection. CNN has successfully used to solve computer vision problems because of its methodology in processing images that are similar to the human brain decision making. The evaluation of the proposed pipeline was trained and tested using two different datasets. The proposed CNNs achieved high performance in road sign classification with a validation accuracy of 99.8% and a testing accuracy of 99.6%. The proposed method can be easily implemented for real time application.",project-academic
10.1109/ICCAR.2017.7942721,2017-04-24,p,IEEE,object detection on panoramic images based on deep learning," Panoramic image can be widely used in many applications, such as virtual reality, visual surveillance and autonomous vehicle, because of its large field of view. However, the inherent distortion for panorama causes object detection to be a challenging task. This paper focuses on the multi-class objects detection in panoramic images using deep learning method. The proposed system uses three fisheye cameras to efficiently create panoramas and build a large dataset. A region based convolutional neutral network (R-CNN) is implemented to train and test on an indoor panoramic image dataset. Experiments show great improvement performance on ten categories of distorted indoor objects with a mean average precision of 68.7%.",project-academic
,2019-09-18,,,shared vehicle management device and management method of shared vehicle," The present invention relates to a shared vehicle management method comprising: a step of allowing at least one processor to receive a vehicle allocation request signal; a step of allowing at least one processor to determine a vehicle to be allocated based on a first travelling path information included in the allocation request signal; a step of allowing at least one processor to authenticate driving eligibility of a user for a manned autonomous driving vehicle when the manned autonomous driving vehicle is selected as the vehicle to be allocated; and a step of allowing at least one processor to provide a passenger auxiliary autonomous driving vehicle option. A shared vehicle management apparatus is able to manage an autonomous driving vehicle. An autonomous driving vehicle may be interworked with a robot. A shared vehicle management apparatus may be implemented through an artificial intelligence algorithm. A shared vehicle management apparatus may create augmented reality (AR) content. According to the present invention, it is possible to lower a service price for a user.",project-academic
,2021-01-07,,,shared vehicle management device and shared vehicle management method," The present invention relates to a shared vehicle management method comprising the steps in which: at least one processor receives a vehicle dispatch request signal reception; the at least one processor decides on a vehicle to be dispatched on the basis of first driving route information included in the dispatch request signal; if a manned autonomous vehicle is decided to be the vehicle to be dispatched, the at least one processor authenticates driver qualification of a user for the manned autonomous vehicle; and the at least one processor provides a passenger-assisted autonomous vehicle option. A shared vehicle management device may manage an autonomous vehicle. The autonomous vehicle may be linked with a robot. The shared vehicle management device may be implemented through an artificial intelligence algorithm. The shared vehicle management device may create augmented reality (AR) content.",project-academic
,2007-07-22,p,AAAI Press,towards an adaptive approach for distributed resource allocation in a multi agent system for solving dynamic vehicle routing problems," Introduction. The existing problem of continuous planning in transportation logistics requires the solving of dynamic Vehicle Routing Problems (dynamic VRPs) which is an NP-complete optimization problem. The task of continuous planning assumes the existence of individual commit times for orders to be released for execution with specific commitment strategies and is similar to the problem of maintaining a guaranteed response time in real-time systems that, in a dynamic environment, applies additional restrictions on planning algorithms. This paper describes the developed multi-agent platform for solving the dynamic multi-vehicle pickup and delivery problem with soft time windows (dynamic m-PDPSTW) that supports goaldriven behavior of autonomous agents with a multi-objective decision-making model. Further research on the design of adaptive mechanisms for run-time feedback-directed adjustment of scheduling algorithms through learning and experience of applied decision options is outlined. The market-based method for distributed dynamic resource allocation. The authors’ multi-agent approach to continuous planning in complex uncertain environments implements the concept of the dynamic distributed resource allocation (Modi et al. 2002) whereby decision making is carried out by means of asynchronous quasi-parallel processes of negotiation between the agents of resources and the agents of orders which are working distributively in a virtual marketplace over all the agents of the complex shared ontology object. Goal-driven behavior of autonomous agents is supported by the developed multiobjective decision-making model based on individual goals, criteria, and preference functions defined in the virtual marketplace ontology and methods of agent self-appraisal and decision-making strategies (priority of criteria, value superposition, and homeostasis). In the implemented framework for agent knowledge representation, based on Prof. Marvin Minsky’s concept of frames, each autonomous agent in the virtual marketplace has its individual knowledge, agent memory with a dynamic decision-making table, experience of applied deciCopyright © 2007, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved. sion options, and reality representation of the world model (a shared ontological scene of reality) in an individual ontological scene and has its own perception via sensors and facades (Chevelev et al. 2006). The presented process of self-organization in such a multi-agent system is based on the constant search to maintain a dynamic balance among the interests of all participants in the interaction by means of an economically decentralized method of agent behavioral coordination. The microeconomic model defines violation functions of agent preferences with personal accounts for agents and reflects individual expenses and profits for all agents at any moment of distributed decision-making process. Furthermore, this microeconomic model provides the basis for decentralized mechanisms for controlling emergent behavior and stabilizing of agent swarms. Control methods of self-organization in complex environments. Conducted experiments on agent microeconomic parameters demonstrates that the complex system of interacting autonomous agents is characterized by the opportunity of the existence of several stable equilibria (attractors), by the unpredictable nonlinear processes of transitions between them, and by the emergence of resonating and oscillatory properties in the system. Special attention was given to the simulated processes of the significant internal reconfiguration of the agent system in response to the smallest external signals (a catastrophe) – trifling alterations on the agent local level led to a large-scale schedule reconstruction. Effective control mechanisms for selforganization need to be developed to make multi-agent systems more effective in solving dynamic VRPs with a view to achieving practical levels of performance for continuous planning in complex environments with higher levels of uncertainty, such as multi-modal logistics with multiple, competing companies. The developed mechanisms provide control methods for achieving both of the contending objectives: the transition of the multi-agent system toward the global quasi-optimal state while avoiding undesirable local attractors and the stabilization of agent activity and limitation of schedule reconstruction for maintaining a guaranteed response time for orders to be scheduled and released for execution according to their individual commitment times.",project-academic
,2021-01-07,,,apparatus for providing advertisement for vehicle and method for providing advertisement for vehicle," The present invention relates to an apparatus for providing an advertisement for a vehicle, the apparatus comprising a processor which receives data generated by at least one server, generates, on the basis of the data, augmented reality (AR) advertisement data matching the outer edge of a road on which a vehicle is driving, and provides a signal such that a graphic object on the basis of the advertisement data is displayed on at least one display provided in the vehicle. The apparatus for providing an advertisement for a vehicle may be provided in an autonomous vehicle. The autonomous vehicle may be connected to a robot. The apparatus for providing an advertisement for a vehicle may be implemented using an artificial intelligence (AI) algorithm.",project-academic
,2020-04-16,,,vehicular advertisement providing device and vehicular advertisement providing method," Disclosed is a vehicular advertisement providing device including a processor configured to receive data generated by at least one server, to generate augmented reality (AR) advertisement data that matches the outside of a road in which a vehicle travels based on the data, and to provide a signal for displaying a graphic object based on the advertisement data on at least one display included in the vehicle. The vehicular advertisement providing device is included in an autonomous vehicle. The autonomous vehicle is associated with a robot. The vehicular advertisement providing device is implemented using an artificial intelligence (AI) algorithm.",project-academic
,2021-01-07,,,electronic device and method for operating electronic device," The present invention relates to a method for operating an electronic device, comprising: a step in which at least one processor receives a signal generated as a vehicle enters a preset area; a step in which the at least one processor receives a parking request signal of the vehicle; and a step in which the at least one processor provides at least one from among the vehicle and a robot interacting with the vehicle, with a wake-up signal of an interaction device, wherein the interaction device is a device for performing mutual cooperative control of the vehicle and the robot. The vehicle may be an autonomous vehicle. A server, the autonomous vehicle, and the robot can exchange signals with each other by using 5G communication. The server, the autonomous vehicle, and the robot can be implemented by using an artificial intelligence (AI) algorithm. The server, the autonomous vehicle, and the robot can generate augmented reality (AR) content.",project-academic
,2021-01-07,,,electronic device for autonomous vehicle and method for operating electronic device for autonomous vehicle," The present invention relates to an electronic device for an autonomous vehicle, comprising at least one processor for outputting direction information through an output device when manual-driving state information about the vehicle is received through an interface unit, and outputting vehicle driving-related content according to a user's state through the output device when autonomous-driving state information about the vehicle is received through the interface unit. Data generated by the electronic device for an autonomous vehicle can be transmitted to an external device through a 5G communication method. The electronic device for an autonomous vehicle can be implemented by using artificial intelligence algorithms. The data generated by the electronic device for an autonomous vehicle can be implemented as augmented reality content.",project-academic
,2020-12-03,,,traffic accident management device and traffic accident management method, The present invention relates to a traffic accident management method comprising the steps in which: at least one processor obtains data relating to a context of an autonomous vehicle; at least one processor determines whether or not an accident of the autonomous vehicle has occurred on the basis of the data; and at least one processor determines the matter of responsibility of the accident by means of an artificial intelligence algorithm. A traffic accident management device can manage a traffic accident of the autonomous vehicle. The autonomous vehicle can be linked to a robot. The traffic accident management device can be implemented by means of the artificial intelligence (AI) algorithm. The traffic accident management device can generate augmented reality (AR) content.,project-academic
10.1109/TIV.2019.2919460,2019-05-28,a,Institute of Electrical and Electronics Engineers (IEEE),functional safety verification for autonomous ugvs methodology presentation and implementation on a full scale system," Autonomous vehicles (AVs) are expected to be on public roads in the near future, but some critical aspects of this reality are yet to be resolved. One of these aspects is the lack of a sufficient safety-performance-verification technique. The existing tools of functional-safety engineering do not provide a comprehensive solution for the verification of artificial intelligence and machine learning. For the verification of this type of algorithms, it has become widely accepted in the recent years that simulation tests should be used. Nevertheless, to the best of our knowledge, no detailed method for how these simulation tests should be performed has yet been suggested. To start tackling this gap, this paper presents a verification methodology based on the statistical testing of AVs’ safety-related functionality in simulated scenarios. Also, presented here is a test-case implementation of the methodology on a full-scale autonomous unmanned ground vehicle (UGV). In this example, the functionality of safe autonomous off-road navigation is verified. It is shown that the statistical performance data that are gathered using simulation can be used to accurately predict the overall safety performance of UGVs in real life. Our intention is that this paper will provide a starting point for the further discussion on the exact way simulation tests shall be used for the safety verification of AVs.",project-academic
10.1007/978-3-030-32564-0_54,2019-10-23,a,"Springer, Cham",contribution to research the applied engineering protocol to implement a fuzzy regulator for autonomous driving of an automotive model implemented in virtual reality," Monitoring and controlling the autonomous driving in automotive sector where high traffic density and risk factors are recorded it’s today a common trend in global research and high potential for artificial intelligence implementation. But reaching to the large scale market and the series production in the same time it’s a quite difficult problem that has to be approached and solved by engineers. The objective of the present research paper is mainly to innovate the application of a fuzzy regulator and to model a specific vehicle type in virtual reality through multidisciplinary components. It aims to implement some authentic methods for data collection, transfer and whole digital management, in the vehicle control system for automotive sector correlated with the virtual reality protocols, meaning that the algorithms and protocols of the vehicle in different conditions will be modeled and digitally tested in a special environment a priori to their implementation on full scale model. Specific objectives consist in a short technical presentation of the fuzzy regulator operational protocol for system communication method in the case of an road vehicle with autonomous driving capabilities and a practical set-up conducted in the Laboratory of Artificial Intelligence for Automotive Sector at Technical University from Cluj-N with the technical data retrieved from virtual reality tested model. Artificial intelligence applied to the control system is integrated in the model when protocols are defined in virtual reality for optimizing the driving conditions and improving the stability and steering, thus positively impacting the environment, society and autonomous vehicles.",project-academic
,2019-08-26,,,apparatus and method for virtual home service," One embodiment of the present invention relates to an apparatus for a virtual home service, configured to provide data for supporting a virtual home interface to a vehicle device that provides the virtual home interface for controlling operation of a home appliance. The apparatus comprises: a communication unit; a home information collection unit configured to obtain a blueprint of a home through the communication unit based on user identification information of the home appliance, and obtain a 3D drawing by converting the blueprint; a home appliance identification unit configured to obtain, through the communication unit, inside images and SLAM information of the home and identify a location and a state of the home appliance based on the inside images and SLAM information; and a virtual home implementation unit configured to generate virtual home information by reflecting the location and the state of the home appliance in the 3D drawing, wherein the virtual home information is provided, as data for supporting the virtual home interface, to the vehicle device. According to one embodiment of the present invention, at least one of an autonomous vehicle, a user terminal, and a server may be linked or converged with an artificial intelligence module, an unmanned aerial vehicle (UAV), a robot, an augmented reality (AR) device, a virtual reality (VR) device, and a device associated with the fifth generation communication service. According to the present invention, a user of a robot cleaner is able to receive, without a separate device, the virtual home interface reflecting a home appliance disposed in the home.",project-academic
