@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124250390', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124250390?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124250390&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124250390&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124250390,SCOPUS_ID:85124250390,2-s2.0-85124250390,Machine Learning Assisted Security Analysis of 5G-Network-Connected Systems,Saha T.,IEEE Transactions on Emerging Topics in Computing,21686750,,,,2022-01-01,2022,10.1109/TETC.2022.3147192,0,"[{'@_fa': 'true', 'affilname': 'Princeton University', 'affiliation-city': 'Princeton', 'affiliation-country': 'United States'}]",,Journal,ar,Article,,21100338508,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124240200', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124240200?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124240200&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124240200&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124240200,SCOPUS_ID:85124240200,2-s2.0-85124240200,Tactile based Intelligence Touch Technology in IoT configured WCN in B5G/6G-A Survey,Gupta M.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148473,0,"[{'@_fa': 'true', 'affilname': 'Shri Mata Vaishno Devi University', 'affiliation-city': 'Katra', 'affiliation-country': 'India'}]",,Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124240013', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124240013?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124240013&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124240013&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124240013,SCOPUS_ID:85124240013,2-s2.0-85124240013,Theory and Design Considerations for the User Experience of Smart Environments,Reig S.,IEEE Transactions on Human-Machine Systems,21682305,,,,2022-01-01,2022,10.1109/THMS.2022.3142112,0,"[{'@_fa': 'true', 'affilname': 'Carnegie Mellon University', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}]",,Journal,ar,Article,,21100285028,0,False,,,21682291,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124212670', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124212670?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124212670&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124212670&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124212670,SCOPUS_ID:85124212670,2-s2.0-85124212670,Admission Control and Virtual Network Embedding in 5G Networks: a Deep Reinforcement-Learning approach,Troia S.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148703,0,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",,Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124211545', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124211545?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124211545&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124211545&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124211545,SCOPUS_ID:85124211545,2-s2.0-85124211545,End-to-End Neural Based Modification of Noisy Speech for Speech-in-Noise Intelligibility Improvement,Shifas M.P.V.,IEEE/ACM Transactions on Audio Speech and Language Processing,23299304,30,,162-173,2022-01-01,2022,10.1109/TASLP.2021.3126947,0,"[{'@_fa': 'true', 'affilname': 'University of Crete', 'affiliation-city': 'Rethymnon', 'affiliation-country': 'Greece'}]",,Journal,ar,Article,,21100368801,0,False,,,23299290,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124195102', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124195102?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124195102&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124195102&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124195102,SCOPUS_ID:85124195102,2-s2.0-85124195102,Seismic information processing algorithms,Razumov E.E.,Mining Informational and Analytical Bulletin,,2022,2,17-29,2022-01-01,2022,10.25018/0236_1493_2022_2_0_17,0,"[{'@_fa': 'true', 'affilname': 'Saint Petersburg Research Institute for Mining Geomechanics and Surveying', 'affiliation-city': 'Saint Petersburg', 'affiliation-country': 'Russian Federation'}, {'@_fa': 'true', 'affilname': 'T. F. Gorbachev Kuzbass State Technical University', 'affiliation-city': 'Kemerovo', 'affiliation-country': 'Russian Federation'}]",,Journal,ar,Article,,21100898936,0,False,,,02361493,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124181770', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124181770?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124181770&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124181770&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124181770,SCOPUS_ID:85124181770,2-s2.0-85124181770,Sim2Air - Synthetic aerial dataset for UAV monitoring,Barisic A.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3147337,0,"[{'@_fa': 'true', 'affilname': 'University of Zagreb, Faculty of Electrical Engineering and Computing', 'affiliation-city': 'Zagreb', 'affiliation-country': 'Croatia'}]",,Journal,ar,Article,,21100900379,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124177944', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124177944?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124177944&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124177944&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124177944,SCOPUS_ID:85124177944,2-s2.0-85124177944,Improving automatic control of upper-limb prosthesis wrists using gaze-centered eye tracking and deep learning,Karrenbach M.,IEEE Transactions on Neural Systems and Rehabilitation Engineering,15580210,,,,2022-01-01,2022,10.1109/TNSRE.2022.3147772,0,"[{'@_fa': 'true', 'affilname': 'University of Washington', 'affiliation-city': 'Seattle', 'affiliation-country': 'United States'}]",35100118,Journal,ar,Article,,16321,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",15344320,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124134702', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124134702?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124134702&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124134702&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124134702,SCOPUS_ID:85124134702,2-s2.0-85124134702,Software Development for Agricultural Tillage Robot Based on Technologies of Machine Intelligence,Panarin R.N.,Communications in Computer and Information Science,18650937,1526 CCIS,,354-367,2022-01-01,2022,10.1007/978-3-030-94141-3_28,0,"[{'@_fa': 'true', 'affilname': 'Altai State University, Barnaul', 'affiliation-city': 'Barnaul', 'affiliation-country': 'Russian Federation'}]",,Book Series,cp,Conference Paper,,17700155007,0,False,,,18650929,,"[{'@_fa': 'true', '$': '9783030941406'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124125184', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124125184?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124125184&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124125184&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124125184,SCOPUS_ID:85124125184,2-s2.0-85124125184,Vision-Based Personal Face Emotional Recognition Approach Using Machine Learning and Tree-Based Classifier,Sathya R.,Lecture Notes in Networks and Systems,23673389,336,,561-573,2022-01-01,2022,10.1007/978-981-16-6723-7_42,0,"[{'@_fa': 'true', 'affilname': 'Kongunadu College of Engineering and Technology', 'affiliation-city': 'Tiruchirappalli', 'affiliation-country': 'India'}]",,Book Series,cp,Conference Paper,,21100901469,0,False,,,23673370,,"[{'@_fa': 'true', '$': '9789811667220'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124118758', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124118758?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124118758&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124118758&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124118758,SCOPUS_ID:85124118758,2-s2.0-85124118758,Design and Development of Access Control and Face Mask Detector in Real Time Using Deep Learning to Prevent COVID-19,Gupta M.,Lecture Notes in Networks and Systems,23673389,336,,403-419,2022-01-01,2022,10.1007/978-981-16-6723-7_31,0,"[{'@_fa': 'true', 'affilname': 'Sreenidhi Institute of Science &amp; Technology', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",,Book Series,cp,Conference Paper,,21100901469,0,False,,,23673370,,"[{'@_fa': 'true', '$': '9789811667220'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124101490', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124101490?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124101490&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124101490&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124101490,SCOPUS_ID:85124101490,2-s2.0-85124101490,Pakistani traffic-sign recognition using transfer learning,Nadeem Z.,Multimedia Tools and Applications,15737721,,,,2022-01-01,2022,10.1007/s11042-022-12177-8,0,"[{'@_fa': 'true', 'affilname': 'BUITEMS - Balochistan University of Information Technology, Engineering and Management Sciences', 'affiliation-city': 'Quetta', 'affiliation-country': 'Pakistan'}]",,Journal,ar,Article,,25627,0,False,,,13807501,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124091679', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124091679?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124091679&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124091679&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124091679,SCOPUS_ID:85124091679,2-s2.0-85124091679,Dynamic Modeling and Simulation Analysis of Virtual Product Design and Creation Based on OSG Artificial Intelligence Platform,Zou X.,Discrete Dynamics in Nature and Society,1607887X,2022,,,2022-01-01,2022,10.1155/2022/6214097,0,"[{'@_fa': 'true', 'affilname': 'Jingdezhen Ceramic University', 'affiliation-city': 'Jingdezhen', 'affiliation-country': 'China'}]",,Journal,ar,Article,6214097,21153,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",10260226,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124088735?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124088735&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124088735,SCOPUS_ID:85124088735,2-s2.0-85124088735,Towards Performing Image Classification and Object Detection with Convolutional Neural Networks in Autonomous Driving Systems: A Survey (December 2021),Turay T.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3147495,0,"[{'@_fa': 'true', 'affilname': 'University of Leicester', 'affiliation-city': 'Leicester', 'affiliation-country': 'United Kingdom'}]",,Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124085585', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124085585?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124085585&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124085585&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124085585,SCOPUS_ID:85124085585,2-s2.0-85124085585,A Fast CPU Real-time Facial Expression Detector using Sequential Attention Network for Human-robot Interaction,Putro M.D.,IEEE Transactions on Industrial Informatics,19410050,,,,2022-01-01,2022,10.1109/TII.2022.3145862,0,"[{'@_fa': 'true', 'affilname': 'University of Ulsan', 'affiliation-city': 'Ulsan', 'affiliation-country': 'South Korea'}]",,Journal,ar,Article,,144912,0,False,,,15513203,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124007334', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124007334?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124007334&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124007334&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124007334,SCOPUS_ID:85124007334,2-s2.0-85124007334,Intelligent Traffic Accident Detection System Using Surveillance Video,Sun P.,Lecture Notes in Electrical Engineering,18761119,769,,995-1005,2022-01-01,2022,10.1007/978-981-16-2090-4_61,0,"[{'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,Book Series,cp,Conference Paper,,19700186822,0,False,,,18761100,,"[{'@_fa': 'true', '$': '9789811620898'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123950765', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123950765?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123950765&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123950765&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123950765,SCOPUS_ID:85123950765,2-s2.0-85123950765,Real-time kinematic analysis of beam pumping unit: a deep learning approach,Sun J.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06783-0,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,Journal,ar,Article,,24800,0,False,,,09410643,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123892016', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123892016?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123892016&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123892016&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123892016,SCOPUS_ID:85123892016,2-s2.0-85123892016,MSL-MNN: image deraining based on multi-scale lightweight memristive neural network,Zhang L.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06835-5,0,"[{'@_fa': 'true', 'affilname': 'Southwest University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",,Journal,ar,Article,,24800,0,False,,,09410643,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123890836', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123890836?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123890836&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123890836&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123890836,SCOPUS_ID:85123890836,2-s2.0-85123890836,Rock Discontinuities Identification from 3D Point Clouds Using Artificial Neural Network,Ge Y.,Rock Mechanics and Rock Engineering,1434453X,,,,2022-01-01,2022,10.1007/s00603-021-02748-w,0,"[{'@_fa': 'true', 'affilname': 'China University of Geosciences', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",,Journal,ar,Article,,26268,0,False,,,07232632,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123884378', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123884378?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123884378&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123884378&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S000326702101237X'}",https://api.elsevier.com/content/abstract/scopus_id/85123884378,SCOPUS_ID:85123884378,2-s2.0-85123884378,A video processing and machine vision-based automatic analyzer to determine sequentially total suspended and settleable solids in wastewater,de Oliveira Ramos R.,Analytica Chimica Acta,18734324,,,,2022-01-01,2022,10.1016/j.aca.2021.339411,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal da Paraíba', 'affiliation-city': 'Joao Pessoa', 'affiliation-country': 'Brazil'}]",,Journal,ar,Article,339411,23911,0,False,,,00032670,S000326702101237X,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123869037', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123869037?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123869037&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123869037&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123869037,SCOPUS_ID:85123869037,2-s2.0-85123869037,Deep-learning-based real-time silent speech recognition using facial electromyogram recorded around eyes for hands-free interfacing in a virtual reality environment,Cha H.S.,Virtual Reality,14349957,,,,2022-01-01,2022,10.1007/s10055-021-00616-0,0,"[{'@_fa': 'true', 'affilname': 'Hanyang University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",,Journal,ar,Article,,144702,0,False,,,13594338,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123852619', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123852619?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123852619&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123852619&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123852619,SCOPUS_ID:85123852619,2-s2.0-85123852619,An implementation of YOLO-family algorithms in classifying the product quality for the acrylonitrile butadiene styrene metallization,Chen Y.W.,International Journal of Advanced Manufacturing Technology,14333015,,,,2022-01-01,2022,10.1007/s00170-022-08676-5,0,"[{'@_fa': 'true', 'affilname': 'Da-Yeh University', 'affiliation-city': 'Dacun', 'affiliation-country': 'Taiwan'}]",,Journal,ar,Article,,20428,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",02683768,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123845510', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123845510?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123845510&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123845510&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123845510,SCOPUS_ID:85123845510,2-s2.0-85123845510,An object detection-based few-shot learning approach for multimedia quality assessment,Chatterjee R.,Multimedia Systems,14321882,,,,2022-01-01,2022,10.1007/s00530-021-00881-8,0,"[{'@_fa': 'true', 'affilname': 'Kalinga Institute of Industrial Technology, Bhubaneswar', 'affiliation-city': 'Odisha', 'affiliation-country': 'India'}]",,Journal,ar,Article,,25626,0,False,,,09424962,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123840641', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123840641?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123840641&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123840641&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123840641,SCOPUS_ID:85123840641,2-s2.0-85123840641,DFE: efficient IoT network intrusion detection using deep feature extraction,Basati A.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06826-6,0,"[{'@_fa': 'true', 'affilname': 'Graduate University of Advanced Technology', 'affiliation-city': 'Kerman', 'affiliation-country': 'Iran'}]",,Journal,ar,Article,,24800,0,False,,,09410643,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123724629', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123724629?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123724629&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123724629&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123724629,SCOPUS_ID:85123724629,2-s2.0-85123724629,Development of a deep learning-based patient-specific target contour prediction model for markerless tumor positioning,Zhou D.,Medical Physics,,,,,2022-01-01,2022,10.1002/mp.15456,0,"[{'@_fa': 'true', 'affilname': 'Graduate School of Medicine', 'affiliation-city': 'Kyoto', 'affiliation-country': 'Japan'}]",35026057,Journal,ar,Article,,17871,0,False,,,00942405,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123684342', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123684342?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123684342&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123684342&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123684342,SCOPUS_ID:85123684342,2-s2.0-85123684342,Domain-Specific Adaptation of CNN for Detecting Face Presentation Attacks in NIR,Kotwal K.,"IEEE Transactions on Biometrics, Behavior, and Identity Science",26376407,,,,2022-01-01,2022,10.1109/TBIOM.2022.3143569,0,"[{'@_fa': 'true', 'affilname': ""Institut Dalle Molle D'intelligence Artificielle Perceptive"", 'affiliation-city': 'Martigny', 'affiliation-country': 'Switzerland'}]",,Journal,ar,Article,,21101070922,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123636368', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123636368?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123636368&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123636368&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123636368,SCOPUS_ID:85123636368,2-s2.0-85123636368,Deep Reinforcement Learning based Aggressive Collision Avoidance with Limited FOV for Unmanned Aerial Vehicles,Hasanzade M.,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,,,2022-01-01,2022,10.2514/6.2022-2043,0,"[{'@_fa': 'true', 'affilname': 'İstanbul Teknik Üniversitesi', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}]",,Conference Proceeding,cp,Conference Paper,AIAA 2022-2043,21101074027,0,False,,,,,"[{'@_fa': 'true', '$': '9781624106316'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123555168', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123555168?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123555168&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123555168&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123555168,SCOPUS_ID:85123555168,2-s2.0-85123555168,Intelligent Video Analytics For Human Action Detection: A Deep Learning Approach With Transfer Learning,Begampure S.S.,International Journal of Computing and Digital Systems,2210142X,11,1,63-71,2022-01-01,2022,10.12785/ijcds/110105,0,"[{'@_fa': 'true', 'affilname': ""MAEER's Maharashtra Institute of Technology"", 'affiliation-city': 'Pune', 'affiliation-country': 'India'}]",,Journal,ar,Article,,21100890383,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
