doi,type,publication,publisher,publication_date,database,title,url,abstract,domain
10.1109/nssmic.2005.1596398,preprocessed,"IEEE Nuclear Science Symposium Conference Record, 2005",IEEE,2005-10-29 00:00:00,ieeexplore,beam test results of a c/sub 4/f/sub 8/o gas radiator cherenkov detector using multi-anode photomultiplier tubes,https://ieeexplore.ieee.org/document/1596398/,"We present the main results from a beam test done at Fermilab of a novel gaseous RICH detector that uses Hamamatsu multi-anode photomultiplier tubes (MAPMT) as photon detectors and a new gas C/sub 4/F/sub 8/O as a Cherenkov radiator. A novel front end electronics ASIC has been developed geared towards reading out the charge signals from the photon detectors. The ASIC features low noise and high dynamic range and is suitable for data driven architecture. The data acquisition system was developed to read 52 MAPMTs. An external trigger was used and the events were built using the time stamp information provided by the readout chips. We report the number of detected photons, the angular resolution per photon and the resolution per track after averaging over the photons. We also compare our measurements with simulations.",data driven architecture
10.1109/icws.2008.147,preprocessed,2008 IEEE International Conference on Web Services,IEEE,2008-09-26 00:00:00,ieeexplore,common business components and services toward more agile and flexible industry solutions and assets,https://ieeexplore.ieee.org/document/4670150/,"In many decades, many organizations, especially large consulting companies, have been designing, implementing and managing business solutions for every industry around the globe. But due to numerous limitations in process, tooling and skills, most of those solutions were made very specific to individual industry and client needs at its early design stage. Therefore, reuse and more importantly, managing the ever changing business requirements, become almost impossible. Service-orientation and architecture, model-driven business development provides us a new and powerful approach to facilitate asset based industry solution design and development. To further accelerate this, this tutorial will discuss an innovative approach that take advantage of many proven best software engineering practices, from object/component based technology, meta-data driven architecture types (archetypes) that are used to model the common structural and in some cases non-structural business entities such as customer, product, payment, etc. In order to address the consequences introduced by abstracting those common elements out of the specific industry model and be able to enable easy and meta-data based transformation, we properly decompose business components/services into a multi-layered business architecture. Therefore, process/components/services can be decomposed accordingly to facilitate the decomposition and abstraction, while maintaining certain level of necessary traceability across various artifacts. In the realization phase, existing assets/operational systems will be mapped and transformed to the required business components and services to best leverage those existing valuable industry/client investments. To support such a SOA based, model and business driven development process, existing tooling, especially the necessary transformation and integration capability, needs to be significantly enhanced. This tutorial will also present some recommendation based on some recent design and implementation, and they could be used to guide future tooling alignment and integration effort across software modeling, implementation and solution products. In addition, we will present how to leverage existing internal or external assets or product offerings and the open industry reference models and standards (such as ACCORD, ebXML, ARTS/IxRetail). This work is based on authors' collective experience in leading the large end-to-end client engagements across many industries, while promoting various industry leading software engineering best practices.",data driven architecture
10.1109/nabic.2009.5393876,preprocessed,2009 World Congress on Nature & Biologically Inspired Computing (NaBIC),IEEE,2009-12-11 00:00:00,ieeexplore,data diverse fault tolerant architecture for component based systems,https://ieeexplore.ieee.org/document/5393876/,"Of late, component based software design has become a major focus in software engineering research and computing practice. These software components are used in a wide range of applications some of which may have mission critical requirements. In order to achieve required level of reliability, these component-based designs have to incorporate special measures to cope up with software faults. This paper presents a fault tolerant component based data driven architecture that is based on C2 architectural framework and implements data diverse fault tolerance strategies. The proposed design makes a trade-off between platform flexibility, reliability and efficiency at run time and exhibits its ability to tolerate faults in a cost effective manner. Application of proposed design is exhibited with a case study.",data driven architecture
10.1109/tina.1997.660723,preprocessed,Proceedings TINA '97 - Global Convergence of Telecommunications and Distributed Object Computing,IEEE,1997-11-20 00:00:00,ieeexplore,data-driven implementation of tina kernel transport network,https://ieeexplore.ieee.org/document/660723/,"To realize the actual TINA-based telecommunications network, the performance of the kernel Transport Network (kTN) such as availability, reliability, throughput and load tolerance becomes more crucial than for existing computer networks. The authors have been studying and developing a super-integrated data-driven processor to be applied to the TINA kTN nodes and network interfaces in CUE (Coordinating Users' requirements and Engineering constraints) project. Since the processor is primarily designed to be a scalable VLSI component, it is easily interconnected to form a super-integrated chip and multi-chip system for achieving the performance and reliability demanded in a TINA environment. We first examine the requirements for kTN. A stream-oriented data-driven architecture is then proposed with special emphasis on effective multiprocessing capability with overload tolerance. After that, we demonstrate that autonomous load balancing among super-integrated data-driven processors without adding any runtime overhead to achieve effective and reliable multiprocessing is possible by utilizing the overload tolerance of the processor. Finally, this paper shows preliminary performance estimations of the super-integrated data-driven processor being developed to perform efficient multiprocessing in protocol handling such as TCP/IP.",data driven architecture
10.1109/icra.2011.5979609,preprocessed,2011 IEEE International Conference on Robotics and Automation,IEEE,2011-05-13 00:00:00,ieeexplore,dead reckoning in a dynamic quadruped robot: inertial navigation system aided by a legged odometer,https://ieeexplore.ieee.org/document/5979609/,"It is an important ability for any mobile robot to be able to estimate its posture and to gauge the distance it travelled. The information can be obtained from various sources. In this work, we have addressed this problem in a dynamic quadruped robot. We have designed and implemented a navigation algorithm for full body state (position, velocity, and attitude) estimation that does not use any external reference (such as GPS, or visual landmarks). Extended Kalman Filter was used to provide error estimation and data fusion from two independent sources of information: Inertial Navigation System mechanization algorithm processing raw inertial data, and legged odometry, which provided velocity aiding. We present a novel data-driven architecture for legged odometry that relies on a combination of joint sensor signals and pressure sensors. Our navigation system ensures precise tracking of a running robot's posture (roll and pitch), and satisfactory tracking of its position over medium time intervals. We have shown our method to work for two different dynamic turning gaits and on two terrains with significantly different friction. We have also successfully demonstrated how our method generalizes to different velocities.",data driven architecture
10.1109/sam48682.2020.9104367,preprocessed,2020 IEEE 11th Sensor Array and Multichannel Signal Processing Workshop (SAM),IEEE,2020-06-11 00:00:00,ieeexplore,deep radar waveform design for efficient automotive radar sensing,https://ieeexplore.ieee.org/document/9104367/,"In radar systems, unimodular (or constant-modulus) waveform design plays an important role in achieving better clutter/interference rejection, as well as a more accurate estimation of the target parameters. The design of such sequences has been studied widely in the last few decades, with most design algorithms requiring sophisticated a priori knowledge of environmental parameters which may be difficult to obtain in real-time scenarios. In this paper, we propose a novel hybrid model-driven and data-driven architecture that adapts to the ever changing environment and allows for adaptive unimodular waveform design. In particular, the approach lays the groundwork for developing extremely low-cost waveform design and processing frameworks for radar systems deployed in autonomous vehicles. The proposed model-based deep architecture imitates a wellknown unimodular signal design algorithm in its structure, and can quickly infer statistical information from the environment using the observed data. Our numerical experiments portray the advantages of using the proposed method for efficient radar waveform design in time-varying environments.",data driven architecture
10.1109/nssmic.2004.1466709,preprocessed,IEEE Symposium Conference Record Nuclear Science 2004.,IEEE,2004-10-22 00:00:00,ieeexplore,design and evaluation of the clear-pem detector for positron emission mammography,https://ieeexplore.ieee.org/document/1466709/,"The design and evaluation of the imaging system Clear-PEM for positron emission mammography, under development by the PEM Consortium within the framework of the Crystal Clear Collaboration at CERN, is presented. The proposed apparatus is based on fast, segmented, high atomic number radiation sensors with depth-of-interaction measurement capabilities and state-of-the-art data acquisition techniques. The camera consists of two compact and planar detector heads with adequate field-of-view dimensions for breast and axilla imaging. Low-noise integrated electronics provide signal amplification and analog multiplexing based on a new data-driven architecture. The coincidence trigger and data acquisition architecture makes extensive use of pipeline processing structures and multi-event memories for high efficiency up to a data acquisition rate of one million events/s. Experimental validation of the detection techniques, namely the basic properties of the radiation sensors and the ability to measure the depth-of-interaction of the incoming photons, are presented. System performance in terms of detection sensitivity, count-rates and reconstructed image spatial resolution were also evaluated by means of a detailed Monte Carlo simulation and an iterative image reconstruction algorithm.",data driven architecture
10.1109/cac.2017.8244168,preprocessed,2017 Chinese Automation Congress (CAC),IEEE,2017-10-22 00:00:00,ieeexplore,design and implementation of data-driven based universal data editing framework,https://ieeexplore.ieee.org/document/8244168/,"Apply Integrated Logistics Support (ILS) to weapon equipment can efficiently improve equipment's automation and digital level. ILS needs support of various integrated support systems, which have demands for data editing. Nowadays, most of data editing software used in these systems are customized and provide a form-based editing approach, which becomes an obstacle to carry out ILS. This paper brings forward to design a data-driven based universal data editing framework. In this framework, data models are taken as input and only corresponding data models need to be modified when data change. Firstly, the whole development process of data editing software that adopt form-based development mode is analyzed in detail to find out problems exists in this development mode. Then the data-driven based universal data editing framework is designed. New idea of data-driven architecture is proposed. Data-driven architecture takes data models as input and processes all data models in a universal way. Finally, key technology for framework realization is given.",data driven architecture
10.1109/nssmic.2000.949427,preprocessed,2000 IEEE Nuclear Science Symposium. Conference Record (Cat. No.00CH37149),IEEE,2000-10-20 00:00:00,ieeexplore,design and performance of the dzero data acquisition system,https://ieeexplore.ieee.org/document/949427/,"The D0 Run 2 data acquisition system features a novel design permitting complex event routing in a high speed, data driven architecture. Data blocks associated with multiple events flow freely from /spl sim/70 frontend digitization crates. Eight separate readout concentrators funnel these blocks onto optical fiber paths to the Level 3 trigger processor farm. The processor farm is divided into segments, each of which is fed by a segment bridge. Data blocks flow to each bridge in turn, where they are either routed to a Level 3 node (or nodes) in the segment, or passed onto the next segment bridge. Blocks that do not flow to a processor node are returned to the readout concentrator. Thus the system has a built-in mechanism for rate limitation. The Event Tag Generator (ETG) and segment bridges facilitate the event routing decisions in real time. The routing is based on the trigger bits from the hardware trigger. This and the availability of nodes in each segment determine to which node(s) the event is routed. We present operational and performance details of this system, designed for comfortably more than the nominal 1 kHz input; being modular and parallel, it can be easily upgraded.",data driven architecture
10.1109/ewdts.2010.5742121,preprocessed,2010 East-West Design & Test Symposium (EWDTS),IEEE,2010-09-20 00:00:00,ieeexplore,development of the data-driven readout asic for microstrip detectors,https://ieeexplore.ieee.org/document/5742121/,"Presented are the results of developing an asynchronous data-driven architecture for multichannel silicon tracker system experiments. A known event statistics in multichannel equipment makes it possible to use new variants of architecture synthesis with use of analog derandomizing blocks. There are discussed the testing and simulation results of separate prototype blocks and the whole system, aimed to achieve a compromise in a set of parameters, focused on power consumption, performance and dead time. The requirements of the silicon tracker station in CBM experiment were used in design.",data driven architecture
10.1109/cdc.2018.8618963,preprocessed,2018 IEEE Conference on Decision and Control (CDC),IEEE,2018-12-19 00:00:00,ieeexplore,discovering conservation laws from data for control,https://ieeexplore.ieee.org/document/8618963/,"Conserved quantities, i.e. constants of motion, are critical for characterizing many dynamical systems in science and engineering. These quantities are related to underlying symmetries and they provide fundamental knowledge about physical laws, describe the evolution of the system, and enable system reduction. In this work, we formulate a data-driven architecture for discovering conserved quantities based on Koopman theory. The Koopman operator has emerged as a principled linear embedding of nonlinear dynamics, and its eigenfunctions establish intrinsic coordinates along which the dynamics behave linearly. Interestingly, eigenfunctions of the Koopman operator associated with vanishing eigenvalues correspond to conserved quantities of the underlying system. In this paper, we show that these invariants may be identified with data-driven regression and power series expansions, based on the infinitesimal generator of the Koopman operator. We further establish a connection between the Koopman framework, conserved quantities, and the Lie-Poisson bracket. This data-driven method for discovering conserved quantities is demonstrated on the three-dimensional rigid body equations, where we simultaneously discover the total energy and angular momentum and use these intrinsic coordinates to develop a model predictive controller to track a given reference value.",data driven architecture
10.1109/nssmic.2000.949945,preprocessed,2000 IEEE Nuclear Science Symposium. Conference Record (Cat. No.00CH37149),IEEE,2000-10-20 00:00:00,ieeexplore,error handling for the cdf silicon vertex tracker,https://ieeexplore.ieee.org/document/949945/,"The SVT online tracker for the CDF upgrade reconstructs two-dimensional tracks using information from the Silicon Vertex detector (SVXII) and the Central Outer Tracker (COT). The SVT has an event rate of 100 kHz and a latency time of 10 /spl mu/s. The system is composed of 104 VME 9U digital boards (of 8 different types) and it is implemented as a data driven architecture. Each board runs on its own 30 MHz clock. Since the data output from the SVT (few Mbytes/sec) are a small fraction of the input data (200 Mbytes/sec), it is extremely difficult to track possible internal errors by using only the output stream. For this reason several diagnostic tools have been implemented: local error registers, error bits propagated through the data streams and the Spy Buffer system. Data flowing through each input and output stream of every board are continuously copied to memory banks named Spy Buffers which act as built in logic state analyzers hooked continuously to internal data streams. The contents of all buffers can be frozen at any time (e.g. on error detection) to take a snapshot of all data flowing through each SVT board. The Spy Buffers are coordinated at system level by the Spy Control Board. The architecture, design and implementation of this system are described.",data driven architecture
10.1109/ipps.1994.288217,preprocessed,Proceedings of 8th International Parallel Processing Symposium,IEEE,1994-04-29 00:00:00,ieeexplore,fault detection and recovery in a data-driven real-time multiprocessor,https://ieeexplore.ieee.org/document/288217/,"Introduces the mechanisms required to perform fault detection and recovery in the DART (Data-driven Architecture for Real-Time) multiprocessor architecture. The DART multiprocessor uses prioritized data-driven scheduling to ensure that multiple hard and soft deadlines are met. A data-driven checkpointing scheme has been developed that ensures that these deadlines are met even in the case of processor failures. The basic approach is to monitor the behavior of each computational thread by means of hardware timers. The results of a thread are released only if the thread completes before its given timeout period expires. Otherwise the partial computation on that processor is discarded and the thread is rescheduled on a different processor. A strategy to statically predict the system performance in the event of multiple processor failures is presented and evaluated. Simulation results are provided to illustrate the fault detection and recovery response times for single processor failures on DART multiprocessor architectures with 2, 4, 8, 16 and 32 processing elements.&lt;<ETX>&gt;</ETX>",data driven architecture
10.1109/nssmic.2005.1596374,preprocessed,"IEEE Nuclear Science Symposium Conference Record, 2005",IEEE,2005-10-29 00:00:00,ieeexplore,front end electronics and readout system for a gas radiator ring imaging cherenkov detector using multi-anode photomultiplier tubes,https://ieeexplore.ieee.org/document/1596374/,"We describe the design and performance of a novel custom made front end ASICs and their associated data acquisition (DAQ) system that we developed to process charge signals from an array of 53 Hamamatsu multi-anode photomultiplier tubes (MAPMTs) used as photon detectors for a ring imaging Cherenkov (RICH) detector. This system was tested as part of a gas radiator RICH prototype in the test beam facility at Fermilab. The VA MAPMT ASIC has 64 readout channels with built-in discriminator and parallel binary readout; features low noise, high dynamic range and is suitable for data driven architecture. We characterized a second iteration of this design that features higher dynamic range and optimum performance for large signals in our electronics laboratory test-setup.",data driven architecture
10.1109/hicss.1997.667356,preprocessed,Proceedings of the Thirtieth Hawaii International Conference on System Sciences,IEEE,1997-01-10 00:00:00,ieeexplore,graph analysis and transformation techniques for runtime minimization in multi-threaded architectures,https://ieeexplore.ieee.org/document/667356/,"Describes a method of analysis for detecting and minimizing memory latency using a directed data dependency graph produced from a compiler. These results are applicable to the development of methods for the optimal generation of instruction threads to be executed on a multi-threaded, data-driven architecture. The resulting runtime reductions are accomplished by minimizing memory access times by individual processing elements. Additionally, these analysis methods can be used to predict measures of achievable parallelism for a given program graph which can be exploited by a reconfigurable, multi-threaded architecture.",data driven architecture
10.1109/cbms.2018.00079,preprocessed,2018 IEEE 31st International Symposium on Computer-Based Medical Systems (CBMS),IEEE,2018-06-21 00:00:00,ieeexplore,implementation of a situation aware and real-time approach for decision support in online surgery scheduling,https://ieeexplore.ieee.org/document/8417274/,"For decisions on operational business level it is necessary to be aware of and to understand what happens around you and what probably will happen in the near future. E.g. in Operating Room Management, and especially in Online surgery scheduling, a lot of decisions are difficult to handle, since there are high cognitive and communicational efforts to gather all necessary information to oversee the current situation and to derive decisions based on this information. However, the emerging trend of connecting devices and new methods in data analytics, allow new approaches for decision support in these areas. By using this concepts we suggested and implemented a data-driven architecture including several components for data analysis, information generation and visualization. The presented prototype means a proof-of-concept of the idea of a real-time and situation-aware decision support system for operating room managers.",data driven architecture
10.1109/icsp.2018.8652415,preprocessed,2018 14th IEEE International Conference on Signal Processing (ICSP),IEEE,2018-08-16 00:00:00,ieeexplore,joint embedding with multi-task learning for multi-label zero-shot action recognition,https://ieeexplore.ieee.org/document/8652415/,"Action recognition, one of the most significant fields of computer vision, has gain great success over the past few years mainly due to the popularity of deep and data-driven architecture. However, when it comes to a real-world scenario that includes unseen actions, the previous methods which are supervised directly by labels may lead to two main problems, namely domain adaptation and laborious annotation. Therefore, we propose a novel joint space model of visual data and semantic information to address zero-shot action recognition problems. Furthermore, in order to take better advantage of semantic relationship between seen and unseen classes by word vectors, auto-encoder is introduced to our framework to narrow the semantic gap and improve the recognition accuracy. Moreover, we utilize the ε-greedy based max-pooling technique to select the most relevant visual segment from an instance according to the label. Finally, we employ multi-task learning to overall optimize classification and ranking tasks in joint latent space. We evaluate our work on a weakly annotated human action dataset Charades. The experimental results demonstrate that the proposed method significantly outperforms the state-of-the-arts in both accuracy and efficiency.",data driven architecture
10.1109/isit45174.2021.9517812,preprocessed,2021 IEEE International Symposium on Information Theory (ISIT),IEEE,2021-07-20 00:00:00,ieeexplore,model-inspired deep detection with low-resolution receivers,https://ieeexplore.ieee.org/document/9517812/,"The need to recover high-dimensional signals from their noisy low-resolution quantized measurements is widely encountered in communications and sensing. In this paper, we focus on the extreme case of one-bit quantizers, and propose a deep detector network, called LoRD-Net, for signal recovering from one-bit measurements. Our approach relies on a model-aware data-driven architecture, based on a deep unfolding of first-order optimization iterations. LoRD-Net has a task-based architecture dedicated to recovering the underlying signal of interest from the one-bit noisy measurements without requiring prior knowledge of the channel matrix through which the one-bit measurements are obtained. The proposed deep detector has much fewer parameters compared to black-box deep networks due to the incorporation of domain-knowledge in the design of its architecture, allowing it to operate in a data-driven fashion while benefiting from the flexibility, versatility, and reliability of model-based optimization methods. We numerically evaluate the proposed receiver architecture for one-bit signal recovery in wireless communications and demonstrate that the proposed hybrid methodology outperforms both data-driven and model-based state-of-the-art methods, while utilizing small datasets, on the order of merely ~ 500 samples, for training.",data driven architecture
10.1109/icc42927.2021.9500961,preprocessed,ICC 2021 - IEEE International Conference on Communications,IEEE,2021-06-23 00:00:00,ieeexplore,removing channel estimation by location-only based deep learning for ris aided mobile edge computing,https://ieeexplore.ieee.org/document/9500961/,"In this paper, we investigate a deep learning architecture for lightweight online implementation of a reconfigurable intelligent surface (RIS)-aided multi-user mobile edge computing (MEC) system, where the optimized performance can be achieved based on user equipment’s (UEs’) location-only information. Assuming that each UE is endowed with a limited energy budget, we aim at maximizing the total completed task-input bits (TCTB) of all UEs within a given time slot, through jointly optimizing the RIS reflecting coefficients, the receive beamforming vectors, and UEs’ energy partition strategies for local computing and computation offloading. Due to the coupled optimization variables, a three-step block coordinate descending (BCD) algorithm is first proposed to effectively solve the formulated TCTB maximization problem iteratively with guaranteed convergence. The location-only deep learning architecture is then constructed to emulate the proposed BCD optimization algorithm, through which the pilot channel estimation and feedback can be removed for online implementation with low complexity. The simulation results reveal a close match between the performance of the BCD optimization algorithm and the location-only data-driven architecture, all with superior performance to existing benchmarks.",data driven architecture
10.1109/apnoms.2011.6077045,preprocessed,2011 13th Asia-Pacific Network Operations and Management Symposium,IEEE,2011-09-23 00:00:00,ieeexplore,the proposal of geographically distributed oss against a great earthquake — a study on macroscale disaster recovery,https://ieeexplore.ieee.org/document/6077045/,"As Great East Japan Earthquake occurred at 11 March 2011 suffered a heavy loss, Japan is one of the most risky country stroke by an earthquake. Therefore, it is a social mission for enterprises in Japan, especially for telecommunication careers like us, to establish disaster recovery plan against a great earthquake. One way to achieve disaster recovery is locating a backup system geographically away from primary system. Authors have invented D3A (Distributed Data Driven Architecture) that makes thousands of small IA servers cooperated and derives high-performance. We have introduced the technology in commercial large-scale OSS (Operation Support System) to maintain tens of thousands of NE (Network Element) which constitute our telecommunication network. We have already possessed a backup system of the OSS for disaster recovery purpose. However, the backup system leads to great rise in TCO (Total Cost of Ownership) since it also consists of more than 1,000 machines. In this paper, we discuss about an autonomously continuous distributed disaster recovery system that is made up by several locations and every location is considered as primary system equivalently, and outage of one location does not impact on overall service of the system.",data driven architecture
10.23919/ccc50068.2020.9188717,preprocessed,2020 39th Chinese Control Conference (CCC),IEEE,2020-07-29 00:00:00,ieeexplore,wind turbine frequent principal fault detection based on a self-attentive lstm encoder-decoder model,https://ieeexplore.ieee.org/document/9188717/,"With the development of intelligent monitoring technology, internet information technology, and data storage technology, data-driven fault detection and diagnosis method in the wind turbine system has become a focus of research in recent years. In this paper, we design a data-driven architecture for the wind turbine frequent principal fault detection. Considering the sequential relationship in the wind power data, we introduce the long short-term memory (LSTM) model. Additionally, to retain more necessary information hidden in the wind power time series, which is too long to make the performance of the LSTM model poor, we propose a novel self-attentive LSTM encoder-decoder(SALSTMED) model to learn the high-level feature sequence other than the feature vector. Further, the dataset collected from a real wind farm is employed to verify the performance of the proposed approach. The results indicate that the proposed approach is effective for the wind turbine frequent principal fault detection.",data driven architecture
10.1109/30.982782,preprocessed,IEEE Transactions on Consumer Electronics,IEEE,2001-11-01 00:00:00,ieeexplore,a novel hdtv video decoder and decentralized control scheme,https://ieeexplore.ieee.org/document/982782/,"A novel dedicated architecture for an HDTV video decoding chip is developed. Each task is mapped to a highly optimized hardware unit by classifying the video processing tasks into three levels. On the function level, a data driven architecture is adopted to make each processing unit operate once the processing data and buffer are available. Therefore the high computing efficiency of each unit is exploited, hardware is saved, and the computing capability is maximized compared with conventional pipeline decoder. On the system level, a decentralized control scheme is designed to provide high efficient communication between all the processing units to yield the best overall performance. Moreover it features simple control logic and minimum size of the connecting buffers.",data driven architecture
10.1109/tns.2006.870173,preprocessed,IEEE Transactions on Nuclear Science,IEEE,2006-02-01 00:00:00,ieeexplore,design and evaluation of the clear-pem scanner for positron emission mammography,https://ieeexplore.ieee.org/document/1610954/,"The design and evaluation of the imaging system Clear-PEM for positron emission mammography, under development by the PEM Consortium within the framework of the Crystal Clear Collaboration at CERN, is presented. The proposed apparatus is based on fast, segmented, high atomic number radiation sensors with depth-of-interaction measurement capabilities, and state-of-the-art data acquisition techniques. The camera consists of two compact and planar detector heads with dimensions 16.5/spl times/14.5 cm/sup 2/ for breast and axilla imaging. Low-noise integrated electronics provide signal amplification and analog multiplexing based on a new data-driven architecture. The coincidence trigger and data acquisition architecture makes extensive use of pipeline processing structures and multi-event memories for high efficiency up to a data acquisition rate of one million events/s. Experimental validation of the detection techniques, namely the basic properties of the radiation sensors and the ability to measure the depth-of-interaction of the incoming photons, are presented. System performance in terms of detection sensitivity, count-rates and reconstructed image spatial resolution were also evaluated by means of a detailed Monte Carlo simulation and an iterative image reconstruction algorithm.",data driven architecture
10.1109/access.2021.3071274,preprocessed,IEEE Access,IEEE,2021-01-01 00:00:00,ieeexplore,graph neural network: a comprehensive review on non-euclidean space,https://ieeexplore.ieee.org/document/9395439/,"This review provides a comprehensive overview of the state-of-the-art methods of graph-based networks from a deep learning perspective. Graph networks provide a generalized form to exploit non-euclidean space data. A graph can be visualized as an aggregation of nodes and edges without having any order. Data-driven architecture tends to follow a fixed neural network trying to find the pattern in feature space. These strategies have successfully been applied to many applications for euclidean space data. Since graph data in a non-euclidean space does not follow any kind of order, these solutions can be applied to exploit the node relationships. Graph Neural Networks (GNNs) solve this problem by exploiting the relationships among graph data. Recent developments in computational hardware and optimization allow graph networks possible to learn the complex graph relationships. Graph networks are therefore being actively used to solve many problems including protein interface, classification, and learning representations of fingerprints. To encapsulate the importance of graph models, in this paper, we formulate a systematic categorization of GNN models according to their applications from theory to real-life problems and provide a direction of the future scope for the applications of graph models as well as highlight the limitations of existing graph networks.",data driven architecture
10.1109/tsp.2021.3117503,preprocessed,IEEE Transactions on Signal Processing,IEEE,2021-01-01 00:00:00,ieeexplore,lord-net: unfolded deep detection network with low-resolution receivers,https://ieeexplore.ieee.org/document/9557819/,"The need to recover high-dimensional signals from their noisy low-resolution quantized measurements is widely encountered in communications and sensing. In this paper, we focus on the extreme case of one-bit quantizers, and propose a deep detector entitled LoRD-Net for recovering information symbols from one-bit measurements. Our method is a model-aware data-driven architecture based on deep unfolding of first-order optimization iterations. LoRD-Net has a task-based architecture dedicated to recovering the underlying signal of interest from the one-bit noisy measurements without requiring prior knowledge of the channel matrix through which the one-bit measurements are obtained. The proposed deep detector has much fewer parameters compared to black-box deep networks due to the incorporation of domain-knowledge in the design of its architecture, allowing it to operate in a data-driven fashion while benefiting from the flexibility, versatility, and reliability of model-based optimization methods. LoRD-Net operates in a blind fashion, which requires addressing both the non-linear nature of the data-acquisition system as well as identifying a proper optimization objective for signal recovery. Accordingly, we propose a two-stage training method for LoRD-Net, in which the first stage is dedicated to identifying the proper form of the optimization process to unfold, while the latter trains the resulting model in an end-to-end manner. We numerically evaluate the proposed receiver architecture for one-bit signal recovery in wireless communications and demonstrate that the proposed hybrid methodology outperforms both data-driven and model-based state-of-the-art methods, while utilizing small datasets, on the order of merely <inline-formula><tex-math notation=""LaTeX"">$\sim 500$</tex-math></inline-formula> samples, for training.",data driven architecture
10.1109/access.2021.3091716,preprocessed,IEEE Access,IEEE,2021-01-01 00:00:00,ieeexplore,modeling and key technologies of a data-driven smart city system,https://ieeexplore.ieee.org/document/9462829/,"The smart city operation and management center with a hierarchical data-driven architecture has already become one of the most widely used solutions for smart cities in practice, solving the problems associated with data acquisition, data gathering and storage, data processing, and data application. At present, the construction of smart city operation and management center faces bottlenecks such as incomplete top-level design theory, the insufficient integration capability of software and hardware, the low efficiency of data collection and aggregation, and the lack of intelligence in data analysis and application. Aiming to address the above problems, this paper proposes a `two-dimension, three-layer, and six-goal' top-level design model for a smart city, with six principles for a smart city operational pattern, and focuses on three key technologies: (1) infrastructure integration and application, (2) multidimensional perception data collection and aggregation, and (3) intelligent data analysis and data service. Following the guidance of this model, Longgang District of Shenzhen has constructed a smart city operation and management center including integrated ICT infrastructure, an urban fine management system, and an intelligent urban data analysis and service system. The actual effects and quantitative improvements in the practical case show that the top-level design model of a smart city proposed in this paper has achieved successful results, and it thereby offers an applicability model of a smart city that can be referenced and replicated.",data driven architecture
10.1109/tkde.2019.2953839,preprocessed,IEEE Transactions on Knowledge and Data Engineering,IEEE,2021-06-01 00:00:00,ieeexplore,open relation extraction for chinese noun phrases,https://ieeexplore.ieee.org/document/8903488/,"Relation Extraction (RE) aims at harvesting relational facts from texts. A majority of existing research targets at knowledge acquisition from sentences, where subject-verb-object structures are usually treated as the signals of existence of relations. In contrast, relational facts expressed within noun phrases are highly implicit. Previous works mostly relies on human-compiled assertions and textual patterns in English to address noun phrase-based RE. For Chinese, the corresponding task is non-trivial because Chinese is a highly analytic language with flexible expressions. Additionally, noun phrases tend to be incomplete in grammatical structures, where clear mentions of predicates are often missing. In this article, we present an unsupervised Noun Phrase-based Open RE system for the Chinese language (NPORE), which employs a three-layer data-driven architecture. The system contains three components, i.e., Modifier-sensitive Phrase Segmenter, Candidate Relation Generator and Missing Relation Predicate Detector. It integrates with a graph clique mining algorithm to chunk Chinese noun phrases, considering how relations are expressed. We further propose a probabilistic method with knowledge priors and a hypergraph-based random walk process to detect missing relation predicates. Experiments over Chinese Wikipedia show NPORE outperforms state-of-the-art, capable of extracting 55.2 percent more relations than the most competitive baseline, with a comparable precision at 95.4 percent.",data driven architecture
10.1109/iccsnt.2011.6182500,preprocessed,Proceedings of 2011 International Conference on Computer Science and Network Technology,IEEE,2011-12-26 00:00:00,ieeexplore,a coarse-grained asynchronous data-driven design flow,https://ieeexplore.ieee.org/document/6182500/,"As the synchronous circuit design is facing some limits, such as the power wall and the clock skew problem, the asynchronous circuit design is approaching a revival. This paper presents a coarse-grained data-driven design flow for asynchronous circuits, which aims at both performance and design efficiency. Based on a set of data-driven components, pipelined asynchronous circuits can be efficiently constructed. We optimize the circuits by combining components to form coarse-grained pipelines. Experimental results on an asynchronous pipelined 32-bit iterative multiplier show the efficiency of our design flow.",data driven architecture
10.1109/ccdc.2019.8832653,preprocessed,2019 Chinese Control And Decision Conference (CCDC),IEEE,2019-06-05 00:00:00,ieeexplore,a sliding-mode iterative learning control for a nonlinear discrete-time system via a data-driven design method,https://ieeexplore.ieee.org/document/8832653/,"In this work, a sliding-mode iterative learning control (SM-ILC) is proposed for a nonlinear and non-affine discrete-time system, which is transferred into a linear incremental input-and-output form equivalently. The unknown parameters in the linear incremental input-and-output model can be estimated by using an iterative project algorithm. The optimal learning control law is developed with a sliding surface defined along the iteration direction. The proposed SM-ILC is a data-driven approach and can achieve a better control performance because much more control knowledge is utilized. Both the convergence analysis and the simulation results have been provided to show the effectiveness of the proposed method.",data driven architecture
