doi,type,publication,publisher,publication_date,database,title,url,abstract,domain,id
10.1109/icra.2011.5979609,filtered,2011 IEEE International Conference on Robotics and Automation,IEEE,5/13/2011 0:00,ieeexplore,dead reckoning in a dynamic quadruped robot: inertial navigation system aided by a legged odometer,https://ieeexplore.ieee.org/document/5979609/,"It is an important ability for any mobile robot to be able to estimate its posture and to gauge the distance it travelled. The information can be obtained from various sources. In this work, we have addressed this problem in a dynamic quadruped robot. We have designed and implemented a navigation algorithm for full body state (position, velocity, and attitude) estimation that does not use any external reference (such as GPS, or visual landmarks). Extended Kalman Filter was used to provide error estimation and data fusion from two independent sources of information: Inertial Navigation System mechanization algorithm processing raw inertial data, and legged odometry, which provided velocity aiding. We present a novel data-driven architecture for legged odometry that relies on a combination of joint sensor signals and pressure sensors. Our navigation system ensures precise tracking of a running robot's posture (roll and pitch), and satisfactory tracking of its position over medium time intervals. We have shown our method to work for two different dynamic turning gaits and on two terrains with significantly different friction. We have also successfully demonstrated how our method generalizes to different velocities.",data driven architecture,73
10.1109/sam48682.2020.9104367,filtered,2020 IEEE 11th Sensor Array and Multichannel Signal Processing Workshop (SAM),IEEE,6/11/2020 0:00,ieeexplore,deep radar waveform design for efficient automotive radar sensing,https://ieeexplore.ieee.org/document/9104367/,"In radar systems, unimodular (or constant-modulus) waveform design plays an important role in achieving better clutter/interference rejection, as well as a more accurate estimation of the target parameters. The design of such sequences has been studied widely in the last few decades, with most design algorithms requiring sophisticated a priori knowledge of environmental parameters which may be difficult to obtain in real-time scenarios. In this paper, we propose a novel hybrid model-driven and data-driven architecture that adapts to the ever changing environment and allows for adaptive unimodular waveform design. In particular, the approach lays the groundwork for developing extremely low-cost waveform design and processing frameworks for radar systems deployed in autonomous vehicles. The proposed model-based deep architecture imitates a wellknown unimodular signal design algorithm in its structure, and can quickly infer statistical information from the environment using the observed data. Our numerical experiments portray the advantages of using the proposed method for efficient radar waveform design in time-varying environments.",data driven architecture,74
10.1109/nssmic.2004.1466709,filtered,IEEE Symposium Conference Record Nuclear Science 2004.,IEEE,10/22/2004 0:00,ieeexplore,design and evaluation of the clear-pem detector for positron emission mammography,https://ieeexplore.ieee.org/document/1466709/,"The design and evaluation of the imaging system Clear-PEM for positron emission mammography, under development by the PEM Consortium within the framework of the Crystal Clear Collaboration at CERN, is presented. The proposed apparatus is based on fast, segmented, high atomic number radiation sensors with depth-of-interaction measurement capabilities and state-of-the-art data acquisition techniques. The camera consists of two compact and planar detector heads with adequate field-of-view dimensions for breast and axilla imaging. Low-noise integrated electronics provide signal amplification and analog multiplexing based on a new data-driven architecture. The coincidence trigger and data acquisition architecture makes extensive use of pipeline processing structures and multi-event memories for high efficiency up to a data acquisition rate of one million events/s. Experimental validation of the detection techniques, namely the basic properties of the radiation sensors and the ability to measure the depth-of-interaction of the incoming photons, are presented. System performance in terms of detection sensitivity, count-rates and reconstructed image spatial resolution were also evaluated by means of a detailed Monte Carlo simulation and an iterative image reconstruction algorithm.",data driven architecture,75
10.1109/cac.2017.8244168,filtered,2017 Chinese Automation Congress (CAC),IEEE,10/22/2017 0:00,ieeexplore,design and implementation of data-driven based universal data editing framework,https://ieeexplore.ieee.org/document/8244168/,"Apply Integrated Logistics Support (ILS) to weapon equipment can efficiently improve equipment's automation and digital level. ILS needs support of various integrated support systems, which have demands for data editing. Nowadays, most of data editing software used in these systems are customized and provide a form-based editing approach, which becomes an obstacle to carry out ILS. This paper brings forward to design a data-driven based universal data editing framework. In this framework, data models are taken as input and only corresponding data models need to be modified when data change. Firstly, the whole development process of data editing software that adopt form-based development mode is analyzed in detail to find out problems exists in this development mode. Then the data-driven based universal data editing framework is designed. New idea of data-driven architecture is proposed. Data-driven architecture takes data models as input and processes all data models in a universal way. Finally, key technology for framework realization is given.",data driven architecture,76
10.1109/nssmic.2000.949427,filtered,2000 IEEE Nuclear Science Symposium. Conference Record (Cat. No.00CH37149),IEEE,10/20/2000 0:00,ieeexplore,design and performance of the dzero data acquisition system,https://ieeexplore.ieee.org/document/949427/,"The D0 Run 2 data acquisition system features a novel design permitting complex event routing in a high speed, data driven architecture. Data blocks associated with multiple events flow freely from /spl sim/70 frontend digitization crates. Eight separate readout concentrators funnel these blocks onto optical fiber paths to the Level 3 trigger processor farm. The processor farm is divided into segments, each of which is fed by a segment bridge. Data blocks flow to each bridge in turn, where they are either routed to a Level 3 node (or nodes) in the segment, or passed onto the next segment bridge. Blocks that do not flow to a processor node are returned to the readout concentrator. Thus the system has a built-in mechanism for rate limitation. The Event Tag Generator (ETG) and segment bridges facilitate the event routing decisions in real time. The routing is based on the trigger bits from the hardware trigger. This and the availability of nodes in each segment determine to which node(s) the event is routed. We present operational and performance details of this system, designed for comfortably more than the nominal 1 kHz input; being modular and parallel, it can be easily upgraded.",data driven architecture,77
10.1109/ewdts.2010.5742121,filtered,2010 East-West Design & Test Symposium (EWDTS),IEEE,9/20/2010 0:00,ieeexplore,development of the data-driven readout asic for microstrip detectors,https://ieeexplore.ieee.org/document/5742121/,"Presented are the results of developing an asynchronous data-driven architecture for multichannel silicon tracker system experiments. A known event statistics in multichannel equipment makes it possible to use new variants of architecture synthesis with use of analog derandomizing blocks. There are discussed the testing and simulation results of separate prototype blocks and the whole system, aimed to achieve a compromise in a set of parameters, focused on power consumption, performance and dead time. The requirements of the silicon tracker station in CBM experiment were used in design.",data driven architecture,78
10.1109/cdc.2018.8618963,filtered,2018 IEEE Conference on Decision and Control (CDC),IEEE,12/19/2018 0:00,ieeexplore,discovering conservation laws from data for control,https://ieeexplore.ieee.org/document/8618963/,"Conserved quantities, i.e. constants of motion, are critical for characterizing many dynamical systems in science and engineering. These quantities are related to underlying symmetries and they provide fundamental knowledge about physical laws, describe the evolution of the system, and enable system reduction. In this work, we formulate a data-driven architecture for discovering conserved quantities based on Koopman theory. The Koopman operator has emerged as a principled linear embedding of nonlinear dynamics, and its eigenfunctions establish intrinsic coordinates along which the dynamics behave linearly. Interestingly, eigenfunctions of the Koopman operator associated with vanishing eigenvalues correspond to conserved quantities of the underlying system. In this paper, we show that these invariants may be identified with data-driven regression and power series expansions, based on the infinitesimal generator of the Koopman operator. We further establish a connection between the Koopman framework, conserved quantities, and the Lie-Poisson bracket. This data-driven method for discovering conserved quantities is demonstrated on the three-dimensional rigid body equations, where we simultaneously discover the total energy and angular momentum and use these intrinsic coordinates to develop a model predictive controller to track a given reference value.",data driven architecture,79
10.1109/nssmic.2000.949945,filtered,2000 IEEE Nuclear Science Symposium. Conference Record (Cat. No.00CH37149),IEEE,10/20/2000 0:00,ieeexplore,error handling for the cdf silicon vertex tracker,https://ieeexplore.ieee.org/document/949945/,"The SVT online tracker for the CDF upgrade reconstructs two-dimensional tracks using information from the Silicon Vertex detector (SVXII) and the Central Outer Tracker (COT). The SVT has an event rate of 100 kHz and a latency time of 10 /spl mu/s. The system is composed of 104 VME 9U digital boards (of 8 different types) and it is implemented as a data driven architecture. Each board runs on its own 30 MHz clock. Since the data output from the SVT (few Mbytes/sec) are a small fraction of the input data (200 Mbytes/sec), it is extremely difficult to track possible internal errors by using only the output stream. For this reason several diagnostic tools have been implemented: local error registers, error bits propagated through the data streams and the Spy Buffer system. Data flowing through each input and output stream of every board are continuously copied to memory banks named Spy Buffers which act as built in logic state analyzers hooked continuously to internal data streams. The contents of all buffers can be frozen at any time (e.g. on error detection) to take a snapshot of all data flowing through each SVT board. The Spy Buffers are coordinated at system level by the Spy Control Board. The architecture, design and implementation of this system are described.",data driven architecture,80
10.1109/ipps.1994.288217,filtered,Proceedings of 8th International Parallel Processing Symposium,IEEE,4/29/1994 0:00,ieeexplore,fault detection and recovery in a data-driven real-time multiprocessor,https://ieeexplore.ieee.org/document/288217/,"Introduces the mechanisms required to perform fault detection and recovery in the DART (Data-driven Architecture for Real-Time) multiprocessor architecture. The DART multiprocessor uses prioritized data-driven scheduling to ensure that multiple hard and soft deadlines are met. A data-driven checkpointing scheme has been developed that ensures that these deadlines are met even in the case of processor failures. The basic approach is to monitor the behavior of each computational thread by means of hardware timers. The results of a thread are released only if the thread completes before its given timeout period expires. Otherwise the partial computation on that processor is discarded and the thread is rescheduled on a different processor. A strategy to statically predict the system performance in the event of multiple processor failures is presented and evaluated. Simulation results are provided to illustrate the fault detection and recovery response times for single processor failures on DART multiprocessor architectures with 2, 4, 8, 16 and 32 processing elements.&lt;<ETX>&gt;</ETX>",data driven architecture,81
10.1109/nssmic.2005.1596374,filtered,"IEEE Nuclear Science Symposium Conference Record, 2005",IEEE,10/29/2005 0:00,ieeexplore,front end electronics and readout system for a gas radiator ring imaging cherenkov detector using multi-anode photomultiplier tubes,https://ieeexplore.ieee.org/document/1596374/,"We describe the design and performance of a novel custom made front end ASICs and their associated data acquisition (DAQ) system that we developed to process charge signals from an array of 53 Hamamatsu multi-anode photomultiplier tubes (MAPMTs) used as photon detectors for a ring imaging Cherenkov (RICH) detector. This system was tested as part of a gas radiator RICH prototype in the test beam facility at Fermilab. The VA MAPMT ASIC has 64 readout channels with built-in discriminator and parallel binary readout; features low noise, high dynamic range and is suitable for data driven architecture. We characterized a second iteration of this design that features higher dynamic range and optimum performance for large signals in our electronics laboratory test-setup.",data driven architecture,82
10.1109/hicss.1997.667356,filtered,Proceedings of the Thirtieth Hawaii International Conference on System Sciences,IEEE,1/10/1997 0:00,ieeexplore,graph analysis and transformation techniques for runtime minimization in multi-threaded architectures,https://ieeexplore.ieee.org/document/667356/,"Describes a method of analysis for detecting and minimizing memory latency using a directed data dependency graph produced from a compiler. These results are applicable to the development of methods for the optimal generation of instruction threads to be executed on a multi-threaded, data-driven architecture. The resulting runtime reductions are accomplished by minimizing memory access times by individual processing elements. Additionally, these analysis methods can be used to predict measures of achievable parallelism for a given program graph which can be exploited by a reconfigurable, multi-threaded architecture.",data driven architecture,83
10.1109/cbms.2018.00079,filtered,2018 IEEE 31st International Symposium on Computer-Based Medical Systems (CBMS),IEEE,6/21/2018 0:00,ieeexplore,implementation of a situation aware and real-time approach for decision support in online surgery scheduling,https://ieeexplore.ieee.org/document/8417274/,"For decisions on operational business level it is necessary to be aware of and to understand what happens around you and what probably will happen in the near future. E.g. in Operating Room Management, and especially in Online surgery scheduling, a lot of decisions are difficult to handle, since there are high cognitive and communicational efforts to gather all necessary information to oversee the current situation and to derive decisions based on this information. However, the emerging trend of connecting devices and new methods in data analytics, allow new approaches for decision support in these areas. By using this concepts we suggested and implemented a data-driven architecture including several components for data analysis, information generation and visualization. The presented prototype means a proof-of-concept of the idea of a real-time and situation-aware decision support system for operating room managers.",data driven architecture,84
10.1109/icsp.2018.8652415,filtered,2018 14th IEEE International Conference on Signal Processing (ICSP),IEEE,8/16/2018 0:00,ieeexplore,joint embedding with multi-task learning for multi-label zero-shot action recognition,https://ieeexplore.ieee.org/document/8652415/,"Action recognition, one of the most significant fields of computer vision, has gain great success over the past few years mainly due to the popularity of deep and data-driven architecture. However, when it comes to a real-world scenario that includes unseen actions, the previous methods which are supervised directly by labels may lead to two main problems, namely domain adaptation and laborious annotation. Therefore, we propose a novel joint space model of visual data and semantic information to address zero-shot action recognition problems. Furthermore, in order to take better advantage of semantic relationship between seen and unseen classes by word vectors, auto-encoder is introduced to our framework to narrow the semantic gap and improve the recognition accuracy. Moreover, we utilize the ε-greedy based max-pooling technique to select the most relevant visual segment from an instance according to the label. Finally, we employ multi-task learning to overall optimize classification and ranking tasks in joint latent space. We evaluate our work on a weakly annotated human action dataset Charades. The experimental results demonstrate that the proposed method significantly outperforms the state-of-the-arts in both accuracy and efficiency.",data driven architecture,85
10.1109/isit45174.2021.9517812,filtered,2021 IEEE International Symposium on Information Theory (ISIT),IEEE,7/20/2021 0:00,ieeexplore,model-inspired deep detection with low-resolution receivers,https://ieeexplore.ieee.org/document/9517812/,"The need to recover high-dimensional signals from their noisy low-resolution quantized measurements is widely encountered in communications and sensing. In this paper, we focus on the extreme case of one-bit quantizers, and propose a deep detector network, called LoRD-Net, for signal recovering from one-bit measurements. Our approach relies on a model-aware data-driven architecture, based on a deep unfolding of first-order optimization iterations. LoRD-Net has a task-based architecture dedicated to recovering the underlying signal of interest from the one-bit noisy measurements without requiring prior knowledge of the channel matrix through which the one-bit measurements are obtained. The proposed deep detector has much fewer parameters compared to black-box deep networks due to the incorporation of domain-knowledge in the design of its architecture, allowing it to operate in a data-driven fashion while benefiting from the flexibility, versatility, and reliability of model-based optimization methods. We numerically evaluate the proposed receiver architecture for one-bit signal recovery in wireless communications and demonstrate that the proposed hybrid methodology outperforms both data-driven and model-based state-of-the-art methods, while utilizing small datasets, on the order of merely ~ 500 samples, for training.",data driven architecture,86
10.1109/icc42927.2021.9500961,filtered,ICC 2021 - IEEE International Conference on Communications,IEEE,6/23/2021 0:00,ieeexplore,removing channel estimation by location-only based deep learning for ris aided mobile edge computing,https://ieeexplore.ieee.org/document/9500961/,"In this paper, we investigate a deep learning architecture for lightweight online implementation of a reconfigurable intelligent surface (RIS)-aided multi-user mobile edge computing (MEC) system, where the optimized performance can be achieved based on user equipment’s (UEs’) location-only information. Assuming that each UE is endowed with a limited energy budget, we aim at maximizing the total completed task-input bits (TCTB) of all UEs within a given time slot, through jointly optimizing the RIS reflecting coefficients, the receive beamforming vectors, and UEs’ energy partition strategies for local computing and computation offloading. Due to the coupled optimization variables, a three-step block coordinate descending (BCD) algorithm is first proposed to effectively solve the formulated TCTB maximization problem iteratively with guaranteed convergence. The location-only deep learning architecture is then constructed to emulate the proposed BCD optimization algorithm, through which the pilot channel estimation and feedback can be removed for online implementation with low complexity. The simulation results reveal a close match between the performance of the BCD optimization algorithm and the location-only data-driven architecture, all with superior performance to existing benchmarks.",data driven architecture,87
10.23919/ccc50068.2020.9188717,filtered,2020 39th Chinese Control Conference (CCC),IEEE,7/29/2020 0:00,ieeexplore,wind turbine frequent principal fault detection based on a self-attentive lstm encoder-decoder model,https://ieeexplore.ieee.org/document/9188717/,"With the development of intelligent monitoring technology, internet information technology, and data storage technology, data-driven fault detection and diagnosis method in the wind turbine system has become a focus of research in recent years. In this paper, we design a data-driven architecture for the wind turbine frequent principal fault detection. Considering the sequential relationship in the wind power data, we introduce the long short-term memory (LSTM) model. Additionally, to retain more necessary information hidden in the wind power time series, which is too long to make the performance of the LSTM model poor, we propose a novel self-attentive LSTM encoder-decoder(SALSTMED) model to learn the high-level feature sequence other than the feature vector. Further, the dataset collected from a real wind farm is employed to verify the performance of the proposed approach. The results indicate that the proposed approach is effective for the wind turbine frequent principal fault detection.",data driven architecture,88
10.1109/30.982782,filtered,IEEE Transactions on Consumer Electronics,IEEE,11/1/2001 0:00,ieeexplore,a novel hdtv video decoder and decentralized control scheme,https://ieeexplore.ieee.org/document/982782/,"A novel dedicated architecture for an HDTV video decoding chip is developed. Each task is mapped to a highly optimized hardware unit by classifying the video processing tasks into three levels. On the function level, a data driven architecture is adopted to make each processing unit operate once the processing data and buffer are available. Therefore the high computing efficiency of each unit is exploited, hardware is saved, and the computing capability is maximized compared with conventional pipeline decoder. On the system level, a decentralized control scheme is designed to provide high efficient communication between all the processing units to yield the best overall performance. Moreover it features simple control logic and minimum size of the connecting buffers.",data driven architecture,89
10.1109/tns.2006.870173,filtered,IEEE Transactions on Nuclear Science,IEEE,2/1/2006 0:00,ieeexplore,design and evaluation of the clear-pem scanner for positron emission mammography,https://ieeexplore.ieee.org/document/1610954/,"The design and evaluation of the imaging system Clear-PEM for positron emission mammography, under development by the PEM Consortium within the framework of the Crystal Clear Collaboration at CERN, is presented. The proposed apparatus is based on fast, segmented, high atomic number radiation sensors with depth-of-interaction measurement capabilities, and state-of-the-art data acquisition techniques. The camera consists of two compact and planar detector heads with dimensions 16.5/spl times/14.5 cm/sup 2/ for breast and axilla imaging. Low-noise integrated electronics provide signal amplification and analog multiplexing based on a new data-driven architecture. The coincidence trigger and data acquisition architecture makes extensive use of pipeline processing structures and multi-event memories for high efficiency up to a data acquisition rate of one million events/s. Experimental validation of the detection techniques, namely the basic properties of the radiation sensors and the ability to measure the depth-of-interaction of the incoming photons, are presented. System performance in terms of detection sensitivity, count-rates and reconstructed image spatial resolution were also evaluated by means of a detailed Monte Carlo simulation and an iterative image reconstruction algorithm.",data driven architecture,90
10.1109/access.2021.3071274,filtered,IEEE Access,IEEE,1/1/2021 0:00,ieeexplore,graph neural network: a comprehensive review on non-euclidean space,https://ieeexplore.ieee.org/document/9395439/,"This review provides a comprehensive overview of the state-of-the-art methods of graph-based networks from a deep learning perspective. Graph networks provide a generalized form to exploit non-euclidean space data. A graph can be visualized as an aggregation of nodes and edges without having any order. Data-driven architecture tends to follow a fixed neural network trying to find the pattern in feature space. These strategies have successfully been applied to many applications for euclidean space data. Since graph data in a non-euclidean space does not follow any kind of order, these solutions can be applied to exploit the node relationships. Graph Neural Networks (GNNs) solve this problem by exploiting the relationships among graph data. Recent developments in computational hardware and optimization allow graph networks possible to learn the complex graph relationships. Graph networks are therefore being actively used to solve many problems including protein interface, classification, and learning representations of fingerprints. To encapsulate the importance of graph models, in this paper, we formulate a systematic categorization of GNN models according to their applications from theory to real-life problems and provide a direction of the future scope for the applications of graph models as well as highlight the limitations of existing graph networks.",data driven architecture,91
10.1109/tsp.2021.3117503,filtered,IEEE Transactions on Signal Processing,IEEE,1/1/2021 0:00,ieeexplore,lord-net: unfolded deep detection network with low-resolution receivers,https://ieeexplore.ieee.org/document/9557819/,"The need to recover high-dimensional signals from their noisy low-resolution quantized measurements is widely encountered in communications and sensing. In this paper, we focus on the extreme case of one-bit quantizers, and propose a deep detector entitled LoRD-Net for recovering information symbols from one-bit measurements. Our method is a model-aware data-driven architecture based on deep unfolding of first-order optimization iterations. LoRD-Net has a task-based architecture dedicated to recovering the underlying signal of interest from the one-bit noisy measurements without requiring prior knowledge of the channel matrix through which the one-bit measurements are obtained. The proposed deep detector has much fewer parameters compared to black-box deep networks due to the incorporation of domain-knowledge in the design of its architecture, allowing it to operate in a data-driven fashion while benefiting from the flexibility, versatility, and reliability of model-based optimization methods. LoRD-Net operates in a blind fashion, which requires addressing both the non-linear nature of the data-acquisition system as well as identifying a proper optimization objective for signal recovery. Accordingly, we propose a two-stage training method for LoRD-Net, in which the first stage is dedicated to identifying the proper form of the optimization process to unfold, while the latter trains the resulting model in an end-to-end manner. We numerically evaluate the proposed receiver architecture for one-bit signal recovery in wireless communications and demonstrate that the proposed hybrid methodology outperforms both data-driven and model-based state-of-the-art methods, while utilizing small datasets, on the order of merely <inline-formula><tex-math notation=""LaTeX"">$\sim 500$</tex-math></inline-formula> samples, for training.",data driven architecture,92
10.1109/access.2021.3091716,filtered,IEEE Access,IEEE,1/1/2021 0:00,ieeexplore,modeling and key technologies of a data-driven smart city system,https://ieeexplore.ieee.org/document/9462829/,"The smart city operation and management center with a hierarchical data-driven architecture has already become one of the most widely used solutions for smart cities in practice, solving the problems associated with data acquisition, data gathering and storage, data processing, and data application. At present, the construction of smart city operation and management center faces bottlenecks such as incomplete top-level design theory, the insufficient integration capability of software and hardware, the low efficiency of data collection and aggregation, and the lack of intelligence in data analysis and application. Aiming to address the above problems, this paper proposes a `two-dimension, three-layer, and six-goal' top-level design model for a smart city, with six principles for a smart city operational pattern, and focuses on three key technologies: (1) infrastructure integration and application, (2) multidimensional perception data collection and aggregation, and (3) intelligent data analysis and data service. Following the guidance of this model, Longgang District of Shenzhen has constructed a smart city operation and management center including integrated ICT infrastructure, an urban fine management system, and an intelligent urban data analysis and service system. The actual effects and quantitative improvements in the practical case show that the top-level design model of a smart city proposed in this paper has achieved successful results, and it thereby offers an applicability model of a smart city that can be referenced and replicated.",data driven architecture,93
10.1109/tkde.2019.2953839,filtered,IEEE Transactions on Knowledge and Data Engineering,IEEE,6/1/2021 0:00,ieeexplore,open relation extraction for chinese noun phrases,https://ieeexplore.ieee.org/document/8903488/,"Relation Extraction (RE) aims at harvesting relational facts from texts. A majority of existing research targets at knowledge acquisition from sentences, where subject-verb-object structures are usually treated as the signals of existence of relations. In contrast, relational facts expressed within noun phrases are highly implicit. Previous works mostly relies on human-compiled assertions and textual patterns in English to address noun phrase-based RE. For Chinese, the corresponding task is non-trivial because Chinese is a highly analytic language with flexible expressions. Additionally, noun phrases tend to be incomplete in grammatical structures, where clear mentions of predicates are often missing. In this article, we present an unsupervised Noun Phrase-based Open RE system for the Chinese language (NPORE), which employs a three-layer data-driven architecture. The system contains three components, i.e., Modifier-sensitive Phrase Segmenter, Candidate Relation Generator and Missing Relation Predicate Detector. It integrates with a graph clique mining algorithm to chunk Chinese noun phrases, considering how relations are expressed. We further propose a probabilistic method with knowledge priors and a hypergraph-based random walk process to detect missing relation predicates. Experiments over Chinese Wikipedia show NPORE outperforms state-of-the-art, capable of extracting 55.2 percent more relations than the most competitive baseline, with a comparable precision at 95.4 percent.",data driven architecture,94
10.1109/acc.2013.6580528,filtered,2013 American Control Conference,IEEE,6/19/2013 0:00,ieeexplore,data-driven design of kpi-related fault-tolerant control system for wind turbines,https://ieeexplore.ieee.org/document/6580528/,"In this paper, a scheme for an integrated design of fault-tolerant control (FTC) systems for a wind turbine benchmark is proposed, with focus on the overall performance of the system. For that a key performance indicator (KPI) which reflects the economic performance of the system is defined, and the objective of the proposed FTC scheme is to maintain the system KPI in the admissible range in faulty conditions. The basic idea behind this scheme is data-driven design of the proposed fault-tolerant architecture whose core is an observer/residual generator based realization of the Youla parameterization of all stabilizing controllers with an embedded residual generator for fault detection (FD) purpose. The performance and effectiveness of the proposed scheme are demonstrated through the wind turbine benchmark model proposed in [1].",data driven architecture,95
10.23919/acc50511.2021.9482806,filtered,2021 American Control Conference (ACC),IEEE,5/28/2021 0:00,ieeexplore,direct data-driven design of switching controllers for constrained systems,https://ieeexplore.ieee.org/document/9482806/,"This paper presents a hierarchical structure to directly design controllers for (possibly nonlinear) constrained systems. The proposed architecture combines the advantages of an inner data-driven switching controller designed to achieve a predefined closed-loop behavior and an outer model predictive controller, which is used as a reference governor. These design choices enable us to avoid the identification step typical of model-based approaches while exploiting the ability of model predictive controllers to handle constraints and optimize the closed-loop performance. As a proof of concept, a benchmark simulation example is used to demonstrate the effectiveness of the proposed strategy.",data driven architecture,96
10.1109/tii.2018.2843124,filtered,IEEE Transactions on Industrial Informatics,IEEE,10/1/2018 0:00,ieeexplore,data-driven design of fog-computing-aided process monitoring system for large-scale industrial processes,https://ieeexplore.ieee.org/document/8370742/,"Stimulated by the recent development of fog computing technology, in this paper, a fog-computing-aided process monitoring and control architecture is proposed for large-scale industrial processes, which enables reliable and efficient online performance optimization in each fog computing node without modifying predesigned control subsystems. Moreover, a closed-loop data-driven method is developed for the process monitoring system design and an adaptive configuration approach is proposed to deal with the problems caused by the changes of process parameters and operating points. The feasibility and effectiveness of the proposed design approaches are verified and demonstrated through the case study on the Tennessee Eastman benchmark system.",data driven architecture,97
10.1109/spawc51858.2021.9593131,filtered,2021 IEEE 22nd International Workshop on Signal Processing Advances in Wireless Communications (SPAWC),IEEE,9/30/2021 0:00,ieeexplore,fast power control adaptation via meta-learning for random edge graph neural networks,https://ieeexplore.ieee.org/document/9593131/,"Power control in decentralized wireless networks poses a complex stochastic optimization problem when formulated as the maximization of the average sum rate for arbitrary interference graphs. Recent work has introduced data-driven design methods that leverage graph neural network (GNN) to efficiently parametrize the power control policy mapping channel state information (CSI) to the power vector. The specific GNN architecture, known as random edge GNN (REGNN), defines a non-linear graph convolutional architecture whose spatial weights are tied to the channel coefficients, enabling a direct adaption to channel conditions. This paper studies the higher-level problem of enabling fast adaption of the power control policy to time-varying topologies. To this end, we apply first-order meta-learning on data from multiple topologies with the aim of optimizing for a few-shot adaptation to new network configurations.",data driven architecture,98
10.1109/cca.2015.7320615,filtered,2015 IEEE Conference on Control Applications (CCA),IEEE,9/23/2015 0:00,ieeexplore,fictitious reference iterative tuning of internal model controllers for a class of nonlinear systems,https://ieeexplore.ieee.org/document/7320615/,"This paper presents a direct data-driven design or tuning of the internal model control architecture for a class of non-linear systems to achieve the desired output. We assume that the structure of a nonlinear system addressed here is known and the parameters are unknown. In addition, a nonlinear system addressed here is assumed to be with the property that the input time series and the output time series has one to one relation. For this type of nonlinear system, the internal model controller that is represented by the parameters of a model is introduced. Then, fictitious reference iterative tuning, which is one of the data-driven controller tuning methods based on the direct use of one-shot experimental data, is extended for tuning the parameterized internal model controllers. It is also shown that the cost function to be minimized in fictitious reference iterative tuning is related to both of the achievement of the desired tracking and the attainment of a model. That is, the proposed method in this paper enables us to simultaneously obtain a model and a controller by applying only one-shot experimental data to the parameterized internal model controller. A numerical example is also illustrated to show the validity of the result.",data driven architecture,99
10.1109/access.2021.3123348,filtered,IEEE Access,IEEE,1/1/2021 0:00,ieeexplore,an authoritative source of truth system for ucav conceptual design,https://ieeexplore.ieee.org/document/9590556/,"Model-Based Systems Engineering (MBSE) is a part of a long-term trend toward model-centric approaches. The Authoritative Source of Truth (AST) is a crucial step of digital transformation and a core component of MBSE. Benefits include help design teams shorten the design cycle, improve design efficiency, and ensure the accuracy of design models and data compared to traditional document-based co-design methods. Data-driven design is a new direction of Unmanned Combat Aerial Vehicles (UCAV) design, and UCAV is the main force of future air warfare. How to build a UCAV conceptual design AST system is a problem that needs to be solved. We design an AST construction methodology, develop an AST system by applying the methodology, and use the UCAV concept design case to test the usability of the AST system. More specifically, the methodology includes construction goals and objects, basic construction methods, AST architecture, collaborative construction methods, dynamic management methods, basic functions and derivative tools required. In addition, the validation process is requirement analysis, functional architecture design, scheme design, and dynamic management validation. The AST system can help the implementation of MBSE in the field of aircraft design. The AST system can also help meet the requirements of the conceptual design stage, which shows the feasibility of the construction methodology’s integrity. If the AST system is used in the aircraft’s detailed design phase, further models and data will be required, and the AST system will need to be upgraded.",data driven architecture,100
10.1109/tpel.2020.3043741,filtered,IEEE Transactions on Power Electronics,IEEE,7/1/2021 0:00,ieeexplore,enhanced fault diagnosis using broad learning for traction systems in high-speed trains,https://ieeexplore.ieee.org/document/9290131/,"Faults happen inevitably in traction systems and thus place the security of the whole high-speed train at risk. In order to improve the safety and reliability of high-speed trains, this article deals with fault detection and diagnosis (FDD) problem for traction systems. Because of high sampling frequency of equipped sensors, FDD strategies in the supervision system of high-speed trains should be of enough high computation efficiency, which is a great bottleneck for artificial intelligence-based FDD methods. For reducing the computational load while maintaining the satisfactory diagnostic accuracy, an enhanced FDD architecture using the modified principal component analysis and broad learning system is developed in this article. Based on the proposed data-driven design whose core is to extract fault information, fast and accurate FDD can be achieved without requirements for mathematical models or control mechanism of high-speed trains. The effectiveness and feasibility of the proposed online design are illustrated on the traction control platform of high-speed trains.",data driven architecture,101
10.1109/tie.2013.2273477,filtered,IEEE Transactions on Industrial Electronics,IEEE,5/1/2014 0:00,ieeexplore,real-time implementation of fault-tolerant control systems with performance optimization,https://ieeexplore.ieee.org/document/6560360/,"In this paper, two online schemes for an integrated design of fault-tolerant control (FTC) systems with application to Tennessee Eastman (TE) benchmark are proposed. Based on the data-driven design of the proposed fault-tolerant architecture whose core is an observer/residual generator based realization of the Youla parameterization of all stabilization controllers, FTC is achieved by an adaptive residual generator for the online identification of the fault diagnosis relevant vectors, and an iterative optimization method for system performance enhancement. The performance and effectiveness of the proposed schemes are demonstrated through the TE benchmark model.",data driven architecture,102
